"Cultivar" "SowTreat" "Variable" "DateMeasure" "SowingD" "avP" "avTT"
"344" "Denmark" "S1" "Petal" 2015-11-23 2015-06-24 66.6666666666667 NA
"345" "Denmark" "S1" "Petal" 2015-11-27 2015-06-24 93.3333333333333 NA
"346" "Denmark" "S1" "Petal" 2015-12-07 2015-06-24 66.6666666666667 NA
"347" "Denmark" "S1" "Petal" 2015-12-10 2015-06-24 86.6666666666667 NA
"348" "Denmark" "S1" "Petal" 2015-12-18 2015-06-24 13.3333333333333 NA
"349" "Denmark" "S1" "Petal" 2015-12-29 2015-06-24 20 NA
"350" "Denmark" "S2" "Bud" 2015-10-24 2015-07-28 0 NA
"351" "Denmark" "S2" "Bud" 2015-10-28 2015-07-28 0 NA
"352" "Denmark" "S2" "Bud" 2015-11-02 2015-07-28 0 NA
"353" "Denmark" "S2" "Bud" 2015-11-04 2015-07-28 0 NA
"354" "Denmark" "S2" "Bud" 2015-11-09 2015-07-28 60 NA
"355" "Denmark" "S2" "Bud" 2015-11-14 2015-07-28 80 NA
"356" "Denmark" "S2" "Bud" 2015-11-19 2015-07-28 86.6666666666667 NA
"357" "Denmark" "S2" "Bud" 2015-11-24 2015-07-28 66.6666666666667 NA
"358" "Denmark" "S2" "Bud" 2015-11-27 2015-07-28 73.3333333333333 NA
"359" "Denmark" "S2" "Bud" 2015-12-02 2015-07-28 26.6666666666667 NA
"360" "Denmark" "S2" "Bud" 2015-12-07 2015-07-28 46.6666666666667 NA
"361" "Denmark" "S2" "Bud" 2015-12-10 2015-07-28 53.3333333333333 NA
"362" "Denmark" "S2" "Bud" 2015-12-14 2015-07-28 20 NA
"363" "Denmark" "S2" "Bud" 2015-12-18 2015-07-28 26.6666666666667 NA
"364" "Denmark" "S2" "Bud" 2015-12-22 2015-07-28 20 NA
"365" "Denmark" "S2" "Bud" 2015-12-29 2015-07-28 0 NA
"366" "Denmark" "S2" "Bur1" 2015-11-09 2015-07-28 0 NA
"367" "Denmark" "S2" "Bur1" 2015-11-14 2015-07-28 0 NA
"368" "Denmark" "S2" "Bur1" 2015-11-19 2015-07-28 0 NA
"369" "Denmark" "S2" "Bur1" 2015-11-24 2015-07-28 16.6666666666667 NA
"370" "Denmark" "S2" "Bur1" 2015-11-27 2015-07-28 60 NA
"371" "Denmark" "S2" "Bur1" 2015-12-02 2015-07-28 93.3333333333333 NA
"372" "Denmark" "S2" "Bur1" 2015-12-07 2015-07-28 100 NA
"373" "Denmark" "S2" "Bur1" 2015-12-10 2015-07-28 73.3333333333333 NA
"374" "Denmark" "S2" "Bur1" 2015-12-14 2015-07-28 86.6666666666667 NA
"375" "Denmark" "S2" "Bur1" 2015-12-18 2015-07-28 100 NA
"376" "Denmark" "S2" "Bur1" 2015-12-22 2015-07-28 100 NA
"377" "Denmark" "S2" "Bur1" 2015-12-29 2015-07-28 66.6666666666667 NA
"378" "Denmark" "S2" "Bur2" 2015-11-09 2015-07-28 0 NA
"379" "Denmark" "S2" "Bur2" 2015-11-14 2015-07-28 0 NA
"380" "Denmark" "S2" "Bur2" 2015-11-19 2015-07-28 0 NA
"381" "Denmark" "S2" "Bur2" 2015-11-24 2015-07-28 0 NA
"382" "Denmark" "S2" "Bur2" 2015-11-27 2015-07-28 0 NA
"383" "Denmark" "S2" "Bur2" 2015-12-02 2015-07-28 0 NA
"384" "Denmark" "S2" "Bur2" 2015-12-07 2015-07-28 26.6666666666667 NA
"385" "Denmark" "S2" "Bur2" 2015-12-10 2015-07-28 13.3333333333333 NA
"386" "Denmark" "S2" "Bur2" 2015-12-14 2015-07-28 60 NA
"387" "Denmark" "S2" "Bur2" 2015-12-18 2015-07-28 100 NA
"388" "Denmark" "S2" "Bur2" 2015-12-22 2015-07-28 100 NA
"389" "Denmark" "S2" "Bur2" 2015-12-29 2015-07-28 100 NA
"390" "Denmark" "S2" "Bur3" 2015-12-10 2015-07-28 0 NA
"391" "Denmark" "S2" "Bur3" 2015-12-14 2015-07-28 0 NA
"392" "Denmark" "S2" "Bur3" 2015-12-18 2015-07-28 6.66666666666667 NA
"393" "Denmark" "S2" "Bur3" 2015-12-22 2015-07-28 20 NA
"394" "Denmark" "S2" "Bur3" 2015-12-29 2015-07-28 73.3333333333333 NA
"395" "Denmark" "S2" "Bur4" 2015-12-10 2015-07-28 0 NA
"396" "Denmark" "S2" "Bur4" 2015-12-14 2015-07-28 0 NA
"397" "Denmark" "S2" "Bur4" 2015-12-18 2015-07-28 0 NA
"398" "Denmark" "S2" "Bur4" 2015-12-22 2015-07-28 0 NA
"399" "Denmark" "S2" "Bur4" 2015-12-29 2015-07-28 6.66666666666667 NA
"400" "Denmark" "S2" "Early" 2015-11-02 2015-07-28 0 NA
"401" "Denmark" "S2" "Early" 2015-11-04 2015-07-28 0 NA
"402" "Denmark" "S2" "Early" 2015-11-09 2015-07-28 33.3333333333333 NA
"403" "Denmark" "S2" "Early" 2015-11-14 2015-07-28 46.6666666666667 NA
"404" "Denmark" "S2" "Early" 2015-11-19 2015-07-28 60 NA
"405" "Denmark" "S2" "Early" 2015-11-24 2015-07-28 13.3333333333333 NA
"406" "Denmark" "S2" "Early" 2015-11-27 2015-07-28 33.3333333333333 NA
"407" "Denmark" "S2" "Early" 2015-12-02 2015-07-28 26.6666666666667 NA
"408" "Denmark" "S2" "Early" 2015-12-07 2015-07-28 60 NA
"409" "Denmark" "S2" "Early" 2015-12-10 2015-07-28 13.3333333333333 NA
"410" "Denmark" "S2" "Early" 2015-12-14 2015-07-28 13.3333333333333 NA
"411" "Denmark" "S2" "Early" 2015-12-18 2015-07-28 6.66666666666667 NA
"412" "Denmark" "S2" "Early" 2015-12-22 2015-07-28 6.66666666666667 NA
"413" "Denmark" "S2" "Early" 2015-12-29 2015-07-28 6.66666666666667 NA
"414" "Denmark" "S2" "Open" 2015-11-09 2015-07-28 0 NA
"415" "Denmark" "S2" "Open" 2015-11-14 2015-07-28 60 NA
"416" "Denmark" "S2" "Open" 2015-11-19 2015-07-28 33.3333333333333 NA
"417" "Denmark" "S2" "Open" 2015-11-24 2015-07-28 36.6666666666667 NA
"418" "Denmark" "S2" "Open" 2015-11-27 2015-07-28 66.6666666666667 NA
"419" "Denmark" "S2" "Open" 2015-12-02 2015-07-28 66.6666666666667 NA
"420" "Denmark" "S2" "Open" 2015-12-07 2015-07-28 33.3333333333333 NA
"421" "Denmark" "S2" "Open" 2015-12-10 2015-07-28 60 NA
"422" "Denmark" "S2" "Open" 2015-12-14 2015-07-28 26.6666666666667 NA
"423" "Denmark" "S2" "Open" 2015-12-18 2015-07-28 6.66666666666667 NA
"424" "Denmark" "S2" "Open" 2015-12-22 2015-07-28 0 NA
"425" "Denmark" "S2" "Open" 2015-12-29 2015-07-28 26.6666666666667 NA
"426" "Denmark" "S2" "Petal" 2015-11-09 2015-07-28 0 NA
"427" "Denmark" "S2" "Petal" 2015-11-14 2015-07-28 6.66666666666667 NA
"428" "Denmark" "S2" "Petal" 2015-11-19 2015-07-28 20 NA
"429" "Denmark" "S2" "Petal" 2015-11-24 2015-07-28 20 NA
"430" "Denmark" "S2" "Petal" 2015-11-27 2015-07-28 33.3333333333333 NA
"431" "Denmark" "S2" "Petal" 2015-12-02 2015-07-28 53.3333333333333 NA
"432" "Denmark" "S2" "Petal" 2015-12-07 2015-07-28 80 NA
"433" "Denmark" "S2" "Petal" 2015-12-10 2015-07-28 100 NA
"434" "Denmark" "S2" "Petal" 2015-12-14 2015-07-28 100 NA
"435" "Denmark" "S2" "Petal" 2015-12-18 2015-07-28 80 NA
"436" "Denmark" "S2" "Petal" 2015-12-22 2015-07-28 53.3333333333333 NA
"437" "Denmark" "S2" "Petal" 2015-12-29 2015-07-28 46.6666666666667 NA
"438" "Denmark" "S3" "Bud" 2015-11-12 2015-09-15 0 NA
"439" "Denmark" "S3" "Bud" 2015-11-16 2015-09-15 0 NA
"440" "Denmark" "S3" "Bud" 2015-11-20 2015-09-15 0 NA
"441" "Denmark" "S3" "Bud" 2015-11-27 2015-09-15 0 NA
"442" "Denmark" "S3" "Bud" 2015-12-02 2015-09-15 86.6666666666667 NA
"443" "Denmark" "S3" "Bud" 2015-12-07 2015-09-15 93.3333333333333 NA
"444" "Denmark" "S3" "Bud" 2015-12-10 2015-09-15 93.3333333333333 NA
"445" "Denmark" "S3" "Bud" 2015-12-14 2015-09-15 66.6666666666667 NA
"446" "Denmark" "S3" "Bud" 2015-12-18 2015-09-15 93.3333333333333 NA
"447" "Denmark" "S3" "Bud" 2015-12-21 2015-09-15 100 NA
"448" "Denmark" "S3" "Bud" 2015-12-24 2015-09-15 100 NA
"449" "Denmark" "S3" "Bud" 2015-12-27 2015-09-15 60 NA
"450" "Denmark" "S3" "Bud" 2015-12-31 2015-09-15 53.3333333333333 NA
"451" "Denmark" "S3" "Bur1" 2015-11-12 2015-09-15 0 NA
"452" "Denmark" "S3" "Bur1" 2015-11-16 2015-09-15 0 NA
"453" "Denmark" "S3" "Bur1" 2015-11-20 2015-09-15 0 NA
"454" "Denmark" "S3" "Bur1" 2015-11-27 2015-09-15 0 NA
"455" "Denmark" "S3" "Bur1" 2015-12-02 2015-09-15 0 NA
"456" "Denmark" "S3" "Bur1" 2015-12-07 2015-09-15 0 NA
"457" "Denmark" "S3" "Bur1" 2015-12-10 2015-09-15 0 NA
"458" "Denmark" "S3" "Bur1" 2015-12-14 2015-09-15 60 NA
"459" "Denmark" "S3" "Bur1" 2015-12-18 2015-09-15 60 NA
"460" "Denmark" "S3" "Bur1" 2015-12-21 2015-09-15 40 NA
"461" "Denmark" "S3" "Bur1" 2015-12-24 2015-09-15 53.3333333333333 NA
"462" "Denmark" "S3" "Bur1" 2015-12-27 2015-09-15 66.6666666666667 NA
"463" "Denmark" "S3" "Bur1" 2015-12-31 2015-09-15 86.6666666666667 NA
"464" "Denmark" "S3" "Bur2" 2015-11-12 2015-09-15 0 NA
"465" "Denmark" "S3" "Bur2" 2015-11-16 2015-09-15 0 NA
"466" "Denmark" "S3" "Bur2" 2015-11-20 2015-09-15 0 NA
"467" "Denmark" "S3" "Bur2" 2015-11-27 2015-09-15 0 NA
"468" "Denmark" "S3" "Bur2" 2015-12-02 2015-09-15 0 NA
"469" "Denmark" "S3" "Bur2" 2015-12-07 2015-09-15 0 NA
"470" "Denmark" "S3" "Bur2" 2015-12-10 2015-09-15 0 NA
"471" "Denmark" "S3" "Bur2" 2015-12-14 2015-09-15 0 NA
"472" "Denmark" "S3" "Bur2" 2015-12-18 2015-09-15 6.66666666666667 NA
"473" "Denmark" "S3" "Bur2" 2015-12-21 2015-09-15 0 NA
"474" "Denmark" "S3" "Bur2" 2015-12-24 2015-09-15 6.66666666666667 NA
"475" "Denmark" "S3" "Bur2" 2015-12-27 2015-09-15 26.6666666666667 NA
"476" "Denmark" "S3" "Bur2" 2015-12-31 2015-09-15 53.3333333333333 NA
"477" "Denmark" "S3" "Bur3" 2015-11-27 2015-09-15 0 NA
"478" "Denmark" "S3" "Bur3" 2015-12-02 2015-09-15 0 NA
"479" "Denmark" "S3" "Bur3" 2015-12-07 2015-09-15 0 NA
"480" "Denmark" "S3" "Bur3" 2015-12-10 2015-09-15 0 NA
"481" "Denmark" "S3" "Bur3" 2015-12-14 2015-09-15 0 NA
"482" "Denmark" "S3" "Bur3" 2015-12-18 2015-09-15 0 NA
"483" "Denmark" "S3" "Bur3" 2015-12-21 2015-09-15 0 NA
"484" "Denmark" "S3" "Bur3" 2015-12-24 2015-09-15 6.66666666666667 NA
"485" "Denmark" "S3" "Bur3" 2015-12-27 2015-09-15 6.66666666666667 NA
"486" "Denmark" "S3" "Bur3" 2015-12-31 2015-09-15 20 NA
"487" "Denmark" "S3" "Bur4" 2015-12-10 2015-09-15 0 NA
"488" "Denmark" "S3" "Bur4" 2015-12-14 2015-09-15 0 NA
"489" "Denmark" "S3" "Bur4" 2015-12-18 2015-09-15 0 NA
"490" "Denmark" "S3" "Bur4" 2015-12-21 2015-09-15 0 NA
"491" "Denmark" "S3" "Bur4" 2015-12-24 2015-09-15 0 NA
"492" "Denmark" "S3" "Bur4" 2015-12-27 2015-09-15 0 NA
"493" "Denmark" "S3" "Bur4" 2015-12-31 2015-09-15 0 NA
"494" "Denmark" "S3" "Early" 2015-11-12 2015-09-15 0 NA
"495" "Denmark" "S3" "Early" 2015-11-16 2015-09-15 0 NA
"496" "Denmark" "S3" "Early" 2015-11-20 2015-09-15 0 NA
"497" "Denmark" "S3" "Early" 2015-11-27 2015-09-15 0 NA
"498" "Denmark" "S3" "Early" 2015-12-02 2015-09-15 6.66666666666667 NA
"499" "Denmark" "S3" "Early" 2015-12-07 2015-09-15 40 NA
"500" "Denmark" "S3" "Early" 2015-12-10 2015-09-15 13.3333333333333 NA
"501" "Denmark" "S3" "Early" 2015-12-14 2015-09-15 26.6666666666667 NA
"502" "Denmark" "S3" "Early" 2015-12-18 2015-09-15 20 NA
"503" "Denmark" "S3" "Early" 2015-12-21 2015-09-15 20 NA
"504" "Denmark" "S3" "Early" 2015-12-24 2015-09-15 33.3333333333333 NA
"505" "Denmark" "S3" "Early" 2015-12-27 2015-09-15 40 NA
"506" "Denmark" "S3" "Early" 2015-12-31 2015-09-15 13.3333333333333 NA
"507" "Denmark" "S3" "Open" 2015-11-12 2015-09-15 0 NA
"508" "Denmark" "S3" "Open" 2015-11-16 2015-09-15 0 NA
"509" "Denmark" "S3" "Open" 2015-11-20 2015-09-15 0 NA
"510" "Denmark" "S3" "Open" 2015-11-27 2015-09-15 0 NA
"511" "Denmark" "S3" "Open" 2015-12-02 2015-09-15 0 NA
"512" "Denmark" "S3" "Open" 2015-12-07 2015-09-15 40 NA
"513" "Denmark" "S3" "Open" 2015-12-10 2015-09-15 80 NA
"514" "Denmark" "S3" "Open" 2015-12-14 2015-09-15 46.6666666666667 NA
"515" "Denmark" "S3" "Open" 2015-12-18 2015-09-15 73.3333333333333 NA
"516" "Denmark" "S3" "Open" 2015-12-21 2015-09-15 73.3333333333333 NA
"517" "Denmark" "S3" "Open" 2015-12-24 2015-09-15 40 NA
"518" "Denmark" "S3" "Open" 2015-12-27 2015-09-15 66.6666666666667 NA
"519" "Denmark" "S3" "Open" 2015-12-31 2015-09-15 73.3333333333333 NA
"520" "Denmark" "S3" "Petal" 2015-11-12 2015-09-15 0 NA
"521" "Denmark" "S3" "Petal" 2015-11-16 2015-09-15 0 NA
"522" "Denmark" "S3" "Petal" 2015-11-20 2015-09-15 0 NA
"523" "Denmark" "S3" "Petal" 2015-11-27 2015-09-15 0 NA
"524" "Denmark" "S3" "Petal" 2015-12-02 2015-09-15 0 NA
"525" "Denmark" "S3" "Petal" 2015-12-07 2015-09-15 26.6666666666667 NA
"526" "Denmark" "S3" "Petal" 2015-12-10 2015-09-15 53.3333333333333 NA
"527" "Denmark" "S3" "Petal" 2015-12-14 2015-09-15 53.3333333333333 NA
"528" "Denmark" "S3" "Petal" 2015-12-18 2015-09-15 66.6666666666667 NA
"529" "Denmark" "S3" "Petal" 2015-12-21 2015-09-15 73.3333333333333 NA
"530" "Denmark" "S3" "Petal" 2015-12-24 2015-09-15 86.6666666666667 NA
"531" "Denmark" "S3" "Petal" 2015-12-27 2015-09-15 100 NA
"532" "Denmark" "S3" "Petal" 2015-12-31 2015-09-15 93.3333333333333 NA
"533" "Denmark" "S4" "Bud" 2015-12-24 2015-11-05 0 NA
"534" "Denmark" "S4" "Bud" 2015-12-27 2015-11-05 0 NA
"535" "Denmark" "S4" "Bud" 2015-12-31 2015-11-05 0 NA
"536" "Denmark" "S4" "Bur1" 2015-12-24 2015-11-05 0 NA
"537" "Denmark" "S4" "Bur1" 2015-12-27 2015-11-05 0 NA
"538" "Denmark" "S4" "Bur1" 2015-12-31 2015-11-05 0 NA
"539" "Denmark" "S4" "Bur2" 2015-12-24 2015-11-05 0 NA
"540" "Denmark" "S4" "Bur2" 2015-12-27 2015-11-05 0 NA
"541" "Denmark" "S4" "Bur2" 2015-12-31 2015-11-05 0 NA
"542" "Denmark" "S4" "Bur3" 2015-12-24 2015-11-05 0 NA
"543" "Denmark" "S4" "Bur3" 2015-12-27 2015-11-05 0 NA
"544" "Denmark" "S4" "Bur3" 2015-12-31 2015-11-05 0 NA
"545" "Denmark" "S4" "Bur4" 2015-12-24 2015-11-05 0 NA
"546" "Denmark" "S4" "Bur4" 2015-12-27 2015-11-05 0 NA
"547" "Denmark" "S4" "Bur4" 2015-12-31 2015-11-05 0 NA
"548" "Denmark" "S4" "Early" 2015-12-24 2015-11-05 0 NA
"549" "Denmark" "S4" "Early" 2015-12-27 2015-11-05 0 NA
"550" "Denmark" "S4" "Early" 2015-12-31 2015-11-05 0 NA
"551" "Denmark" "S4" "Open" 2015-12-24 2015-11-05 0 NA
"552" "Denmark" "S4" "Open" 2015-12-27 2015-11-05 0 NA
"553" "Denmark" "S4" "Open" 2015-12-31 2015-11-05 0 NA
"554" "Denmark" "S4" "Petal" 2015-12-24 2015-11-05 0 NA
"555" "Denmark" "S4" "Petal" 2015-12-27 2015-11-05 0 NA
"556" "Denmark" "S4" "Petal" 2015-12-31 2015-11-05 0 NA
"557" "Leura" "S1" "Bud" 2015-10-12 2015-06-24 0 NA
"558" "Leura" "S1" "Bud" 2015-10-16 2015-06-24 0 NA
"559" "Leura" "S1" "Bud" 2015-10-19 2015-06-24 0 NA
"560" "Leura" "S1" "Bud" 2015-10-27 2015-06-24 13.3333333333333 NA
"561" "Leura" "S1" "Bud" 2015-11-02 2015-06-24 26.6666666666667 NA
"562" "Leura" "S1" "Bud" 2015-11-04 2015-06-24 20 NA
"563" "Leura" "S1" "Bud" 2015-11-09 2015-06-24 80 NA
"564" "Leura" "S1" "Bud" 2015-11-13 2015-06-24 80 NA
"565" "Leura" "S1" "Bud" 2015-11-18 2015-06-24 86.6666666666667 NA
"566" "Leura" "S1" "Bud" 2015-11-23 2015-06-24 20 NA
"567" "Leura" "S1" "Bud" 2015-11-27 2015-06-24 73.3333333333333 NA
"568" "Leura" "S1" "Bud" 2015-12-07 2015-06-24 60 NA
"569" "Leura" "S1" "Bud" 2015-12-10 2015-06-24 40 NA
"570" "Leura" "S1" "Bud" 2015-12-18 2015-06-24 13.3333333333333 NA
"571" "Leura" "S1" "Bud" 2015-12-29 2015-06-24 13.3333333333333 NA
"572" "Leura" "S1" "Bur1" 2015-11-09 2015-06-24 13.3333333333333 NA
"573" "Leura" "S1" "Bur1" 2015-11-13 2015-06-24 40 NA
"574" "Leura" "S1" "Bur1" 2015-11-18 2015-06-24 40 NA
"575" "Leura" "S1" "Bur1" 2015-11-23 2015-06-24 33.3333333333333 NA
"576" "Leura" "S1" "Bur1" 2015-11-27 2015-06-24 86.6666666666667 NA
"577" "Leura" "S1" "Bur1" 2015-12-07 2015-06-24 93.3333333333333 NA
"578" "Leura" "S1" "Bur1" 2015-12-10 2015-06-24 100 NA
"579" "Leura" "S1" "Bur1" 2015-12-18 2015-06-24 93.3333333333333 NA
"580" "Leura" "S1" "Bur1" 2015-12-29 2015-06-24 53.3333333333333 NA
"581" "Leura" "S1" "Bur2" 2015-11-09 2015-06-24 0 NA
"582" "Leura" "S1" "Bur2" 2015-11-13 2015-06-24 0 NA
"583" "Leura" "S1" "Bur2" 2015-11-18 2015-06-24 46.6666666666667 NA
"584" "Leura" "S1" "Bur2" 2015-11-23 2015-06-24 30 NA
"585" "Leura" "S1" "Bur2" 2015-11-27 2015-06-24 53.3333333333333 NA
"586" "Leura" "S1" "Bur2" 2015-12-07 2015-06-24 93.3333333333333 NA
"587" "Leura" "S1" "Bur2" 2015-12-10 2015-06-24 93.3333333333333 NA
"588" "Leura" "S1" "Bur2" 2015-12-18 2015-06-24 93.3333333333333 NA
"589" "Leura" "S1" "Bur2" 2015-12-29 2015-06-24 80 NA
"590" "Leura" "S1" "Bur3" 2015-11-18 2015-06-24 0 NA
"591" "Leura" "S1" "Bur3" 2015-11-27 2015-06-24 0 NA
"592" "Leura" "S1" "Bur3" 2015-12-07 2015-06-24 6.66666666666667 NA
"593" "Leura" "S1" "Bur3" 2015-12-10 2015-06-24 60 NA
"594" "Leura" "S1" "Bur3" 2015-12-18 2015-06-24 20 NA
"595" "Leura" "S1" "Bur3" 2015-12-29 2015-06-24 60 NA
"596" "Leura" "S1" "Bur4" 2015-12-10 2015-06-24 0 NA
"597" "Leura" "S1" "Bur4" 2015-12-18 2015-06-24 0 NA
"598" "Leura" "S1" "Bur4" 2015-12-29 2015-06-24 26.6666666666667 NA
"599" "Leura" "S1" "Early" 2015-10-27 2015-06-24 60 NA
"600" "Leura" "S1" "Early" 2015-11-02 2015-06-24 50 NA
"601" "Leura" "S1" "Early" 2015-11-04 2015-06-24 40 NA
"602" "Leura" "S1" "Early" 2015-11-09 2015-06-24 40 NA
"603" "Leura" "S1" "Early" 2015-11-13 2015-06-24 33.3333333333333 NA
"604" "Leura" "S1" "Early" 2015-11-18 2015-06-24 0 NA
"605" "Leura" "S1" "Early" 2015-11-23 2015-06-24 46.6666666666667 NA
"606" "Leura" "S1" "Early" 2015-11-27 2015-06-24 20 NA
"607" "Leura" "S1" "Early" 2015-12-07 2015-06-24 40 NA
"608" "Leura" "S1" "Early" 2015-12-10 2015-06-24 6.66666666666667 NA
"609" "Leura" "S1" "Early" 2015-12-18 2015-06-24 26.6666666666667 NA
"610" "Leura" "S1" "Early" 2015-12-29 2015-06-24 6.66666666666667 NA
"611" "Leura" "S1" "Open" 2015-10-27 2015-06-24 20 NA
"612" "Leura" "S1" "Open" 2015-11-02 2015-06-24 20 NA
"613" "Leura" "S1" "Open" 2015-11-04 2015-06-24 60 NA
"614" "Leura" "S1" "Open" 2015-11-09 2015-06-24 86.6666666666667 NA
"615" "Leura" "S1" "Open" 2015-11-13 2015-06-24 73.3333333333333 NA
"616" "Leura" "S1" "Open" 2015-11-18 2015-06-24 66.6666666666667 NA
"617" "Leura" "S1" "Open" 2015-11-23 2015-06-24 40 NA
"618" "Leura" "S1" "Open" 2015-11-27 2015-06-24 53.3333333333333 NA
"619" "Leura" "S1" "Open" 2015-12-07 2015-06-24 13.3333333333333 NA
"620" "Leura" "S1" "Open" 2015-12-10 2015-06-24 46.6666666666667 NA
"621" "Leura" "S1" "Open" 2015-12-18 2015-06-24 6.66666666666667 NA
"622" "Leura" "S1" "Open" 2015-12-29 2015-06-24 26.6666666666667 NA
"623" "Leura" "S1" "Petal" 2015-11-09 2015-06-24 60 NA
"624" "Leura" "S1" "Petal" 2015-11-13 2015-06-24 53.3333333333333 NA
"625" "Leura" "S1" "Petal" 2015-11-18 2015-06-24 80 NA
"626" "Leura" "S1" "Petal" 2015-11-23 2015-06-24 80 NA
"627" "Leura" "S1" "Petal" 2015-11-27 2015-06-24 80 NA
"628" "Leura" "S1" "Petal" 2015-12-07 2015-06-24 86.6666666666667 NA
"629" "Leura" "S1" "Petal" 2015-12-10 2015-06-24 86.6666666666667 NA
"630" "Leura" "S1" "Petal" 2015-12-18 2015-06-24 33.3333333333333 NA
"631" "Leura" "S1" "Petal" 2015-12-29 2015-06-24 40 NA
"632" "Leura" "S2" "Bud" 2015-10-24 2015-07-28 0 NA
"633" "Leura" "S2" "Bud" 2015-10-28 2015-07-28 0 NA
"634" "Leura" "S2" "Bud" 2015-11-02 2015-07-28 0 NA
"635" "Leura" "S2" "Bud" 2015-11-04 2015-07-28 0 NA
"636" "Leura" "S2" "Bud" 2015-11-09 2015-07-28 53.3333333333333 NA
"637" "Leura" "S2" "Bud" 2015-11-14 2015-07-28 93.3333333333333 NA
"638" "Leura" "S2" "Bud" 2015-11-19 2015-07-28 66.6666666666667 NA
"639" "Leura" "S2" "Bud" 2015-11-24 2015-07-28 53.3333333333333 NA
"640" "Leura" "S2" "Bud" 2015-11-27 2015-07-28 86.6666666666667 NA
"641" "Leura" "S2" "Bud" 2015-12-02 2015-07-28 80 NA
"642" "Leura" "S2" "Bud" 2015-12-07 2015-07-28 80 NA
"643" "Leura" "S2" "Bud" 2015-12-10 2015-07-28 40 NA
"644" "Leura" "S2" "Bud" 2015-12-14 2015-07-28 6.66666666666667 NA
"645" "Leura" "S2" "Bud" 2015-12-18 2015-07-28 20 NA
"646" "Leura" "S2" "Bud" 2015-12-22 2015-07-28 26.6666666666667 NA
"647" "Leura" "S2" "Bud" 2015-12-29 2015-07-28 0 NA
"648" "Leura" "S2" "Bur1" 2015-11-09 2015-07-28 0 NA
"649" "Leura" "S2" "Bur1" 2015-11-14 2015-07-28 0 NA
"650" "Leura" "S2" "Bur1" 2015-11-19 2015-07-28 26.6666666666667 NA
"651" "Leura" "S2" "Bur1" 2015-11-24 2015-07-28 23.3333333333333 NA
"652" "Leura" "S2" "Bur1" 2015-11-27 2015-07-28 60 NA
"653" "Leura" "S2" "Bur1" 2015-12-02 2015-07-28 60 NA
"654" "Leura" "S2" "Bur1" 2015-12-07 2015-07-28 80 NA
"655" "Leura" "S2" "Bur1" 2015-12-10 2015-07-28 93.3333333333333 NA
"656" "Leura" "S2" "Bur1" 2015-12-14 2015-07-28 93.3333333333333 NA
"657" "Leura" "S2" "Bur1" 2015-12-18 2015-07-28 80 NA
"658" "Leura" "S2" "Bur1" 2015-12-22 2015-07-28 100 NA
"659" "Leura" "S2" "Bur1" 2015-12-29 2015-07-28 40 NA
"660" "Leura" "S2" "Bur2" 2015-11-09 2015-07-28 0 NA
"661" "Leura" "S2" "Bur2" 2015-11-14 2015-07-28 0 NA
"662" "Leura" "S2" "Bur2" 2015-11-19 2015-07-28 0 NA
"663" "Leura" "S2" "Bur2" 2015-11-24 2015-07-28 0 NA
"664" "Leura" "S2" "Bur2" 2015-11-27 2015-07-28 6.66666666666667 NA
"665" "Leura" "S2" "Bur2" 2015-12-02 2015-07-28 6.66666666666667 NA
"666" "Leura" "S2" "Bur2" 2015-12-07 2015-07-28 13.3333333333333 NA
"667" "Leura" "S2" "Bur2" 2015-12-10 2015-07-28 33.3333333333333 NA
"668" "Leura" "S2" "Bur2" 2015-12-14 2015-07-28 60 NA
"669" "Leura" "S2" "Bur2" 2015-12-18 2015-07-28 60 NA
"670" "Leura" "S2" "Bur2" 2015-12-22 2015-07-28 60 NA
"671" "Leura" "S2" "Bur2" 2015-12-29 2015-07-28 93.3333333333333 NA
"672" "Leura" "S2" "Bur3" 2015-12-10 2015-07-28 0 NA
"673" "Leura" "S2" "Bur3" 2015-12-14 2015-07-28 0 NA
"674" "Leura" "S2" "Bur3" 2015-12-18 2015-07-28 0 NA
"675" "Leura" "S2" "Bur3" 2015-12-22 2015-07-28 13.3333333333333 NA
"676" "Leura" "S2" "Bur3" 2015-12-29 2015-07-28 86.6666666666667 NA
"677" "Leura" "S2" "Bur4" 2015-12-10 2015-07-28 0 NA
"678" "Leura" "S2" "Bur4" 2015-12-14 2015-07-28 0 NA
"679" "Leura" "S2" "Bur4" 2015-12-18 2015-07-28 0 NA
"680" "Leura" "S2" "Bur4" 2015-12-22 2015-07-28 0 NA
"681" "Leura" "S2" "Bur4" 2015-12-29 2015-07-28 0 NA
"682" "Leura" "S2" "Early" 2015-11-02 2015-07-28 0 NA
"683" "Leura" "S2" "Early" 2015-11-04 2015-07-28 0 NA
"684" "Leura" "S2" "Early" 2015-11-09 2015-07-28 20 NA
"685" "Leura" "S2" "Early" 2015-11-14 2015-07-28 33.3333333333333 NA
"686" "Leura" "S2" "Early" 2015-11-19 2015-07-28 20 NA
"687" "Leura" "S2" "Early" 2015-11-24 2015-07-28 13.3333333333333 NA
"688" "Leura" "S2" "Early" 2015-11-27 2015-07-28 13.3333333333333 NA
"689" "Leura" "S2" "Early" 2015-12-02 2015-07-28 26.6666666666667 NA
"690" "Leura" "S2" "Early" 2015-12-07 2015-07-28 33.3333333333333 NA
