"SowingD" "Date" "Cultivar" "SowTreat" "DAS" "Plot" "Variable" "S1" "S2" "S3" "S4" "S5" "Percent" "TT_meas" "TT_sow" "Pp_sow" "TTAS"
"97" "2015-06-24" "2015-12-07" "Woogenellup" "S1" 166 8 "Bud" 1 0 0 0 0 20 1762.88277174 13.055375 10.022 1749.82739674
"98" "2015-06-24" "2015-12-07" "Denmark" "S1" 166 9 "Bud" 0 0 0 1 0 20 1762.88277174 13.055375 10.022 1749.82739674
"99" "2015-06-24" "2015-12-07" "Monti" "S1" 166 10 "Bud" 0 0 1 1 1 60 1762.88277174 13.055375 10.022 1749.82739674
"100" "2015-06-24" "2015-12-07" "Narrikup" "S1" 166 11 "Bud" 1 0 0 1 1 60 1762.88277174 13.055375 10.022 1749.82739674
"101" "2015-06-24" "2015-12-07" "Leura" "S1" 166 12 "Bud" 1 1 1 0 0 60 1762.88277174 13.055375 10.022 1749.82739674
"102" "2015-06-24" "2015-12-07" "Woogenellup" "S1" 166 13 "Bud" 1 0 1 1 1 80 1762.88277174 13.055375 10.022 1749.82739674
"103" "2015-06-24" "2015-12-07" "Antas" "S1" 166 14 "Bud" 0 0 1 0 0 20 1762.88277174 13.055375 10.022 1749.82739674
"104" "2015-06-24" "2015-12-07" "Monti" "S1" 166 15 "Bud" 1 0 0 0 0 20 1762.88277174 13.055375 10.022 1749.82739674
"105" "2015-06-24" "2015-12-07" "Narrikup" "S1" 166 16 "Bud" 0 0 0 0 0 0 1762.88277174 13.055375 10.022 1749.82739674
"106" "2015-06-24" "2015-12-07" "Denmark" "S1" 166 17 "Bud" 0 1 0 1 1 60 1762.88277174 13.055375 10.022 1749.82739674
"107" "2015-06-24" "2015-11-13" "Leura" "S1" 142 4 "Bud" 1 1 0 1 0 60 1402.96677174 13.055375 10.022 1389.91139674
"108" "2015-06-24" "2015-11-13" "Narrikup" "S1" 142 5 "Bud" 1 1 1 1 1 100 1402.96677174 13.055375 10.022 1389.91139674
"109" "2015-06-24" "2015-11-13" "Woogenellup" "S1" 142 6 "Bud" 1 0 1 1 1 80 1402.96677174 13.055375 10.022 1389.91139674
"110" "2015-06-24" "2015-11-13" "Antas" "S1" 142 7 "Bud" 1 1 1 1 1 100 1402.96677174 13.055375 10.022 1389.91139674
"111" "2015-06-24" "2015-11-13" "Woogenellup" "S1" 142 8 "Bud" 0 1 1 1 1 80 1402.96677174 13.055375 10.022 1389.91139674
"112" "2015-06-24" "2015-11-02" "Narrikup" "S1" 131 11 "Bud" 0 0 0 0 1 20 1276.68327174 13.055375 10.022 1263.62789674
"113" "2015-06-24" "2015-11-02" "Leura" "S1" 131 12 "Bud" 1 0 1 1 0 60 1276.68327174 13.055375 10.022 1263.62789674
"114" "2015-06-24" "2015-11-02" "Woogenellup" "S1" 131 13 "Bud" 1 1 0 1 0 60 1276.68327174 13.055375 10.022 1263.62789674
"115" "2015-06-24" "2015-11-02" "Antas" "S1" 131 14 "Bud" 0 1 0 0 0 20 1276.68327174 13.055375 10.022 1263.62789674
"116" "2015-06-24" "2015-11-02" "Monti" "S1" 131 15 "Bud" 0 1 1 0 0 40 1276.68327174 13.055375 10.022 1263.62789674
"117" "2015-06-24" "2015-11-02" "Narrikup" "S1" 131 16 "Bud" 0 1 0 1 1 60 1276.68327174 13.055375 10.022 1263.62789674
"118" "2015-06-24" "2015-11-02" "Denmark" "S1" 131 17 "Bud" 1 0 0 0 0 20 1276.68327174 13.055375 10.022 1263.62789674
"119" "2015-06-24" "2015-11-02" "Leura" "S1" 131 18 "Bud" 0 1 0 0 0 20 1276.68327174 13.055375 10.022 1263.62789674
"120" "2015-06-24" "2015-11-27" "Narrikup" "S1" 156 16 "Bud" 0 0 0 0 0 0 1599.79977174 13.055375 10.022 1586.74439674
"121" "2015-06-24" "2015-11-27" "Denmark" "S1" 156 17 "Bud" 0 0 0 0 0 0 1599.79977174 13.055375 10.022 1586.74439674
"122" "2015-06-24" "2015-11-27" "Leura" "S1" 156 18 "Bud" 1 1 1 1 1 100 1599.79977174 13.055375 10.022 1586.74439674
"123" "2015-06-24" "2015-11-23" "Antas" "S1" 152 14 "Bud" 0 0 0 0 0 0 1522.88177174 13.055375 10.022 1509.82639674
"124" "2015-06-24" "2015-11-23" "Narrikup" "S1" 152 16 "Bud" 0 1 1 0 0 40 1522.88177174 13.055375 10.022 1509.82639674
"125" "2015-06-24" "2015-11-02" "Denmark" "S1" 131 3 "Bud" 1 1 1 1 1 100 1276.68327174 13.055375 10.022 1263.62789674
"126" "2015-06-24" "2015-11-04" "Woogenellup" "S1" 133 8 "Bud" 1 0 1 0 1 60 1295.65927174 13.055375 10.022 1282.60389674
"127" "2015-06-24" "2015-11-04" "Leura" "S1" 133 12 "Bud" 1 0 0 1 0 40 1295.65927174 13.055375 10.022 1282.60389674
"128" "2015-06-24" "2015-11-04" "Woogenellup" "S1" 133 13 "Bud" 0 0 0 1 0 20 1295.65927174 13.055375 10.022 1282.60389674
"129" "2015-06-24" "2016-01-21" "Antas" "S1" 211 1 "Bud" NA NA NA NA NA NA 2432.83277174 13.055375 10.022 2419.77739674
"130" "2015-06-24" "2015-11-02" "Antas" "S1" 131 1 "Bud" 0 0 0 0 0 0 1276.68327174 13.055375 10.022 1263.62789674
"131" "2015-06-24" "2015-11-27" "Woogenellup" "S1" 156 13 "Bud" 1 1 1 1 0 80 1599.79977174 13.055375 10.022 1586.74439674
"132" "2015-06-24" "2015-11-27" "Antas" "S1" 156 14 "Bud" 1 1 1 0 0 60 1599.79977174 13.055375 10.022 1586.74439674
"133" "2015-06-24" "2015-11-02" "Leura" "S1" 131 4 "Bud" 0 0 0 0 0 0 1276.68327174 13.055375 10.022 1263.62789674
