WaterPot	Temp	Cv	rep	startDate 	DateRead	RadicleLenghtMm	HoursofTest
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	14	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	14	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	14	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	17	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	5	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	6	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	15	155.00
0_Freewater 	10	Denmark	3	15/07/2015	22/07/2015	6	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	17	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	5	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	6	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	14	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	15	155.00
0_Freewater 	10	Denmark	4	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	15	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Monti	3	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	14	155.00
0_Freewater 	10	Monti	4	15/07/2015	22/07/2015	15	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	9	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	8	155.00
0_Freewater 	10	Narrikup	1	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	7	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	10	155.00
0_Freewater 	10	Narrikup	2	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Narrikup	3	15/07/2015	22/07/2015	13	155.00
0_Freewater 	10	Narrikup	3	15/07/2015	22/07/2015	11	155.00
0_Freewater 	10	Narrikup	3	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Narrikup	3	15/07/2015	22/07/2015	12	155.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	8	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	8	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	7	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	7	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	26	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	24	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	22	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Antas	1	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	30	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	25	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	22	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	28	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	25	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	19	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	22	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	25	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	28	179.00
0_Freewater 	10	Antas	3	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	19	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	21	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	23	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	25	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	27	179.00
0_Freewater 	10	Antas	4	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	8	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	1	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	2	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Denmark	3	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	19	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Denmark	4	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	20	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Monti	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	7	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	19	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	3	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	18	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Monti	4	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	14	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	1	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	17	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	16	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	2	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	5	179.00
0_Freewater 	10	Narrikup	3	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	12	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	15	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	9	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	10	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	13	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	11	179.00
0_Freewater 	10	Narrikup	4	15/07/2015	23/07/2015	14	179.00
0_Freewater 	20	Antas	1	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Antas	2	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Antas	3	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Antas	4	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Denmark	1	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Denmark	2	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Denmark	3	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Denmark	4	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Monti	1	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Monti	2	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Monti	3	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Monti	4	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Narrikup	1	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Narrikup	2	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Narrikup	3	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Narrikup	4	15/07/2015	15/07/2015	0	0.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	1	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	3	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Antas	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	1	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	2	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	3	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Denmark	4	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Monti	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Monti	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Monti	1	19/07/2015	20/07/2015	0	24.00
0_Freewater 	20	Monti	1	19/07/2015	20/07/2015	0	24.00
