Exp	DateMeasure	DOY	Tx	Tm	MeanTt	Pp	Ttsum	Ppsum	Pp
4	25/12/16	360	0	0	0	16.63238869	3922.02	9560.85	16.63
4	26/12/16	361	0	0	0	16.62657025	3922.02	9577.47	16.63
4	27/12/16	362	0	0	0	16.61941437	3922.02	9594.09	16.62
4	28/12/16	363	0	0	0	16.61092832	3922.02	9610.7	16.61
4	29/12/16	364	0	0	0	16.60112066	3922.02	9627.3	16.6
4	30/12/16	365	0	0	0	16.59000127	3922.02	9643.89	16.59
4	31/12/16	366	0	0	0	16.57758123	3922.02	9660.47	16.58
4	1/01/17	1	0	0	0	16.5742744	3922.02	9677.05	16.57
4	2/01/17	2	0	0	0	16.56024599	3922.02	9693.61	16.56
4	3/01/17	3	0	0	0	16.54494625	3922.02	9710.15	16.54
