"Cultivar" "SowTreat" "Variable" "Date" "SowingD" "DAS" "av_Perc" "av_TT" "av_DAS"
"1493" "Woogenellup" "S2" "Bud" 2015-10-28 2015-07-28 92 0 672.15 92
"1494" "Woogenellup" "S2" "Bud" 2015-11-02 2015-07-28 97 0 710.05 97
"1495" "Woogenellup" "S2" "Bud" 2015-11-04 2015-07-28 99 0 726.9 99
"1496" "Woogenellup" "S2" "Bud" 2015-11-09 2015-07-28 104 73.3333333333333 766.6 104
"1497" "Woogenellup" "S2" "Bud" 2015-11-14 2015-07-28 109 80 803.95 109
"1498" "Woogenellup" "S2" "Bud" 2015-11-19 2015-07-28 114 60 832.6 114
"1499" "Woogenellup" "S2" "Bud" 2015-11-24 2015-07-28 119 50 889.2 119
"1500" "Woogenellup" "S2" "Bud" 2015-11-27 2015-07-28 122 80 918.1 122
"1501" "Woogenellup" "S2" "Bud" 2015-12-02 2015-07-28 127 33.3333333333333 950.85 127
"1502" "Woogenellup" "S2" "Bud" 2015-12-07 2015-07-28 132 86.6666666666667 999.7 132
"1503" "Woogenellup" "S2" "Bud" 2015-12-10 2015-07-28 135 40 1027.15 135
"1504" "Woogenellup" "S2" "Bud" 2015-12-14 2015-07-28 139 13.3333333333333 1057.5 139
"1505" "Woogenellup" "S2" "Bud" 2015-12-18 2015-07-28 143 13.3333333333333 1103.7 143
"1506" "Woogenellup" "S2" "Bud" 2015-12-22 2015-07-28 147 0 1148.85 147
"1507" "Woogenellup" "S2" "Bud" 2015-12-29 2015-07-28 154 0 1223.1 154
"1508" "Woogenellup" "S2" "Bud" 2016-01-04 2015-07-28 160 NA 1308.5 160
"1509" "Woogenellup" "S2" "Bud" 2016-01-08 2015-07-28 164 0 1365.85 164
"1510" "Woogenellup" "S2" "Bur" 2015-10-24 2015-07-28 88 0 644.4 88
"1511" "Woogenellup" "S2" "Bur" 2015-10-28 2015-07-28 92 0 672.15 92
"1512" "Woogenellup" "S2" "Bur" 2015-11-02 2015-07-28 97 0 710.05 97
"1513" "Woogenellup" "S2" "Bur" 2015-11-04 2015-07-28 99 0 726.9 99
"1514" "Woogenellup" "S2" "Bur" 2015-11-09 2015-07-28 104 0 766.6 104
"1515" "Woogenellup" "S2" "Bur" 2015-11-14 2015-07-28 109 0 803.95 109
"1516" "Woogenellup" "S2" "Bur" 2015-11-19 2015-07-28 114 13.3333333333333 832.6 114
"1517" "Woogenellup" "S2" "Bur" 2015-11-24 2015-07-28 119 53.3333333333333 889.2 119
"1518" "Woogenellup" "S2" "Bur" 2015-11-27 2015-07-28 122 86.6666666666667 918.1 122
"1519" "Woogenellup" "S2" "Bur" 2015-12-02 2015-07-28 127 93.3333333333333 950.85 127
"1520" "Woogenellup" "S2" "Bur" 2015-12-07 2015-07-28 132 93.3333333333333 999.7 132
"1521" "Woogenellup" "S2" "Bur" 2015-12-10 2015-07-28 135 93.3333333333333 1027.15 135
"1522" "Woogenellup" "S2" "Bur" 2015-12-14 2015-07-28 139 100 1057.5 139
"1523" "Woogenellup" "S2" "Bur" 2015-12-18 2015-07-28 143 100 1103.7 143
"1524" "Woogenellup" "S2" "Bur" 2015-12-22 2015-07-28 147 100 1148.85 147
"1525" "Woogenellup" "S2" "Bur" 2015-12-29 2015-07-28 154 100 1223.1 154
"1526" "Woogenellup" "S2" "Bur" 2016-01-04 2015-07-28 160 NA 1308.5 160
"1527" "Woogenellup" "S2" "Bur" 2016-01-08 2015-07-28 164 100 1365.85 164
"1528" "Woogenellup" "S2" "Flowering" 2015-10-24 2015-07-28 88 0 644.4 88
"1529" "Woogenellup" "S2" "Flowering" 2015-10-28 2015-07-28 92 0 672.15 92
"1530" "Woogenellup" "S2" "Flowering" 2015-11-02 2015-07-28 97 0 710.05 97
"1531" "Woogenellup" "S2" "Flowering" 2015-11-04 2015-07-28 99 0 726.9 99
"1532" "Woogenellup" "S2" "Flowering" 2015-11-09 2015-07-28 104 73.3333333333333 766.6 104
"1533" "Woogenellup" "S2" "Flowering" 2015-11-14 2015-07-28 109 100 803.95 109
"1534" "Woogenellup" "S2" "Flowering" 2015-11-19 2015-07-28 114 100 832.6 114
"1535" "Woogenellup" "S2" "Flowering" 2015-11-24 2015-07-28 119 100 889.2 119
"1536" "Woogenellup" "S2" "Flowering" 2015-11-27 2015-07-28 122 100 918.1 122
"1537" "Woogenellup" "S2" "Flowering" 2015-12-02 2015-07-28 127 100 950.85 127
"1538" "Woogenellup" "S2" "Flowering" 2015-12-07 2015-07-28 132 100 999.7 132
"1539" "Woogenellup" "S2" "Flowering" 2015-12-10 2015-07-28 135 100 1027.15 135
"1540" "Woogenellup" "S2" "Flowering" 2015-12-14 2015-07-28 139 80 1057.5 139
"1541" "Woogenellup" "S2" "Flowering" 2015-12-18 2015-07-28 143 73.3333333333333 1103.7 143
"1542" "Woogenellup" "S2" "Flowering" 2015-12-22 2015-07-28 147 53.3333333333333 1148.85 147
"1543" "Woogenellup" "S2" "Flowering" 2015-12-29 2015-07-28 154 40 1223.1 154
"1544" "Woogenellup" "S2" "Flowering" 2016-01-04 2015-07-28 160 NA 1308.5 160
"1545" "Woogenellup" "S2" "Flowering" 2016-01-08 2015-07-28 164 13.3333333333333 1365.85 164
"1546" "Woogenellup" "S3" "Bud" 2015-11-12 2015-09-15 58 0 344.9 58
"1547" "Woogenellup" "S3" "Bud" 2015-11-16 2015-09-15 62 0 368.9 62
"1548" "Woogenellup" "S3" "Bud" 2015-11-20 2015-09-15 66 0 400.4 66
"1549" "Woogenellup" "S3" "Bud" 2015-11-27 2015-09-15 73 0 474.65 73
"1550" "Woogenellup" "S3" "Bud" 2015-12-02 2015-09-15 78 73.3333333333333 507.4 78
"1551" "Woogenellup" "S3" "Bud" 2015-12-07 2015-09-15 83 53.3333333333333 556.25 83
"1552" "Woogenellup" "S3" "Bud" 2015-12-10 2015-09-15 86 20 583.7 86
"1553" "Woogenellup" "S3" "Bud" 2015-12-14 2015-09-15 90 80 614.05 90
"1554" "Woogenellup" "S3" "Bud" 2015-12-18 2015-09-15 94 66.6666666666667 660.25 94
"1555" "Woogenellup" "S3" "Bud" 2015-12-21 2015-09-15 97 73.3333333333333 692.75 97
"1556" "Woogenellup" "S3" "Bud" 2015-12-24 2015-09-15 100 53.3333333333333 725.6 100
"1557" "Woogenellup" "S3" "Bud" 2015-12-27 2015-09-15 103 53.3333333333333 750.2 103
"1558" "Woogenellup" "S3" "Bud" 2015-12-31 2015-09-15 107 86.6666666666667 803.2 107
"1559" "Woogenellup" "S3" "Bud" 2016-01-04 2015-09-15 111 80 865.05 111
"1560" "Woogenellup" "S3" "Bud" 2016-01-08 2015-09-15 115 53.3333333333333 922.4 115
"1561" "Woogenellup" "S3" "Bud" 2016-01-12 2015-09-15 119 86.6666666666667 959.5 119
"1562" "Woogenellup" "S3" "Bud" 2016-01-17 2015-09-15 124 93.3333333333333 1018.3 124
"1563" "Woogenellup" "S3" "Bud" 2016-01-22 2015-09-15 129 73.3333333333333 1084.25 129
"1564" "Woogenellup" "S3" "Bud" 2016-01-29 2015-09-15 136 73.3333333333333 1165.65 136
"1565" "Woogenellup" "S3" "Bud" 2016-02-04 2015-09-15 142 13.3333333333333 1244.45 142
"1566" "Woogenellup" "S3" "Bud" 2016-02-22 2015-09-15 160 13.3333333333333 1491.45 160
"1567" "Woogenellup" "S3" "Bur" 2015-11-12 2015-09-15 58 0 344.9 58
"1568" "Woogenellup" "S3" "Bur" 2015-11-16 2015-09-15 62 0 368.9 62
"1569" "Woogenellup" "S3" "Bur" 2015-11-20 2015-09-15 66 0 400.4 66
"1570" "Woogenellup" "S3" "Bur" 2015-11-27 2015-09-15 73 0 474.65 73
"1571" "Woogenellup" "S3" "Bur" 2015-12-02 2015-09-15 78 0 507.4 78
"1572" "Woogenellup" "S3" "Bur" 2015-12-07 2015-09-15 83 0 556.25 83
"1573" "Woogenellup" "S3" "Bur" 2015-12-10 2015-09-15 86 0 583.7 86
"1574" "Woogenellup" "S3" "Bur" 2015-12-14 2015-09-15 90 0 614.05 90
"1575" "Woogenellup" "S3" "Bur" 2015-12-18 2015-09-15 94 0 660.25 94
"1576" "Woogenellup" "S3" "Bur" 2015-12-21 2015-09-15 97 13.3333333333333 692.75 97
"1577" "Woogenellup" "S3" "Bur" 2015-12-24 2015-09-15 100 40 725.6 100
"1578" "Woogenellup" "S3" "Bur" 2015-12-27 2015-09-15 103 40 750.2 103
"1579" "Woogenellup" "S3" "Bur" 2015-12-31 2015-09-15 107 46.6666666666667 803.2 107
"1580" "Woogenellup" "S3" "Bur" 2016-01-04 2015-09-15 111 86.6666666666667 865.05 111
"1581" "Woogenellup" "S3" "Bur" 2016-01-08 2015-09-15 115 100 922.4 115
"1582" "Woogenellup" "S3" "Bur" 2016-01-12 2015-09-15 119 93.3333333333333 959.5 119
"1583" "Woogenellup" "S3" "Bur" 2016-01-17 2015-09-15 124 93.3333333333333 1018.3 124
"1584" "Woogenellup" "S3" "Bur" 2016-01-22 2015-09-15 129 93.3333333333333 1084.25 129
"1585" "Woogenellup" "S3" "Bur" 2016-01-29 2015-09-15 136 100 1165.65 136
"1586" "Woogenellup" "S3" "Bur" 2016-02-04 2015-09-15 142 100 1244.45 142
"1587" "Woogenellup" "S3" "Bur" 2016-02-22 2015-09-15 160 100 1491.45 160
"1588" "Woogenellup" "S3" "Flowering" 2015-11-12 2015-09-15 58 0 344.9 58
"1589" "Woogenellup" "S3" "Flowering" 2015-11-16 2015-09-15 62 0 368.9 62
"1590" "Woogenellup" "S3" "Flowering" 2015-11-20 2015-09-15 66 0 400.4 66
"1591" "Woogenellup" "S3" "Flowering" 2015-11-27 2015-09-15 73 0 474.65 73
"1592" "Woogenellup" "S3" "Flowering" 2015-12-02 2015-09-15 78 6.66666666666667 507.4 78
"1593" "Woogenellup" "S3" "Flowering" 2015-12-07 2015-09-15 83 26.6666666666667 556.25 83
"1594" "Woogenellup" "S3" "Flowering" 2015-12-10 2015-09-15 86 40 583.7 86
"1595" "Woogenellup" "S3" "Flowering" 2015-12-14 2015-09-15 90 46.6666666666667 614.05 90
"1596" "Woogenellup" "S3" "Flowering" 2015-12-18 2015-09-15 94 93.3333333333333 660.25 94
"1597" "Woogenellup" "S3" "Flowering" 2015-12-21 2015-09-15 97 93.3333333333333 692.75 97
"1598" "Woogenellup" "S3" "Flowering" 2015-12-24 2015-09-15 100 93.3333333333333 725.6 100
"1599" "Woogenellup" "S3" "Flowering" 2015-12-27 2015-09-15 103 100 750.2 103
"1600" "Woogenellup" "S3" "Flowering" 2015-12-31 2015-09-15 107 100 803.2 107
"1601" "Woogenellup" "S3" "Flowering" 2016-01-04 2015-09-15 111 100 865.05 111
"1602" "Woogenellup" "S3" "Flowering" 2016-01-08 2015-09-15 115 100 922.4 115
"1603" "Woogenellup" "S3" "Flowering" 2016-01-12 2015-09-15 119 100 959.5 119
"1604" "Woogenellup" "S3" "Flowering" 2016-01-17 2015-09-15 124 100 1018.3 124
"1605" "Woogenellup" "S3" "Flowering" 2016-01-22 2015-09-15 129 100 1084.25 129
"1606" "Woogenellup" "S3" "Flowering" 2016-01-29 2015-09-15 136 100 1165.65 136
"1607" "Woogenellup" "S3" "Flowering" 2016-02-04 2015-09-15 142 73.3333333333333 1244.45 142
"1608" "Woogenellup" "S3" "Flowering" 2016-02-22 2015-09-15 160 66.6666666666667 1491.45 160
"1609" "Woogenellup" "S4" "Bud" 2015-12-24 2015-11-05 49 0 435.15 49
"1610" "Woogenellup" "S4" "Bud" 2015-12-27 2015-11-05 52 0 459.75 52
"1611" "Woogenellup" "S4" "Bud" 2015-12-31 2015-11-05 56 0 512.75 56
"1612" "Woogenellup" "S4" "Bud" 2016-01-04 2015-11-05 60 6.66666666666667 574.6 60
"1613" "Woogenellup" "S4" "Bud" 2016-01-07 2015-11-05 63 0 621.7 63
"1614" "Woogenellup" "S4" "Bud" 2016-01-12 2015-11-05 68 20 669.05 68
"1615" "Woogenellup" "S4" "Bud" 2016-01-17 2015-11-05 73 0 727.85 73
"1616" "Woogenellup" "S4" "Bud" 2016-01-21 2015-11-05 77 0 781.75 77
"1617" "Woogenellup" "S4" "Bud" 2016-01-25 2015-11-05 81 0 823.25 81
"1618" "Woogenellup" "S4" "Bud" 2016-01-29 2015-11-05 85 0 875.2 85
"1619" "Woogenellup" "S4" "Bud" 2016-02-02 2015-11-05 89 6.66666666666667 933.55 89
"1620" "Woogenellup" "S4" "Bud" 2016-02-05 2015-11-05 92 13.3333333333333 961.1 92
"1621" "Woogenellup" "S4" "Bud" 2016-02-09 2015-11-05 96 46.6666666666667 1016.45 96
"1622" "Woogenellup" "S4" "Bud" 2016-02-12 2015-11-05 99 46.6666666666667 1060.6 99
"1623" "Woogenellup" "S4" "Bud" 2016-02-18 2015-11-05 105 66.6666666666667 1143.85 105
"1624" "Woogenellup" "S4" "Bud" 2016-02-24 2015-11-05 111 68 1221.15 111
"1625" "Woogenellup" "S4" "Bud" 2016-03-02 2015-11-05 118 6.66666666666667 1334.2 118
"1626" "Woogenellup" "S4" "Bud" 2016-03-10 2015-11-05 126 26.6666666666667 1476.5 126
"1627" "Woogenellup" "S4" "Bud" 2016-03-19 2015-11-05 135 13.3333333333333 1615.65 135
"1628" "Woogenellup" "S4" "Bud" 2016-05-06 2015-11-05 183 0 2378.85 183
"1629" "Woogenellup" "S4" "Bur" 2015-12-24 2015-11-05 49 0 435.15 49
"1630" "Woogenellup" "S4" "Bur" 2015-12-27 2015-11-05 52 0 459.75 52
"1631" "Woogenellup" "S4" "Bur" 2015-12-31 2015-11-05 56 0 512.75 56
"1632" "Woogenellup" "S4" "Bur" 2016-01-04 2015-11-05 60 0 574.6 60
"1633" "Woogenellup" "S4" "Bur" 2016-01-07 2015-11-05 63 0 621.7 63
"1634" "Woogenellup" "S4" "Bur" 2016-01-12 2015-11-05 68 0 669.05 68
"1635" "Woogenellup" "S4" "Bur" 2016-01-17 2015-11-05 73 0 727.85 73
"1636" "Woogenellup" "S4" "Bur" 2016-01-21 2015-11-05 77 0 781.75 77
"1637" "Woogenellup" "S4" "Bur" 2016-01-25 2015-11-05 81 0 823.25 81
"1638" "Woogenellup" "S4" "Bur" 2016-01-29 2015-11-05 85 0 875.2 85
"1639" "Woogenellup" "S4" "Bur" 2016-02-02 2015-11-05 89 0 933.55 89
"1640" "Woogenellup" "S4" "Bur" 2016-02-05 2015-11-05 92 0 961.1 92
"1641" "Woogenellup" "S4" "Bur" 2016-02-09 2015-11-05 96 0 1016.45 96
"1642" "Woogenellup" "S4" "Bur" 2016-02-12 2015-11-05 99 0 1060.6 99
"1643" "Woogenellup" "S4" "Bur" 2016-02-18 2015-11-05 105 20 1143.85 105
"1644" "Woogenellup" "S4" "Bur" 2016-02-24 2015-11-05 111 33.9130434782609 1221.15 111
"1645" "Woogenellup" "S4" "Bur" 2016-03-02 2015-11-05 118 93.3333333333333 1334.2 118
"1646" "Woogenellup" "S4" "Bur" 2016-03-10 2015-11-05 126 100 1476.5 126
"1647" "Woogenellup" "S4" "Bur" 2016-03-19 2015-11-05 135 100 1615.65 135
"1648" "Woogenellup" "S4" "Bur" 2016-05-06 2015-11-05 183 100 2378.85 183
"1649" "Woogenellup" "S4" "Flowering" 2015-12-24 2015-11-05 49 0 435.15 49
"1650" "Woogenellup" "S4" "Flowering" 2015-12-27 2015-11-05 52 0 459.75 52
"1651" "Woogenellup" "S4" "Flowering" 2015-12-31 2015-11-05 56 0 512.75 56
"1652" "Woogenellup" "S4" "Flowering" 2016-01-04 2015-11-05 60 0 574.6 60
"1653" "Woogenellup" "S4" "Flowering" 2016-01-07 2015-11-05 63 0 621.7 63
"1654" "Woogenellup" "S4" "Flowering" 2016-01-12 2015-11-05 68 13.3333333333333 669.05 68
"1655" "Woogenellup" "S4" "Flowering" 2016-01-17 2015-11-05 73 0 727.85 73
"1656" "Woogenellup" "S4" "Flowering" 2016-01-21 2015-11-05 77 0 781.75 77
"1657" "Woogenellup" "S4" "Flowering" 2016-01-25 2015-11-05 81 0 823.25 81
"1658" "Woogenellup" "S4" "Flowering" 2016-01-29 2015-11-05 85 0 875.2 85
"1659" "Woogenellup" "S4" "Flowering" 2016-02-02 2015-11-05 89 6.66666666666667 933.55 89
"1660" "Woogenellup" "S4" "Flowering" 2016-02-05 2015-11-05 92 20 961.1 92
"1661" "Woogenellup" "S4" "Flowering" 2016-02-09 2015-11-05 96 26.6666666666667 1016.45 96
"1662" "Woogenellup" "S4" "Flowering" 2016-02-12 2015-11-05 99 80 1060.6 99
"1663" "Woogenellup" "S4" "Flowering" 2016-02-18 2015-11-05 105 100 1143.85 105
"1664" "Woogenellup" "S4" "Flowering" 2016-02-24 2015-11-05 111 100 1221.15 111
"1665" "Woogenellup" "S4" "Flowering" 2016-03-02 2015-11-05 118 100 1334.2 118
"1666" "Woogenellup" "S4" "Flowering" 2016-03-10 2015-11-05 126 100 1476.5 126
"1667" "Woogenellup" "S4" "Flowering" 2016-03-19 2015-11-05 135 100 1615.65 135
"1668" "Woogenellup" "S4" "Flowering" 2016-05-06 2015-11-05 183 0 2378.85 183
"1669" "Woogenellup" "S5" "Bud" 2016-02-02 2015-12-15 49 0 598.95 49
"1670" "Woogenellup" "S5" "Bud" 2016-02-05 2015-12-15 52 0 626.5 52
"1671" "Woogenellup" "S5" "Bud" 2016-02-09 2015-12-15 56 0 681.85 56
"1672" "Woogenellup" "S5" "Bud" 2016-02-11 2015-12-15 58 0 709.1 58
"1673" "Woogenellup" "S5" "Bud" 2016-02-17 2015-12-15 64 0 798.65 64
"1674" "Woogenellup" "S5" "Bud" 2016-02-23 2015-12-15 70 0 876.35 70
"1675" "Woogenellup" "S5" "Bud" 2016-02-28 2015-12-15 75 0 943.55 75
"1676" "Woogenellup" "S5" "Bud" 2016-03-04 2015-12-15 80 0 1045.1 80
"1677" "Woogenellup" "S5" "Bud" 2016-03-08 2015-12-15 84 20 1116.35 84
"1678" "Woogenellup" "S5" "Bud" 2016-03-12 2015-12-15 88 13.3333333333333 1167.7 88
"1679" "Woogenellup" "S5" "Bud" 2016-03-16 2015-12-15 92 26.6666666666667 1231.15 92
"1680" "Woogenellup" "S5" "Bud" 2016-03-23 2015-12-15 99 33.3333333333333 1336.5 99
"1681" "Woogenellup" "S5" "Bud" 2016-04-13 2015-12-15 120 26.6666666666667 1674.8 120
"1682" "Woogenellup" "S5" "Bud" 2016-05-06 2015-12-15 143 0 2044.25 143
"1683" "Woogenellup" "S5" "Bud" 2016-05-12 2015-12-15 149 0 2127.6 149
"1684" "Woogenellup" "S5" "Bud" 2016-05-19 2015-12-15 156 0 2233.25 156
"1685" "Woogenellup" "S5" "Bud" 2016-06-01 2015-12-15 169 0 2434.9 169
"1686" "Woogenellup" "S5" "Bud" 2016-06-03 2015-12-15 171 0 2465.45 171
"1687" "Woogenellup" "S5" "Bur" 2016-02-02 2015-12-15 49 0 598.95 49
"1688" "Woogenellup" "S5" "Bur" 2016-02-05 2015-12-15 52 0 626.5 52
"1689" "Woogenellup" "S5" "Bur" 2016-02-09 2015-12-15 56 0 681.85 56
"1690" "Woogenellup" "S5" "Bur" 2016-02-11 2015-12-15 58 0 709.1 58
"1691" "Woogenellup" "S5" "Bur" 2016-02-17 2015-12-15 64 0 798.65 64
"1692" "Woogenellup" "S5" "Bur" 2016-02-23 2015-12-15 70 0 876.35 70
"1693" "Woogenellup" "S5" "Bur" 2016-02-28 2015-12-15 75 0 943.55 75
"1694" "Woogenellup" "S5" "Bur" 2016-03-04 2015-12-15 80 0 1045.1 80
"1695" "Woogenellup" "S5" "Bur" 2016-03-08 2015-12-15 84 0 1116.35 84
"1696" "Woogenellup" "S5" "Bur" 2016-03-12 2015-12-15 88 0 1167.7 88
"1697" "Woogenellup" "S5" "Bur" 2016-03-16 2015-12-15 92 0 1231.15 92
"1698" "Woogenellup" "S5" "Bur" 2016-03-23 2015-12-15 99 33.3333333333333 1336.5 99
"1699" "Woogenellup" "S5" "Bur" 2016-04-13 2015-12-15 120 60 1674.8 120
"1700" "Woogenellup" "S5" "Bur" 2016-05-06 2015-12-15 143 100 2044.25 143
"1701" "Woogenellup" "S5" "Bur" 2016-05-12 2015-12-15 149 100 2127.6 149
"1702" "Woogenellup" "S5" "Bur" 2016-05-19 2015-12-15 156 100 2233.25 156
"1703" "Woogenellup" "S5" "Bur" 2016-06-01 2015-12-15 169 100 2434.9 169
"1704" "Woogenellup" "S5" "Bur" 2016-06-03 2015-12-15 171 100 2465.45 171
"1705" "Woogenellup" "S5" "Flowering" 2016-02-02 2015-12-15 49 0 598.95 49
"1706" "Woogenellup" "S5" "Flowering" 2016-02-05 2015-12-15 52 0 626.5 52
"1707" "Woogenellup" "S5" "Flowering" 2016-02-09 2015-12-15 56 0 681.85 56
"1708" "Woogenellup" "S5" "Flowering" 2016-02-11 2015-12-15 58 0 709.1 58
"1709" "Woogenellup" "S5" "Flowering" 2016-02-17 2015-12-15 64 0 798.65 64
"1710" "Woogenellup" "S5" "Flowering" 2016-02-23 2015-12-15 70 0 876.35 70
"1711" "Woogenellup" "S5" "Flowering" 2016-02-28 2015-12-15 75 0 943.55 75
"1712" "Woogenellup" "S5" "Flowering" 2016-03-04 2015-12-15 80 0 1045.1 80
"1713" "Woogenellup" "S5" "Flowering" 2016-03-08 2015-12-15 84 0 1116.35 84
"1714" "Woogenellup" "S5" "Flowering" 2016-03-12 2015-12-15 88 20 1167.7 88
"1715" "Woogenellup" "S5" "Flowering" 2016-03-16 2015-12-15 92 26.6666666666667 1231.15 92
"1716" "Woogenellup" "S5" "Flowering" 2016-03-23 2015-12-15 99 66.6666666666667 1336.5 99
"1717" "Woogenellup" "S5" "Flowering" 2016-04-13 2015-12-15 120 66.6666666666667 1674.8 120
"1718" "Woogenellup" "S5" "Flowering" 2016-05-06 2015-12-15 143 73.3333333333333 2044.25 143
"1719" "Woogenellup" "S5" "Flowering" 2016-05-12 2015-12-15 149 66.6666666666667 2127.6 149
"1720" "Woogenellup" "S5" "Flowering" 2016-05-19 2015-12-15 156 33.3333333333333 2233.25 156
"1721" "Woogenellup" "S5" "Flowering" 2016-06-01 2015-12-15 169 20 2434.9 169
"1722" "Woogenellup" "S5" "Flowering" 2016-06-03 2015-12-15 171 6.66666666666667 2465.45 171
"1723" "Woogenellup" "S6" "Bud" 2016-05-06 2016-02-17 79 0 1245.6 79
"1724" "Woogenellup" "S6" "Bur" 2016-05-06 2016-02-17 79 0 1245.6 79
"1725" "Woogenellup" "S6" "Flowering" 2016-05-06 2016-02-17 79 0 1245.6 79
"1726" "Woogenellup" "S7" "Bud" 2016-05-06 2016-03-15 52 0 827.35 52
"1727" "Woogenellup" "S7" "Bur" 2016-05-06 2016-03-15 52 0 827.35 52
"1728" "Woogenellup" "S7" "Flowering" 2016-05-06 2016-03-15 52 0 827.35 52
