date	hour	Air
14/08/2015	4	9.805
14/08/2015	5	10.026
14/08/2015	6	9.829
14/08/2015	7	9.829
14/08/2015	8	10.247
14/08/2015	9	10.467
14/08/2015	10	10.59
14/08/2015	11	11.151
14/08/2015	12	11.053
14/08/2015	13	10.883
14/08/2015	14	10.956
14/08/2015	15	10.858
14/08/2015	16	10.81
14/08/2015	17	10.59
14/08/2015	18	10.1
14/08/2015	19	10.32
14/08/2015	20	10.124
14/08/2015	21	10.247
14/08/2015	22	10.247
14/08/2015	23	9.952
15/08/2015	0	10.271
15/08/2015	1	10.247
15/08/2015	2	9.952
15/08/2015	3	10.59
15/08/2015	4	10.075
15/08/2015	5	9.928
15/08/2015	6	10.026
15/08/2015	7	10.271
15/08/2015	8	10.443
15/08/2015	9	10.565
15/08/2015	10	10.858
15/08/2015	11	11.102
15/08/2015	12	11.686
15/08/2015	13	12.147
15/08/2015	14	11.904
15/08/2015	15	11.88
15/08/2015	16	11.783
15/08/2015	17	10.858
15/08/2015	18	10.956
15/08/2015	19	10.834
15/08/2015	20	10.467
15/08/2015	21	9.608
15/08/2015	22	10.075
15/08/2015	23	9.854
16/08/2015	0	10.271
16/08/2015	1	10.198
16/08/2015	2	9.829
16/08/2015	3	8.12
16/08/2015	4	8.295
16/08/2015	5	7.695
16/08/2015	6	7.015
16/08/2015	7	7.015
16/08/2015	8	6.94
16/08/2015	9	6.94
16/08/2015	10	6.712
16/08/2015	11	7.192
16/08/2015	12	7.268
16/08/2015	13	8.02
16/08/2015	14	8.145
16/08/2015	15	8.22
16/08/2015	16	7.77
16/08/2015	17	7.142
16/08/2015	18	6.712
16/08/2015	19	6.611
16/08/2015	20	6.331
16/08/2015	21	6.23
16/08/2015	22	6.357
16/08/2015	23	6.458
17/08/2015	0	4.999
17/08/2015	1	3.775
17/08/2015	2	2.45
17/08/2015	3	1.697
17/08/2015	4	1.913
17/08/2015	5	1.48
17/08/2015	6	1.967
17/08/2015	7	2.823
17/08/2015	8	5.539
17/08/2015	9	7.444
17/08/2015	10	8.543
17/08/2015	11	9.706
17/08/2015	12	10.247
17/08/2015	13	11.565
17/08/2015	14	12.243
17/08/2015	15	12.606
17/08/2015	16	11.929
17/08/2015	17	10.663
17/08/2015	18	9.188
17/08/2015	19	8.841
17/08/2015	20	9.04
17/08/2015	21	9.064
17/08/2015	22	9.731
17/08/2015	23	9.46
18/08/2015	0	9.064
18/08/2015	1	9.485
18/08/2015	2	9.706
18/08/2015	3	9.064
18/08/2015	4	8.195
18/08/2015	5	8.444
18/08/2015	6	8.717
18/08/2015	7	9.163
18/08/2015	8	9.336
18/08/2015	9	9.46
18/08/2015	10	10.614
18/08/2015	11	11.977
18/08/2015	12	14.17
18/08/2015	13	14.912
18/08/2015	14	14.601
18/08/2015	15	15.438
18/08/2015	16	15.318
18/08/2015	17	15.652
18/08/2015	18	12.558
18/08/2015	19	12.485
18/08/2015	20	10.687
18/08/2015	21	11.734
18/08/2015	22	10.761
18/08/2015	23	10.247
19/08/2015	0	10.026
19/08/2015	1	9.485
19/08/2015	2	10.565
19/08/2015	3	9.78
19/08/2015	4	7.745
19/08/2015	5	7.92
19/08/2015	6	7.77
19/08/2015	7	6.914
19/08/2015	8	7.041
19/08/2015	9	7.87
19/08/2015	10	8.891
19/08/2015	11	10.075
19/08/2015	12	11.832
19/08/2015	13	13.449
19/08/2015	14	12.389
19/08/2015	15	11.734
19/08/2015	16	11.807
19/08/2015	17	11.37
19/08/2015	18	7.619
19/08/2015	19	7.393
19/08/2015	20	5.462
19/08/2015	21	7.041
19/08/2015	22	7.444
19/08/2015	23	6.661
20/08/2015	0	6.128
20/08/2015	1	7.87
20/08/2015	2	7.444
20/08/2015	3	7.419
20/08/2015	4	6.94
20/08/2015	5	5.462
20/08/2015	6	5.102
20/08/2015	7	4.61
20/08/2015	8	4.246
20/08/2015	9	7.217
20/08/2015	10	9.262
20/08/2015	11	10.075
20/08/2015	12	10.883
20/08/2015	13	10.98
20/08/2015	14	11.297
20/08/2015	15	11.005
20/08/2015	16	10.443
20/08/2015	17	9.287
20/08/2015	18	5.924
20/08/2015	19	3.301
20/08/2015	20	4.141
20/08/2015	21	1.724
20/08/2015	22	2.744
20/08/2015	23	1.017
21/08/2015	0	0.495
21/08/2015	1	0.024
21/08/2015	2	0.412
21/08/2015	3	-0.227
21/08/2015	4	0.329
21/08/2015	5	-0.563
21/08/2015	6	-1.1
21/08/2015	7	-1.842
21/08/2015	8	-0.648
21/08/2015	9	3.67
21/08/2015	10	6.712
21/08/2015	11	9.238
21/08/2015	12	10.663
21/08/2015	13	11.662
21/08/2015	14	12.268
21/08/2015	15	11.589
21/08/2015	16	10.883
21/08/2015	17	9.977
21/08/2015	18	7.945
21/08/2015	19	6.737
21/08/2015	20	6
21/08/2015	21	5.872
21/08/2015	22	6.128
21/08/2015	23	5.77
22/08/2015	0	5.872
22/08/2015	1	5.616
22/08/2015	2	5.076
22/08/2015	3	5.334
22/08/2015	4	4.662
22/08/2015	5	4.532
22/08/2015	6	3.775
22/08/2015	7	2.503
22/08/2015	8	1.778
22/08/2015	9	5.898
22/08/2015	10	8.792
22/08/2015	11	10.712
22/08/2015	12	11.102
22/08/2015	13	11.492
22/08/2015	14	11.589
22/08/2015	15	11.734
22/08/2015	16	11.248
22/08/2015	17	10.32
22/08/2015	18	8.742
22/08/2015	19	7.72
22/08/2015	20	6.509
22/08/2015	21	5.154
22/08/2015	22	2.903
22/08/2015	23	2.155
23/08/2015	0	4.298
23/08/2015	1	2.823
23/08/2015	2	0.024
23/08/2015	3	0.439
23/08/2015	4	-0.676
23/08/2015	5	-1.213
23/08/2015	6	-0.789
23/08/2015	7	-1.015
23/08/2015	8	-0.199
23/08/2015	9	4.324
23/08/2015	10	8.693
23/08/2015	11	10.932
23/08/2015	12	12.847
23/08/2015	13	14.242
23/08/2015	14	15.127
23/08/2015	15	14.888
23/08/2015	16	14.098
23/08/2015	17	11.321
23/08/2015	18	9.015
23/08/2015	19	7.519
23/08/2015	20	6.509
23/08/2015	21	7.293
23/08/2015	22	6.128
23/08/2015	23	4.844
24/08/2015	0	4.869
24/08/2015	1	4.063
24/08/2015	2	5.334
24/08/2015	3	3.433
24/08/2015	4	4.74
24/08/2015	5	3.116
24/08/2015	6	3.722
24/08/2015	7	3.722
24/08/2015	8	5.179
24/08/2015	9	8.195
24/08/2015	10	10.492
24/08/2015	11	11.686
24/08/2015	12	12.074
24/08/2015	13	11.394
24/08/2015	14	12.654
24/08/2015	15	13.738
24/08/2015	16	14.481
24/08/2015	17	14.936
24/08/2015	18	11.759
24/08/2015	19	12.461
24/08/2015	20	12.847
24/08/2015	21	10.858
24/08/2015	22	8.841
24/08/2015	23	6
25/08/2015	0	4.869
25/08/2015	1	3.248
25/08/2015	2	3.485
25/08/2015	3	1.805
25/08/2015	4	3.906
25/08/2015	5	3.459
25/08/2015	6	7.519
25/08/2015	7	7.619
25/08/2015	8	7.619
25/08/2015	9	7.544
25/08/2015	10	7.494
25/08/2015	11	7.217
25/08/2015	12	7.217
25/08/2015	13	7.544
25/08/2015	14	7.995
25/08/2015	15	8.792
25/08/2015	16	7.97
25/08/2015	17	6.331
25/08/2015	18	3.591
25/08/2015	19	3.248
25/08/2015	20	1.588
25/08/2015	21	3.354
25/08/2015	22	3.274
25/08/2015	23	3.036
26/08/2015	0	3.538
26/08/2015	1	2.93
26/08/2015	2	3.274
26/08/2015	3	2.155
26/08/2015	4	2.343
26/08/2015	5	2.209
26/08/2015	6	2.047
26/08/2015	7	1.398
26/08/2015	8	1.859
26/08/2015	9	7.569
26/08/2015	10	10.124
26/08/2015	11	10.834
26/08/2015	12	10.296
26/08/2015	13	10.565
26/08/2015	14	10.614
26/08/2015	15	10.271
26/08/2015	16	9.731
26/08/2015	17	9.188
26/08/2015	18	8.344
26/08/2015	19	7.519
26/08/2015	20	6.889
26/08/2015	21	6.281
26/08/2015	22	5.949
26/08/2015	23	5.616
27/08/2015	0	4.636
27/08/2015	1	4.532
27/08/2015	2	4.141
27/08/2015	3	1.751
27/08/2015	4	2.101
27/08/2015	5	3.906
27/08/2015	6	4.506
27/08/2015	7	4.011
27/08/2015	8	6.458
27/08/2015	9	8.295
27/08/2015	10	9.485
27/08/2015	11	10.1
27/08/2015	12	10.541
27/08/2015	13	10.932
27/08/2015	14	11.492
27/08/2015	15	11.297
27/08/2015	16	10.932
27/08/2015	17	10.1
27/08/2015	18	8.519
27/08/2015	19	7.393
27/08/2015	20	6.914
27/08/2015	21	4.869
27/08/2015	22	2.37
27/08/2015	23	2.262
28/08/2015	0	1.044
28/08/2015	1	-0.367
28/08/2015	2	-0.648
28/08/2015	3	-0.93
28/08/2015	4	-0.676
28/08/2015	5	-0.902
28/08/2015	6	-0.93
28/08/2015	7	0.273
28/08/2015	8	1.153
28/08/2015	9	4.168
28/08/2015	10	5.179
28/08/2015	11	6.026
28/08/2015	12	5.488
28/08/2015	13	5.872
28/08/2015	14	6.56
28/08/2015	15	7.091
28/08/2015	16	7.142
28/08/2015	17	7.419
28/08/2015	18	6.56
28/08/2015	19	5.872
28/08/2015	20	6.128
28/08/2015	21	5.924
28/08/2015	22	5.308
28/08/2015	23	5.231
29/08/2015	0	4.48
29/08/2015	1	3.854
29/08/2015	2	4.063
29/08/2015	3	6.484
29/08/2015	4	7.116
29/08/2015	5	7.519
29/08/2015	6	7.494
29/08/2015	7	7.368
29/08/2015	8	8.02
29/08/2015	9	8.07
29/08/2015	10	8.668
29/08/2015	11	9.46
29/08/2015	12	10.541
29/08/2015	13	11.904
29/08/2015	14	12.05
29/08/2015	15	12.292
29/08/2015	16	11.832
29/08/2015	17	12.34
29/08/2015	18	11.686
29/08/2015	19	11.662
29/08/2015	20	9.41
29/08/2015	21	6.763
29/08/2015	22	4.714
29/08/2015	23	4.532
30/08/2015	0	3.932
30/08/2015	1	3.906
30/08/2015	2	4.22
30/08/2015	3	4.089
30/08/2015	4	4.636
30/08/2015	5	4.402
30/08/2015	6	4.168
30/08/2015	7	4.584
30/08/2015	8	4.662
30/08/2015	9	5.847
30/08/2015	10	6.889
30/08/2015	11	8.045
30/08/2015	12	8.717
30/08/2015	13	8.941
30/08/2015	14	9.163
30/08/2015	15	9.015
30/08/2015	16	8.866
30/08/2015	17	8.27
30/08/2015	18	8.17
30/08/2015	19	8.17
30/08/2015	20	7.77
30/08/2015	21	7.619
30/08/2015	22	7.519
30/08/2015	23	7.015
31/08/2015	0	6.94
31/08/2015	1	6.737
31/08/2015	2	6.687
31/08/2015	3	6.864
31/08/2015	4	6.813
31/08/2015	5	6.636
31/08/2015	6	6.661
31/08/2015	7	6.357
31/08/2015	8	6.535
31/08/2015	9	6.687
31/08/2015	10	7.066
31/08/2015	11	7.444
31/08/2015	12	7.895
31/08/2015	13	7.995
31/08/2015	14	7.945
31/08/2015	15	7.242
31/08/2015	16	7.142
31/08/2015	17	6.382
31/08/2015	18	5.872
31/08/2015	19	5.411
31/08/2015	20	5.102
31/08/2015	21	4.818
31/08/2015	22	4.921
31/08/2015	23	4.688
1/09/2015	0	4.115
1/09/2015	1	4.428
1/09/2015	2	4.61
1/09/2015	3	4.766
1/09/2015	4	3.063
1/09/2015	5	2.717
1/09/2015	6	3.195
1/09/2015	7	3.459
1/09/2015	8	4.428
1/09/2015	9	4.895
1/09/2015	10	6.914
1/09/2015	11	8.12
1/09/2015	12	8.27
1/09/2015	13	8.344
1/09/2015	14	8.519
1/09/2015	15	9.064
1/09/2015	16	9.262
1/09/2015	17	8.99
1/09/2015	18	9.213
1/09/2015	19	9.41
1/09/2015	20	9.608
1/09/2015	21	6.382
1/09/2015	22	5.334
1/09/2015	23	5.847
2/09/2015	0	8.295
2/09/2015	1	8.941
2/09/2015	2	8.469
2/09/2015	3	8.07
2/09/2015	4	8.891
2/09/2015	5	8.12
2/09/2015	6	9.361
2/09/2015	7	10.956
2/09/2015	8	10.516
2/09/2015	9	10.761
2/09/2015	10	12.147
2/09/2015	11	13.714
2/09/2015	12	15.079
2/09/2015	13	16.344
2/09/2015	14	16.987
2/09/2015	15	17.034
2/09/2015	16	13.353
2/09/2015	17	11.078
2/09/2015	18	9.534
2/09/2015	19	9.485
2/09/2015	20	7.619
2/09/2015	21	6.661
2/09/2015	22	6.712
2/09/2015	23	7.242
3/09/2015	0	7.041
3/09/2015	1	8.668
3/09/2015	2	8.469
3/09/2015	3	8.419
3/09/2015	4	7.87
3/09/2015	5	8.07
3/09/2015	6	7.895
3/09/2015	7	7.695
3/09/2015	8	8.045
3/09/2015	9	8.494
3/09/2015	10	8.742
3/09/2015	11	9.608
3/09/2015	12	9.435
3/09/2015	13	10.59
3/09/2015	14	10.345
3/09/2015	15	10.124
3/09/2015	16	9.879
3/09/2015	17	9.312
3/09/2015	18	7.494
3/09/2015	19	5.076
3/09/2015	20	6.94
3/09/2015	21	6.839
3/09/2015	22	6.965
3/09/2015	23	7.066
4/09/2015	0	7.619
4/09/2015	1	7.945
4/09/2015	2	7.895
4/09/2015	3	7.87
4/09/2015	4	9.139
4/09/2015	5	8.543
4/09/2015	6	8.99
4/09/2015	7	8.965
4/09/2015	8	6.179
4/09/2015	9	8.99
4/09/2015	10	9.583
4/09/2015	11	8.643
4/09/2015	12	7.494
4/09/2015	13	7.091
4/09/2015	14	7.945
4/09/2015	15	7.519
4/09/2015	16	6.763
4/09/2015	17	7.015
4/09/2015	18	6.306
4/09/2015	19	5.924
4/09/2015	20	5.488
4/09/2015	21	5.179
4/09/2015	22	4.662
4/09/2015	23	3.696
5/09/2015	0	3.854
5/09/2015	1	3.274
5/09/2015	2	3.485
5/09/2015	3	3.696
5/09/2015	4	3.827
5/09/2015	5	4.141
5/09/2015	6	4.454
5/09/2015	7	4.428
5/09/2015	8	6.102
5/09/2015	9	7.494
5/09/2015	10	10.761
5/09/2015	11	13.185
5/09/2015	12	14.529
5/09/2015	13	16.106
5/09/2015	14	14.936
5/09/2015	15	13.618
5/09/2015	16	12.098
5/09/2015	17	12.461
5/09/2015	18	7.469
5/09/2015	19	7.494
5/09/2015	20	5.668
5/09/2015	21	5.796
5/09/2015	22	5.154
5/09/2015	23	4.636
6/09/2015	0	4.688
6/09/2015	1	4.298
6/09/2015	2	3.906
6/09/2015	3	4.063
6/09/2015	4	2.45
6/09/2015	5	2.744
6/09/2015	6	1.805
6/09/2015	7	1.235
6/09/2015	8	3.354
6/09/2015	9	5.924
6/09/2015	10	7.92
6/09/2015	11	9.41
6/09/2015	12	9.78
6/09/2015	13	9.386
6/09/2015	14	9.731
6/09/2015	15	9.608
6/09/2015	16	8.618
6/09/2015	17	8.519
6/09/2015	18	7.066
6/09/2015	19	7.015
6/09/2015	20	7.041
6/09/2015	21	6.585
6/09/2015	22	7.041
6/09/2015	23	6.357
7/09/2015	0	6.281
7/09/2015	1	6.56
7/09/2015	2	6.331
7/09/2015	3	6.102
7/09/2015	4	6.23
7/09/2015	5	6.484
7/09/2015	6	6.458
7/09/2015	7	5.616
7/09/2015	8	6.204
7/09/2015	9	7.268
7/09/2015	10	8.742
7/09/2015	11	9.756
7/09/2015	12	8.841
7/09/2015	13	10.149
7/09/2015	14	10.173
7/09/2015	15	9.706
7/09/2015	16	8.965
7/09/2015	17	8.469
7/09/2015	18	6.153
7/09/2015	19	4.011
7/09/2015	20	3.274
7/09/2015	21	2.983
7/09/2015	22	2.903
7/09/2015	23	2.823
8/09/2015	0	1.643
8/09/2015	1	0.852
8/09/2015	2	0.88
8/09/2015	3	1.017
8/09/2015	4	0.329
8/09/2015	5	-0.732
8/09/2015	6	-1.128
8/09/2015	7	-1.47
8/09/2015	8	2.101
8/09/2015	9	5.308
8/09/2015	10	9.114
8/09/2015	11	9.928
8/09/2015	12	10.369
8/09/2015	13	10.687
8/09/2015	14	11.37
8/09/2015	15	10.956
8/09/2015	16	10.638
8/09/2015	17	8.941
8/09/2015	18	7.569
8/09/2015	19	6.788
8/09/2015	20	6.281
8/09/2015	21	6.077
8/09/2015	22	6.255
8/09/2015	23	6.128
9/09/2015	0	3.722
9/09/2015	1	1.832
9/09/2015	2	0.632
9/09/2015	3	0.135
9/09/2015	4	-0.845
9/09/2015	5	0.715
9/09/2015	6	0.301
9/09/2015	7	-0.591
9/09/2015	8	1.453
9/09/2015	9	4.506
9/09/2015	10	8.344
9/09/2015	11	9.509
9/09/2015	12	11.102
9/09/2015	13	12.63
9/09/2015	14	12.413
9/09/2015	15	12.582
9/09/2015	16	10.98
9/09/2015	17	10.222
9/09/2015	18	8.668
9/09/2015	19	8.693
9/09/2015	20	8.891
9/09/2015	21	8.519
9/09/2015	22	9.435
9/09/2015	23	8.916
10/09/2015	0	8.02
10/09/2015	1	8.369
10/09/2015	2	10.541
10/09/2015	3	10.222
10/09/2015	4	10.565
10/09/2015	5	10.834
10/09/2015	6	10.932
10/09/2015	7	10.467
10/09/2015	8	11.2
10/09/2015	9	12.001
10/09/2015	10	13.329
10/09/2015	11	14.96
10/09/2015	12	16.153
10/09/2015	13	17.51
10/09/2015	14	18.985
10/09/2015	15	19.579
10/09/2015	16	7.92
10/09/2015	17	7.268
10/09/2015	18	6.763
10/09/2015	19	6.889
10/09/2015	20	7.745
10/09/2015	21	7.77
10/09/2015	22	5.796
10/09/2015	23	4.48
11/09/2015	0	5.872
11/09/2015	1	5.949
11/09/2015	2	4.61
11/09/2015	3	5.205
11/09/2015	4	2.047
11/09/2015	5	2.584
11/09/2015	6	1.805
11/09/2015	7	1.67
11/09/2015	8	4.844
11/09/2015	9	7.67
11/09/2015	10	10.124
11/09/2015	11	10.32
11/09/2015	12	11.151
11/09/2015	13	12.05
11/09/2015	14	11.807
11/09/2015	15	11.613
11/09/2015	16	11.346
11/09/2015	17	10.492
11/09/2015	18	8.99
11/09/2015	19	8.668
11/09/2015	20	7.619
11/09/2015	21	7.066
11/09/2015	22	6.889
11/09/2015	23	6.56
12/09/2015	0	6.56
12/09/2015	1	6.458
12/09/2015	2	6.585
12/09/2015	3	4.324
12/09/2015	4	3.168
12/09/2015	5	3.591
12/09/2015	6	3.063
12/09/2015	7	2.557
12/09/2015	8	4.246
12/09/2015	9	7.091
12/09/2015	10	8.693
12/09/2015	11	9.509
12/09/2015	12	9.977
12/09/2015	13	10.687
12/09/2015	14	11.297
12/09/2015	15	11.856
12/09/2015	16	10.932
12/09/2015	17	10.124
12/09/2015	18	7.745
12/09/2015	19	6.965
12/09/2015	20	6.763
12/09/2015	21	7.015
12/09/2015	22	6.94
12/09/2015	23	6.737
13/09/2015	0	6.433
13/09/2015	1	5.437
13/09/2015	2	5.693
13/09/2015	3	5.076
13/09/2015	4	4.037
13/09/2015	5	3.88
13/09/2015	6	3.433
13/09/2015	7	3.327
13/09/2015	8	6.179
13/09/2015	9	10.247
13/09/2015	10	12.509
13/09/2015	11	12.847
13/09/2015	12	12.485
13/09/2015	13	11.686
13/09/2015	14	10.81
13/09/2015	15	10.541
13/09/2015	16	10.345
13/09/2015	17	9.657
13/09/2015	18	9.139
13/09/2015	19	8.419
13/09/2015	20	8.344
13/09/2015	21	8.095
13/09/2015	22	7.72
13/09/2015	23	7.619
14/09/2015	0	7.393
14/09/2015	1	7.167
14/09/2015	2	7.066
14/09/2015	3	6.535
14/09/2015	4	5.898
14/09/2015	5	4.558
14/09/2015	6	5.076
14/09/2015	7	5.154
14/09/2015	8	6.839
14/09/2015	9	7.82
14/09/2015	10	8.916
14/09/2015	11	10.247
14/09/2015	12	10.81
14/09/2015	13	11.029
14/09/2015	14	11.37
14/09/2015	15	10.883
14/09/2015	16	10.32
14/09/2015	17	9.262
14/09/2015	18	7.87
14/09/2015	19	7.619
14/09/2015	20	7.594
14/09/2015	21	7.519
14/09/2015	22	7.695
14/09/2015	23	7.67
15/09/2015	0	8.07
15/09/2015	1	8.195
15/09/2015	2	8.02
15/09/2015	3	8.045
15/09/2015	4	8.469
15/09/2015	5	8.643
15/09/2015	6	7.268
15/09/2015	7	8.568
15/09/2015	8	11.078
15/09/2015	9	12.896
15/09/2015	10	15.39
15/09/2015	11	18.319
15/09/2015	12	18.794
15/09/2015	13	19.651
15/09/2015	14	21.628
15/09/2015	15	21.294
15/09/2015	16	20.031
15/09/2015	17	19.008
15/09/2015	18	17.058
15/09/2015	19	15.127
15/09/2015	20	13.329
15/09/2015	21	13.858
15/09/2015	22	10.907
15/09/2015	23	11.71
16/09/2015	0	9.139
16/09/2015	1	11.856
16/09/2015	2	12.05
16/09/2015	3	12.871
16/09/2015	4	12.847
16/09/2015	5	11.783
16/09/2015	6	8.941
16/09/2015	7	11.127
16/09/2015	8	13.906
16/09/2015	9	13.762
16/09/2015	10	16.725
16/09/2015	11	18.747
16/09/2015	12	20.246
16/09/2015	13	21.056
16/09/2015	14	21.485
16/09/2015	15	21.342
16/09/2015	16	20.103
16/09/2015	17	18.628
16/09/2015	18	16.368
16/09/2015	19	14.481
16/09/2015	20	12.606
16/09/2015	21	13.088
16/09/2015	22	12.074
16/09/2015	23	11.053
17/09/2015	0	9.756
17/09/2015	1	10.785
17/09/2015	2	10.907
17/09/2015	3	11.565
17/09/2015	4	9.706
17/09/2015	5	10.81
17/09/2015	6	11.686
17/09/2015	7	11.516
17/09/2015	8	12.534
17/09/2015	9	13.305
17/09/2015	10	14.505
17/09/2015	11	15.318
17/09/2015	12	16.272
17/09/2015	13	17.415
17/09/2015	14	17.938
17/09/2015	15	17.653
17/09/2015	16	20.126
17/09/2015	17	18.842
17/09/2015	18	17.391
17/09/2015	19	16.773
17/09/2015	20	16.249
17/09/2015	21	16.749
17/09/2015	22	13.762
17/09/2015	23	13.642
18/09/2015	0	15.055
18/09/2015	1	14.002
18/09/2015	2	11.832
18/09/2015	3	11.759
18/09/2015	4	11.248
18/09/2015	5	12.074
18/09/2015	6	9.731
18/09/2015	7	8.593
18/09/2015	8	12.654
18/09/2015	9	13.016
18/09/2015	10	11.394
18/09/2015	11	11.273
18/09/2015	12	12.195
18/09/2015	13	12.219
18/09/2015	14	13.329
18/09/2015	15	16.915
18/09/2015	16	14.553
18/09/2015	17	12.775
18/09/2015	18	10.907
18/09/2015	19	10.222
18/09/2015	20	8.27
18/09/2015	21	8.145
18/09/2015	22	7.87
18/09/2015	23	7.619
19/09/2015	0	7.217
19/09/2015	1	6.839
19/09/2015	2	6.99
19/09/2015	3	6.56
19/09/2015	4	6.281
19/09/2015	5	6.306
19/09/2015	6	6.153
19/09/2015	7	5.77
19/09/2015	8	6.306
19/09/2015	9	5.821
19/09/2015	10	6.712
19/09/2015	11	7.67
19/09/2015	12	8.295
19/09/2015	13	8.792
19/09/2015	14	9.262
19/09/2015	15	8.767
19/09/2015	16	8.095
19/09/2015	17	7.444
19/09/2015	18	7.091
19/09/2015	19	6.128
19/09/2015	20	5.975
19/09/2015	21	5.642
19/09/2015	22	5.821
19/09/2015	23	5.745
20/09/2015	0	5.437
20/09/2015	1	5.076
20/09/2015	2	5.05
20/09/2015	3	5.076
20/09/2015	4	5.282
20/09/2015	5	5.334
20/09/2015	6	5.282
20/09/2015	7	5.282
20/09/2015	8	5.282
20/09/2015	9	5.975
20/09/2015	10	7.041
20/09/2015	11	7.569
20/09/2015	12	7.569
20/09/2015	13	8.841
20/09/2015	14	8.27
20/09/2015	15	7.494
20/09/2015	16	7.393
20/09/2015	17	6.813
20/09/2015	18	5.693
20/09/2015	19	4.792
20/09/2015	20	5.205
20/09/2015	21	4.999
20/09/2015	22	5.05
20/09/2015	23	4.636
21/09/2015	0	4.662
21/09/2015	1	4.869
21/09/2015	2	4.74
21/09/2015	3	4.324
21/09/2015	4	4.115
21/09/2015	5	3.932
21/09/2015	6	3.827
21/09/2015	7	4.063
21/09/2015	8	5.102
21/09/2015	9	6.281
21/09/2015	10	7.167
21/09/2015	11	7.87
21/09/2015	12	7.67
21/09/2015	13	9.287
21/09/2015	14	8.444
21/09/2015	15	8.295
21/09/2015	16	8.494
21/09/2015	17	7.419
21/09/2015	18	6.23
21/09/2015	19	4.895
21/09/2015	20	3.538
21/09/2015	21	1.994
21/09/2015	22	2.557
21/09/2015	23	3.089
22/09/2015	0	2.021
22/09/2015	1	0.522
22/09/2015	2	1.099
22/09/2015	3	0.934
22/09/2015	4	0.715
22/09/2015	5	1.044
22/09/2015	6	1.832
22/09/2015	7	2.664
22/09/2015	8	4.037
22/09/2015	9	6.535
22/09/2015	10	8.319
22/09/2015	11	8.965
22/09/2015	12	9.706
22/09/2015	13	9.731
22/09/2015	14	9.386
22/09/2015	15	9.558
22/09/2015	16	8.866
22/09/2015	17	8.27
22/09/2015	18	8.045
22/09/2015	19	8.045
22/09/2015	20	8.145
22/09/2015	21	8.195
22/09/2015	22	8.02
22/09/2015	23	7.92
23/09/2015	0	7.845
23/09/2015	1	7.895
23/09/2015	2	7.945
23/09/2015	3	7.945
23/09/2015	4	8.02
23/09/2015	5	8.17
23/09/2015	6	8.369
23/09/2015	7	8.668
23/09/2015	8	9.188
23/09/2015	9	9.928
23/09/2015	10	12.074
23/09/2015	11	11.662
23/09/2015	12	12.195
23/09/2015	13	11.467
23/09/2015	14	11.151
23/09/2015	15	11.224
23/09/2015	16	11.589
23/09/2015	17	11.102
23/09/2015	18	10.858
23/09/2015	19	10.541
23/09/2015	20	9.756
23/09/2015	21	9.188
23/09/2015	22	8.593
23/09/2015	23	8.643
24/09/2015	0	8.817
24/09/2015	1	8.866
24/09/2015	2	8.841
24/09/2015	3	8.543
24/09/2015	4	8.295
24/09/2015	5	8.245
24/09/2015	6	7.619
24/09/2015	7	6.94
24/09/2015	8	8.916
24/09/2015	9	10.369
24/09/2015	10	10.638
24/09/2015	11	10.001
24/09/2015	12	10.075
24/09/2015	13	10.124
24/09/2015	14	10.296
24/09/2015	15	10.907
24/09/2015	16	9.977
24/09/2015	17	9.682
24/09/2015	18	10.369
24/09/2015	19	7.945
24/09/2015	20	6.331
24/09/2015	21	7.895
24/09/2015	22	7.569
24/09/2015	23	7.67
25/09/2015	0	6.763
25/09/2015	1	6.839
25/09/2015	2	4.532
25/09/2015	3	3.168
25/09/2015	4	2.637
25/09/2015	5	3.036
25/09/2015	6	1.94
25/09/2015	7	2.209
25/09/2015	8	3.985
25/09/2015	9	7.419
25/09/2015	10	9.064
25/09/2015	11	10.1
25/09/2015	12	10.712
25/09/2015	13	10.736
25/09/2015	14	11.686
25/09/2015	15	11.734
25/09/2015	16	11.54
25/09/2015	17	10.492
25/09/2015	18	9.114
25/09/2015	19	9.04
25/09/2015	20	8.866
25/09/2015	21	8.095
25/09/2015	22	7.544
25/09/2015	23	6.94
26/09/2015	0	7.142
26/09/2015	1	6.864
26/09/2015	2	7.116
26/09/2015	3	6.94
26/09/2015	4	6.535
26/09/2015	5	6.458
26/09/2015	6	6.204
26/09/2015	7	6.128
26/09/2015	8	7.745
26/09/2015	9	7.318
26/09/2015	10	9.534
26/09/2015	11	9.805
26/09/2015	12	10.687
26/09/2015	13	10.761
26/09/2015	14	10.565
26/09/2015	15	11.224
26/09/2015	16	10.198
26/09/2015	17	8.742
26/09/2015	18	8.693
26/09/2015	19	7.519
26/09/2015	20	7.041
26/09/2015	21	6.99
26/09/2015	22	6.99
26/09/2015	23	6.914
27/09/2015	0	6.56
27/09/2015	1	6.026
27/09/2015	2	5.488
27/09/2015	3	4.921
27/09/2015	4	4.999
27/09/2015	5	4.48
27/09/2015	6	4.011
27/09/2015	7	5.847
27/09/2015	8	7.845
27/09/2015	9	8.866
27/09/2015	10	10.247
27/09/2015	11	10.761
27/09/2015	12	11.37
27/09/2015	13	10.98
27/09/2015	14	11.078
27/09/2015	15	11.053
27/09/2015	16	10.932
27/09/2015	17	10.026
27/09/2015	18	9.188
27/09/2015	19	8.543
27/09/2015	20	8.369
27/09/2015	21	8.394
27/09/2015	22	8.095
