date	hour	Air
11/11/2015	19	8.469
11/11/2015	20	8.369
11/11/2015	21	7.97
11/11/2015	22	7.82
11/11/2015	23	7.544
12/11/2015	0	7.293
12/11/2015	1	7.242
12/11/2015	2	7.066
12/11/2015	3	6.914
12/11/2015	4	6.914
12/11/2015	5	6.357
12/11/2015	6	6.889
12/11/2015	7	7.569
12/11/2015	8	7.795
12/11/2015	9	10.001
12/11/2015	10	9.04
12/11/2015	11	7.242
12/11/2015	12	8.344
12/11/2015	13	12.147
12/11/2015	14	12.025
12/11/2015	15	10.687
12/11/2015	16	11.127
12/11/2015	17	11.516
12/11/2015	18	9.386
12/11/2015	19	9.163
12/11/2015	20	8.841
12/11/2015	21	8.469
12/11/2015	22	8.344
12/11/2015	23	8.245
13/11/2015	0	8.045
13/11/2015	1	7.469
13/11/2015	2	7.695
13/11/2015	3	7.594
13/11/2015	4	7.343
13/11/2015	5	6.889
13/11/2015	6	7.116
13/11/2015	7	8.22
13/11/2015	8	9.928
13/11/2015	9	10.418
13/11/2015	10	13.786
13/11/2015	11	12.847
13/11/2015	12	15.079
13/11/2015	13	15.27
13/11/2015	14	13.954
13/11/2015	15	14.481
13/11/2015	16	13.618
13/11/2015	17	11.783
13/11/2015	18	10.492
13/11/2015	19	9.682
13/11/2015	20	8.916
13/11/2015	21	9.163
13/11/2015	22	9.163
13/11/2015	23	9.386
14/11/2015	0	9.435
14/11/2015	1	9.114
14/11/2015	2	9.854
14/11/2015	3	9.854
14/11/2015	4	9.706
14/11/2015	5	9.977
14/11/2015	6	10.271
14/11/2015	7	10.883
14/11/2015	8	12.558
14/11/2015	9	13.088
14/11/2015	10	14.673
14/11/2015	11	15.509
14/11/2015	12	16.654
14/11/2015	13	17.058
14/11/2015	14	17.272
14/11/2015	15	18.58
14/11/2015	16	16.82
14/11/2015	17	16.201
14/11/2015	18	16.106
14/11/2015	19	15.414
14/11/2015	20	14.577
14/11/2015	21	15.103
14/11/2015	22	14.697
14/11/2015	23	14.385
15/11/2015	0	14.194
15/11/2015	1	14.218
15/11/2015	2	13.161
15/11/2015	3	11.151
15/11/2015	4	12.098
15/11/2015	5	10.394
15/11/2015	6	10.026
15/11/2015	7	8.17
15/11/2015	8	7.87
15/11/2015	9	9.632
15/11/2015	10	9.731
15/11/2015	11	10.712
15/11/2015	12	10.369
15/11/2015	13	11.71
15/11/2015	14	12.678
15/11/2015	15	11.832
15/11/2015	16	11.516
15/11/2015	17	10.785
15/11/2015	18	10.369
15/11/2015	19	9.682
15/11/2015	20	8.817
15/11/2015	21	8.891
15/11/2015	22	8.145
15/11/2015	23	7.87
16/11/2015	0	7.494
16/11/2015	1	6.712
16/11/2015	2	5.591
16/11/2015	3	5.128
16/11/2015	4	5.102
16/11/2015	5	4.141
16/11/2015	6	6.331
16/11/2015	7	10.075
16/11/2015	8	11.904
16/11/2015	9	12.485
16/11/2015	10	13.088
16/11/2015	11	13.882
16/11/2015	12	14.96
16/11/2015	13	15.533
16/11/2015	14	15.819
16/11/2015	15	16.177
16/11/2015	16	15.27
16/11/2015	17	14.768
16/11/2015	18	13.762
16/11/2015	19	12.122
16/11/2015	20	11.248
16/11/2015	21	11.102
16/11/2015	22	10.98
16/11/2015	23	10.638
17/11/2015	0	10.516
17/11/2015	1	10.81
17/11/2015	2	9.829
17/11/2015	3	10.149
17/11/2015	4	10.001
17/11/2015	5	8.742
17/11/2015	6	11.127
17/11/2015	7	14.505
17/11/2015	8	15.986
17/11/2015	9	16.201
17/11/2015	10	15.986
17/11/2015	11	15.031
17/11/2015	12	14.936
17/11/2015	13	12.413
17/11/2015	14	11.589
17/11/2015	15	11.029
17/11/2015	16	10.907
17/11/2015	17	10.075
17/11/2015	18	9.731
17/11/2015	19	9.829
17/11/2015	20	9.46
17/11/2015	21	9.336
17/11/2015	22	9.386
17/11/2015	23	9.064
18/11/2015	0	8.965
18/11/2015	1	8.891
18/11/2015	2	8.767
18/11/2015	3	8.07
18/11/2015	4	7.569
18/11/2015	5	7.419
18/11/2015	6	8.344
18/11/2015	7	9.064
18/11/2015	8	9.632
18/11/2015	9	11.637
18/11/2015	10	12.582
18/11/2015	11	12.992
18/11/2015	12	12.751
18/11/2015	13	12.243
18/11/2015	14	11.346
18/11/2015	15	10.075
18/11/2015	16	10.026
18/11/2015	17	9.756
18/11/2015	18	9.089
18/11/2015	19	8.568
18/11/2015	20	8.095
18/11/2015	21	7.695
18/11/2015	22	7.469
18/11/2015	23	7.167
19/11/2015	0	6.585
19/11/2015	1	3.433
19/11/2015	2	3.538
19/11/2015	3	2.343
19/11/2015	4	0.934
19/11/2015	5	0.797
19/11/2015	6	4.844
19/11/2015	7	8.742
19/11/2015	8	11.248
19/11/2015	9	12.823
19/11/2015	10	12.654
19/11/2015	11	13.064
19/11/2015	12	13.209
19/11/2015	13	13.449
19/11/2015	14	14.84
19/11/2015	15	14.553
19/11/2015	16	13.04
19/11/2015	17	12.968
19/11/2015	18	13.04
19/11/2015	19	11.977
19/11/2015	20	11.759
19/11/2015	21	11.71
19/11/2015	22	11.832
19/11/2015	23	11.613
20/11/2015	0	11.321
20/11/2015	1	11.467
20/11/2015	2	11.175
20/11/2015	3	12.195
20/11/2015	4	12.775
20/11/2015	5	14.242
20/11/2015	6	14.122
20/11/2015	7	17.653
20/11/2015	8	18.105
20/11/2015	9	21.772
20/11/2015	10	24.557
20/11/2015	11	21.485
20/11/2015	12	19.341
20/11/2015	13	20.293
20/11/2015	14	22.25
20/11/2015	15	22.489
20/11/2015	16	23.064
20/11/2015	17	23.809
20/11/2015	18	22.513
20/11/2015	19	19.151
20/11/2015	20	18.105
20/11/2015	21	14.553
20/11/2015	22	12.63
20/11/2015	23	9.977
21/11/2015	0	8.519
21/11/2015	1	9.064
21/11/2015	2	8.195
21/11/2015	3	8.344
21/11/2015	4	10.051
21/11/2015	5	10.198
21/11/2015	6	10.785
21/11/2015	7	11.516
21/11/2015	8	13.161
21/11/2015	9	12.461
21/11/2015	10	13.642
21/11/2015	11	15.509
21/11/2015	12	15.605
21/11/2015	13	15.151
21/11/2015	14	15.175
21/11/2015	15	14.96
21/11/2015	16	15.175
21/11/2015	17	14.457
21/11/2015	18	14.84
21/11/2015	19	14.194
21/11/2015	20	11.467
21/11/2015	21	10.394
21/11/2015	22	8.742
21/11/2015	23	8.866
22/11/2015	0	7.895
22/11/2015	1	6.737
22/11/2015	2	7.72
22/11/2015	3	9.188
22/11/2015	4	9.583
22/11/2015	5	8.941
22/11/2015	6	10.59
22/11/2015	7	14.433
22/11/2015	8	16.63
22/11/2015	9	11.953
22/11/2015	10	13.473
22/11/2015	11	14.242
22/11/2015	12	14.912
22/11/2015	13	15.557
22/11/2015	14	16.606
22/11/2015	15	16.63
22/11/2015	16	15.461
22/11/2015	17	15.247
22/11/2015	18	13.257
22/11/2015	19	12.171
22/11/2015	20	11.321
22/11/2015	21	11.2
22/11/2015	22	10.687
22/11/2015	23	10.98
23/11/2015	0	11.151
23/11/2015	1	10.712
23/11/2015	2	11.175
23/11/2015	3	8.965
23/11/2015	4	7.469
23/11/2015	5	7.845
23/11/2015	6	12.268
23/11/2015	7	14.673
23/11/2015	8	17.796
23/11/2015	9	20.007
23/11/2015	10	21.151
23/11/2015	11	21.819
23/11/2015	12	22.058
23/11/2015	13	20.412
23/11/2015	14	21.939
23/11/2015	15	22.441
23/11/2015	16	22.537
23/11/2015	17	21.39
23/11/2015	18	20.579
23/11/2015	19	19.674
23/11/2015	20	17.368
23/11/2015	21	15.772
23/11/2015	22	16.773
23/11/2015	23	17.748
24/11/2015	0	17.558
24/11/2015	1	17.867
24/11/2015	2	17.058
24/11/2015	3	17.772
24/11/2015	4	18.176
24/11/2015	5	16.558
24/11/2015	6	18.271
24/11/2015	7	20.507
24/11/2015	8	21.366
24/11/2015	9	23.088
24/11/2015	10	22.944
24/11/2015	11	24.581
24/11/2015	12	24.46
24/11/2015	13	24.871
24/11/2015	14	24.944
24/11/2015	15	23.978
24/11/2015	16	23.978
24/11/2015	17	24.122
24/11/2015	18	23.424
24/11/2015	19	22.729
24/11/2015	20	19.865
24/11/2015	21	18.985
24/11/2015	22	17.415
24/11/2015	23	17.034
25/11/2015	0	16.606
25/11/2015	1	14.481
25/11/2015	2	13.906
25/11/2015	3	11.492
25/11/2015	4	12.147
25/11/2015	5	12.775
25/11/2015	6	16.249
25/11/2015	7	20.817
25/11/2015	8	23.04
25/11/2015	9	25.016
25/11/2015	10	26.182
25/11/2015	11	25.623
25/11/2015	12	27.924
25/11/2015	13	27.628
25/11/2015	14	26.646
25/11/2015	15	26.842
25/11/2015	16	25.525
25/11/2015	17	26.402
25/11/2015	18	24.798
25/11/2015	19	23.232
25/11/2015	20	20.841
25/11/2015	21	19.151
25/11/2015	22	18.699
25/11/2015	23	17.796
26/11/2015	0	16.749
26/11/2015	1	15.461
26/11/2015	2	14.146
26/11/2015	3	15.342
26/11/2015	4	10.907
26/11/2015	5	10.1
26/11/2015	6	15.27
26/11/2015	7	19.746
26/11/2015	8	22.705
26/11/2015	9	23.881
26/11/2015	10	25.453
26/11/2015	11	27.136
26/11/2015	12	26.549
26/11/2015	13	26.012
26/11/2015	14	25.671
26/11/2015	15	24.05
26/11/2015	16	26.329
26/11/2015	17	25.38
26/11/2015	18	23.785
26/11/2015	19	22.633
26/11/2015	20	21.342
26/11/2015	21	20.984
26/11/2015	22	21.008
26/11/2015	23	22.705
27/11/2015	0	22.681
27/11/2015	1	24.026
27/11/2015	2	23.424
27/11/2015	3	23.713
27/11/2015	4	23.448
27/11/2015	5	23.641
27/11/2015	6	23.232
27/11/2015	7	23.737
27/11/2015	8	24.267
27/11/2015	9	23.881
27/11/2015	10	25.258
27/11/2015	11	26.94
27/11/2015	12	23.93
27/11/2015	13	16.892
27/11/2015	14	15.247
27/11/2015	15	14.481
27/11/2015	16	12.727
27/11/2015	17	12.074
27/11/2015	18	12.098
27/11/2015	19	11.589
27/11/2015	20	10.81
27/11/2015	21	8.742
27/11/2015	22	8.965
27/11/2015	23	9.485
28/11/2015	0	10.1
28/11/2015	1	10.149
28/11/2015	2	10.32
28/11/2015	3	10.467
28/11/2015	4	10.541
28/11/2015	5	10.81
28/11/2015	6	11.443
28/11/2015	7	12.703
28/11/2015	8	16.677
28/11/2015	9	18.961
28/11/2015	10	21.628
28/11/2015	11	21.509
28/11/2015	12	21.581
28/11/2015	13	22.776
28/11/2015	14	22.034
28/11/2015	15	23.208
28/11/2015	16	22.154
28/11/2015	17	21.843
28/11/2015	18	19.841
28/11/2015	19	17.772
28/11/2015	20	15.652
28/11/2015	21	12.775
28/11/2015	22	12.147
28/11/2015	23	11.127
29/11/2015	0	10.345
29/11/2015	1	10.394
29/11/2015	2	9.829
29/11/2015	3	10.345
29/11/2015	4	10.1
29/11/2015	5	9.952
29/11/2015	6	10.369
29/11/2015	7	10.736
29/11/2015	8	10.271
29/11/2015	9	9.287
29/11/2015	10	10.296
29/11/2015	11	13.57
29/11/2015	12	14.745
29/11/2015	13	15.127
29/11/2015	14	14.409
29/11/2015	15	15.7
29/11/2015	16	14.768
29/11/2015	17	14.553
29/11/2015	18	14.074
29/11/2015	19	12.799
29/11/2015	20	12.485
29/11/2015	21	12.316
29/11/2015	22	12.025
29/11/2015	23	12.364
30/11/2015	0	12.34
30/11/2015	1	12.147
30/11/2015	2	12.243
30/11/2015	3	12.63
30/11/2015	4	12.727
30/11/2015	5	12.775
30/11/2015	6	13.257
30/11/2015	7	13.209
30/11/2015	8	14.433
30/11/2015	9	15.318
30/11/2015	10	15.414
30/11/2015	11	16.01
30/11/2015	12	17.819
30/11/2015	13	18.675
30/11/2015	14	19.27
30/11/2015	15	17.51
30/11/2015	16	16.796
30/11/2015	17	15.891
30/11/2015	18	15.7
30/11/2015	19	14.84
30/11/2015	20	14.433
30/11/2015	21	14.409
30/11/2015	22	14.122
30/11/2015	23	14.05
1/12/2015	0	13.834
1/12/2015	1	13.738
1/12/2015	2	13.594
1/12/2015	3	13.329
1/12/2015	4	13.473
1/12/2015	5	13.329
1/12/2015	6	14.361
1/12/2015	7	15.485
1/12/2015	8	15.438
1/12/2015	9	15.533
1/12/2015	10	18.129
1/12/2015	11	20.246
1/12/2015	12	20.579
1/12/2015	13	21.39
1/12/2015	14	20.007
1/12/2015	15	17.605
1/12/2015	16	17.32
1/12/2015	17	17.986
1/12/2015	18	17.534
1/12/2015	19	17.201
1/12/2015	20	17.629
1/12/2015	21	17.344
1/12/2015	22	19.199
1/12/2015	23	19.793
2/12/2015	0	18.247
2/12/2015	1	18.604
2/12/2015	2	18.414
2/12/2015	3	17.986
2/12/2015	4	16.796
2/12/2015	5	17.439
2/12/2015	6	19.532
2/12/2015	7	22.489
2/12/2015	8	24.677
2/12/2015	9	27.53
2/12/2015	10	29.464
2/12/2015	11	28.196
2/12/2015	12	29.991
2/12/2015	13	30.874
2/12/2015	14	31.433
2/12/2015	15	31.331
2/12/2015	16	29.19
2/12/2015	17	27.677
2/12/2015	18	26.109
2/12/2015	19	24.702
2/12/2015	20	23.641
2/12/2015	21	22.92
2/12/2015	22	22.321
2/12/2015	23	21.987
3/12/2015	0	21.223
3/12/2015	1	19.365
3/12/2015	2	18.937
3/12/2015	3	17.605
3/12/2015	4	17.701
3/12/2015	5	20.698
3/12/2015	6	21.199
3/12/2015	7	20.055
3/12/2015	8	22.992
3/12/2015	9	24.146
3/12/2015	10	27.604
3/12/2015	11	25.162
3/12/2015	12	24.267
3/12/2015	13	23.545
3/12/2015	14	22.729
3/12/2015	15	24.339
3/12/2015	16	23.184
3/12/2015	17	14.864
3/12/2015	18	14.792
3/12/2015	19	13.377
3/12/2015	20	12.219
3/12/2015	21	12.171
3/12/2015	22	12.364
3/12/2015	23	12.992
4/12/2015	0	12.461
4/12/2015	1	11.977
4/12/2015	2	12.147
4/12/2015	3	11.904
4/12/2015	4	10.198
4/12/2015	5	9.188
4/12/2015	6	12.05
4/12/2015	7	14.433
4/12/2015	8	16.725
4/12/2015	9	17.201
4/12/2015	10	18.366
4/12/2015	11	20.15
4/12/2015	12	21.939
4/12/2015	13	23.016
4/12/2015	14	22.824
4/12/2015	15	20.77
4/12/2015	16	20.269
4/12/2015	17	19.294
4/12/2015	18	17.249
4/12/2015	19	16.534
4/12/2015	20	15.318
4/12/2015	21	15.008
4/12/2015	22	14.577
4/12/2015	23	14.194
5/12/2015	0	13.738
5/12/2015	1	13.329
5/12/2015	2	13.786
5/12/2015	3	12.509
5/12/2015	4	9.903
5/12/2015	5	9.879
5/12/2015	6	11.419
5/12/2015	7	14.122
5/12/2015	8	14.457
5/12/2015	9	15.843
5/12/2015	10	17.962
5/12/2015	11	21.891
5/12/2015	12	23.665
5/12/2015	13	24.702
5/12/2015	14	24.605
5/12/2015	15	24.702
5/12/2015	16	24.267
5/12/2015	17	22.824
5/12/2015	18	17.225
5/12/2015	19	12.122
5/12/2015	20	11.297
5/12/2015	21	10.1
5/12/2015	22	9.534
5/12/2015	23	9.238
6/12/2015	0	8.717
6/12/2015	1	8.841
6/12/2015	2	8.792
6/12/2015	3	8.344
6/12/2015	4	7.945
6/12/2015	5	7.594
6/12/2015	6	7.97
6/12/2015	7	8.519
6/12/2015	8	9.213
6/12/2015	9	10.467
6/12/2015	10	9.46
6/12/2015	11	10.761
6/12/2015	12	11.953
6/12/2015	13	13.594
6/12/2015	14	14.385
6/12/2015	15	14.218
6/12/2015	16	13.618
6/12/2015	17	13.858
6/12/2015	18	13.233
6/12/2015	19	11.832
6/12/2015	20	10.712
6/12/2015	21	10.858
6/12/2015	22	10.956
6/12/2015	23	10.81
7/12/2015	0	10.001
7/12/2015	1	10.026
7/12/2015	2	9.262
7/12/2015	3	8.245
7/12/2015	4	7.619
7/12/2015	5	7.695
7/12/2015	6	8.344
7/12/2015	7	11.078
7/12/2015	8	12.799
7/12/2015	9	14.529
7/12/2015	10	16.892
7/12/2015	11	15.485
7/12/2015	12	16.272
7/12/2015	13	17.915
7/12/2015	14	18.461
7/12/2015	15	16.773
7/12/2015	16	15.581
7/12/2015	17	13.81
7/12/2015	18	11.029
7/12/2015	19	10.638
7/12/2015	20	9.952
7/12/2015	21	9.78
7/12/2015	22	10.1
7/12/2015	23	10.026
8/12/2015	0	9.928
8/12/2015	1	9.854
8/12/2015	2	8.593
8/12/2015	3	7.167
8/12/2015	4	7.015
8/12/2015	5	5.745
8/12/2015	6	8.494
8/12/2015	7	10.98
8/12/2015	8	13.618
8/12/2015	9	15.963
8/12/2015	10	17.51
8/12/2015	11	19.318
8/12/2015	12	19.318
8/12/2015	13	19.484
8/12/2015	14	18.794
8/12/2015	15	18.509
8/12/2015	16	16.582
8/12/2015	17	15.652
8/12/2015	18	15.247
8/12/2015	19	13.112
8/12/2015	20	12.364
8/12/2015	21	11.832
8/12/2015	22	11.807
8/12/2015	23	11.759
9/12/2015	0	11.613
9/12/2015	1	11.492
9/12/2015	2	11.443
9/12/2015	3	11.053
9/12/2015	4	10.858
9/12/2015	5	10.712
9/12/2015	6	11.127
9/12/2015	7	12.389
9/12/2015	8	12.63
9/12/2015	9	13.401
9/12/2015	10	15.175
9/12/2015	11	15.294
9/12/2015	12	17.034
9/12/2015	13	17.605
9/12/2015	14	16.963
9/12/2015	15	17.225
9/12/2015	16	16.153
9/12/2015	17	14.457
9/12/2015	18	13.786
9/12/2015	19	12.799
9/12/2015	20	11.807
9/12/2015	21	11.807
9/12/2015	22	11.88
9/12/2015	23	11.953
10/12/2015	0	11.953
10/12/2015	1	12.074
10/12/2015	2	12.219
10/12/2015	3	12.364
10/12/2015	4	12.509
10/12/2015	5	13.016
10/12/2015	6	13.834
10/12/2015	7	16.153
10/12/2015	8	18.58
10/12/2015	9	20.079
10/12/2015	10	23.112
10/12/2015	11	26.622
10/12/2015	12	26.109
10/12/2015	13	24.944
10/12/2015	14	27.21
10/12/2015	15	27.875
10/12/2015	16	27.677
10/12/2015	17	27.358
10/12/2015	18	26.793
10/12/2015	19	25.477
10/12/2015	20	20.388
10/12/2015	21	14.96
10/12/2015	22	14.673
10/12/2015	23	14.29
11/12/2015	0	13.834
11/12/2015	1	13.329
11/12/2015	2	12.968
11/12/2015	3	10.565
11/12/2015	4	10.051
11/12/2015	5	10.345
11/12/2015	6	12.751
11/12/2015	7	15.031
11/12/2015	8	16.392
11/12/2015	9	16.915
11/12/2015	10	17.344
11/12/2015	11	18.033
11/12/2015	12	17.701
11/12/2015	13	17.463
11/12/2015	14	16.082
11/12/2015	15	15.055
11/12/2015	16	14.936
11/12/2015	17	14.745
11/12/2015	18	14.481
11/12/2015	19	14.194
11/12/2015	20	13.882
11/12/2015	21	13.882
11/12/2015	22	13.738
11/12/2015	23	13.762
12/12/2015	0	13.666
12/12/2015	1	13.473
12/12/2015	2	13.522
12/12/2015	3	13.714
12/12/2015	4	14.242
12/12/2015	5	14.026
12/12/2015	6	15.127
12/12/2015	7	16.249
12/12/2015	8	16.415
12/12/2015	9	17.51
12/12/2015	10	17.415
12/12/2015	11	17.463
12/12/2015	12	19.199
12/12/2015	13	22.944
12/12/2015	14	20.936
12/12/2015	15	22.609
12/12/2015	16	23.521
12/12/2015	17	22.321
12/12/2015	18	23.665
12/12/2015	19	21.199
12/12/2015	20	20.936
12/12/2015	21	21.294
12/12/2015	22	20.15
12/12/2015	23	20.365
13/12/2015	0	18.39
13/12/2015	1	17.106
13/12/2015	2	16.868
13/12/2015	3	16.201
13/12/2015	4	14.745
13/12/2015	5	14.218
13/12/2015	6	10.956
13/12/2015	7	13.978
13/12/2015	8	15.031
13/12/2015	9	14.433
13/12/2015	10	14.29
13/12/2015	11	14.553
13/12/2015	12	10.001
13/12/2015	13	7.645
13/12/2015	14	13.594
13/12/2015	15	13.353
13/12/2015	16	7.87
13/12/2015	17	9.78
13/12/2015	18	9.287
13/12/2015	19	10.32
13/12/2015	20	9.435
13/12/2015	21	8.444
13/12/2015	22	7.795
13/12/2015	23	7.041
14/12/2015	0	6.94
14/12/2015	1	5.872
14/12/2015	2	5.872
14/12/2015	3	6.535
14/12/2015	4	6.585
14/12/2015	5	6.484
14/12/2015	6	8.593
14/12/2015	7	12.364
14/12/2015	8	15.342
14/12/2015	9	16.749
14/12/2015	10	20.007
14/12/2015	11	22.106
14/12/2015	12	21.676
14/12/2015	13	23.088
14/12/2015	14	22.872
14/12/2015	15	23.208
14/12/2015	16	24.002
14/12/2015	17	22.321
14/12/2015	18	21.032
14/12/2015	19	20.65
14/12/2015	20	16.82
14/12/2015	21	14.361
14/12/2015	22	13.497
14/12/2015	23	11.929
15/12/2015	0	11.807
15/12/2015	1	12.751
15/12/2015	2	12.799
15/12/2015	3	12.582
15/12/2015	4	12.582
15/12/2015	5	12.485
15/12/2015	6	13.666
15/12/2015	7	15.605
15/12/2015	8	17.011
15/12/2015	9	18.438
15/12/2015	10	20.174
15/12/2015	11	22.25
15/12/2015	12	23.232
15/12/2015	13	24.315
15/12/2015	14	24.219
15/12/2015	15	20.96
15/12/2015	16	17.296
15/12/2015	17	16.582
15/12/2015	18	13.69
15/12/2015	19	12.799
15/12/2015	20	11.832
15/12/2015	21	10.736
15/12/2015	22	10.761
15/12/2015	23	9.928
16/12/2015	0	8.742
16/12/2015	1	8.27
16/12/2015	2	8.145
16/12/2015	3	7.82
16/12/2015	4	7.795
16/12/2015	5	7.97
16/12/2015	6	8.195
16/12/2015	7	8.643
16/12/2015	8	9.46
16/12/2015	9	9.977
16/12/2015	10	9.903
16/12/2015	11	10.541
16/12/2015	12	10.858
16/12/2015	13	13.642
16/12/2015	14	13.666
16/12/2015	15	14.17
16/12/2015	16	14.601
16/12/2015	17	12.944
16/12/2015	18	12.727
16/12/2015	19	11.977
16/12/2015	20	9.952
16/12/2015	21	9.756
16/12/2015	22	9.879
16/12/2015	23	9.435
17/12/2015	0	9.188
17/12/2015	1	8.792
17/12/2015	2	8.22
17/12/2015	3	7.82
17/12/2015	4	7.72
17/12/2015	5	7.795
17/12/2015	6	8.12
17/12/2015	7	7.945
17/12/2015	8	9.188
17/12/2015	9	9.805
17/12/2015	10	11.346
17/12/2015	11	13.425
17/12/2015	12	11.88
17/12/2015	13	13.209
17/12/2015	14	14.864
17/12/2015	15	14.888
17/12/2015	16	14.29
17/12/2015	17	13.161
17/12/2015	18	13.377
17/12/2015	19	12.171
17/12/2015	20	9.829
17/12/2015	21	8.543
17/12/2015	22	7.645
17/12/2015	23	7.845
18/12/2015	0	7.619
18/12/2015	1	6.357
18/12/2015	2	6.204
18/12/2015	3	4.688
18/12/2015	4	4.532
18/12/2015	5	3.958
18/12/2015	6	6.99
18/12/2015	7	9.657
18/12/2015	8	11.759
18/12/2015	9	12.799
18/12/2015	10	14.122
18/12/2015	11	16.463
18/12/2015	12	17.819
18/12/2015	13	18.913
18/12/2015	14	19.817
18/12/2015	15	18.509
18/12/2015	16	17.439
18/12/2015	17	16.677
18/12/2015	18	15.055
18/12/2015	19	13.353
18/12/2015	20	12.364
18/12/2015	21	12.268
18/12/2015	22	12.05
18/12/2015	23	11.734
19/12/2015	0	11.759
19/12/2015	1	10.883
19/12/2015	2	10.345
19/12/2015	3	9.46
19/12/2015	4	9.903
19/12/2015	5	9.756
19/12/2015	6	11.297
19/12/2015	7	12.606
19/12/2015	8	12.509
19/12/2015	9	12.389
19/12/2015	10	12.823
19/12/2015	11	13.377
19/12/2015	12	14.745
19/12/2015	13	14.888
19/12/2015	14	14.673
19/12/2015	15	14.816
19/12/2015	16	14.457
19/12/2015	17	13.305
19/12/2015	18	12.678
19/12/2015	19	12.413
19/12/2015	20	11.929
19/12/2015	21	11.783
19/12/2015	22	11.977
19/12/2015	23	11.953
20/12/2015	0	11.856
20/12/2015	1	11.88
20/12/2015	2	11.662
20/12/2015	3	11.419
20/12/2015	4	10.834
20/12/2015	5	9.952
20/12/2015	6	11.783
20/12/2015	7	12.799
20/12/2015	8	13.594
20/12/2015	9	14.721
20/12/2015	10	16.32
20/12/2015	11	14.792
20/12/2015	12	15.39
20/12/2015	13	14.96
20/12/2015	14	15.7
20/12/2015	15	17.272
20/12/2015	16	17.701
20/12/2015	17	16.868
20/12/2015	18	16.773
20/12/2015	19	15.294
20/12/2015	20	14.673
20/12/2015	21	14.673
20/12/2015	22	15.151
20/12/2015	23	15.079
21/12/2015	0	14.984
21/12/2015	1	15.318
21/12/2015	2	14.768
21/12/2015	3	14.601
21/12/2015	4	15.438
21/12/2015	5	15.915
21/12/2015	6	17.201
21/12/2015	7	19.08
21/12/2015	8	20.936
21/12/2015	9	23.28
21/12/2015	10	26.671
21/12/2015	11	30.066
21/12/2015	12	30.041
21/12/2015	13	32.201
21/12/2015	14	32.898
21/12/2015	15	32.846
21/12/2015	16	32.047
21/12/2015	17	30.646
21/12/2015	18	28.568
21/12/2015	19	26.549
21/12/2015	20	24.315
21/12/2015	21	22.753
21/12/2015	22	22.011
21/12/2015	23	21.533
22/12/2015	0	22.274
22/12/2015	1	21.557
22/12/2015	2	21.843
22/12/2015	3	18.771
22/12/2015	4	16.106
22/12/2015	5	16.915
22/12/2015	6	15.27
22/12/2015	7	15.891
22/12/2015	8	14.673
22/12/2015	9	13.281
22/12/2015	10	12.292
22/12/2015	11	11.273
22/12/2015	12	11.273
22/12/2015	13	11.078
22/12/2015	14	10.369
22/12/2015	15	10.614
22/12/2015	16	10.296
22/12/2015	17	10.858
22/12/2015	18	11.078
22/12/2015	19	10.883
22/12/2015	20	10.565
22/12/2015	21	10.32
22/12/2015	22	10.394
22/12/2015	23	8.965
23/12/2015	0	8.344
23/12/2015	1	7.72
23/12/2015	2	5.719
23/12/2015	3	4.869
23/12/2015	4	3.906
23/12/2015	5	4.766
23/12/2015	6	6.408
23/12/2015	7	8.319
23/12/2015	8	10.59
23/12/2015	9	10.638
23/12/2015	10	12.292
23/12/2015	11	14.385
23/12/2015	12	15.008
23/12/2015	13	16.463
23/12/2015	14	15.031
23/12/2015	15	15.557
23/12/2015	16	16.463
23/12/2015	17	15.103
23/12/2015	18	14.314
23/12/2015	19	12.944
23/12/2015	20	11.759
23/12/2015	21	11.346
23/12/2015	22	11.346
23/12/2015	23	11.71
24/12/2015	0	11.71
24/12/2015	1	11.637
24/12/2015	2	11.734
24/12/2015	3	11.977
24/12/2015	4	11.734
24/12/2015	5	11.419
24/12/2015	6	12.582
24/12/2015	7	11.783
24/12/2015	8	14.625
24/12/2015	9	16.201
24/12/2015	10	16.201
24/12/2015	11	18.152
24/12/2015	12	18.699
24/12/2015	13	19.389
24/12/2015	14	18.533
24/12/2015	15	18.343
24/12/2015	16	17.51
24/12/2015	17	16.034
24/12/2015	18	17.296
24/12/2015	19	15.39
24/12/2015	20	14.242
24/12/2015	21	13.978
24/12/2015	22	12.847
24/12/2015	23	11.419
25/12/2015	0	11.783
25/12/2015	1	11.273
25/12/2015	2	12.364
25/12/2015	3	12.05
25/12/2015	4	11.88
25/12/2015	5	10.663
25/12/2015	6	13.522
25/12/2015	7	15.509
25/12/2015	8	17.701
25/12/2015	9	20.15
25/12/2015	10	19.032
25/12/2015	11	19.722
25/12/2015	12	21.008
25/12/2015	13	20.627
25/12/2015	14	21.7
25/12/2015	15	22.633
25/12/2015	16	19.579
25/12/2015	17	20.365
25/12/2015	18	18.842
25/12/2015	19	17.201
25/12/2015	20	15.438
25/12/2015	21	14.242
25/12/2015	22	13.882
25/12/2015	23	13.161
26/12/2015	0	12.751
26/12/2015	1	12.558
26/12/2015	2	10.075
26/12/2015	3	8.817
26/12/2015	4	9.361
26/12/2015	5	7.77
26/12/2015	6	11.005
26/12/2015	7	13.978
26/12/2015	8	15.7
26/12/2015	9	17.629
26/12/2015	10	19.341
26/12/2015	11	19.722
26/12/2015	12	19.222
26/12/2015	13	19.579
26/12/2015	14	20.507
