Country	LocationYear	Date	DOY	Tx	Tm	MeanTt	Pp
NZ	Iversen2_2015	11/06/2016	163	16.08	7.42	11.75	10.08695804
NZ	Iversen2_2015	12/06/2016	164	14.91	2.85	8.88	10.07685893
NZ	Iversen2_2015	13/06/2016	165	12.80	0.05	6.43	10.06774451
NZ	Iversen2_2015	14/06/2016	166	17.92	2.42	10.17	10.05962063
NZ	Iversen2_2015	15/06/2016	167	14.96	4.09	9.52	10.05249259
NZ	Iversen2_2015	16/06/2016	168	13.71	-0.73	6.49	10.046365
NZ	Iversen2_2015	17/06/2016	169	13.35	-0.90	6.23	10.0412419
NZ	Iversen2_2015	18/06/2016	170	13.67	0.69	7.18	10.03712664
NZ	Iversen2_2015	19/06/2016	171	12.82	6.26	9.54	10.03402192
NZ	Iversen2_2015	20/06/2016	172	14.34	7.52	10.93	10.03192981
NZ	Iversen2_2015	21/06/2016	173	15.27	7.17	11.22	10.03085169
NZ	Iversen2_2015	22/06/2016	174	21.18	13.47	17.32	10.03078826
NZ	Iversen2_2015	23/06/2016	175	15.37	10.83	13.10	10.03173957
NZ	Iversen2_2015	24/06/2016	176	14.75	1.99	8.37	10.033705
NZ	Iversen2_2015	25/06/2016	177	12.53	-0.51	6.01	10.03668323
NZ	Iversen2_2015	26/06/2016	178	9.53	6.48	8.01	10.04067231
NZ	Iversen2_2015	27/06/2016	179	11.66	5.90	8.78	10.04566961
NZ	Iversen2_2015	28/06/2016	180	14.36	3.54	8.95	10.05167184
NZ	Iversen2_2015	29/06/2016	181	11.30	0.93	6.12	10.05867507
NZ	Iversen2_2015	30/06/2016	182	10.61	1.72	6.17	10.06667474
NZ	Iversen2_2015	1/07/2016	183	9.61	0.44	5.02	10.07566565
NZ	Iversen2_2015	2/07/2016	184	11.98	-3.09	4.44	10.08564202
NZ	Iversen2_2015	3/07/2016	185	16.53	2.93	9.73	10.09659743
NZ	Iversen2_2015	4/07/2016	186	17.25	6.15	11.70	10.10852491
NZ	Iversen2_2015	5/07/2016	187	9.61	4.43	7.02	10.12141691
NZ	Iversen2_2015	6/07/2016	188	11.73	-0.70	5.52	10.13526536
NZ	Iversen2_2015	7/07/2016	189	10.20	0.83	5.51	10.15006163
NZ	Iversen2_2015	8/07/2016	190	10.17	3.27	6.72	10.16579661
NZ	Iversen2_2015	9/07/2016	191	9.39	-0.14	4.62	10.1824607
NZ	Iversen2_2015	10/07/2016	192	10.71	-1.02	4.85	10.20004383
NZ	Iversen2_2015	11/07/2016	193	9.09	-2.31	3.39	10.21853551
NZ	Iversen2_2015	12/07/2016	194	11.39	-0.82	5.29	10.23792482
NZ	Iversen2_2015	13/07/2016	195	16.44	9.11	12.78	10.25820046
NZ	Iversen2_2015	14/07/2016	196	12.87	5.28	9.08	10.27935076
NZ	Iversen2_2015	15/07/2016	197	12.10	4.56	8.33	10.3013637
NZ	Iversen2_2015	16/07/2016	198	12.61	1.26	6.93	10.32422697
NZ	Iversen2_2015	17/07/2016	199	11.61	3.64	7.63	10.34792794
NZ	Iversen2_2015	18/07/2016	200	10.20	5.41	7.80	10.37245374
NZ	Iversen2_2015	19/07/2016	201	12.07	4.09	8.08	10.39779124
NZ	Iversen2_2015	20/07/2016	202	13.23	0.05	6.64	10.42392711
NZ	Iversen2_2015	21/07/2016	203	14.12	-0.56	6.78	10.45084781
NZ	Iversen2_2015	22/07/2016	204	13.28	0.14	6.71	10.47853965
NZ	Iversen2_2015	23/07/2016	205	20.13	5.33	12.73	10.50698881
NZ	Iversen2_2015	24/07/2016	206	13.40	2.85	8.13	10.53618131
NZ	Iversen2_2015	25/07/2016	207	10.27	-1.50	4.39	10.56610312
NZ	Iversen2_2015	26/07/2016	208	10.83	-3.09	3.87	10.59674011
NZ	Iversen2_2015	27/07/2016	209	16.70	2.66	9.68	10.6280781
NZ	Iversen2_2015	28/07/2016	210	15.65	3.54	9.60	10.66010288
NZ	Iversen2_2015	29/07/2016	211	10.57	-0.45	5.06	10.69280023
NZ	Iversen2_2015	30/07/2016	212	15.18	1.29	8.23	10.72615595
NZ	Iversen2_2015	31/07/2016	213	10.42	-1.44	4.49	10.76015586
NZ	Iversen2_2015	1/08/2016	214	9.26	-3.99	2.64	10.7947858
NZ	Iversen2_2015	2/08/2016	215	10.10	-2.39	3.85	10.83003171
NZ	Iversen2_2015	3/08/2016	216	12.36	5.26	8.81	10.86587958
NZ	Iversen2_2015	4/08/2016	217	7.62	-0.23	3.70	10.90231551
NZ	Iversen2_2015	5/08/2016	218	6.89	-1.64	2.62	10.93932569
NZ	Iversen2_2015	6/08/2016	219	5.77	0.77	3.27	10.97689644
NZ	Iversen2_2015	7/08/2016	220	7.39	-2.04	2.67	11.0150142
NZ	Iversen2_2015	8/08/2016	221	6.10	-2.48	1.81	11.05366557
NZ	Iversen2_2015	9/08/2016	222	10.32	-1.58	4.37	11.09283729
NZ	Iversen2_2015	10/08/2016	223	8.87	-2.16	3.35	11.13251626
NZ	Iversen2_2015	11/08/2016	224	10.03	1.15	5.59	11.17268956
NZ	Iversen2_2015	12/08/2016	225	12.22	4.56	8.39	11.21334444
NZ	Iversen2_2015	13/08/2016	226	9.73	1.48	5.61	11.25446833
NZ	Iversen2_2015	14/08/2016	227	11.73	-1.38	5.18	11.29604886
NZ	Iversen2_2015	15/08/2016	228	12.27	1.91	7.09	11.33807385
NZ	Iversen2_2015	16/08/2016	229	13.98	-0.82	6.58	11.38053132
NZ	Iversen2_2015	17/08/2016	230	12.99	1.13	7.06	11.42340949
NZ	Iversen2_2015	18/08/2016	231	10.20	4.14	7.17	11.46669678
NZ	Iversen2_2015	19/08/2016	232	11.88	6.71	9.30	11.51038183
NZ	Iversen2_2015	20/08/2016	233	13.45	7.22	10.33	11.55445347
NZ	Iversen2_2015	21/08/2016	234	17.37	6.59	11.98	11.59890074
NZ	Iversen2_2015	22/08/2016	235	17.23	5.54	11.38	11.64371289
NZ	Iversen2_2015	23/08/2016	236	11.01	0.41	5.71	11.68887938
NZ	Iversen2_2015	24/08/2016	237	9.26	6.43	7.85	11.73438986
NZ	Iversen2_2015	25/08/2016	238	12.44	3.46	7.95	11.78023418
NZ	Iversen2_2015	26/08/2016	239	9.46	3.22	6.34	11.8264024
NZ	Iversen2_2015	27/08/2016	240	12.22	1.29	6.75	11.87288476
NZ	Iversen2_2015	28/08/2016	241	15.82	1.15	8.49	11.9196717
NZ	Iversen2_2015	29/08/2016	242	19.34	6.59	12.96	11.96675383
NZ	Iversen2_2015	30/08/2016	243	15.32	5.08	10.20	12.01412194
NZ	Iversen2_2015	31/08/2016	244	13.83	1.78	7.81	12.06176701
NZ	Iversen2_2015	1/09/2016	245	17.72	4.53	11.13	12.10968017
NZ	Iversen2_2015	2/09/2016	246	21.63	10.32	15.97	12.1578527
NZ	Iversen2_2015	3/09/2016	247	15.53	5.69	10.61	12.20627607
NZ	Iversen2_2015	4/09/2016	248	14.67	4.01	9.34	12.25494184
NZ	Iversen2_2015	5/09/2016	249	14.58	4.51	9.54	12.30384176
NZ	Iversen2_2015	6/09/2016	250	12.94	6.79	9.87	12.35296767
NZ	Iversen2_2015	7/09/2016	251	15.63	4.45	10.04	12.40231155
NZ	Iversen2_2015	8/09/2016	252	9.16	2.72	5.94	12.45186548
NZ	Iversen2_2015	9/09/2016	253	8.84	4.32	6.58	12.50162165
NZ	Iversen2_2015	10/09/2016	254	11.76	0.61	6.18	12.55157233
NZ	Iversen2_2015	11/09/2016	255	14.46	3.88	9.17	12.60170987
NZ	Iversen2_2015	12/09/2016	256	19.08	3.25	11.16	12.65202672
NZ	Iversen2_2015	13/09/2016	257	13.69	5.49	9.59	12.70251535
NZ	Iversen2_2015	14/09/2016	258	14.43	6.59	10.51	12.75316831
NZ	Iversen2_2015	15/09/2016	259	14.46	6.18	10.32	12.80397817
NZ	Iversen2_2015	16/09/2016	260	20.82	10.61	15.72	12.85493754
NZ	Iversen2_2015	17/09/2016	261	18.70	7.09	12.90	12.90603905
NZ	Iversen2_2015	18/09/2016	262	14.79	4.64	9.71	12.95727533
NZ	Iversen2_2015	19/09/2016	263	12.10	6.64	9.37	13.00863898
NZ	Iversen2_2015	20/09/2016	264	11.15	6.51	8.83	13.06012263
NZ	Iversen2_2015	21/09/2016	265	9.24	6.38	7.81	13.11171884
NZ	Iversen2_2015	22/09/2016	266	12.53	7.52	10.03	13.16342013
NZ	Iversen2_2015	23/09/2016	267	12.73	6.89	9.81	13.21521899
NZ	Iversen2_2015	24/09/2016	268	11.03	8.77	9.90	13.26710782
NZ	Iversen2_2015	25/09/2016	269	12.00	8.25	10.12	13.31907895
NZ	Iversen2_2015	26/09/2016	270	11.73	8.94	10.34	13.3711246
NZ	Iversen2_2015	27/09/2016	271	14.17	10.61	12.39	13.42323691
NZ	Iversen2_2015	28/09/2016	272	16.25	11.05	13.65	13.47540788
NZ	Iversen2_2015	29/09/2016	273	15.25	11.25	13.25	13.52762939
NZ	Iversen2_2015	30/09/2016	274	16.49	11.03	13.76	13.57989316
NZ	Iversen2_2015	1/10/2016	275	19.48	7.02	13.25	13.63219077
NZ	Iversen2_2015	2/10/2016	276	16.42	8.72	12.57	13.68451362
NZ	Iversen2_2015	3/10/2016	277	12.82	8.20	10.51	13.73685293
NZ	Iversen2_2015	4/10/2016	278	14.12	9.14	11.63	13.78919971
NZ	Iversen2_2015	5/10/2016	279	14.31	5.57	9.94	13.84154477
NZ	Iversen2_2015	6/10/2016	280	16.18	6.56	11.37	13.89387868
NZ	Iversen2_2015	7/10/2016	281	12.10	3.43	7.77	13.94619181
NZ	Iversen2_2015	8/10/2016	282	17.96	5.15	11.56	13.99847423
NZ	Iversen2_2015	9/10/2016	283	12.15	1.78	6.96	14.05071579
NZ	Iversen2_2015	10/10/2016	284	15.63	4.30	9.96	14.10290603
NZ	Iversen2_2015	11/10/2016	285	22.47	12.92	17.69	14.15503423
NZ	Iversen2_2015	12/10/2016	286	13.28	5.75	9.51	14.20708935
NZ	Iversen2_2015	13/10/2016	287	17.01	0.16	8.59	14.25906003
NZ	Iversen2_2015	14/10/2016	288	12.99	7.52	10.26	14.31093462
NZ	Iversen2_2015	15/10/2016	289	16.49	4.58	10.54	14.36270109
NZ	Iversen2_2015	16/10/2016	290	22.56	8.57	15.56	14.41434708
NZ	Iversen2_2015	17/10/2016	291	20.51	15.10	17.81	14.46585989
NZ	Iversen2_2015	18/10/2016	292	24.29	8.77	16.53	14.51722641
NZ	Iversen2_2015	19/10/2016	293	21.10	9.68	15.39	14.56843317
NZ	Iversen2_2015	20/10/2016	294	11.73	7.14	9.44	14.61946633
NZ	Iversen2_2015	21/10/2016	295	12.63	3.17	7.90	14.67031161
NZ	Iversen2_2015	22/10/2016	296	14.34	2.16	8.25	14.72095434
NZ	Iversen2_2015	23/10/2016	297	13.83	6.76	10.30	14.77137945
NZ	Iversen2_2015	24/10/2016	298	15.56	11.27	13.42	14.82157143
NZ	Iversen2_2015	25/10/2016	299	22.39	11.54	16.97	14.87151433
NZ	Iversen2_2015	26/10/2016	300	13.67	10.88	12.27	14.9211918
NZ	Iversen2_2015	27/10/2016	301	17.49	10.35	13.92	14.970587
NZ	Iversen2_2015	28/10/2016	302	22.01	7.52	14.77	15.0196827
NZ	Iversen2_2015	29/10/2016	303	12.94	6.61	9.78	15.06846118
NZ	Iversen2_2015	30/10/2016	304	16.27	5.51	10.89	15.11690429
NZ	Iversen2_2015	31/10/2016	305	14.96	5.15	10.06	15.16499345
NZ	Iversen2_2015	1/11/2016	306	16.15	9.81	12.98	15.2127096
NZ	Iversen2_2015	2/11/2016	307	15.32	10.30	12.81	15.26003326
NZ	Iversen2_2015	3/11/2016	308	20.01	8.92	14.46	15.30694449
NZ	Iversen2_2015	4/11/2016	309	16.70	8.30	12.50	15.35342294
NZ	Iversen2_2015	5/11/2016	310	18.53	5.64	12.09	15.39944779
NZ	Iversen2_2015	6/11/2016	311	22.32	11.57	16.94	15.44499785
NZ	Iversen2_2015	7/11/2016	312	16.32	7.39	11.86	15.49005149
NZ	Iversen2_2015	8/11/2016	313	18.18	5.10	11.64	15.53458668
NZ	Iversen2_2015	9/11/2016	314	27.33	12.41	19.87	15.57858103
NZ	Iversen2_2015	10/11/2016	315	15.89	5.75	10.82	15.62201175
NZ	Iversen2_2015	11/11/2016	316	15.46	9.73	12.60	15.66485574
NZ	Iversen2_2015	12/11/2016	317	12.97	8.39	10.68	15.70708953
NZ	Iversen2_2015	13/11/2016	318	15.29	7.47	11.38	15.74868939
NZ	Iversen2_2015	14/11/2016	319	17.03	7.47	12.25	15.78963127
NZ	Iversen2_2015	15/11/2016	320	17.34	8.07	12.71	15.82989089
NZ	Iversen2_2015	16/11/2016	321	21.15	10.88	16.02	15.86944373
NZ	Iversen2_2015	17/11/2016	322	13.43	8.42	10.92	15.90826509
NZ	Iversen2_2015	18/11/2016	323	17.01	5.10	11.06	15.9463301
NZ	Iversen2_2015	19/11/2016	324	19.10	9.29	14.20	15.98361377
NZ	Iversen2_2015	20/11/2016	325	17.77	7.70	12.73	16.02009104
NZ	Iversen2_2015	21/11/2016	326	27.63	8.37	18.00	16.0557368
NZ	Iversen2_2015	22/11/2016	327	24.65	12.53	18.59	16.09052594
NZ	Iversen2_2015	23/11/2016	328	20.91	13.33	17.12	16.12443338
