Temp	Cv	rep	startDate 	DateRead	CountedGerm 	HoursofTest	PercentGerm
15	Narrikup	3	19/07/15	20/07/15	0	37.00	0
15	Narrikup	4	19/07/15	20/07/15	0	37.00	0
15	Antas	1	19/07/15	21/07/15	2	61.00	4
15	Antas	2	19/07/15	21/07/15	1	61.00	2
15	Antas	3	19/07/15	21/07/15	0	61.00	0
15	Antas	4	19/07/15	21/07/15	1	61.00	2
15	Denmark	1	19/07/15	21/07/15	0	61.00	0
15	Denmark	2	19/07/15	21/07/15	0	61.00	0
15	Denmark	3	19/07/15	21/07/15	0	61.00	0
15	Denmark	4	19/07/15	21/07/15	0	61.00	0
15	Monti	1	19/07/15	21/07/15	0	61.00	0
15	Monti	2	19/07/15	21/07/15	0	61.00	0
15	Monti	3	19/07/15	21/07/15	0	61.00	0
15	Monti	4	19/07/15	21/07/15	0	61.00	0
15	Narrikup	1	19/07/15	21/07/15	0	61.00	0
15	Narrikup	2	19/07/15	21/07/15	0	61.00	0
15	Narrikup	3	19/07/15	21/07/15	0	61.00	0
15	Narrikup	4	19/07/15	21/07/15	0	61.00	0
15	Antas	1	19/07/15	22/07/15	45	85.00	90
15	Antas	2	19/07/15	22/07/15	43	85.00	86
15	Antas	3	19/07/15	22/07/15	48	85.00	96
15	Antas	4	19/07/15	22/07/15	49	85.00	98
15	Denmark	1	19/07/15	22/07/15	30	85.00	60
15	Denmark	2	19/07/15	22/07/15	29	85.00	58
15	Denmark	3	19/07/15	22/07/15	32	85.00	64
15	Denmark	4	19/07/15	22/07/15	30	85.00	60
15	Monti	1	19/07/15	22/07/15	18	85.00	36
15	Monti	2	19/07/15	22/07/15	20	85.00	40
15	Monti	3	19/07/15	22/07/15	21	85.00	42
15	Monti	4	19/07/15	22/07/15	17	85.00	34
15	Narrikup	1	19/07/15	22/07/15	5	85.00	10
15	Narrikup	2	19/07/15	22/07/15	5	85.00	10
15	Narrikup	3	19/07/15	22/07/15	6	85.00	12
15	Narrikup	4	19/07/15	22/07/15	7	85.00	14
15	Antas	1	19/07/15	23/07/15	1	96.00	2
15	Antas	2	19/07/15	23/07/15	2	96.00	4
15	Antas	3	19/07/15	23/07/15	0	96.00	0
15	Antas	4	19/07/15	23/07/15	0	96.00	0
15	Denmark	1	19/07/15	23/07/15	10	96.00	20
15	Denmark	2	19/07/15	23/07/15	14	96.00	28
15	Denmark	3	19/07/15	23/07/15	14	96.00	28
15	Denmark	4	19/07/15	23/07/15	13	96.00	26
15	Monti	1	19/07/15	23/07/15	23	96.00	46
15	Monti	2	19/07/15	23/07/15	24	96.00	48
15	Monti	3	19/07/15	23/07/15	25	96.00	50
15	Monti	4	19/07/15	23/07/15	25	96.00	50
15	Narrikup	1	19/07/15	23/07/15	37	96.00	74
15	Narrikup	2	19/07/15	23/07/15	38	96.00	76
15	Narrikup	3	19/07/15	23/07/15	33	96.00	66
15	Narrikup	4	19/07/15	23/07/15	37	96.00	74
15	Antas	1	19/07/15	24/07/15	0	133.00	0
15	Antas	2	19/07/15	24/07/15	2	133.00	4
15	Antas	3	19/07/15	24/07/15	0	133.00	0
15	Antas	4	19/07/15	24/07/15	0	133.00	0
15	Denmark	1	19/07/15	24/07/15	2	133.00	4
15	Denmark	2	19/07/15	24/07/15	2	133.00	4
15	Denmark	3	19/07/15	24/07/15	1	133.00	2
15	Denmark	4	19/07/15	24/07/15	1	133.00	2
15	Monti	1	19/07/15	24/07/15	4	133.00	8
15	Monti	2	19/07/15	24/07/15	5	133.00	10
15	Monti	3	19/07/15	24/07/15	3	133.00	6
15	Monti	4	19/07/15	24/07/15	4	133.00	8
15	Narrikup	1	19/07/15	24/07/15	1	133.00	2
15	Narrikup	2	19/07/15	24/07/15	1	133.00	2
15	Narrikup	3	19/07/15	24/07/15	2	133.00	4
15	Narrikup	4	19/07/15	24/07/15	2	133.00	4
15	Antas	1	19/07/15	25/07/15	0	157.00	0
15	Antas	2	19/07/15	25/07/15	0	157.00	0
15	Antas	3	19/07/15	25/07/15	0	157.00	0
15	Antas	4	19/07/15	25/07/15	0	157.00	0
15	Denmark	1	19/07/15	25/07/15	1	157.00	2
15	Denmark	2	19/07/15	25/07/15	1	157.00	2
15	Denmark	3	19/07/15	25/07/15	0	157.00	0
15	Denmark	4	19/07/15	25/07/15	2	157.00	4
15	Monti	1	19/07/15	25/07/15	0	157.00	0
15	Monti	2	19/07/15	25/07/15	1	157.00	2
15	Monti	3	19/07/15	25/07/15	1	157.00	2
15	Monti	4	19/07/15	25/07/15	1	157.00	2
15	Narrikup	1	19/07/15	25/07/15	3	157.00	6
15	Narrikup	2	19/07/15	25/07/15	1	157.00	2
15	Narrikup	3	19/07/15	25/07/15	2	157.00	4
15	Narrikup	4	19/07/15	25/07/15	1	157.00	2
15	Antas	1	19/07/15	26/07/15	0	181.00	0
15	Antas	2	19/07/15	26/07/15	0	181.00	0
15	Antas	3	19/07/15	26/07/15	0	181.00	0
15	Antas	4	19/07/15	26/07/15	0	181.00	0
15	Denmark	1	19/07/15	26/07/15	0	181.00	0
15	Denmark	2	19/07/15	26/07/15	0	181.00	0
15	Denmark	3	19/07/15	26/07/15	0	181.00	0
15	Denmark	4	19/07/15	26/07/15	0	181.00	0
15	Monti	1	19/07/15	26/07/15	0	181.00	0
15	Monti	2	19/07/15	26/07/15	0	181.00	0
15	Monti	3	19/07/15	26/07/15	0	181.00	0
15	Monti	4	19/07/15	26/07/15	0	181.00	0
15	Narrikup	1	19/07/15	26/07/15	0	181.00	0
15	Narrikup	2	19/07/15	26/07/15	0	181.00	0
15	Narrikup	3	19/07/15	26/07/15	0	181.00	0
15	Narrikup	4	19/07/15	26/07/15	0	181.00	0
15	Antas	1	19/07/15	27/07/15	0	205.00	0
15	Antas	2	19/07/15	27/07/15	0	205.00	0
15	Antas	3	19/07/15	27/07/15	0	205.00	0
15	Antas	4	19/07/15	27/07/15	0	205.00	0
15	Denmark	1	19/07/15	27/07/15	0	205.00	0
15	Denmark	2	19/07/15	27/07/15	0	205.00	0
15	Denmark	3	19/07/15	27/07/15	0	205.00	0
15	Denmark	4	19/07/15	27/07/15	0	205.00	0
15	Monti	1	19/07/15	27/07/15	0	205.00	0
15	Monti	2	19/07/15	27/07/15	0	205.00	0
15	Monti	3	19/07/15	27/07/15	0	205.00	0
15	Monti	4	19/07/15	27/07/15	0	205.00	0
15	Narrikup	1	19/07/15	27/07/15	0	205.00	0
15	Narrikup	2	19/07/15	27/07/15	0	205.00	0
15	Narrikup	3	19/07/15	27/07/15	0	205.00	0
15	Narrikup	4	19/07/15	27/07/15	0	205.00	0
5	Antas	1	30/07/15	30/07/15	0	0.00	0
5	Antas	2	30/07/15	30/07/15	0	0.00	0
5	Antas	3	30/07/15	30/07/15	0	0.00	0
5	Antas	4	30/07/15	30/07/15	0	0.00	0
5	Denmark	1	30/07/15	30/07/15	0	0.00	0
5	Denmark	2	30/07/15	30/07/15	0	0.00	0
5	Denmark	3	30/07/15	30/07/15	0	0.00	0
5	Denmark	4	30/07/15	30/07/15	0	0.00	0
5	Monti	1	30/07/15	30/07/15	0	0.00	0
5	Monti	2	30/07/15	30/07/15	0	0.00	0
5	Monti	3	30/07/15	30/07/15	0	0.00	0
5	Monti	4	30/07/15	30/07/15	0	0.00	0
5	Narrikup	1	30/07/15	30/07/15	0	0.00	0
5	Narrikup	2	30/07/15	30/07/15	0	0.00	0
5	Narrikup	3	30/07/15	30/07/15	0	0.00	0
5	Narrikup	4	30/07/15	30/07/15	0	0.00	0
5	Antas	1	30/07/15	1/08/15	0	48.00	0
5	Antas	2	30/07/15	1/08/15	0	48.00	0
5	Antas	3	30/07/15	1/08/15	0	48.00	0
5	Antas	4	30/07/15	1/08/15	0	48.00	0
5	Denmark	1	30/07/15	1/08/15	0	48.00	0
5	Denmark	2	30/07/15	1/08/15	0	48.00	0
5	Denmark	3	30/07/15	1/08/15	0	48.00	0
5	Denmark	4	30/07/15	1/08/15	0	48.00	0
5	Monti	1	30/07/15	1/08/15	0	48.00	0
5	Monti	2	30/07/15	1/08/15	0	48.00	0
5	Monti	3	30/07/15	1/08/15	0	48.00	0
5	Monti	4	30/07/15	1/08/15	0	48.00	0
5	Narrikup	1	30/07/15	1/08/15	0	48.00	0
5	Narrikup	2	30/07/15	1/08/15	0	48.00	0
5	Narrikup	3	30/07/15	1/08/15	0	48.00	0
5	Narrikup	4	30/07/15	1/08/15	0	48.00	0
5	Antas	1	30/07/15	4/08/15	22	118.50	44
5	Antas	2	30/07/15	4/08/15	24	118.50	48
5	Antas	3	30/07/15	4/08/15	26	118.50	52
5	Antas	4	30/07/15	4/08/15	31	118.50	62
5	Denmark	1	30/07/15	4/08/15	1	118.50	2
5	Denmark	2	30/07/15	4/08/15	0	118.50	0
5	Denmark	3	30/07/15	4/08/15	1	118.50	2
5	Denmark	4	30/07/15	4/08/15	1	118.50	2
5	Monti	1	30/07/15	4/08/15	17	118.50	34
5	Monti	2	30/07/15	4/08/15	14	118.50	28
5	Monti	3	30/07/15	4/08/15	11	118.50	22
5	Monti	4	30/07/15	4/08/15	12	118.50	24
5	Narrikup	1	30/07/15	4/08/15	6	118.50	12
5	Narrikup	2	30/07/15	4/08/15	2	118.50	4
5	Narrikup	3	30/07/15	4/08/15	6	118.50	12
5	Narrikup	4	30/07/15	4/08/15	2	118.50	4
5	Antas	1	30/07/15	5/08/15	12	142.50	24
5	Antas	2	30/07/15	5/08/15	3	142.50	6
5	Antas	3	30/07/15	5/08/15	4	142.50	8
5	Antas	4	30/07/15	5/08/15	2	142.50	4
5	Denmark	1	30/07/15	5/08/15	9	142.50	18
5	Denmark	2	30/07/15	5/08/15	6	142.50	12
5	Denmark	3	30/07/15	5/08/15	12	142.50	24
5	Denmark	4	30/07/15	5/08/15	8	142.50	16
5	Monti	1	30/07/15	5/08/15	22	142.50	44
5	Monti	2	30/07/15	5/08/15	21	142.50	42
5	Monti	3	30/07/15	5/08/15	26	142.50	52
5	Monti	4	30/07/15	5/08/15	22	142.50	44
5	Narrikup	1	30/07/15	5/08/15	11	142.50	22
5	Narrikup	2	30/07/15	5/08/15	7	142.50	14
5	Narrikup	3	30/07/15	5/08/15	7	142.50	14
5	Narrikup	4	30/07/15	5/08/15	6	142.50	12
5	Antas	1	30/07/15	6/08/15	6	170.00	12
5	Antas	2	30/07/15	6/08/15	1	170.00	2
5	Antas	3	30/07/15	6/08/15	4	170.00	8
5	Antas	4	30/07/15	6/08/15	2	170.00	4
5	Denmark	1	30/07/15	6/08/15	11	170.00	22
5	Denmark	2	30/07/15	6/08/15	36	170.00	72
5	Denmark	3	30/07/15	6/08/15	26	170.00	52
5	Denmark	4	30/07/15	6/08/15	27	170.00	54
5	Monti	1	30/07/15	6/08/15	3	170.00	6
5	Monti	2	30/07/15	6/08/15	10	170.00	20
5	Monti	3	30/07/15	6/08/15	8	170.00	16
5	Monti	4	30/07/15	6/08/15	13	170.00	26
5	Narrikup	1	30/07/15	6/08/15	20	170.00	40
5	Narrikup	2	30/07/15	6/08/15	15	170.00	30
5	Narrikup	3	30/07/15	6/08/15	17	170.00	34
5	Narrikup	4	30/07/15	6/08/15	16	170.00	32
5	Antas	1	30/07/15	7/08/15	2	193.00	4
5	Antas	2	30/07/15	7/08/15	0	193.00	0
5	Antas	3	30/07/15	7/08/15	0	193.00	0
5	Antas	4	30/07/15	7/08/15	2	193.00	4
5	Denmark	1	30/07/15	7/08/15	10	193.00	20
5	Denmark	2	30/07/15	7/08/15	4	193.00	8
5	Denmark	3	30/07/15	7/08/15	7	193.00	14
5	Denmark	4	30/07/15	7/08/15	13	193.00	26
5	Monti	1	30/07/15	7/08/15	1	193.00	2
5	Monti	2	30/07/15	7/08/15	3	193.00	6
5	Monti	3	30/07/15	7/08/15	0	193.00	0
5	Monti	4	30/07/15	7/08/15	0	193.00	0
5	Narrikup	1	30/07/15	7/08/15	8	193.00	16
5	Narrikup	2	30/07/15	7/08/15	20	193.00	40
5	Narrikup	3	30/07/15	7/08/15	16	193.00	32
5	Narrikup	4	30/07/15	7/08/15	18	193.00	36
5	Antas	1	30/07/15	10/08/15	1	263.00	2
5	Antas	2	30/07/15	10/08/15	0	263.00	0
5	Antas	3	30/07/15	10/08/15	0	263.00	0
5	Antas	4	30/07/15	10/08/15	1	263.00	2
5	Denmark	1	30/07/15	10/08/15	6	263.00	12
5	Denmark	2	30/07/15	10/08/15	0	263.00	0
5	Denmark	3	30/07/15	10/08/15	1	263.00	2
5	Denmark	4	30/07/15	10/08/15	0	263.00	0
5	Monti	1	30/07/15	10/08/15	0	248.00	0
5	Monti	2	30/07/15	10/08/15	0	248.00	0
5	Monti	3	30/07/15	10/08/15	0	248.00	0
5	Monti	4	30/07/15	10/08/15	0	248.00	0
5	Narrikup	1	30/07/15	10/08/15	0	248.00	0
5	Narrikup	2	30/07/15	10/08/15	4	248.00	8
5	Narrikup	3	30/07/15	10/08/15	1	248.00	2
5	Narrikup	4	30/07/15	10/08/15	5	248.00	10
5	Antas	1	30/07/15	11/08/15	0	287.00	0
5	Antas	2	30/07/15	11/08/15	0	287.00	0
5	Antas	3	30/07/15	11/08/15	0	287.00	0
5	Antas	4	30/07/15	11/08/15	0	287.00	0
5	Denmark	1	30/07/15	11/08/15	0	287.00	0
5	Denmark	2	30/07/15	11/08/15	0	287.00	0
5	Denmark	3	30/07/15	11/08/15	0	287.00	0
5	Denmark	4	30/07/15	11/08/15	0	287.00	0
5	Monti	1	30/07/15	11/08/15	0	287.00	0
5	Monti	2	30/07/15	11/08/15	0	287.00	0
5	Monti	3	30/07/15	11/08/15	0	287.00	0
5	Monti	4	30/07/15	11/08/15	0	287.00	0
5	Narrikup	1	30/07/15	11/08/15	0	287.00	0
5	Narrikup	2	30/07/15	11/08/15	0	287.00	0
5	Narrikup	3	30/07/15	11/08/15	0	287.00	0
5	Narrikup	4	30/07/15	11/08/15	0	287.00	0
