"SowingDate" "ReadingDate" "SowTreat" "Cultivar" "Block" "Plot" "DAS" "Sub1" "Sub2" "Sub3" "PlantPop" "PercEmerg" "TT_Reading" "TT_SowingDate" "TT_FromSow"
"1104" 2016-02-17 2016-02-28 "S6" "Narrikup" "1" "96" 11 8 12 11 1033.33333333333 60.78 3154.78777174 2930.52227174 224.2655
"1105" 2016-02-17 2016-02-28 "S6" "Leura" "2" "97" 11 15 16 18 1633.33333333333 94.23 3154.78777174 2930.52227174 224.2655
"1106" 2016-02-17 2016-02-28 "S6" "Monti" "2" "98" 11 12 20 14 1533.33333333333 70.77 3154.78777174 2930.52227174 224.2655
"1107" 2016-02-17 2016-02-28 "S6" "Woogenellup" "2" "99" 11 13 12 15 1333.33333333333 86.96 3154.78777174 2930.52227174 224.2655
"1108" 2016-02-17 2016-02-28 "S6" "Denmark" "2" "100" 11 11 12 13 1200 100 3154.78777174 2930.52227174 224.2655
"1109" 2016-02-17 2016-02-28 "S6" "Narrikup" "2" "101" 11 11 11 14 1200 87.8 3154.78777174 2930.52227174 224.2655
"1110" 2016-02-17 2016-02-28 "S6" "Antas" "2" "102" 11 16 10 13 1300 70.91 3154.78777174 2930.52227174 224.2655
"1111" 2016-02-17 2016-02-28 "S6" "Woogenellup" "3" "103" 11 14 15 9 1266.66666666667 82.61 3154.78777174 2930.52227174 224.2655
"1112" 2016-02-17 2016-02-28 "S6" "Leura" "3" "104" 11 10 10 9 966.666666666667 47.54 3154.78777174 2930.52227174 224.2655
"1113" 2016-02-17 2016-02-28 "S6" "Antas" "3" "105" 11 17 13 18 1600 76.19 3154.78777174 2930.52227174 224.2655
"1114" 2016-02-17 2016-02-28 "S6" "Denmark" "3" "106" 11 14 13 8 1166.66666666667 89.74 3154.78777174 2930.52227174 224.2655
"1115" 2016-02-17 2016-02-28 "S6" "Narrikup" "3" "107" 11 15 6 10 1033.33333333333 68.89 3154.78777174 2930.52227174 224.2655
"1116" 2016-02-17 2016-02-28 "S6" "Monti" "3" "108" 11 9 9 8 866.666666666667 70.27 3154.78777174 2930.52227174 224.2655
"1117" 2016-02-17 2016-03-01 "S6" "Denmark" "1" "91" 13 20 15 11 1533.33333333333 82.14 3182.16177174 2930.52227174 251.6395
"1118" 2016-02-17 2016-03-01 "S6" "Monti" "1" "92" 13 17 14 13 1466.66666666667 100 3182.16177174 2930.52227174 251.6395
"1119" 2016-02-17 2016-03-01 "S6" "Woogenellup" "1" "93" 13 14 10 10 1133.33333333333 100 3182.16177174 2930.52227174 251.6395
"1120" 2016-02-17 2016-03-01 "S6" "Leura" "1" "94" 13 7 10 13 1000 71.43 3182.16177174 2930.52227174 251.6395
"1121" 2016-02-17 2016-03-01 "S6" "Antas" "1" "95" 13 14 15 20 1633.33333333333 92.45 3182.16177174 2930.52227174 251.6395
"1122" 2016-02-17 2016-03-01 "S6" "Narrikup" "1" "96" 13 14 15 18 1566.66666666667 92.16 3182.16177174 2930.52227174 251.6395
"1123" 2016-02-17 2016-03-01 "S6" "Leura" "2" "97" 13 12 18 20 1666.66666666667 96.15 3182.16177174 2930.52227174 251.6395
"1124" 2016-02-17 2016-03-01 "S6" "Monti" "2" "98" 13 17 22 26 2166.66666666667 100 3182.16177174 2930.52227174 251.6395
"1125" 2016-02-17 2016-03-01 "S6" "Woogenellup" "2" "99" 13 14 14 18 1533.33333333333 100 3182.16177174 2930.52227174 251.6395
"1126" 2016-02-17 2016-03-01 "S6" "Denmark" "2" "100" 13 9 10 11 1000 83.33 3182.16177174 2930.52227174 251.6395
"1127" 2016-02-17 2016-03-01 "S6" "Narrikup" "2" "101" 13 13 13 15 1366.66666666667 100 3182.16177174 2930.52227174 251.6395
"1128" 2016-02-17 2016-03-01 "S6" "Antas" "2" "102" 13 17 18 17 1733.33333333333 94.55 3182.16177174 2930.52227174 251.6395
"1129" 2016-02-17 2016-03-01 "S6" "Woogenellup" "3" "103" 13 12 12 16 1333.33333333333 86.96 3182.16177174 2930.52227174 251.6395
"1130" 2016-02-17 2016-03-01 "S6" "Leura" "3" "104" 13 16 19 22 1900 93.44 3182.16177174 2930.52227174 251.6395
"1131" 2016-02-17 2016-03-01 "S6" "Antas" "3" "105" 13 15 21 25 2033.33333333333 96.83 3182.16177174 2930.52227174 251.6395
"1132" 2016-02-17 2016-03-01 "S6" "Denmark" "3" "106" 13 13 11 15 1300 100 3182.16177174 2930.52227174 251.6395
"1133" 2016-02-17 2016-03-01 "S6" "Narrikup" "3" "107" 13 13 13 18 1466.66666666667 97.78 3182.16177174 2930.52227174 251.6395
"1134" 2016-02-17 2016-03-01 "S6" "Monti" "3" "108" 13 12 8 15 1166.66666666667 94.59 3182.16177174 2930.52227174 251.6395
"1135" 2016-02-17 2016-03-04 "S6" "Denmark" "1" "91" 16 20 15 11 1533.33333333333 82.14 3227.81627174 2930.52227174 297.294
"1136" 2016-02-17 2016-03-04 "S6" "Monti" "1" "92" 16 17 14 12 1433.33333333333 97.73 3227.81627174 2930.52227174 297.294
"1137" 2016-02-17 2016-03-04 "S6" "Woogenellup" "1" "93" 16 14 10 9 1100 97.06 3227.81627174 2930.52227174 297.294
"1138" 2016-02-17 2016-03-04 "S6" "Leura" "1" "94" 16 8 10 12 1000 71.43 3227.81627174 2930.52227174 297.294
"1139" 2016-02-17 2016-03-04 "S6" "Antas" "1" "95" 16 18 15 20 1766.66666666667 100 3227.81627174 2930.52227174 297.294
"1140" 2016-02-17 2016-03-04 "S6" "Narrikup" "1" "96" 16 14 15 18 1566.66666666667 92.16 3227.81627174 2930.52227174 297.294
"1141" 2016-02-17 2016-03-04 "S6" "Leura" "2" "97" 16 13 18 20 1700 98.08 3227.81627174 2930.52227174 297.294
"1142" 2016-02-17 2016-03-04 "S6" "Monti" "2" "98" 16 17 21 26 2133.33333333333 98.46 3227.81627174 2930.52227174 297.294
"1143" 2016-02-17 2016-03-04 "S6" "Woogenellup" "2" "99" 16 14 14 18 1533.33333333333 100 3227.81627174 2930.52227174 297.294
"1144" 2016-02-17 2016-03-04 "S6" "Denmark" "2" "100" 16 10 10 11 1033.33333333333 86.11 3227.81627174 2930.52227174 297.294
"1145" 2016-02-17 2016-03-04 "S6" "Narrikup" "2" "101" 16 12 13 15 1333.33333333333 97.56 3227.81627174 2930.52227174 297.294
"1146" 2016-02-17 2016-03-04 "S6" "Antas" "2" "102" 16 20 18 17 1833.33333333333 100 3227.81627174 2930.52227174 297.294
"1147" 2016-02-17 2016-03-04 "S6" "Woogenellup" "3" "103" 16 12 15 16 1433.33333333333 93.48 3227.81627174 2930.52227174 297.294
"1148" 2016-02-17 2016-03-04 "S6" "Leura" "3" "104" 16 16 19 22 1900 93.44 3227.81627174 2930.52227174 297.294
"1149" 2016-02-17 2016-03-04 "S6" "Antas" "3" "105" 16 17 21 25 2100 100 3227.81627174 2930.52227174 297.294
"1150" 2016-02-17 2016-03-04 "S6" "Denmark" "3" "106" 16 13 11 15 1300 100 3227.81627174 2930.52227174 297.294
"1151" 2016-02-17 2016-03-04 "S6" "Narrikup" "3" "107" 16 14 12 19 1500 100 3227.81627174 2930.52227174 297.294
"1152" 2016-02-17 2016-03-04 "S6" "Monti" "3" "108" 16 12 10 15 1233.33333333333 100 3227.81627174 2930.52227174 297.294
"1153" 2016-02-17 2016-03-07 "S6" "Denmark" "1" "91" 19 20 15 11 1533.33333333333 82.14 3285.66827174 2930.52227174 355.146
"1154" 2016-02-17 2016-03-07 "S6" "Monti" "1" "92" 19 17 14 12 1433.33333333333 97.73 3285.66827174 2930.52227174 355.146
"1155" 2016-02-17 2016-03-07 "S6" "Woogenellup" "1" "93" 19 14 10 9 1100 97.06 3285.66827174 2930.52227174 355.146
"1156" 2016-02-17 2016-03-07 "S6" "Leura" "1" "94" 19 8 10 12 1000 71.43 3285.66827174 2930.52227174 355.146
"1157" 2016-02-17 2016-03-07 "S6" "Antas" "1" "95" 19 18 15 16 1633.33333333333 92.45 3285.66827174 2930.52227174 355.146
"1158" 2016-02-17 2016-03-07 "S6" "Narrikup" "1" "96" 19 14 15 18 1566.66666666667 92.16 3285.66827174 2930.52227174 355.146
"1159" 2016-02-17 2016-03-07 "S6" "Leura" "2" "97" 19 13 18 20 1700 98.08 3285.66827174 2930.52227174 355.146
"1160" 2016-02-17 2016-03-07 "S6" "Monti" "2" "98" 19 17 21 26 2133.33333333333 98.46 3285.66827174 2930.52227174 355.146
"1161" 2016-02-17 2016-03-07 "S6" "Woogenellup" "2" "99" 19 14 14 18 1533.33333333333 100 3285.66827174 2930.52227174 355.146
"1162" 2016-02-17 2016-03-07 "S6" "Denmark" "2" "100" 19 10 10 11 1033.33333333333 86.11 3285.66827174 2930.52227174 355.146
"1163" 2016-02-17 2016-03-07 "S6" "Narrikup" "2" "101" 19 12 13 15 1333.33333333333 97.56 3285.66827174 2930.52227174 355.146
"1164" 2016-02-17 2016-03-07 "S6" "Antas" "2" "102" 19 18 18 17 1766.66666666667 96.36 3285.66827174 2930.52227174 355.146
"1165" 2016-02-17 2016-03-07 "S6" "Woogenellup" "3" "103" 19 12 15 16 1433.33333333333 93.48 3285.66827174 2930.52227174 355.146
"1166" 2016-02-17 2016-03-07 "S6" "Leura" "3" "104" 19 16 19 22 1900 93.44 3285.66827174 2930.52227174 355.146
"1167" 2016-02-17 2016-03-07 "S6" "Antas" "3" "105" 19 17 21 22 2000 95.24 3285.66827174 2930.52227174 355.146
"1168" 2016-02-17 2016-03-07 "S6" "Denmark" "3" "106" 19 13 11 15 1300 100 3285.66827174 2930.52227174 355.146
"1169" 2016-02-17 2016-03-07 "S6" "Narrikup" "3" "107" 19 14 12 19 1500 100 3285.66827174 2930.52227174 355.146
"1170" 2016-02-17 2016-03-07 "S6" "Monti" "3" "108" 19 12 10 15 1233.33333333333 100 3285.66827174 2930.52227174 355.146
"1171" 2016-03-15 2016-03-15 "S7" "Denmark" "1" "109" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1172" 2016-03-15 2016-03-15 "S7" "Antas" "1" "110" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1173" 2016-03-15 2016-03-15 "S7" "Woogenellup" "1" "111" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1174" 2016-03-15 2016-03-15 "S7" "Leura" "1" "112" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1175" 2016-03-15 2016-03-15 "S7" "Narrikup" "1" "113" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1176" 2016-03-15 2016-03-15 "S7" "Monti" "1" "114" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1177" 2016-03-15 2016-03-15 "S7" "Woogenellup" "2" "115" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1178" 2016-03-15 2016-03-15 "S7" "Leura" "2" "116" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1179" 2016-03-15 2016-03-15 "S7" "Narrikup" "2" "117" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1180" 2016-03-15 2016-03-15 "S7" "Antas" "2" "118" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1181" 2016-03-15 2016-03-15 "S7" "Denmark" "2" "119" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1182" 2016-03-15 2016-03-15 "S7" "Monti" "2" "120" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1183" 2016-03-15 2016-03-15 "S7" "Leura" "3" "121" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1184" 2016-03-15 2016-03-15 "S7" "Woogenellup" "3" "122" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1185" 2016-03-15 2016-03-15 "S7" "Antas" "3" "123" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1186" 2016-03-15 2016-03-15 "S7" "Monti" "3" "124" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1187" 2016-03-15 2016-03-15 "S7" "Narrikup" "3" "125" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1188" 2016-03-15 2016-03-15 "S7" "Denmark" "3" "126" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1189" 2016-03-15 2016-03-15 "S7" "Denmark" "3" "126" 0 0 0 0 0 0 3399.88527174 3399.88527174 0
"1190" 2016-03-15 2016-03-17 "S7" "Antas" "1" "110" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1191" 2016-03-15 2016-03-17 "S7" "Woogenellup" "1" "111" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1192" 2016-03-15 2016-03-17 "S7" "Leura" "1" "112" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1193" 2016-03-15 2016-03-17 "S7" "Denmark" "1" "109" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1194" 2016-03-15 2016-03-17 "S7" "Monti" "1" "114" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1195" 2016-03-15 2016-03-17 "S7" "Woogenellup" "2" "115" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1196" 2016-03-15 2016-03-17 "S7" "Leura" "2" "116" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1197" 2016-03-15 2016-03-17 "S7" "Narrikup" "2" "117" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1198" 2016-03-15 2016-03-17 "S7" "Antas" "2" "118" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1199" 2016-03-15 2016-03-17 "S7" "Denmark" "2" "119" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1200" 2016-03-15 2016-03-17 "S7" "Monti" "2" "120" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1201" 2016-03-15 2016-03-17 "S7" "Leura" "3" "121" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1202" 2016-03-15 2016-03-17 "S7" "Woogenellup" "3" "122" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1203" 2016-03-15 2016-03-17 "S7" "Antas" "3" "123" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1204" 2016-03-15 2016-03-17 "S7" "Monti" "3" "124" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1205" 2016-03-15 2016-03-17 "S7" "Narrikup" "3" "125" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1206" 2016-03-15 2016-03-17 "S7" "Narrikup" "1" "113" 2 0 0 0 0 0 3422.29627174 3399.88527174 22.4110000000001
"1207" 2016-03-15 2016-03-20 "S7" "Denmark" "1" "109" 5 0 2 1 100 5.56 3483.35627174 3399.88527174 83.471
"1208" 2016-03-15 2016-03-20 "S7" "Antas" "1" "110" 5 2 2 3 233.333333333333 12.96 3483.35627174 3399.88527174 83.471
"1209" 2016-03-15 2016-03-20 "S7" "Woogenellup" "1" "111" 5 2 4 3 300 16.98 3483.35627174 3399.88527174 83.471
"1210" 2016-03-15 2016-03-20 "S7" "Leura" "1" "112" 5 6 4 6 533.333333333333 44.44 3483.35627174 3399.88527174 83.471
"1211" 2016-03-15 2016-03-20 "S7" "Narrikup" "1" "113" 5 3 0 1 133.333333333333 10 3483.35627174 3399.88527174 83.471
"1212" 2016-03-15 2016-03-20 "S7" "Monti" "1" "114" 5 2 1 0 100 5.56 3483.35627174 3399.88527174 83.471
"1213" 2016-03-15 2016-03-20 "S7" "Woogenellup" "2" "115" 5 4 4 1 300 19.57 3483.35627174 3399.88527174 83.471
"1214" 2016-03-15 2016-03-20 "S7" "Leura" "2" "116" 5 2 1 2 166.666666666667 9.26 3483.35627174 3399.88527174 83.471
"1215" 2016-03-15 2016-03-20 "S7" "Narrikup" "2" "117" 5 1 1 2 133.333333333333 7.02 3483.35627174 3399.88527174 83.471
"1216" 2016-03-15 2016-03-20 "S7" "Antas" "2" "118" 5 1 0 2 100 4.84 3483.35627174 3399.88527174 83.471
"1217" 2016-03-15 2016-03-20 "S7" "Denmark" "2" "119" 5 2 2 3 233.333333333333 12.28 3483.35627174 3399.88527174 83.471
"1218" 2016-03-15 2016-03-20 "S7" "Monti" "2" "120" 5 2 3 0 166.666666666667 10.64 3483.35627174 3399.88527174 83.471
"1219" 2016-03-15 2016-03-20 "S7" "Leura" "3" "121" 5 6 4 4 466.666666666667 31.11 3483.35627174 3399.88527174 83.471
"1220" 2016-03-15 2016-03-20 "S7" "Woogenellup" "3" "122" 5 3 0 2 166.666666666667 7.69 3483.35627174 3399.88527174 83.471
"1221" 2016-03-15 2016-03-20 "S7" "Antas" "3" "123" 5 5 5 2 400 19.35 3483.35627174 3399.88527174 83.471
"1222" 2016-03-15 2016-03-20 "S7" "Monti" "3" "124" 5 1 1 1 100 4.62 3483.35627174 3399.88527174 83.471
"1223" 2016-03-15 2016-03-20 "S7" "Narrikup" "3" "125" 5 0 2 1 100 5.56 3483.35627174 3399.88527174 83.471
"1224" 2016-03-15 2016-03-20 "S7" "Denmark" "3" "126" 5 0 1 0 33.3333333333333 2.22 3483.35627174 3399.88527174 83.471
"1225" 2016-03-15 2016-03-22 "S7" "Denmark" "1" "109" 7 8 14 8 1000 55.56 3525.74277174 3399.88527174 125.8575
"1226" 2016-03-15 2016-03-22 "S7" "Antas" "1" "110" 7 9 13 8 1000 55.56 3525.74277174 3399.88527174 125.8575
"1227" 2016-03-15 2016-03-22 "S7" "Woogenellup" "1" "111" 7 8 5 7 666.666666666667 37.74 3525.74277174 3399.88527174 125.8575
"1228" 2016-03-15 2016-03-22 "S7" "Leura" "1" "112" 7 7 14 10 1033.33333333333 86.11 3525.74277174 3399.88527174 125.8575
"1229" 2016-03-15 2016-03-22 "S7" "Narrikup" "1" "113" 7 7 8 9 800 60 3525.74277174 3399.88527174 125.8575
"1230" 2016-03-15 2016-03-22 "S7" "Monti" "1" "114" 7 14 18 1 1100 61.11 3525.74277174 3399.88527174 125.8575
"1231" 2016-03-15 2016-03-22 "S7" "Woogenellup" "2" "115" 7 7 12 5 800 52.17 3525.74277174 3399.88527174 125.8575
"1232" 2016-03-15 2016-03-22 "S7" "Leura" "2" "116" 7 19 21 10 1666.66666666667 92.59 3525.74277174 3399.88527174 125.8575
"1233" 2016-03-15 2016-03-22 "S7" "Narrikup" "2" "117" 7 12 8 9 966.666666666667 50.88 3525.74277174 3399.88527174 125.8575
"1234" 2016-03-15 2016-03-22 "S7" "Antas" "2" "118" 7 7 11 10 933.333333333333 45.16 3525.74277174 3399.88527174 125.8575
"1235" 2016-03-15 2016-03-22 "S7" "Denmark" "2" "119" 7 10 11 8 966.666666666667 50.88 3525.74277174 3399.88527174 125.8575
"1236" 2016-03-15 2016-03-22 "S7" "Monti" "2" "120" 7 6 10 7 766.666666666667 48.94 3525.74277174 3399.88527174 125.8575
"1237" 2016-03-15 2016-03-22 "S7" "Leura" "3" "121" 7 6 11 9 866.666666666667 57.78 3525.74277174 3399.88527174 125.8575
"1238" 2016-03-15 2016-03-22 "S7" "Woogenellup" "3" "122" 7 12 9 9 1000 46.15 3525.74277174 3399.88527174 125.8575
"1239" 2016-03-15 2016-03-22 "S7" "Antas" "3" "123" 7 7 10 9 866.666666666667 41.94 3525.74277174 3399.88527174 125.8575
"1240" 2016-03-15 2016-03-22 "S7" "Monti" "3" "124" 7 15 10 9 1133.33333333333 52.31 3525.74277174 3399.88527174 125.8575
"1241" 2016-03-15 2016-03-22 "S7" "Narrikup" "3" "125" 7 6 10 11 900 50 3525.74277174 3399.88527174 125.8575
"1242" 2016-03-15 2016-03-22 "S7" "Denmark" "3" "126" 7 10 7 8 833.333333333333 55.56 3525.74277174 3399.88527174 125.8575
"1243" 2016-03-15 2016-03-24 "S7" "Denmark" "1" "109" 9 17 17 15 1633.33333333333 90.74 3561.25827174 3399.88527174 161.373
"1244" 2016-03-15 2016-03-24 "S7" "Antas" "1" "110" 9 15 17 13 1500 83.33 3561.25827174 3399.88527174 161.373
"1245" 2016-03-15 2016-03-24 "S7" "Woogenellup" "1" "111" 9 12 13 20 1500 84.91 3561.25827174 3399.88527174 161.373
"1246" 2016-03-15 2016-03-24 "S7" "Leura" "1" "112" 9 9 10 11 1000 83.33 3561.25827174 3399.88527174 161.373
"1247" 2016-03-15 2016-03-24 "S7" "Narrikup" "1" "113" 9 7 10 15 1066.66666666667 80 3561.25827174 3399.88527174 161.373
"1248" 2016-03-15 2016-03-24 "S7" "Monti" "1" "114" 9 15 20 12 1566.66666666667 87.04 3561.25827174 3399.88527174 161.373
"1249" 2016-03-15 2016-03-24 "S7" "Woogenellup" "2" "115" 9 9 16 13 1266.66666666667 82.61 3561.25827174 3399.88527174 161.373
"1250" 2016-03-15 2016-03-24 "S7" "Leura" "2" "116" 9 15 20 18 1766.66666666667 98.15 3561.25827174 3399.88527174 161.373
"1251" 2016-03-15 2016-03-24 "S7" "Narrikup" "2" "117" 9 23 11 14 1600 84.21 3561.25827174 3399.88527174 161.373
"1252" 2016-03-15 2016-03-24 "S7" "Antas" "2" "118" 9 14 18 22 1800 87.1 3561.25827174 3399.88527174 161.373
"1253" 2016-03-15 2016-03-24 "S7" "Denmark" "2" "119" 9 19 18 18 1833.33333333333 96.49 3561.25827174 3399.88527174 161.373
"1254" 2016-03-15 2016-03-24 "S7" "Monti" "2" "120" 9 9 13 17 1300 82.98 3561.25827174 3399.88527174 161.373
"1255" 2016-03-15 2016-03-24 "S7" "Leura" "3" "121" 9 7 15 15 1233.33333333333 82.22 3561.25827174 3399.88527174 161.373
"1256" 2016-03-15 2016-03-24 "S7" "Woogenellup" "3" "122" 9 21 20 15 1866.66666666667 86.15 3561.25827174 3399.88527174 161.373
"1257" 2016-03-15 2016-03-24 "S7" "Antas" "3" "123" 9 13 21 16 1666.66666666667 80.65 3561.25827174 3399.88527174 161.373
"1258" 2016-03-15 2016-03-24 "S7" "Monti" "3" "124" 9 12 15 20 1566.66666666667 72.31 3561.25827174 3399.88527174 161.373
"1259" 2016-03-15 2016-03-24 "S7" "Narrikup" "3" "125" 9 19 12 15 1533.33333333333 85.19 3561.25827174 3399.88527174 161.373
"1260" 2016-03-15 2016-03-24 "S7" "Denmark" "3" "126" 9 14 12 17 1433.33333333333 95.56 3561.25827174 3399.88527174 161.373
"1261" 2016-03-15 2016-03-25 "S7" "Denmark" "1" "109" 10 17 17 15 1633.33333333333 90.74 3573.82577174 3399.88527174 173.9405
"1262" 2016-03-15 2016-03-25 "S7" "Antas" "1" "110" 10 18 20 16 1800 100 3573.82577174 3399.88527174 173.9405
"1263" 2016-03-15 2016-03-25 "S7" "Woogenellup" "1" "111" 10 12 13 20 1500 84.91 3573.82577174 3399.88527174 173.9405
"1264" 2016-03-15 2016-03-25 "S7" "Leura" "1" "112" 10 11 10 11 1066.66666666667 88.89 3573.82577174 3399.88527174 173.9405
"1265" 2016-03-15 2016-03-25 "S7" "Narrikup" "1" "113" 10 7 10 15 1066.66666666667 80 3573.82577174 3399.88527174 173.9405
"1266" 2016-03-15 2016-03-25 "S7" "Monti" "1" "114" 10 15 20 12 1566.66666666667 87.04 3573.82577174 3399.88527174 173.9405
"1267" 2016-03-15 2016-03-25 "S7" "Woogenellup" "2" "115" 10 9 16 13 1266.66666666667 82.61 3573.82577174 3399.88527174 173.9405
"1268" 2016-03-15 2016-03-25 "S7" "Leura" "2" "116" 10 16 20 18 1800 100 3573.82577174 3399.88527174 173.9405
"1269" 2016-03-15 2016-03-25 "S7" "Narrikup" "2" "117" 10 23 11 14 1600 84.21 3573.82577174 3399.88527174 173.9405
"1270" 2016-03-15 2016-03-25 "S7" "Antas" "2" "118" 10 16 21 22 1966.66666666667 95.16 3573.82577174 3399.88527174 173.9405
"1271" 2016-03-15 2016-03-25 "S7" "Denmark" "2" "119" 10 19 18 18 1833.33333333333 96.49 3573.82577174 3399.88527174 173.9405
"1272" 2016-03-15 2016-03-25 "S7" "Monti" "2" "120" 10 12 10 15 1233.33333333333 78.72 3573.82577174 3399.88527174 173.9405
"1273" 2016-03-15 2016-03-25 "S7" "Leura" "3" "121" 10 9 14 15 1266.66666666667 84.44 3573.82577174 3399.88527174 173.9405
"1274" 2016-03-15 2016-03-25 "S7" "Woogenellup" "3" "122" 10 21 20 15 1866.66666666667 86.15 3573.82577174 3399.88527174 173.9405
"1275" 2016-03-15 2016-03-25 "S7" "Antas" "3" "123" 10 17 21 24 2066.66666666667 100 3573.82577174 3399.88527174 173.9405
"1276" 2016-03-15 2016-03-25 "S7" "Monti" "3" "124" 10 14 23 20 1900 87.69 3573.82577174 3399.88527174 173.9405
"1277" 2016-03-15 2016-03-25 "S7" "Narrikup" "3" "125" 10 19 12 15 1533.33333333333 85.19 3573.82577174 3399.88527174 173.9405
"1278" 2016-03-15 2016-03-25 "S7" "Denmark" "3" "126" 10 14 12 17 1433.33333333333 95.56 3573.82577174 3399.88527174 173.9405
"1279" 2016-03-15 2016-03-26 "S7" "Denmark" "1" "109" 11 18 19 17 1800 100 3586.49827174 3399.88527174 186.613
"1280" 2016-03-15 2016-03-26 "S7" "Antas" "1" "110" 11 18 19 15 1733.33333333333 96.3 3586.49827174 3399.88527174 186.613
"1281" 2016-03-15 2016-03-26 "S7" "Woogenellup" "1" "111" 11 15 15 23 1766.66666666667 100 3586.49827174 3399.88527174 186.613
"1282" 2016-03-15 2016-03-26 "S7" "Leura" "1" "112" 11 11 12 13 1200 100 3586.49827174 3399.88527174 186.613
"1283" 2016-03-15 2016-03-26 "S7" "Narrikup" "1" "113" 11 9 13 18 1333.33333333333 100 3586.49827174 3399.88527174 186.613
"1284" 2016-03-15 2016-03-26 "S7" "Monti" "1" "114" 11 18 23 13 1800 100 3586.49827174 3399.88527174 186.613
"1285" 2016-03-15 2016-03-26 "S7" "Woogenellup" "2" "115" 11 11 20 15 1533.33333333333 100 3586.49827174 3399.88527174 186.613
"1286" 2016-03-15 2016-03-26 "S7" "Leura" "2" "116" 11 15 19 20 1800 100 3586.49827174 3399.88527174 186.613
"1287" 2016-03-15 2016-03-26 "S7" "Narrikup" "2" "117" 11 28 12 17 1900 100 3586.49827174 3399.88527174 186.613
"1288" 2016-03-15 2016-03-26 "S7" "Antas" "2" "118" 11 17 21 24 2066.66666666667 100 3586.49827174 3399.88527174 186.613
"1289" 2016-03-15 2016-03-26 "S7" "Denmark" "2" "119" 11 20 17 20 1900 100 3586.49827174 3399.88527174 186.613
"1290" 2016-03-15 2016-03-26 "S7" "Monti" "2" "120" 11 11 16 20 1566.66666666667 100 3586.49827174 3399.88527174 186.613
"1291" 2016-03-15 2016-03-26 "S7" "Leura" "3" "121" 11 10 18 17 1500 100 3586.49827174 3399.88527174 186.613
"1292" 2016-03-15 2016-03-26 "S7" "Woogenellup" "3" "122" 11 26 22 17 2166.66666666667 100 3586.49827174 3399.88527174 186.613
"1293" 2016-03-15 2016-03-26 "S7" "Antas" "3" "123" 11 16 24 18 1933.33333333333 93.55 3586.49827174 3399.88527174 186.613
"1294" 2016-03-15 2016-03-26 "S7" "Monti" "3" "124" 11 17 26 22 2166.66666666667 100 3586.49827174 3399.88527174 186.613
"1295" 2016-03-15 2016-03-26 "S7" "Narrikup" "3" "125" 11 23 13 18 1800 100 3586.49827174 3399.88527174 186.613
"1296" 2016-03-15 2016-03-26 "S7" "Denmark" "3" "126" 11 14 14 17 1500 100 3586.49827174 3399.88527174 186.613
"1297" 2016-03-15 2016-04-01 "S7" "Denmark" "1" "109" 17 18 19 17 1800 100 3676.44077174 3399.88527174 276.5555
"1298" 2016-03-15 2016-04-01 "S7" "Antas" "1" "110" 17 18 19 15 1733.33333333333 96.3 3676.44077174 3399.88527174 276.5555
