"date" "hour" "Air"
"2379" 2015-10-07 19 18.176
"2380" 2015-10-07 20 19.341
"2381" 2015-10-07 21 17.653
"2382" 2015-10-07 22 16.106
"2383" 2015-10-07 23 14.912
"2384" 2015-10-08 0 13.473
"2385" 2015-10-08 1 10.98
"2386" 2015-10-08 2 10.443
"2387" 2015-10-08 3 8.866
"2388" 2015-10-08 4 8.543
"2389" 2015-10-08 5 7.72
"2390" 2015-10-08 6 6.509
"2391" 2015-10-08 7 8.07
"2392" 2015-10-08 8 10.075
"2393" 2015-10-08 9 10.81
"2394" 2015-10-08 10 13.233
"2395" 2015-10-08 11 13.112
"2396" 2015-10-08 12 13.04
"2397" 2015-10-08 13 12.703
"2398" 2015-10-08 14 11.88
"2399" 2015-10-08 15 10.858
"2400" 2015-10-08 16 10.124
"2401" 2015-10-08 17 10.516
"2402" 2015-10-08 18 9.682
"2403" 2015-10-08 19 8.543
"2404" 2015-10-08 20 7.167
"2405" 2015-10-08 21 5.924
"2406" 2015-10-08 22 7.066
"2407" 2015-10-08 23 5.024
"2408" 2015-10-09 0 4.037
"2409" 2015-10-09 1 2.744
"2410" 2015-10-09 2 3.116
"2411" 2015-10-09 3 4.584
"2412" 2015-10-09 4 5.024
"2413" 2015-10-09 5 4.194
"2414" 2015-10-09 6 3.801
"2415" 2015-10-09 7 5.949
"2416" 2015-10-09 8 9.361
"2417" 2015-10-09 9 12.074
"2418" 2015-10-09 10 14.002
"2419" 2015-10-09 11 14.96
"2420" 2015-10-09 12 15.223
"2421" 2015-10-09 13 15.605
"2422" 2015-10-09 14 15.438
"2423" 2015-10-09 15 14.721
"2424" 2015-10-09 16 14.026
"2425" 2015-10-09 17 13.161
"2426" 2015-10-09 18 11.88
"2427" 2015-10-09 19 11.078
"2428" 2015-10-09 20 11.346
"2429" 2015-10-09 21 11.078
"2430" 2015-10-09 22 10.81
"2431" 2015-10-09 23 10.271
"2432" 2015-10-10 0 9.805
"2433" 2015-10-10 1 9.657
"2434" 2015-10-10 2 8.618
"2435" 2015-10-10 3 8.841
"2436" 2015-10-10 4 7.645
"2437" 2015-10-10 5 6.788
"2438" 2015-10-10 6 4.61
"2439" 2015-10-10 7 7.544
"2440" 2015-10-10 8 10.638
"2441" 2015-10-10 9 13.618
"2442" 2015-10-10 10 14.146
"2443" 2015-10-10 11 15.294
"2444" 2015-10-10 12 16.368
"2445" 2015-10-10 13 16.725
"2446" 2015-10-10 14 15.247
"2447" 2015-10-10 15 13.906
"2448" 2015-10-10 16 13.594
"2449" 2015-10-10 17 12.847
"2450" 2015-10-10 18 11.783
"2451" 2015-10-10 19 11.005
"2452" 2015-10-10 20 10.98
"2453" 2015-10-10 21 10.785
"2454" 2015-10-10 22 10.59
"2455" 2015-10-10 23 10.516
"2456" 2015-10-11 0 9.805
"2457" 2015-10-11 1 9.46
"2458" 2015-10-11 2 9.114
"2459" 2015-10-11 3 6.788
"2460" 2015-10-11 4 7.142
"2461" 2015-10-11 5 6.026
"2462" 2015-10-11 6 8.295
"2463" 2015-10-11 7 11.053
"2464" 2015-10-11 8 14.433
"2465" 2015-10-11 9 17.415
"2466" 2015-10-11 10 19.127
"2467" 2015-10-11 11 20.984
"2468" 2015-10-11 12 21.652
"2469" 2015-10-11 13 21.748
"2470" 2015-10-11 14 20.222
"2471" 2015-10-11 15 20.269
"2472" 2015-10-11 16 20.174
"2473" 2015-10-11 17 18.889
"2474" 2015-10-11 18 17.915
"2475" 2015-10-11 19 15.819
"2476" 2015-10-11 20 15.772
"2477" 2015-10-11 21 13.257
"2478" 2015-10-11 22 13.594
"2479" 2015-10-11 23 11.589
"2480" 2015-10-12 0 9.213
"2481" 2015-10-12 1 8.145
"2482" 2015-10-12 2 8.891
"2483" 2015-10-12 3 6.712
"2484" 2015-10-12 4 11.492
"2485" 2015-10-12 5 11.151
"2486" 2015-10-12 6 12.437
"2487" 2015-10-12 7 15.843
"2488" 2015-10-12 8 18.152
"2489" 2015-10-12 9 20.817
"2490" 2015-10-12 10 23.04
"2491" 2015-10-12 11 20.484
"2492" 2015-10-12 12 20.65
"2493" 2015-10-12 13 20.674
"2494" 2015-10-12 14 22.202
"2495" 2015-10-12 15 21.843
"2496" 2015-10-12 16 20.77
"2497" 2015-10-12 17 20.079
"2498" 2015-10-12 18 19.746
"2499" 2015-10-12 19 19.175
"2500" 2015-10-12 20 16.773
"2501" 2015-10-12 21 17.011
"2502" 2015-10-12 22 17.891
"2503" 2015-10-12 23 16.963
"2504" 2015-10-13 0 15.724
"2505" 2015-10-13 1 9.336
"2506" 2015-10-13 2 8.817
"2507" 2015-10-13 3 8.568
"2508" 2015-10-13 4 7.116
"2509" 2015-10-13 5 8.841
"2510" 2015-10-13 6 9.262
"2511" 2015-10-13 7 10.467
"2512" 2015-10-13 8 11.2
"2513" 2015-10-13 9 8.717
"2514" 2015-10-13 10 9.879
"2515" 2015-10-13 11 12.098
"2516" 2015-10-13 12 13.112
"2517" 2015-10-13 13 14.098
"2518" 2015-10-13 14 13.401
"2519" 2015-10-13 15 14.409
"2520" 2015-10-13 16 14.026
"2521" 2015-10-13 17 13.257
"2522" 2015-10-13 18 11.127
"2523" 2015-10-13 19 10.638
"2524" 2015-10-13 20 10.32
"2525" 2015-10-13 21 10.026
"2526" 2015-10-13 22 9.731
"2527" 2015-10-13 23 9.435
"2528" 2015-10-14 0 9.312
"2529" 2015-10-14 1 8.17
"2530" 2015-10-14 2 7.945
"2531" 2015-10-14 3 7.87
"2532" 2015-10-14 4 7.795
"2533" 2015-10-14 5 7.343
"2534" 2015-10-14 6 6.56
"2535" 2015-10-14 7 8.369
"2536" 2015-10-14 8 10.785
"2537" 2015-10-14 9 11.783
"2538" 2015-10-14 10 12.558
"2539" 2015-10-14 11 13.377
"2540" 2015-10-14 12 13.425
"2541" 2015-10-14 13 13.281
"2542" 2015-10-14 14 13.618
"2543" 2015-10-14 15 14.625
"2544" 2015-10-14 16 15.103
"2545" 2015-10-14 17 12.896
"2546" 2015-10-14 18 11.807
"2547" 2015-10-14 19 10.858
"2548" 2015-10-14 20 10.932
"2549" 2015-10-14 21 8.568
"2550" 2015-10-14 22 7.795
"2551" 2015-10-14 23 8.469
"2552" 2015-10-15 0 6.357
"2553" 2015-10-15 1 5.898
"2554" 2015-10-15 2 6.839
"2555" 2015-10-15 3 5.437
"2556" 2015-10-15 4 6.102
"2557" 2015-10-15 5 6.458
"2558" 2015-10-15 6 6.763
"2559" 2015-10-15 7 10.001
"2560" 2015-10-15 8 11.321
"2561" 2015-10-15 9 12.992
"2562" 2015-10-15 10 14.577
"2563" 2015-10-15 11 14.745
"2564" 2015-10-15 12 15.151
"2565" 2015-10-15 13 14.529
"2566" 2015-10-15 14 14.529
"2567" 2015-10-15 15 15.031
"2568" 2015-10-15 16 14.17
"2569" 2015-10-15 17 13.064
"2570" 2015-10-15 18 11.832
"2571" 2015-10-15 19 11.273
"2572" 2015-10-15 20 11.151
"2573" 2015-10-15 21 11.175
"2574" 2015-10-15 22 10.858
"2575" 2015-10-15 23 10.761
"2576" 2015-10-16 0 10.858
"2577" 2015-10-16 1 10.858
"2578" 2015-10-16 2 10.59
"2579" 2015-10-16 3 10.345
"2580" 2015-10-16 4 10.051
"2581" 2015-10-16 5 8.965
"2582" 2015-10-16 6 8.767
"2583" 2015-10-16 7 9.854
"2584" 2015-10-16 8 12.847
"2585" 2015-10-16 9 17.582
"2586" 2015-10-16 10 19.651
"2587" 2015-10-16 11 22.345
"2588" 2015-10-16 12 24.219
"2589" 2015-10-16 13 24.895
"2590" 2015-10-16 14 24.75
"2591" 2015-10-16 15 24.315
"2592" 2015-10-16 16 23.136
"2593" 2015-10-16 17 21.175
"2594" 2015-10-16 18 19.246
"2595" 2015-10-16 19 18.105
"2596" 2015-10-16 20 17.582
"2597" 2015-10-16 21 17.272
"2598" 2015-10-16 22 16.106
"2599" 2015-10-16 23 17.249
"2600" 2015-10-17 0 17.748
"2601" 2015-10-17 1 17.819
"2602" 2015-10-17 2 18.366
"2603" 2015-10-17 3 18.438
"2604" 2015-10-17 4 17.51
"2605" 2015-10-17 5 17.439
"2606" 2015-10-17 6 16.177
"2607" 2015-10-17 7 20.031
"2608" 2015-10-17 8 13.57
"2609" 2015-10-17 9 10.565
"2610" 2015-10-17 10 10.222
"2611" 2015-10-17 11 9.879
"2612" 2015-10-17 12 9.558
"2613" 2015-10-17 13 10.565
"2614" 2015-10-17 14 10.394
"2615" 2015-10-17 15 10.418
"2616" 2015-10-17 16 11.929
"2617" 2015-10-17 17 10.858
"2618" 2015-10-17 18 11.492
"2619" 2015-10-17 19 9.682
"2620" 2015-10-17 20 9.336
"2621" 2015-10-17 21 9.188
"2622" 2015-10-17 22 9.064
"2623" 2015-10-17 23 9.139
"2624" 2015-10-18 0 9.534
"2625" 2015-10-18 1 10.001
"2626" 2015-10-18 2 10.075
"2627" 2015-10-18 3 10.247
"2628" 2015-10-18 4 10.907
"2629" 2015-10-18 5 11.443
"2630" 2015-10-18 6 13.425
"2631" 2015-10-18 7 13.185
"2632" 2015-10-18 8 14.912
"2633" 2015-10-18 9 19.436
"2634" 2015-10-18 10 21.7
"2635" 2015-10-18 11 21.223
"2636" 2015-10-18 12 21.39
"2637" 2015-10-18 13 21.246
"2638" 2015-10-18 14 21.772
"2639" 2015-10-18 15 21.939
"2640" 2015-10-18 16 21.342
"2641" 2015-10-18 17 19.341
"2642" 2015-10-18 18 17.486
"2643" 2015-10-18 19 15.175
"2644" 2015-10-18 20 13.714
"2645" 2015-10-18 21 12.992
"2646" 2015-10-18 22 10.296
"2647" 2015-10-18 23 6.99
"2648" 2015-10-19 0 7.494
"2649" 2015-10-19 1 8.618
"2650" 2015-10-19 2 8.866
"2651" 2015-10-19 3 7.745
"2652" 2015-10-19 4 6.839
"2653" 2015-10-19 5 6
"2654" 2015-10-19 6 6.535
"2655" 2015-10-19 7 8.245
"2656" 2015-10-19 8 10.834
"2657" 2015-10-19 9 12.437
"2658" 2015-10-19 10 13.954
"2659" 2015-10-19 11 15.533
"2660" 2015-10-19 12 15.676
"2661" 2015-10-19 13 14.912
"2662" 2015-10-19 14 15.079
"2663" 2015-10-19 15 15.127
"2664" 2015-10-19 16 16.129
"2665" 2015-10-19 17 12.582
"2666" 2015-10-19 18 11.005
"2667" 2015-10-19 19 9.139
"2668" 2015-10-19 20 9.386
"2669" 2015-10-19 21 9.188
"2670" 2015-10-19 22 8.693
"2671" 2015-10-19 23 8.095
"2672" 2015-10-20 0 4.973
"2673" 2015-10-20 1 3.801
"2674" 2015-10-20 2 3.906
"2675" 2015-10-20 3 4.115
"2676" 2015-10-20 4 3.168
"2677" 2015-10-20 5 3.168
"2678" 2015-10-20 6 3.591
"2679" 2015-10-20 7 8.767
"2680" 2015-10-20 8 10.565
"2681" 2015-10-20 9 11.565
"2682" 2015-10-20 10 14.05
"2683" 2015-10-20 11 15.843
"2684" 2015-10-20 12 17.653
"2685" 2015-10-20 13 18.343
"2686" 2015-10-20 14 19.77
"2687" 2015-10-20 15 17.724
"2688" 2015-10-20 16 17.486
"2689" 2015-10-20 17 16.487
"2690" 2015-10-20 18 15.796
"2691" 2015-10-20 19 14.457
"2692" 2015-10-20 20 12.727
"2693" 2015-10-20 21 11.492
"2694" 2015-10-20 22 13.449
"2695" 2015-10-20 23 11.904
"2696" 2015-10-21 0 11.637
"2697" 2015-10-21 1 10.614
"2698" 2015-10-21 2 11.856
"2699" 2015-10-21 3 11.662
"2700" 2015-10-21 4 11.078
"2701" 2015-10-21 5 11.346
"2702" 2015-10-21 6 13.81
"2703" 2015-10-21 7 15.915
"2704" 2015-10-21 8 18.271
"2705" 2015-10-21 9 20.246
"2706" 2015-10-21 10 21.39
"2707" 2015-10-21 11 21.461
"2708" 2015-10-21 12 22.992
"2709" 2015-10-21 13 22.944
"2710" 2015-10-21 14 20.722
"2711" 2015-10-21 15 19.912
"2712" 2015-10-21 16 22.345
"2713" 2015-10-21 17 21.939
"2714" 2015-10-21 18 20.865
"2715" 2015-10-21 19 19.579
"2716" 2015-10-21 20 18.438
"2717" 2015-10-21 21 21.867
"2718" 2015-10-21 22 19.175
"2719" 2015-10-21 23 20.365
"2720" 2015-10-22 0 13.04
"2721" 2015-10-22 1 10.858
"2722" 2015-10-22 2 10.345
"2723" 2015-10-22 3 9.114
"2724" 2015-10-22 4 8.618
"2725" 2015-10-22 5 9.163
"2726" 2015-10-22 6 9.361
"2727" 2015-10-22 7 8.444
"2728" 2015-10-22 8 8.568
"2729" 2015-10-22 9 9.238
"2730" 2015-10-22 10 10.785
"2731" 2015-10-22 11 12.413
"2732" 2015-10-22 12 12.992
"2733" 2015-10-22 13 12.678
"2734" 2015-10-22 14 13.618
"2735" 2015-10-22 15 13.257
"2736" 2015-10-22 16 13.04
"2737" 2015-10-22 17 12.147
"2738" 2015-10-22 18 11.419
"2739" 2015-10-22 19 10.198
"2740" 2015-10-22 20 10.345
"2741" 2015-10-22 21 10.394
"2742" 2015-10-22 22 10.541
"2743" 2015-10-22 23 10.467
"2744" 2015-10-23 0 10.369
"2745" 2015-10-23 1 10.247
"2746" 2015-10-23 2 10.271
"2747" 2015-10-23 3 10.198
"2748" 2015-10-23 4 10.296
"2749" 2015-10-23 5 10.075
"2750" 2015-10-23 6 10.1
"2751" 2015-10-23 7 10.663
"2752" 2015-10-23 8 11.516
"2753" 2015-10-23 9 12.63
"2754" 2015-10-23 10 13.281
"2755" 2015-10-23 11 13.978
"2756" 2015-10-23 12 14.29
"2757" 2015-10-23 13 14.266
"2758" 2015-10-23 14 13.377
"2759" 2015-10-23 15 13.185
"2760" 2015-10-23 16 13.882
"2761" 2015-10-23 17 13.642
"2762" 2015-10-23 18 12.92
"2763" 2015-10-23 19 12.001
"2764" 2015-10-23 20 10.956
"2765" 2015-10-23 21 9.632
"2766" 2015-10-23 22 8.444
"2767" 2015-10-23 23 8.369
"2768" 2015-10-24 0 10.051
"2769" 2015-10-24 1 9.583
"2770" 2015-10-24 2 9.558
"2771" 2015-10-24 3 9.509
"2772" 2015-10-24 4 9.509
"2773" 2015-10-24 5 8.916
"2774" 2015-10-24 6 8.792
"2775" 2015-10-24 7 10.173
"2776" 2015-10-24 8 11.175
"2777" 2015-10-24 9 11.54
"2778" 2015-10-24 10 12.63
"2779" 2015-10-24 11 13.449
"2780" 2015-10-24 12 13.906
"2781" 2015-10-24 13 13.762
"2782" 2015-10-24 14 14.122
"2783" 2015-10-24 15 13.906
"2784" 2015-10-24 16 13.738
"2785" 2015-10-24 17 13.161
"2786" 2015-10-24 18 12.558
"2787" 2015-10-24 19 11.443
"2788" 2015-10-24 20 11.248
"2789" 2015-10-24 21 10.761
"2790" 2015-10-24 22 9.903
"2791" 2015-10-24 23 9.608
"2792" 2015-10-25 0 8.742
"2793" 2015-10-25 1 7.995
"2794" 2015-10-25 2 6.585
"2795" 2015-10-25 3 5.719
"2796" 2015-10-25 4 5.411
"2797" 2015-10-25 5 4.61
"2798" 2015-10-25 6 4.818
"2799" 2015-10-25 7 8.593
"2800" 2015-10-25 8 13.666
"2801" 2015-10-25 9 15.055
"2802" 2015-10-25 10 13.209
"2803" 2015-10-25 11 14.002
"2804" 2015-10-25 12 14.266
"2805" 2015-10-25 13 14.098
"2806" 2015-10-25 14 13.112
"2807" 2015-10-25 15 12.654
"2808" 2015-10-25 16 11.565
"2809" 2015-10-25 17 11.053
"2810" 2015-10-25 18 10.59
"2811" 2015-10-25 19 10.418
"2812" 2015-10-25 20 10.345
"2813" 2015-10-25 21 10.345
"2814" 2015-10-25 22 9.952
"2815" 2015-10-25 23 9.78
"2816" 2015-10-26 0 9.879
"2817" 2015-10-26 1 9.977
"2818" 2015-10-26 2 9.78
"2819" 2015-10-26 3 9.78
"2820" 2015-10-26 4 9.583
"2821" 2015-10-26 5 9.657
"2822" 2015-10-26 6 10.222
"2823" 2015-10-26 7 12.364
"2824" 2015-10-26 8 14.122
"2825" 2015-10-26 9 14.912
"2826" 2015-10-26 10 16.963
"2827" 2015-10-26 11 18.961
"2828" 2015-10-26 12 19.817
"2829" 2015-10-26 13 21.008
"2830" 2015-10-26 14 21.772
"2831" 2015-10-26 15 19.865
"2832" 2015-10-26 16 17.272
"2833" 2015-10-26 17 16.344
"2834" 2015-10-26 18 16.082
"2835" 2015-10-26 19 14.888
"2836" 2015-10-26 20 13.834
"2837" 2015-10-26 21 14.601
"2838" 2015-10-26 22 13.642
"2839" 2015-10-26 23 13.786
"2840" 2015-10-27 0 13.882
"2841" 2015-10-27 1 13.618
"2842" 2015-10-27 2 13.425
"2843" 2015-10-27 3 10.369
"2844" 2015-10-27 4 9.928
"2845" 2015-10-27 5 8.668
"2846" 2015-10-27 6 8.195
"2847" 2015-10-27 7 8.643
"2848" 2015-10-27 8 9.509
"2849" 2015-10-27 9 8.643
"2850" 2015-10-27 10 9.829
"2851" 2015-10-27 11 9.829
"2852" 2015-10-27 12 11.151
"2853" 2015-10-27 13 11.224
"2854" 2015-10-27 14 11.127
"2855" 2015-10-27 15 11.492
"2856" 2015-10-27 16 11.2
"2857" 2015-10-27 17 10.516
"2858" 2015-10-27 18 9.558
"2859" 2015-10-27 19 9.064
"2860" 2015-10-27 20 9.435
"2861" 2015-10-27 21 9.287
"2862" 2015-10-27 22 9.213
"2863" 2015-10-27 23 9.015
"2864" 2015-10-28 0 8.344
"2865" 2015-10-28 1 8.444
"2866" 2015-10-28 2 8.369
"2867" 2015-10-28 3 8.668
"2868" 2015-10-28 4 9.213
"2869" 2015-10-28 5 9.287
"2870" 2015-10-28 6 9.485
"2871" 2015-10-28 7 10.541
"2872" 2015-10-28 8 11.589
"2873" 2015-10-28 9 11.419
"2874" 2015-10-28 10 11.127
"2875" 2015-10-28 11 10.614
"2876" 2015-10-28 12 10.443
"2877" 2015-10-28 13 11.248
"2878" 2015-10-28 14 12.34
"2879" 2015-10-28 15 11.516
"2880" 2015-10-28 16 12.195
"2881" 2015-10-28 17 12.461
"2882" 2015-10-28 18 11.394
"2883" 2015-10-28 19 11.005
"2884" 2015-10-28 20 10.59
"2885" 2015-10-28 21 10.736
"2886" 2015-10-28 22 10.858
"2887" 2015-10-28 23 10.712
"2888" 2015-10-29 0 9.756
"2889" 2015-10-29 1 8.742
"2890" 2015-10-29 2 9.238
"2891" 2015-10-29 3 9.287
"2892" 2015-10-29 4 9.336
"2893" 2015-10-29 5 9.509
"2894" 2015-10-29 6 9.632
"2895" 2015-10-29 7 9.928
"2896" 2015-10-29 8 8.767
"2897" 2015-10-29 9 9.262
"2898" 2015-10-29 10 9.46
"2899" 2015-10-29 11 10.907
"2900" 2015-10-29 12 8.07
"2901" 2015-10-29 13 8.593
"2902" 2015-10-29 14 8.295
"2903" 2015-10-29 15 8.469
"2904" 2015-10-29 16 9.41
"2905" 2015-10-29 17 8.469
"2906" 2015-10-29 18 7.544
"2907" 2015-10-29 19 7.494
"2908" 2015-10-29 20 6.889
"2909" 2015-10-29 21 6.687
"2910" 2015-10-29 22 6.661
"2911" 2015-10-29 23 6.509
"2912" 2015-10-30 0 6.23
"2913" 2015-10-30 1 6.077
"2914" 2015-10-30 2 6.077
"2915" 2015-10-30 3 6.051
"2916" 2015-10-30 4 5.385
"2917" 2015-10-30 5 5.179
"2918" 2015-10-30 6 4.921
"2919" 2015-10-30 7 7.242
"2920" 2015-10-30 8 9.312
"2921" 2015-10-30 9 9.558
"2922" 2015-10-30 10 11.516
"2923" 2015-10-30 11 11.492
"2924" 2015-10-30 12 13.473
"2925" 2015-10-30 13 14.146
"2926" 2015-10-30 14 13.04
"2927" 2015-10-30 15 14.864
"2928" 2015-10-30 16 13.858
"2929" 2015-10-30 17 13.714
"2930" 2015-10-30 18 12.582
"2931" 2015-10-30 19 10.541
"2932" 2015-10-30 20 8.295
"2933" 2015-10-30 21 6.281
"2934" 2015-10-30 22 6.153
"2935" 2015-10-30 23 4.792
"2936" 2015-10-31 0 6.94
"2937" 2015-10-31 1 5.024
"2938" 2015-10-31 2 4.454
"2939" 2015-10-31 3 4.74
"2940" 2015-10-31 4 4.506
"2941" 2015-10-31 5 3.643
"2942" 2015-10-31 6 4.714
"2943" 2015-10-31 7 8.245
"2944" 2015-10-31 8 12.171
"2945" 2015-10-31 9 15.27
"2946" 2015-10-31 10 16.82
"2947" 2015-10-31 11 17.272
"2948" 2015-10-31 12 16.225
"2949" 2015-10-31 13 15.724
"2950" 2015-10-31 14 15.438
"2951" 2015-10-31 15 15.055
"2952" 2015-10-31 16 14.601
"2953" 2015-10-31 17 14.026
"2954" 2015-10-31 18 12.534
"2955" 2015-10-31 19 10.956
"2956" 2015-10-31 20 9.583
"2957" 2015-10-31 21 9.485
"2958" 2015-10-31 22 8.419
"2959" 2015-10-31 23 8.543
"2960" 2015-11-01 0 9.632
"2961" 2015-11-01 1 8.891
"2962" 2015-11-01 2 8.767
"2963" 2015-11-01 3 8.792
"2964" 2015-11-01 4 8.916
"2965" 2015-11-01 5 8.891
"2966" 2015-11-01 6 8.245
"2967" 2015-11-01 7 11.419
"2968" 2015-11-01 8 13.185
"2969" 2015-11-01 9 15.151
"2970" 2015-11-01 10 15.986
"2971" 2015-11-01 11 16.296
"2972" 2015-11-01 12 15.843
"2973" 2015-11-01 13 16.153
"2974" 2015-11-01 14 15.676
"2975" 2015-11-01 15 15.724
"2976" 2015-11-01 16 15.055
"2977" 2015-11-01 17 14.745
"2978" 2015-11-01 18 13.834
"2979" 2015-11-01 19 12.413
"2980" 2015-11-01 20 11.613
"2981" 2015-11-01 21 11.54
"2982" 2015-11-01 22 11.321
"2983" 2015-11-01 23 11.54
"2984" 2015-11-02 0 11.662
"2985" 2015-11-02 1 11.662
"2986" 2015-11-02 2 11.394
"2987" 2015-11-02 3 10.785
"2988" 2015-11-02 4 7.594
"2989" 2015-11-02 5 5.693
"2990" 2015-11-02 6 7.67
"2991" 2015-11-02 7 12.122
"2992" 2015-11-02 8 14.17
"2993" 2015-11-02 9 15.27
"2994" 2015-11-02 10 18.675
"2995" 2015-11-02 11 20.96
"2996" 2015-11-02 12 23.521
"2997" 2015-11-02 13 23.857
"2998" 2015-11-02 14 23.304
"2999" 2015-11-02 15 21.795
"3000" 2015-11-02 16 21.772
"3001" 2015-11-02 17 22.705
"3002" 2015-11-02 18 21.413
"3003" 2015-11-02 19 18.081
"3004" 2015-11-02 20 15.39
"3005" 2015-11-02 21 14.936
"3006" 2015-11-02 22 14.385
"3007" 2015-11-02 23 13.834
"3008" 2015-11-03 0 13.762
"3009" 2015-11-03 1 14.026
"3010" 2015-11-03 2 13.81
"3011" 2015-11-03 3 13.666
"3012" 2015-11-03 4 12.847
"3013" 2015-11-03 5 13.594
"3014" 2015-11-03 6 14.816
"3015" 2015-11-03 7 16.534
"3016" 2015-11-03 8 16.534
"3017" 2015-11-03 9 16.129
"3018" 2015-11-03 10 16.773
"3019" 2015-11-03 11 18.985
"3020" 2015-11-03 12 19.413
"3021" 2015-11-03 13 17.439
"3022" 2015-11-03 14 13.618
"3023" 2015-11-03 15 11.127
"3024" 2015-11-03 16 9.854
"3025" 2015-11-03 17 8.792
"3026" 2015-11-03 18 8.195
"3027" 2015-11-03 19 7.469
"3028" 2015-11-03 20 7.066
"3029" 2015-11-03 21 7.368
"3030" 2015-11-03 22 7.494
"3031" 2015-11-03 23 6.737
"3032" 2015-11-04 0 6.914
"3033" 2015-11-04 1 6.94
"3034" 2015-11-04 2 6.763
"3035" 2015-11-04 3 6.839
"3036" 2015-11-04 4 6.813
"3037" 2015-11-04 5 6.813
"3038" 2015-11-04 6 6.763
"3039" 2015-11-04 7 6.357
"3040" 2015-11-04 8 6.813
"3041" 2015-11-04 9 6.484
"3042" 2015-11-04 10 8.444
"3043" 2015-11-04 11 9.238
"3044" 2015-11-04 12 9.583
"3045" 2015-11-04 13 9.706
"3046" 2015-11-04 14 10.369
"3047" 2015-11-04 15 10.565
"3048" 2015-11-04 16 11.005
"3049" 2015-11-04 17 10.271
"3050" 2015-11-04 18 9.903
"3051" 2015-11-04 19 7.895
"3052" 2015-11-04 20 5.076
"3053" 2015-11-04 21 3.248
"3054" 2015-11-04 22 2.423
"3055" 2015-11-04 23 2.477
"3056" 2015-11-05 0 0.797
"3057" 2015-11-05 1 0.522
"3058" 2015-11-05 2 0.135
"3059" 2015-11-05 3 -0.171
"3060" 2015-11-05 4 -0.116
"3061" 2015-11-05 5 -0.06
"3062" 2015-11-05 6 2.637
"3063" 2015-11-05 7 6.281
"3064" 2015-11-05 8 9.509
"3065" 2015-11-05 9 11.273
"3066" 2015-11-05 10 12.316
"3067" 2015-11-05 11 13.762
"3068" 2015-11-05 12 14.481
"3069" 2015-11-05 13 15.342
"3070" 2015-11-05 14 15.39
"3071" 2015-11-05 15 14.649
"3072" 2015-11-05 16 13.642
"3073" 2015-11-05 17 12.847
"3074" 2015-11-05 18 11.516
"3075" 2015-11-05 19 9.854
"3076" 2015-11-05 20 8.817
"3077" 2015-11-05 21 8.145
"3078" 2015-11-05 22 7.217
"3079" 2015-11-05 23 6.965
"3080" 2015-11-06 0 5.488
"3081" 2015-11-06 1 7.091
"3082" 2015-11-06 2 7.569
"3083" 2015-11-06 3 7.469
"3084" 2015-11-06 4 8.245
"3085" 2015-11-06 5 8.618
"3086" 2015-11-06 6 8.344
"3087" 2015-11-06 7 9.805
"3088" 2015-11-06 8 12.364
"3089" 2015-11-06 9 13.257
"3090" 2015-11-06 10 15.008
"3091" 2015-11-06 11 15.366
"3092" 2015-11-06 12 16.034
"3093" 2015-11-06 13 13.858
"3094" 2015-11-06 14 15.986
"3095" 2015-11-06 15 15.557
"3096" 2015-11-06 16 13.858
"3097" 2015-11-06 17 13.04
"3098" 2015-11-06 18 12.219
"3099" 2015-11-06 19 11.516
"3100" 2015-11-06 20 10.932
"3101" 2015-11-06 21 10.761
"3102" 2015-11-06 22 10.785
"3103" 2015-11-06 23 10.858
"3104" 2015-11-07 0 10.81
"3105" 2015-11-07 1 10.81
"3106" 2015-11-07 2 10.712
"3107" 2015-11-07 3 10.418
"3108" 2015-11-07 4 9.829
"3109" 2015-11-07 5 8.767
"3110" 2015-11-07 6 8.195
"3111" 2015-11-07 7 13.185
"3112" 2015-11-07 8 15.031
"3113" 2015-11-07 9 16.749
"3114" 2015-11-07 10 17.32
"3115" 2015-11-07 11 16.368
"3116" 2015-11-07 12 15.438
"3117" 2015-11-07 13 15.461
"3118" 2015-11-07 14 15.008
"3119" 2015-11-07 15 15.008
"3120" 2015-11-07 16 14.864
"3121" 2015-11-07 17 12.823
"3122" 2015-11-07 18 12.074
"3123" 2015-11-07 19 11.929
"3124" 2015-11-07 20 11.565
"3125" 2015-11-07 21 11.297
"3126" 2015-11-07 22 11.175
"3127" 2015-11-07 23 10.932
"3128" 2015-11-08 0 10.1
"3129" 2015-11-08 1 10.124
"3130" 2015-11-08 2 9.928
"3131" 2015-11-08 3 10.907
"3132" 2015-11-08 4 10.516
"3133" 2015-11-08 5 10.418
"3134" 2015-11-08 6 10.883
"3135" 2015-11-08 7 11.419
"3136" 2015-11-08 8 12.606
"3137" 2015-11-08 9 15.031
"3138" 2015-11-08 10 17.819
"3139" 2015-11-08 11 18.319
"3140" 2015-11-08 12 16.773
"3141" 2015-11-08 13 18.2
"3142" 2015-11-08 14 19.746
"3143" 2015-11-08 15 20.865
"3144" 2015-11-08 16 19.746
"3145" 2015-11-08 17 16.058
"3146" 2015-11-08 18 12.654
"3147" 2015-11-08 19 12.268
"3148" 2015-11-08 20 11.734
"3149" 2015-11-08 21 11.904
"3150" 2015-11-08 22 11.904
"3151" 2015-11-08 23 12.268
"3152" 2015-11-09 0 11.248
"3153" 2015-11-09 1 9.632
"3154" 2015-11-09 2 10.785
"3155" 2015-11-09 3 10.736
