"date" "hour" "Air"
"817" 2015-08-03 17 16.582
"818" 2015-08-03 18 15.557
"819" 2015-08-03 19 15.151
"820" 2015-08-03 20 14.745
"821" 2015-08-03 21 14.745
"822" 2015-08-03 22 13.762
"823" 2015-08-03 23 14.601
"824" 2015-08-04 0 14.721
"825" 2015-08-04 1 13.618
"826" 2015-08-04 2 14.074
"827" 2015-08-04 3 12.63
"828" 2015-08-04 4 13.618
"829" 2015-08-04 5 13.305
"830" 2015-08-04 6 11.321
"831" 2015-08-04 7 10.345
"832" 2015-08-04 8 10.492
"833" 2015-08-04 9 12.896
"834" 2015-08-04 10 14.601
"835" 2015-08-04 11 18.366
"836" 2015-08-04 12 18.01
"837" 2015-08-04 13 15.986
"838" 2015-08-04 14 16.249
"839" 2015-08-04 15 15.39
"840" 2015-08-04 16 13.618
"841" 2015-08-04 17 10.932
"842" 2015-08-04 18 8.717
"843" 2015-08-04 19 8.07
"844" 2015-08-04 20 7.77
"845" 2015-08-04 21 5.719
"846" 2015-08-04 22 4.999
"847" 2015-08-04 23 3.564
"848" 2015-08-05 0 2.983
"849" 2015-08-05 1 1.859
"850" 2015-08-05 2 2.316
"851" 2015-08-05 3 1.805
"852" 2015-08-05 4 0.687
"853" 2015-08-05 5 1.453
"854" 2015-08-05 6 2.209
"855" 2015-08-05 7 3.643
"856" 2015-08-05 8 4.298
"857" 2015-08-05 9 7.167
"858" 2015-08-05 10 8.817
"859" 2015-08-05 11 10.001
"860" 2015-08-05 12 10.369
"861" 2015-08-05 13 11.321
"862" 2015-08-05 14 11.346
"863" 2015-08-05 15 11.346
"864" 2015-08-05 16 10.492
"865" 2015-08-05 17 9.46
"866" 2015-08-05 18 8.02
"867" 2015-08-05 19 7.895
"868" 2015-08-05 20 7.77
"869" 2015-08-05 21 7.142
"870" 2015-08-05 22 5.205
"871" 2015-08-05 23 4.61
"872" 2015-08-06 0 5.128
"873" 2015-08-06 1 3.591
"874" 2015-08-06 2 2.823
"875" 2015-08-06 3 2.69
"876" 2015-08-06 4 3.063
"877" 2015-08-06 5 2.477
"878" 2015-08-06 6 1.317
"879" 2015-08-06 7 0.495
"880" 2015-08-06 8 0.55
"881" 2015-08-06 9 1.317
"882" 2015-08-06 10 3.643
"883" 2015-08-06 11 5.257
"884" 2015-08-06 12 8.99
"885" 2015-08-06 13 10.222
"886" 2015-08-06 14 11.637
"887" 2015-08-06 15 12.582
"888" 2015-08-06 16 12.389
"889" 2015-08-06 17 10.663
"890" 2015-08-06 18 7.544
"891" 2015-08-06 19 6.281
"892" 2015-08-06 20 5.975
"893" 2015-08-06 21 6.23
"894" 2015-08-06 22 6.102
"895" 2015-08-06 23 7.895
"896" 2015-08-07 0 8.145
"897" 2015-08-07 1 7.745
"898" 2015-08-07 2 8.045
"899" 2015-08-07 3 5.745
"900" 2015-08-07 4 5.591
"901" 2015-08-07 5 5.179
"902" 2015-08-07 6 5.668
"903" 2015-08-07 7 5.745
"904" 2015-08-07 8 5.308
"905" 2015-08-07 9 6.179
"906" 2015-08-07 10 7.444
"907" 2015-08-07 11 10.369
"908" 2015-08-07 12 9.558
"909" 2015-08-07 13 9.78
"910" 2015-08-07 14 10.418
"911" 2015-08-07 15 9.534
"912" 2015-08-07 16 9.238
"913" 2015-08-07 17 8.419
"914" 2015-08-07 18 6.839
"915" 2015-08-07 19 5.334
"916" 2015-08-07 20 4.688
"917" 2015-08-07 21 3.801
"918" 2015-08-07 22 3.459
"919" 2015-08-07 23 1.044
"920" 2015-08-08 0 0.273
"921" 2015-08-08 1 0.907
"922" 2015-08-08 2 1.235
"923" 2015-08-08 3 1.751
"924" 2015-08-08 4 2.101
"925" 2015-08-08 5 2.903
"926" 2015-08-08 6 2.45
"927" 2015-08-08 7 2.503
"928" 2015-08-08 8 2.316
"929" 2015-08-08 9 3.327
"930" 2015-08-08 10 4.506
"931" 2015-08-08 11 4.999
"932" 2015-08-08 12 7.041
"933" 2015-08-08 13 7.645
"934" 2015-08-08 14 8.891
"935" 2015-08-08 15 7.845
"936" 2015-08-08 16 7.995
"937" 2015-08-08 17 7.116
"938" 2015-08-08 18 4.636
"939" 2015-08-08 19 4.584
"940" 2015-08-08 20 4.037
"941" 2015-08-08 21 4.35
"942" 2015-08-08 22 3.67
"943" 2015-08-08 23 1.832
"944" 2015-08-09 0 0.934
"945" 2015-08-09 1 0.329
"946" 2015-08-09 2 -0.227
"947" 2015-08-09 3 -0.535
"948" 2015-08-09 4 -1.157
"949" 2015-08-09 5 -1.727
"950" 2015-08-09 6 -0.255
"951" 2015-08-09 7 -0.143
"952" 2015-08-09 8 -0.76
"953" 2015-08-09 9 0.907
"954" 2015-08-09 10 1.697
"955" 2015-08-09 11 3.116
"956" 2015-08-09 12 2.477
"957" 2015-08-09 13 3.591
"958" 2015-08-09 14 6.128
"959" 2015-08-09 15 4.376
"960" 2015-08-09 16 3.722
"961" 2015-08-09 17 2.85
"962" 2015-08-09 18 2.557
"963" 2015-08-09 19 2.074
"964" 2015-08-09 20 1.588
"965" 2015-08-09 21 1.262
"966" 2015-08-09 22 1.561
"967" 2015-08-09 23 1.561
"968" 2015-08-10 0 1.805
"969" 2015-08-10 1 2.074
"970" 2015-08-10 2 1.67
"971" 2015-08-10 3 1.859
"972" 2015-08-10 4 2.047
"973" 2015-08-10 5 1.94
"974" 2015-08-10 6 1.859
"975" 2015-08-10 7 1.507
"976" 2015-08-10 8 2.316
"977" 2015-08-10 9 2.557
"978" 2015-08-10 10 4.115
"979" 2015-08-10 11 5.898
"980" 2015-08-10 12 5.179
"981" 2015-08-10 13 5.488
"982" 2015-08-10 14 6.357
"983" 2015-08-10 15 6.914
"984" 2015-08-10 16 6.839
"985" 2015-08-10 17 6.102
"986" 2015-08-10 18 5.462
"987" 2015-08-10 19 4.272
"988" 2015-08-10 20 3.168
"989" 2015-08-10 21 2.477
"990" 2015-08-10 22 1.344
"991" 2015-08-10 23 0.715
"992" 2015-08-11 0 1.126
"993" 2015-08-11 1 0.715
"994" 2015-08-11 2 -0.004
"995" 2015-08-11 3 0.88
"996" 2015-08-11 4 1.017
"997" 2015-08-11 5 1.044
"998" 2015-08-11 6 1.289
"999" 2015-08-11 7 1.453
"1000" 2015-08-11 8 1.289
"1001" 2015-08-11 9 2.664
"1002" 2015-08-11 10 4.506
"1003" 2015-08-11 11 6.585
"1004" 2015-08-11 12 8.22
"1005" 2015-08-11 13 8.792
"1006" 2015-08-11 14 8.469
"1007" 2015-08-11 15 8.07
"1008" 2015-08-11 16 7.544
"1009" 2015-08-11 17 6.484
"1010" 2015-08-11 18 4.662
"1011" 2015-08-11 19 3.248
"1012" 2015-08-11 20 1.643
"1013" 2015-08-11 21 -0.199
"1014" 2015-08-11 22 -0.032
"1015" 2015-08-11 23 0.356
"1016" 2015-08-12 0 1.48
"1017" 2015-08-12 1 1.832
"1018" 2015-08-12 2 1.805
"1019" 2015-08-12 3 1.615
"1020" 2015-08-12 4 1.643
"1021" 2015-08-12 5 1.724
"1022" 2015-08-12 6 1.778
"1023" 2015-08-12 7 1.805
"1024" 2015-08-12 8 2.074
"1025" 2015-08-12 9 2.903
"1026" 2015-08-12 10 4.272
"1027" 2015-08-12 11 5.924
"1028" 2015-08-12 12 6.484
"1029" 2015-08-12 13 7.494
"1030" 2015-08-12 14 7.67
"1031" 2015-08-12 15 7.393
"1032" 2015-08-12 16 6.763
"1033" 2015-08-12 17 5.924
"1034" 2015-08-12 18 4.688
"1035" 2015-08-12 19 4.454
"1036" 2015-08-12 20 4.999
"1037" 2015-08-12 21 5.565
"1038" 2015-08-12 22 5.411
"1039" 2015-08-12 23 5.847
"1040" 2015-08-13 0 5.796
"1041" 2015-08-13 1 5.924
"1042" 2015-08-13 2 6.102
"1043" 2015-08-13 3 6.458
"1044" 2015-08-13 4 6.306
"1045" 2015-08-13 5 6.128
"1046" 2015-08-13 6 6.331
"1047" 2015-08-13 7 6.636
"1048" 2015-08-13 8 6.99
"1049" 2015-08-13 9 8.369
"1050" 2015-08-13 10 9.558
"1051" 2015-08-13 11 10.124
"1052" 2015-08-13 12 11.321
"1053" 2015-08-13 13 11.88
"1054" 2015-08-13 14 12.316
"1055" 2015-08-13 15 10.565
"1056" 2015-08-13 16 9.312
"1057" 2015-08-13 17 9.04
"1058" 2015-08-13 18 9.854
"1059" 2015-08-13 19 9.435
"1060" 2015-08-13 20 9.706
"1061" 2015-08-13 21 9.731
"1062" 2015-08-13 22 9.485
"1063" 2015-08-13 23 10.026
"1064" 2015-08-14 0 10.026
"1065" 2015-08-14 1 9.829
"1066" 2015-08-14 2 9.534
"1067" 2015-08-14 3 9.78
"1068" 2015-08-14 4 9.805
"1069" 2015-08-14 5 10.026
"1070" 2015-08-14 6 9.829
"1071" 2015-08-14 7 9.829
"1072" 2015-08-14 8 10.247
"1073" 2015-08-14 9 10.467
"1074" 2015-08-14 10 10.59
"1075" 2015-08-14 11 11.151
"1076" 2015-08-14 12 11.053
"1077" 2015-08-14 13 10.883
"1078" 2015-08-14 14 10.956
"1079" 2015-08-14 15 10.858
"1080" 2015-08-14 16 10.81
"1081" 2015-08-14 17 10.59
"1082" 2015-08-14 18 10.1
"1083" 2015-08-14 19 10.32
"1084" 2015-08-14 20 10.124
"1085" 2015-08-14 21 10.247
"1086" 2015-08-14 22 10.247
"1087" 2015-08-14 23 9.952
"1088" 2015-08-15 0 10.271
"1089" 2015-08-15 1 10.247
"1090" 2015-08-15 2 9.952
"1091" 2015-08-15 3 10.59
"1092" 2015-08-15 4 10.075
"1093" 2015-08-15 5 9.928
"1094" 2015-08-15 6 10.026
"1095" 2015-08-15 7 10.271
"1096" 2015-08-15 8 10.443
"1097" 2015-08-15 9 10.565
"1098" 2015-08-15 10 10.858
"1099" 2015-08-15 11 11.102
"1100" 2015-08-15 12 11.686
"1101" 2015-08-15 13 12.147
"1102" 2015-08-15 14 11.904
"1103" 2015-08-15 15 11.88
"1104" 2015-08-15 16 11.783
"1105" 2015-08-15 17 10.858
"1106" 2015-08-15 18 10.956
"1107" 2015-08-15 19 10.834
"1108" 2015-08-15 20 10.467
"1109" 2015-08-15 21 9.608
"1110" 2015-08-15 22 10.075
"1111" 2015-08-15 23 9.854
"1112" 2015-08-16 0 10.271
"1113" 2015-08-16 1 10.198
"1114" 2015-08-16 2 9.829
"1115" 2015-08-16 3 8.12
"1116" 2015-08-16 4 8.295
"1117" 2015-08-16 5 7.695
"1118" 2015-08-16 6 7.015
"1119" 2015-08-16 7 7.015
"1120" 2015-08-16 8 6.94
"1121" 2015-08-16 9 6.94
"1122" 2015-08-16 10 6.712
"1123" 2015-08-16 11 7.192
"1124" 2015-08-16 12 7.268
"1125" 2015-08-16 13 8.02
"1126" 2015-08-16 14 8.145
"1127" 2015-08-16 15 8.22
"1128" 2015-08-16 16 7.77
"1129" 2015-08-16 17 7.142
"1130" 2015-08-16 18 6.712
"1131" 2015-08-16 19 6.611
"1132" 2015-08-16 20 6.331
"1133" 2015-08-16 21 6.23
"1134" 2015-08-16 22 6.357
"1135" 2015-08-16 23 6.458
"1136" 2015-08-17 0 4.999
"1137" 2015-08-17 1 3.775
"1138" 2015-08-17 2 2.45
"1139" 2015-08-17 3 1.697
"1140" 2015-08-17 4 1.913
"1141" 2015-08-17 5 1.48
"1142" 2015-08-17 6 1.967
"1143" 2015-08-17 7 2.823
"1144" 2015-08-17 8 5.539
"1145" 2015-08-17 9 7.444
"1146" 2015-08-17 10 8.543
"1147" 2015-08-17 11 9.706
"1148" 2015-08-17 12 10.247
"1149" 2015-08-17 13 11.565
"1150" 2015-08-17 14 12.243
"1151" 2015-08-17 15 12.606
"1152" 2015-08-17 16 11.929
"1153" 2015-08-17 17 10.663
"1154" 2015-08-17 18 9.188
"1155" 2015-08-17 19 8.841
"1156" 2015-08-17 20 9.04
"1157" 2015-08-17 21 9.064
"1158" 2015-08-17 22 9.731
"1159" 2015-08-17 23 9.46
"1160" 2015-08-18 0 9.064
"1161" 2015-08-18 1 9.485
"1162" 2015-08-18 2 9.706
"1163" 2015-08-18 3 9.064
"1164" 2015-08-18 4 8.195
"1165" 2015-08-18 5 8.444
"1166" 2015-08-18 6 8.717
"1167" 2015-08-18 7 9.163
"1168" 2015-08-18 8 9.336
"1169" 2015-08-18 9 9.46
"1170" 2015-08-18 10 10.614
"1171" 2015-08-18 11 11.977
"1172" 2015-08-18 12 14.17
"1173" 2015-08-18 13 14.912
"1174" 2015-08-18 14 14.601
"1175" 2015-08-18 15 15.438
"1176" 2015-08-18 16 15.318
"1177" 2015-08-18 17 15.652
"1178" 2015-08-18 18 12.558
"1179" 2015-08-18 19 12.485
"1180" 2015-08-18 20 10.687
"1181" 2015-08-18 21 11.734
"1182" 2015-08-18 22 10.761
"1183" 2015-08-18 23 10.247
"1184" 2015-08-19 0 10.026
"1185" 2015-08-19 1 9.485
"1186" 2015-08-19 2 10.565
"1187" 2015-08-19 3 9.78
"1188" 2015-08-19 4 7.745
"1189" 2015-08-19 5 7.92
"1190" 2015-08-19 6 7.77
"1191" 2015-08-19 7 6.914
"1192" 2015-08-19 8 7.041
"1193" 2015-08-19 9 7.87
"1194" 2015-08-19 10 8.891
"1195" 2015-08-19 11 10.075
"1196" 2015-08-19 12 11.832
"1197" 2015-08-19 13 13.449
"1198" 2015-08-19 14 12.389
"1199" 2015-08-19 15 11.734
"1200" 2015-08-19 16 11.807
"1201" 2015-08-19 17 11.37
"1202" 2015-08-19 18 7.619
"1203" 2015-08-19 19 7.393
"1204" 2015-08-19 20 5.462
"1205" 2015-08-19 21 7.041
"1206" 2015-08-19 22 7.444
"1207" 2015-08-19 23 6.661
"1208" 2015-08-20 0 6.128
"1209" 2015-08-20 1 7.87
"1210" 2015-08-20 2 7.444
"1211" 2015-08-20 3 7.419
"1212" 2015-08-20 4 6.94
"1213" 2015-08-20 5 5.462
"1214" 2015-08-20 6 5.102
"1215" 2015-08-20 7 4.61
"1216" 2015-08-20 8 4.246
"1217" 2015-08-20 9 7.217
"1218" 2015-08-20 10 9.262
"1219" 2015-08-20 11 10.075
"1220" 2015-08-20 12 10.883
"1221" 2015-08-20 13 10.98
"1222" 2015-08-20 14 11.297
"1223" 2015-08-20 15 11.005
"1224" 2015-08-20 16 10.443
"1225" 2015-08-20 17 9.287
"1226" 2015-08-20 18 5.924
"1227" 2015-08-20 19 3.301
"1228" 2015-08-20 20 4.141
"1229" 2015-08-20 21 1.724
"1230" 2015-08-20 22 2.744
"1231" 2015-08-20 23 1.017
"1232" 2015-08-21 0 0.495
"1233" 2015-08-21 1 0.024
"1234" 2015-08-21 2 0.412
"1235" 2015-08-21 3 -0.227
"1236" 2015-08-21 4 0.329
"1237" 2015-08-21 5 -0.563
"1238" 2015-08-21 6 -1.1
"1239" 2015-08-21 7 -1.842
"1240" 2015-08-21 8 -0.648
"1241" 2015-08-21 9 3.67
"1242" 2015-08-21 10 6.712
"1243" 2015-08-21 11 9.238
"1244" 2015-08-21 12 10.663
"1245" 2015-08-21 13 11.662
"1246" 2015-08-21 14 12.268
"1247" 2015-08-21 15 11.589
"1248" 2015-08-21 16 10.883
"1249" 2015-08-21 17 9.977
"1250" 2015-08-21 18 7.945
"1251" 2015-08-21 19 6.737
"1252" 2015-08-21 20 6
"1253" 2015-08-21 21 5.872
"1254" 2015-08-21 22 6.128
"1255" 2015-08-21 23 5.77
"1256" 2015-08-22 0 5.872
"1257" 2015-08-22 1 5.616
"1258" 2015-08-22 2 5.076
"1259" 2015-08-22 3 5.334
"1260" 2015-08-22 4 4.662
"1261" 2015-08-22 5 4.532
"1262" 2015-08-22 6 3.775
"1263" 2015-08-22 7 2.503
"1264" 2015-08-22 8 1.778
"1265" 2015-08-22 9 5.898
"1266" 2015-08-22 10 8.792
"1267" 2015-08-22 11 10.712
"1268" 2015-08-22 12 11.102
"1269" 2015-08-22 13 11.492
"1270" 2015-08-22 14 11.589
"1271" 2015-08-22 15 11.734
"1272" 2015-08-22 16 11.248
"1273" 2015-08-22 17 10.32
"1274" 2015-08-22 18 8.742
"1275" 2015-08-22 19 7.72
"1276" 2015-08-22 20 6.509
"1277" 2015-08-22 21 5.154
"1278" 2015-08-22 22 2.903
"1279" 2015-08-22 23 2.155
"1280" 2015-08-23 0 4.298
"1281" 2015-08-23 1 2.823
"1282" 2015-08-23 2 0.024
"1283" 2015-08-23 3 0.439
"1284" 2015-08-23 4 -0.676
"1285" 2015-08-23 5 -1.213
"1286" 2015-08-23 6 -0.789
"1287" 2015-08-23 7 -1.015
"1288" 2015-08-23 8 -0.199
"1289" 2015-08-23 9 4.324
"1290" 2015-08-23 10 8.693
"1291" 2015-08-23 11 10.932
"1292" 2015-08-23 12 12.847
"1293" 2015-08-23 13 14.242
"1294" 2015-08-23 14 15.127
"1295" 2015-08-23 15 14.888
"1296" 2015-08-23 16 14.098
"1297" 2015-08-23 17 11.321
"1298" 2015-08-23 18 9.015
"1299" 2015-08-23 19 7.519
"1300" 2015-08-23 20 6.509
"1301" 2015-08-23 21 7.293
"1302" 2015-08-23 22 6.128
"1303" 2015-08-23 23 4.844
"1304" 2015-08-24 0 4.869
"1305" 2015-08-24 1 4.063
"1306" 2015-08-24 2 5.334
"1307" 2015-08-24 3 3.433
"1308" 2015-08-24 4 4.74
"1309" 2015-08-24 5 3.116
"1310" 2015-08-24 6 3.722
"1311" 2015-08-24 7 3.722
"1312" 2015-08-24 8 5.179
"1313" 2015-08-24 9 8.195
"1314" 2015-08-24 10 10.492
"1315" 2015-08-24 11 11.686
"1316" 2015-08-24 12 12.074
"1317" 2015-08-24 13 11.394
"1318" 2015-08-24 14 12.654
"1319" 2015-08-24 15 13.738
"1320" 2015-08-24 16 14.481
"1321" 2015-08-24 17 14.936
"1322" 2015-08-24 18 11.759
"1323" 2015-08-24 19 12.461
"1324" 2015-08-24 20 12.847
"1325" 2015-08-24 21 10.858
"1326" 2015-08-24 22 8.841
"1327" 2015-08-24 23 6
"1328" 2015-08-25 0 4.869
"1329" 2015-08-25 1 3.248
"1330" 2015-08-25 2 3.485
"1331" 2015-08-25 3 1.805
"1332" 2015-08-25 4 3.906
"1333" 2015-08-25 5 3.459
"1334" 2015-08-25 6 7.519
"1335" 2015-08-25 7 7.619
"1336" 2015-08-25 8 7.619
"1337" 2015-08-25 9 7.544
"1338" 2015-08-25 10 7.494
"1339" 2015-08-25 11 7.217
"1340" 2015-08-25 12 7.217
"1341" 2015-08-25 13 7.544
"1342" 2015-08-25 14 7.995
"1343" 2015-08-25 15 8.792
"1344" 2015-08-25 16 7.97
"1345" 2015-08-25 17 6.331
"1346" 2015-08-25 18 3.591
"1347" 2015-08-25 19 3.248
"1348" 2015-08-25 20 1.588
"1349" 2015-08-25 21 3.354
"1350" 2015-08-25 22 3.274
"1351" 2015-08-25 23 3.036
"1352" 2015-08-26 0 3.538
"1353" 2015-08-26 1 2.93
"1354" 2015-08-26 2 3.274
"1355" 2015-08-26 3 2.155
"1356" 2015-08-26 4 2.343
"1357" 2015-08-26 5 2.209
"1358" 2015-08-26 6 2.047
"1359" 2015-08-26 7 1.398
"1360" 2015-08-26 8 1.859
"1361" 2015-08-26 9 7.569
"1362" 2015-08-26 10 10.124
"1363" 2015-08-26 11 10.834
"1364" 2015-08-26 12 10.296
"1365" 2015-08-26 13 10.565
"1366" 2015-08-26 14 10.614
"1367" 2015-08-26 15 10.271
"1368" 2015-08-26 16 9.731
"1369" 2015-08-26 17 9.188
"1370" 2015-08-26 18 8.344
"1371" 2015-08-26 19 7.519
"1372" 2015-08-26 20 6.889
"1373" 2015-08-26 21 6.281
"1374" 2015-08-26 22 5.949
"1375" 2015-08-26 23 5.616
"1376" 2015-08-27 0 4.636
"1377" 2015-08-27 1 4.532
"1378" 2015-08-27 2 4.141
"1379" 2015-08-27 3 1.751
"1380" 2015-08-27 4 2.101
"1381" 2015-08-27 5 3.906
"1382" 2015-08-27 6 4.506
"1383" 2015-08-27 7 4.011
"1384" 2015-08-27 8 6.458
"1385" 2015-08-27 9 8.295
"1386" 2015-08-27 10 9.485
"1387" 2015-08-27 11 10.1
"1388" 2015-08-27 12 10.541
"1389" 2015-08-27 13 10.932
"1390" 2015-08-27 14 11.492
"1391" 2015-08-27 15 11.297
"1392" 2015-08-27 16 10.932
"1393" 2015-08-27 17 10.1
"1394" 2015-08-27 18 8.519
"1395" 2015-08-27 19 7.393
"1396" 2015-08-27 20 6.914
"1397" 2015-08-27 21 4.869
"1398" 2015-08-27 22 2.37
"1399" 2015-08-27 23 2.262
"1400" 2015-08-28 0 1.044
"1401" 2015-08-28 1 -0.367
"1402" 2015-08-28 2 -0.648
"1403" 2015-08-28 3 -0.93
"1404" 2015-08-28 4 -0.676
"1405" 2015-08-28 5 -0.902
"1406" 2015-08-28 6 -0.93
"1407" 2015-08-28 7 0.273
"1408" 2015-08-28 8 1.153
"1409" 2015-08-28 9 4.168
"1410" 2015-08-28 10 5.179
"1411" 2015-08-28 11 6.026
"1412" 2015-08-28 12 5.488
"1413" 2015-08-28 13 5.872
"1414" 2015-08-28 14 6.56
"1415" 2015-08-28 15 7.091
"1416" 2015-08-28 16 7.142
"1417" 2015-08-28 17 7.419
"1418" 2015-08-28 18 6.56
"1419" 2015-08-28 19 5.872
"1420" 2015-08-28 20 6.128
"1421" 2015-08-28 21 5.924
"1422" 2015-08-28 22 5.308
"1423" 2015-08-28 23 5.231
"1424" 2015-08-29 0 4.48
"1425" 2015-08-29 1 3.854
"1426" 2015-08-29 2 4.063
"1427" 2015-08-29 3 6.484
"1428" 2015-08-29 4 7.116
"1429" 2015-08-29 5 7.519
"1430" 2015-08-29 6 7.494
"1431" 2015-08-29 7 7.368
"1432" 2015-08-29 8 8.02
"1433" 2015-08-29 9 8.07
"1434" 2015-08-29 10 8.668
"1435" 2015-08-29 11 9.46
"1436" 2015-08-29 12 10.541
"1437" 2015-08-29 13 11.904
"1438" 2015-08-29 14 12.05
"1439" 2015-08-29 15 12.292
"1440" 2015-08-29 16 11.832
"1441" 2015-08-29 17 12.34
"1442" 2015-08-29 18 11.686
"1443" 2015-08-29 19 11.662
"1444" 2015-08-29 20 9.41
"1445" 2015-08-29 21 6.763
"1446" 2015-08-29 22 4.714
"1447" 2015-08-29 23 4.532
"1448" 2015-08-30 0 3.932
"1449" 2015-08-30 1 3.906
"1450" 2015-08-30 2 4.22
"1451" 2015-08-30 3 4.089
"1452" 2015-08-30 4 4.636
"1453" 2015-08-30 5 4.402
"1454" 2015-08-30 6 4.168
"1455" 2015-08-30 7 4.584
"1456" 2015-08-30 8 4.662
"1457" 2015-08-30 9 5.847
"1458" 2015-08-30 10 6.889
"1459" 2015-08-30 11 8.045
"1460" 2015-08-30 12 8.717
"1461" 2015-08-30 13 8.941
"1462" 2015-08-30 14 9.163
"1463" 2015-08-30 15 9.015
"1464" 2015-08-30 16 8.866
"1465" 2015-08-30 17 8.27
"1466" 2015-08-30 18 8.17
"1467" 2015-08-30 19 8.17
"1468" 2015-08-30 20 7.77
"1469" 2015-08-30 21 7.619
"1470" 2015-08-30 22 7.519
"1471" 2015-08-30 23 7.015
"1472" 2015-08-31 0 6.94
"1473" 2015-08-31 1 6.737
"1474" 2015-08-31 2 6.687
"1475" 2015-08-31 3 6.864
"1476" 2015-08-31 4 6.813
"1477" 2015-08-31 5 6.636
"1478" 2015-08-31 6 6.661
"1479" 2015-08-31 7 6.357
"1480" 2015-08-31 8 6.535
"1481" 2015-08-31 9 6.687
"1482" 2015-08-31 10 7.066
"1483" 2015-08-31 11 7.444
"1484" 2015-08-31 12 7.895
"1485" 2015-08-31 13 7.995
"1486" 2015-08-31 14 7.945
"1487" 2015-08-31 15 7.242
"1488" 2015-08-31 16 7.142
"1489" 2015-08-31 17 6.382
"1490" 2015-08-31 18 5.872
"1491" 2015-08-31 19 5.411
"1492" 2015-08-31 20 5.102
"1493" 2015-08-31 21 4.818
"1494" 2015-08-31 22 4.921
"1495" 2015-08-31 23 4.688
"1496" 2015-09-01 0 4.115
"1497" 2015-09-01 1 4.428
"1498" 2015-09-01 2 4.61
"1499" 2015-09-01 3 4.766
"1500" 2015-09-01 4 3.063
"1501" 2015-09-01 5 2.717
"1502" 2015-09-01 6 3.195
"1503" 2015-09-01 7 3.459
"1504" 2015-09-01 8 4.428
"1505" 2015-09-01 9 4.895
"1506" 2015-09-01 10 6.914
"1507" 2015-09-01 11 8.12
"1508" 2015-09-01 12 8.27
"1509" 2015-09-01 13 8.344
"1510" 2015-09-01 14 8.519
"1511" 2015-09-01 15 9.064
"1512" 2015-09-01 16 9.262
"1513" 2015-09-01 17 8.99
"1514" 2015-09-01 18 9.213
"1515" 2015-09-01 19 9.41
"1516" 2015-09-01 20 9.608
"1517" 2015-09-01 21 6.382
"1518" 2015-09-01 22 5.334
"1519" 2015-09-01 23 5.847
"1520" 2015-09-02 0 8.295
"1521" 2015-09-02 1 8.941
"1522" 2015-09-02 2 8.469
"1523" 2015-09-02 3 8.07
"1524" 2015-09-02 4 8.891
"1525" 2015-09-02 5 8.12
"1526" 2015-09-02 6 9.361
"1527" 2015-09-02 7 10.956
"1528" 2015-09-02 8 10.516
"1529" 2015-09-02 9 10.761
"1530" 2015-09-02 10 12.147
"1531" 2015-09-02 11 13.714
"1532" 2015-09-02 12 15.079
"1533" 2015-09-02 13 16.344
"1534" 2015-09-02 14 16.987
"1535" 2015-09-02 15 17.034
"1536" 2015-09-02 16 13.353
"1537" 2015-09-02 17 11.078
"1538" 2015-09-02 18 9.534
"1539" 2015-09-02 19 9.485
"1540" 2015-09-02 20 7.619
"1541" 2015-09-02 21 6.661
"1542" 2015-09-02 22 6.712
"1543" 2015-09-02 23 7.242
"1544" 2015-09-03 0 7.041
"1545" 2015-09-03 1 8.668
"1546" 2015-09-03 2 8.469
"1547" 2015-09-03 3 8.419
"1548" 2015-09-03 4 7.87
"1549" 2015-09-03 5 8.07
"1550" 2015-09-03 6 7.895
"1551" 2015-09-03 7 7.695
"1552" 2015-09-03 8 8.045
"1553" 2015-09-03 9 8.494
"1554" 2015-09-03 10 8.742
"1555" 2015-09-03 11 9.608
"1556" 2015-09-03 12 9.435
"1557" 2015-09-03 13 10.59
"1558" 2015-09-03 14 10.345
"1559" 2015-09-03 15 10.124
"1560" 2015-09-03 16 9.879
"1561" 2015-09-03 17 9.312
"1562" 2015-09-03 18 7.494
"1563" 2015-09-03 19 5.076
"1564" 2015-09-03 20 6.94
"1565" 2015-09-03 21 6.839
"1566" 2015-09-03 22 6.965
"1567" 2015-09-03 23 7.066
"1568" 2015-09-04 0 7.619
"1569" 2015-09-04 1 7.945
"1570" 2015-09-04 2 7.895
"1571" 2015-09-04 3 7.87
"1572" 2015-09-04 4 9.139
"1573" 2015-09-04 5 8.543
"1574" 2015-09-04 6 8.99
"1575" 2015-09-04 7 8.965
"1576" 2015-09-04 8 6.179
"1577" 2015-09-04 9 8.99
"1578" 2015-09-04 10 9.583
"1579" 2015-09-04 11 8.643
"1580" 2015-09-04 12 7.494
"1581" 2015-09-04 13 7.091
"1582" 2015-09-04 14 7.945
"1583" 2015-09-04 15 7.519
"1584" 2015-09-04 16 6.763
"1585" 2015-09-04 17 7.015
"1586" 2015-09-04 18 6.306
"1587" 2015-09-04 19 5.924
"1588" 2015-09-04 20 5.488
"1589" 2015-09-04 21 5.179
"1590" 2015-09-04 22 4.662
"1591" 2015-09-04 23 3.696
"1592" 2015-09-05 0 3.854
"1593" 2015-09-05 1 3.274
"1594" 2015-09-05 2 3.485
"1595" 2015-09-05 3 3.696
"1596" 2015-09-05 4 3.827
"1597" 2015-09-05 5 4.141
"1598" 2015-09-05 6 4.454
"1599" 2015-09-05 7 4.428
"1600" 2015-09-05 8 6.102
"1601" 2015-09-05 9 7.494
"1602" 2015-09-05 10 10.761
