"ReadingDate" "SowTreat" "Cultivar" "Block" "Plot" "SowingDate" "DAS" "Sub1" "Sub2" "Sub3" "PlantPop" "PercEmerg" "TT_Reading"
"394" 2015-08-26 "S2" "Woogenellup" "3" "34" 2015-07-28 29 19 27 11 1900 100 396.57
"395" 2015-08-26 "S2" "Leura" "3" "35" 2015-07-28 29 12 13 11 1200 66.67 396.57
"396" 2015-08-26 "S2" "Narrikup" "3" "36" 2015-07-28 29 10 10 11 1033.33333333333 67.39 396.57
"397" 2015-08-28 "S1" "Monti" "3" "15" 2015-06-24 65 2 3 3 266.666666666667 100 407.79
"398" 2015-08-28 "S1" "Narrikup" "3" "16" 2015-06-24 65 2 2 1 166.666666666667 62.5 407.79
"399" 2015-08-28 "S1" "Denmark" "3" "17" 2015-06-24 65 2 3 3 266.666666666667 72.73 407.79
"400" 2015-08-28 "S1" "Leura" "3" "18" 2015-06-24 65 2 4 2 266.666666666667 80 407.79
"401" 2015-08-28 "S1" "Narrikup" "1" "5" 2015-06-24 65 2 1 2 166.666666666667 71.43 407.79
"402" 2015-08-28 "S1" "Woogenellup" "1" "6" 2015-06-24 65 1 3 1 166.666666666667 71.43 407.79
"403" 2015-08-28 "S1" "Antas" "2" "7" 2015-06-24 65 2 2 2 200 100 407.79
"404" 2015-08-28 "S1" "Woogenellup" "2" "8" 2015-06-24 65 1 2 3 200 75 407.79
"405" 2015-08-28 "S1" "Denmark" "2" "9" 2015-06-24 65 1 1 2 133.333333333333 66.67 407.79
"406" 2015-08-28 "S1" "Antas" "1" "1" 2015-06-24 65 3 4 3 333.333333333333 100 407.79
"407" 2015-08-28 "S1" "Monti" "1" "2" 2015-06-24 65 4 2 2 266.666666666667 100 407.79
"408" 2015-08-28 "S1" "Denmark" "1" "3" 2015-06-24 65 1 1 1 100 60 407.79
"409" 2015-08-28 "S1" "Leura" "1" "4" 2015-06-24 65 2 1 1 133.333333333333 57.14 407.79
"410" 2015-08-28 "S1" "Woogenellup" "3" "13" 2015-06-24 65 2 2 3 233.333333333333 43.75 407.79
"411" 2015-08-28 "S1" "Monti" "2" "10" 2015-06-24 65 1 2 3 200 85.71 407.79
"412" 2015-08-28 "S1" "Narrikup" "2" "11" 2015-06-24 65 2 1 2 166.666666666667 62.5 407.79
"413" 2015-08-28 "S1" "Leura" "2" "12" 2015-06-24 65 2 2 4 266.666666666667 72.73 407.79
"414" 2015-08-28 "S1" "Antas" "3" "14" 2015-06-24 65 2 3 3 266.666666666667 72.73 407.79
"415" 2015-08-31 "S1" "Antas" "1" "1" 2015-06-24 68 1 3 3 233.333333333333 70 430.61
"416" 2015-08-31 "S1" "Denmark" "1" "3" 2015-06-24 68 2 2 1 166.666666666667 100 430.61
"417" 2015-08-31 "S1" "Leura" "1" "4" 2015-06-24 68 2 2 3 233.333333333333 100 430.61
"418" 2015-08-31 "S1" "Narrikup" "1" "5" 2015-06-24 68 1 2 3 200 85.71 430.61
"419" 2015-08-31 "S1" "Monti" "1" "2" 2015-06-24 68 3 1 2 200 75 430.61
"420" 2015-08-31 "S1" "Narrikup" "2" "11" 2015-06-24 68 3 3 2 266.666666666667 100 430.61
"421" 2015-08-31 "S1" "Leura" "2" "12" 2015-06-24 68 3 4 4 366.666666666667 100 430.61
"422" 2015-08-31 "S1" "Woogenellup" "3" "13" 2015-06-24 68 6 5 5 533.333333333333 100 430.61
"423" 2015-08-31 "S1" "Antas" "3" "14" 2015-06-24 68 2 5 3 333.333333333333 90.91 430.61
"424" 2015-08-31 "S1" "Monti" "3" "15" 2015-06-24 68 2 0 0 66.6666666666667 25 430.61
"425" 2015-08-31 "S1" "Narrikup" "3" "16" 2015-06-24 68 3 3 2 266.666666666667 100 430.61
"426" 2015-08-31 "S1" "Denmark" "3" "17" 2015-06-24 68 5 3 3 366.666666666667 100 430.61
"427" 2015-08-31 "S1" "Leura" "3" "18" 2015-06-24 68 3 5 2 333.333333333333 100 430.61
"428" 2015-08-31 "S1" "Woogenellup" "1" "6" 2015-06-24 68 2 3 2 233.333333333333 100 430.61
"429" 2015-08-31 "S1" "Antas" "2" "7" 2015-06-24 68 1 2 1 133.333333333333 66.67 430.61
"430" 2015-08-31 "S1" "Woogenellup" "2" "8" 2015-06-24 68 2 3 3 266.666666666667 100 430.61
"431" 2015-08-31 "S1" "Denmark" "2" "9" 2015-06-24 68 1 1 4 200 100 430.61
"432" 2015-08-31 "S1" "Monti" "2" "10" 2015-06-24 68 2 2 3 233.333333333333 100 430.61
"433" 2015-09-02 "S2" "Narrikup" "3" "19" 2015-07-28 36 17 17 17 1700 80.95 446.97
"434" 2015-09-02 "S2" "Monti" "3" "20" 2015-07-28 36 15 18 14 1566.66666666667 83.93 446.97
"435" 2015-09-02 "S2" "Woogenellup" "3" "21" 2015-07-28 36 17 17 17 1700 82.26 446.97
"436" 2015-09-02 "S2" "Leura" "3" "22" 2015-07-28 36 15 15 16 1533.33333333333 82.14 446.97
"437" 2015-09-02 "S2" "Denmark" "3" "23" 2015-07-28 36 15 14 14 1433.33333333333 84.31 446.97
"438" 2015-09-02 "S2" "Antas" "3" "24" 2015-07-28 36 12 11 13 1200 78.26 446.97
"439" 2015-09-02 "S2" "Leura" "3" "25" 2015-07-28 36 14 13 15 1400 82.35 446.97
"440" 2015-09-02 "S2" "Woogenellup" "3" "26" 2015-07-28 36 12 14 13 1300 81.25 446.97
"441" 2015-09-02 "S2" "Denmark" "3" "27" 2015-07-28 36 11 10 12 1100 80.49 446.97
"442" 2015-09-02 "S2" "Narrikup" "3" "28" 2015-07-28 36 10 10 9 966.666666666667 82.86 446.97
"443" 2015-09-02 "S2" "Antas" "3" "29" 2015-07-28 36 16 17 16 1633.33333333333 79.03 446.97
"444" 2015-09-02 "S2" "Monti" "3" "30" 2015-07-28 36 13 15 12 1333.33333333333 85.11 446.97
"445" 2015-09-02 "S2" "Denmark" "3" "31" 2015-07-28 36 14 14 14 1400 84 446.97
"446" 2015-09-02 "S2" "Antas" "3" "32" 2015-07-28 36 17 18 16 1700 82.26 446.97
"447" 2015-09-02 "S2" "Monti" "3" "33" 2015-07-28 36 9 8 8 833.333333333333 86.21 446.97
"448" 2015-09-02 "S2" "Woogenellup" "3" "34" 2015-07-28 36 12 14 15 1366.66666666667 71.93 446.97
"449" 2015-09-02 "S2" "Leura" "3" "35" 2015-07-28 36 15 16 14 1500 83.33 446.97
"450" 2015-09-02 "S2" "Narrikup" "3" "36" 2015-07-28 36 12 13 11 1200 78.26 446.97
"451" 2015-09-04 "S1" "Antas" "1" "1" 2015-06-24 72 1 3 3 233.333333333333 70 462.64
"452" 2015-09-04 "S1" "Monti" "1" "2" 2015-06-24 72 3 1 2 200 75 462.64
"453" 2015-09-04 "S1" "Denmark" "1" "3" 2015-06-24 72 2 2 1 166.666666666667 100 462.64
"454" 2015-09-04 "S1" "Leura" "1" "4" 2015-06-24 72 2 2 3 233.333333333333 100 462.64
"455" 2015-09-04 "S1" "Narrikup" "1" "5" 2015-06-24 72 1 2 3 200 85.71 462.64
"456" 2015-09-04 "S1" "Woogenellup" "1" "6" 2015-06-24 72 2 3 2 233.333333333333 100 462.64
"457" 2015-09-04 "S1" "Antas" "2" "7" 2015-06-24 72 1 2 1 133.333333333333 66.67 462.64
"458" 2015-09-04 "S1" "Woogenellup" "2" "8" 2015-06-24 72 2 3 3 266.666666666667 100 462.64
"459" 2015-09-04 "S1" "Denmark" "2" "9" 2015-06-24 72 1 1 4 200 100 462.64
"460" 2015-09-04 "S1" "Monti" "2" "10" 2015-06-24 72 2 2 3 233.333333333333 100 462.64
"461" 2015-09-04 "S1" "Narrikup" "2" "11" 2015-06-24 72 3 3 2 266.666666666667 100 462.64
"462" 2015-09-04 "S1" "Leura" "2" "12" 2015-06-24 72 3 4 4 366.666666666667 100 462.64
"463" 2015-09-04 "S1" "Woogenellup" "3" "13" 2015-06-24 72 6 5 5 533.333333333333 100 462.64
"464" 2015-09-04 "S1" "Antas" "3" "14" 2015-06-24 72 2 5 3 333.333333333333 90.91 462.64
"465" 2015-09-04 "S1" "Monti" "3" "15" 2015-06-24 72 2 0 0 66.6666666666667 25 462.64
"466" 2015-09-04 "S1" "Narrikup" "3" "16" 2015-06-24 72 3 3 2 266.666666666667 100 462.64
"467" 2015-09-04 "S1" "Denmark" "3" "17" 2015-06-24 72 5 3 3 366.666666666667 100 462.64
"468" 2015-09-04 "S1" "Leura" "3" "18" 2015-06-24 72 3 5 2 333.333333333333 100 462.64
"469" 2015-09-07 "S1" "Antas" "1" "1" 2015-06-24 75 1 3 3 233.333333333333 70 481.82
"470" 2015-09-07 "S1" "Monti" "1" "2" 2015-06-24 75 3 1 2 200 75 481.82
"471" 2015-09-07 "S1" "Denmark" "1" "3" 2015-06-24 75 2 2 1 166.666666666667 100 481.82
"472" 2015-09-07 "S1" "Leura" "1" "4" 2015-06-24 75 2 2 3 233.333333333333 100 481.82
"473" 2015-09-07 "S1" "Narrikup" "1" "5" 2015-06-24 75 1 2 3 200 85.71 481.82
"474" 2015-09-07 "S1" "Woogenellup" "1" "6" 2015-06-24 75 2 3 2 233.333333333333 100 481.82
"475" 2015-09-07 "S1" "Antas" "2" "7" 2015-06-24 75 1 2 1 133.333333333333 66.67 481.82
"476" 2015-09-07 "S1" "Woogenellup" "2" "8" 2015-06-24 75 2 3 3 266.666666666667 100 481.82
"477" 2015-09-07 "S1" "Denmark" "2" "9" 2015-06-24 75 1 1 4 200 100 481.82
"478" 2015-09-07 "S1" "Monti" "2" "10" 2015-06-24 75 2 2 3 233.333333333333 100 481.82
"479" 2015-09-07 "S1" "Narrikup" "2" "11" 2015-06-24 75 3 3 2 266.666666666667 100 481.82
"480" 2015-09-07 "S1" "Leura" "2" "12" 2015-06-24 75 3 4 4 366.666666666667 100 481.82
"481" 2015-09-07 "S1" "Woogenellup" "3" "13" 2015-06-24 75 6 5 5 533.333333333333 100 481.82
"482" 2015-09-07 "S1" "Antas" "3" "14" 2015-06-24 75 2 5 3 333.333333333333 90.91 481.82
"483" 2015-09-07 "S1" "Monti" "3" "15" 2015-06-24 75 2 0 0 66.6666666666667 25 481.82
"484" 2015-09-07 "S1" "Narrikup" "3" "16" 2015-06-24 75 3 3 2 266.666666666667 100 481.82
"485" 2015-09-07 "S1" "Denmark" "3" "17" 2015-06-24 75 5 3 3 366.666666666667 100 481.82
"486" 2015-09-07 "S1" "Leura" "3" "18" 2015-06-24 75 3 5 2 333.333333333333 100 481.82
"487" 2015-09-09 "S2" "Narrikup" "1" "19" 2015-07-28 43 22 12 29 2100 100 496.17
"488" 2015-09-09 "S2" "Monti" "1" "20" 2015-07-28 43 12 23 21 1866.66666666667 100 496.17
"489" 2015-09-09 "S2" "Woogenellup" "1" "21" 2015-07-28 43 16 26 20 2066.66666666667 100 496.17
"490" 2015-09-09 "S2" "Leura" "1" "22" 2015-07-28 43 13 23 20 1866.66666666667 100 496.17
"491" 2015-09-09 "S2" "Denmark" "1" "23" 2015-07-28 43 18 17 16 1700 100 496.17
"492" 2015-09-09 "S2" "Antas" "1" "24" 2015-07-28 43 16 12 18 1533.33333333333 100 496.17
"493" 2015-09-09 "S2" "Leura" "2" "25" 2015-07-28 43 13 18 20 1700 100 496.17
"494" 2015-09-09 "S2" "Woogenellup" "2" "26" 2015-07-28 43 11 21 16 1600 100 496.17
"495" 2015-09-09 "S2" "Denmark" "2" "27" 2015-07-28 43 12 13 16 1366.66666666667 100 496.17
"496" 2015-09-09 "S2" "Narrikup" "2" "28" 2015-07-28 43 10 8 17 1166.66666666667 100 496.17
"497" 2015-09-09 "S2" "Antas" "2" "29" 2015-07-28 43 15 19 22 1866.66666666667 90.32 496.17
"498" 2015-09-09 "S2" "Monti" "2" "30" 2015-07-28 43 12 16 19 1566.66666666667 100 496.17
"499" 2015-09-09 "S2" "Denmark" "3" "31" 2015-07-28 43 12 20 18 1666.66666666667 100 496.17
"500" 2015-09-09 "S2" "Antas" "3" "32" 2015-07-28 43 19 23 20 2066.66666666667 100 496.17
"501" 2015-09-09 "S2" "Monti" "3" "33" 2015-07-28 43 9 12 8 966.666666666667 100 496.17
"502" 2015-09-09 "S2" "Woogenellup" "3" "34" 2015-07-28 43 6 15 15 1200 63.16 496.17
"503" 2015-09-09 "S2" "Leura" "3" "35" 2015-07-28 43 13 24 17 1800 100 496.17
"504" 2015-09-09 "S2" "Narrikup" "3" "36" 2015-07-28 43 13 18 15 1533.33333333333 100 496.17
"505" 2015-09-13 "S2" "Narrikup" "1" "19" 2015-07-28 47 22 12 29 2100 100 530.13
"506" 2015-09-13 "S2" "Monti" "1" "20" 2015-07-28 47 12 23 21 1866.66666666667 100 530.13
"507" 2015-09-13 "S2" "Woogenellup" "1" "21" 2015-07-28 47 16 26 20 2066.66666666667 100 530.13
"508" 2015-09-13 "S2" "Leura" "1" "22" 2015-07-28 47 13 23 20 1866.66666666667 100 530.13
"509" 2015-09-13 "S2" "Denmark" "1" "23" 2015-07-28 47 18 17 16 1700 100 530.13
"510" 2015-09-13 "S2" "Antas" "1" "24" 2015-07-28 47 16 12 18 1533.33333333333 100 530.13
"511" 2015-09-13 "S2" "Leura" "2" "25" 2015-07-28 47 13 18 20 1700 100 530.13
"512" 2015-09-13 "S2" "Woogenellup" "2" "26" 2015-07-28 47 11 21 16 1600 100 530.13
"513" 2015-09-13 "S2" "Denmark" "2" "27" 2015-07-28 47 12 13 16 1366.66666666667 100 530.13
"514" 2015-09-13 "S2" "Narrikup" "2" "28" 2015-07-28 47 10 8 17 1166.66666666667 100 530.13
"515" 2015-09-13 "S2" "Antas" "2" "29" 2015-07-28 47 15 19 22 1866.66666666667 90.32 530.13
"516" 2015-09-13 "S2" "Monti" "2" "30" 2015-07-28 47 12 16 19 1566.66666666667 100 530.13
"517" 2015-09-13 "S2" "Denmark" "3" "31" 2015-07-28 47 12 20 18 1666.66666666667 100 530.13
"518" 2015-09-13 "S2" "Antas" "3" "32" 2015-07-28 47 19 23 20 2066.66666666667 100 530.13
"519" 2015-09-13 "S2" "Monti" "3" "33" 2015-07-28 47 9 12 8 966.666666666667 100 530.13
"520" 2015-09-13 "S2" "Woogenellup" "3" "34" 2015-07-28 47 6 15 15 1200 63.16 530.13
"521" 2015-09-13 "S2" "Leura" "3" "35" 2015-07-28 47 13 24 17 1800 100 530.13
"522" 2015-09-13 "S2" "Narrikup" "3" "36" 2015-07-28 47 13 18 15 1533.33333333333 100 530.13
"523" 2015-09-15 "S3" "Denmark" "1" "37" 2015-09-15 0 0 0 0 0 0 551.64
"524" 2015-09-15 "S3" "Antas" "1" "38" 2015-09-15 0 0 0 0 0 0 551.64
"525" 2015-09-15 "S3" "Woogenellup" "1" "39" 2015-09-15 0 0 0 0 0 0 551.64
"526" 2015-09-15 "S3" "Leura" "1" "40" 2015-09-15 0 0 0 0 0 0 551.64
"527" 2015-09-15 "S3" "Narrikup" "1" "41" 2015-09-15 0 0 0 0 0 0 551.64
"528" 2015-09-15 "S3" "Monti" "1" "42" 2015-09-15 0 0 0 0 0 0 551.64
"529" 2015-09-15 "S3" "Woogenellup" "2" "43" 2015-09-15 0 0 0 0 0 0 551.64
"530" 2015-09-15 "S3" "Leura" "2" "44" 2015-09-15 0 0 0 0 0 0 551.64
"531" 2015-09-15 "S3" "Narrikup" "2" "45" 2015-09-15 0 0 0 0 0 0 551.64
"532" 2015-09-15 "S3" "Antas" "2" "46" 2015-09-15 0 0 0 0 0 0 551.64
"533" 2015-09-15 "S3" "Denmark" "2" "47" 2015-09-15 0 0 0 0 0 0 551.64
"534" 2015-09-15 "S3" "Monti" "2" "48" 2015-09-15 0 0 0 0 0 0 551.64
"535" 2015-09-15 "S3" "Leura" "3" "49" 2015-09-15 0 0 0 0 0 0 551.64
"536" 2015-09-15 "S3" "Woogenellup" "3" "50" 2015-09-15 0 0 0 0 0 0 551.64
"537" 2015-09-15 "S3" "Antas" "3" "51" 2015-09-15 0 0 0 0 0 0 551.64
"538" 2015-09-15 "S3" "Monti" "3" "52" 2015-09-15 0 0 0 0 0 0 551.64
"539" 2015-09-15 "S3" "Narrikup" "3" "53" 2015-09-15 0 0 0 0 0 0 551.64
"540" 2015-09-15 "S3" "Denmark" "3" "54" 2015-09-15 0 0 0 0 0 0 551.64
"541" 2015-09-17 "S3" "Denmark" "1" "37" 2015-09-15 2 0 0 0 0 0 574.03
"542" 2015-09-17 "S3" "Antas" "1" "38" 2015-09-15 2 0 0 0 0 0 574.03
"543" 2015-09-17 "S3" "Woogenellup" "1" "39" 2015-09-15 2 0 0 0 0 0 574.03
"544" 2015-09-17 "S3" "Leura" "1" "40" 2015-09-15 2 0 0 0 0 0 574.03
"545" 2015-09-17 "S3" "Narrikup" "1" "41" 2015-09-15 2 0 0 0 0 0 574.03
"546" 2015-09-17 "S3" "Monti" "1" "42" 2015-09-15 2 0 0 0 0 0 574.03
"547" 2015-09-17 "S3" "Woogenellup" "2" "43" 2015-09-15 2 0 0 0 0 0 574.03
"548" 2015-09-17 "S3" "Leura" "2" "44" 2015-09-15 2 0 0 0 0 0 574.03
"549" 2015-09-17 "S3" "Narrikup" "2" "45" 2015-09-15 2 0 0 0 0 0 574.03
"550" 2015-09-17 "S3" "Antas" "2" "46" 2015-09-15 2 0 0 0 0 0 574.03
"551" 2015-09-17 "S3" "Denmark" "2" "47" 2015-09-15 2 0 0 0 0 0 574.03
"552" 2015-09-17 "S3" "Monti" "2" "48" 2015-09-15 2 0 0 0 0 0 574.03
"553" 2015-09-17 "S3" "Leura" "3" "49" 2015-09-15 2 0 0 0 0 0 574.03
"554" 2015-09-17 "S3" "Woogenellup" "3" "50" 2015-09-15 2 0 0 0 0 0 574.03
"555" 2015-09-17 "S3" "Antas" "3" "51" 2015-09-15 2 0 0 0 0 0 574.03
"556" 2015-09-17 "S3" "Monti" "3" "52" 2015-09-15 2 0 0 0 0 0 574.03
"557" 2015-09-17 "S3" "Narrikup" "3" "53" 2015-09-15 2 0 0 0 0 0 574.03
"558" 2015-09-17 "S3" "Denmark" "3" "54" 2015-09-15 2 0 0 0 0 0 574.03
"559" 2015-09-19 "S3" "Denmark" "1" "37" 2015-09-15 4 1 1 1 100 6.98 593.17
"560" 2015-09-19 "S3" "Antas" "1" "38" 2015-09-15 4 3 1 0 133.333333333333 5.41 593.17
"561" 2015-09-19 "S3" "Woogenellup" "1" "39" 2015-09-15 4 5 2 0 233.333333333333 9.09 593.17
"562" 2015-09-19 "S3" "Leura" "1" "40" 2015-09-15 4 4 3 0 233.333333333333 8.75 593.17
"563" 2015-09-19 "S3" "Narrikup" "1" "41" 2015-09-15 4 4 3 1 266.666666666667 9.88 593.17
"564" 2015-09-19 "S3" "Monti" "1" "42" 2015-09-15 4 5 1 3 300 11.54 593.17
"565" 2015-09-19 "S3" "Woogenellup" "2" "43" 2015-09-15 4 6 2 2 333.333333333333 11.9 593.17
"566" 2015-09-19 "S3" "Leura" "2" "44" 2015-09-15 4 5 4 2 366.666666666667 13.58 593.17
"567" 2015-09-19 "S3" "Narrikup" "2" "45" 2015-09-15 4 5 5 2 400 14.12 593.17
"568" 2015-09-19 "S3" "Antas" "2" "46" 2015-09-15 4 6 1 1 266.666666666667 10 593.17
"569" 2015-09-19 "S3" "Denmark" "2" "47" 2015-09-15 4 4 2 1 233.333333333333 10.14 593.17
"570" 2015-09-19 "S3" "Monti" "2" "48" 2015-09-15 4 6 1 2 300 11.11 593.17
"571" 2015-09-19 "S3" "Leura" "3" "49" 2015-09-15 4 8 1 2 366.666666666667 14.86 593.17
"572" 2015-09-19 "S3" "Woogenellup" "3" "50" 2015-09-15 4 7 2 1 333.333333333333 12.5 593.17
"573" 2015-09-19 "S3" "Antas" "3" "51" 2015-09-15 4 5 1 1 233.333333333333 8.05 593.17
"574" 2015-09-19 "S3" "Monti" "3" "52" 2015-09-15 4 2 2 4 266.666666666667 9.41 593.17
"575" 2015-09-19 "S3" "Narrikup" "3" "53" 2015-09-15 4 2 5 3 333.333333333333 11.76 593.17
"576" 2015-09-19 "S3" "Denmark" "3" "54" 2015-09-15 4 4 2 2 266.666666666667 11.43 593.17
"577" 2015-09-21 "S3" "Denmark" "1" "37" 2015-09-15 6 6 5 5 533.333333333333 37.21 609.97
"578" 2015-09-21 "S3" "Antas" "1" "38" 2015-09-15 6 15 16 15 1533.33333333333 62.16 609.97
"579" 2015-09-21 "S3" "Woogenellup" "1" "39" 2015-09-15 6 12 8 4 800 31.17 609.97
"580" 2015-09-21 "S3" "Leura" "1" "40" 2015-09-15 6 11 9 5 833.333333333333 31.25 609.97
"581" 2015-09-21 "S3" "Narrikup" "1" "41" 2015-09-15 6 16 12 10 1266.66666666667 46.91 609.97
"582" 2015-09-21 "S3" "Monti" "1" "42" 2015-09-15 6 8 15 12 1166.66666666667 44.87 609.97
"583" 2015-09-21 "S3" "Woogenellup" "2" "43" 2015-09-15 6 16 10 12 1266.66666666667 45.24 609.97
"584" 2015-09-21 "S3" "Leura" "2" "44" 2015-09-15 6 15 19 9 1433.33333333333 53.09 609.97
"585" 2015-09-21 "S3" "Narrikup" "2" "45" 2015-09-15 6 15 15 10 1333.33333333333 47.06 609.97
"586" 2015-09-21 "S3" "Antas" "2" "46" 2015-09-15 6 21 15 18 1800 67.5 609.97
"587" 2015-09-21 "S3" "Denmark" "2" "47" 2015-09-15 6 6 15 12 1100 47.83 609.97
"588" 2015-09-21 "S3" "Monti" "2" "48" 2015-09-15 6 11 10 14 1166.66666666667 43.21 609.97
"589" 2015-09-21 "S3" "Leura" "3" "49" 2015-09-15 6 16 7 15 1266.66666666667 51.35 609.97
"590" 2015-09-21 "S3" "Woogenellup" "3" "50" 2015-09-15 6 14 12 10 1200 45 609.97
"591" 2015-09-21 "S3" "Antas" "3" "51" 2015-09-15 6 16 24 26 2200 75.86 609.97
"592" 2015-09-21 "S3" "Monti" "3" "52" 2015-09-15 6 10 11 12 1100 38.82 609.97
"593" 2015-09-21 "S3" "Narrikup" "3" "53" 2015-09-15 6 8 10 25 1433.33333333333 50.59 609.97
"594" 2015-09-21 "S3" "Denmark" "3" "54" 2015-09-15 6 9 7 10 866.666666666667 37.14 609.97
"595" 2015-09-24 "S3" "Denmark" "1" "37" 2015-09-15 9 8 9 7 800 55.81 641.88
"596" 2015-09-24 "S3" "Antas" "1" "38" 2015-09-15 9 29 24 15 2266.66666666667 91.89 641.88
"597" 2015-09-24 "S3" "Woogenellup" "1" "39" 2015-09-15 9 12 14 10 1200 46.75 641.88
"598" 2015-09-24 "S3" "Leura" "1" "40" 2015-09-15 9 9 16 12 1233.33333333333 46.25 641.88
"599" 2015-09-24 "S3" "Narrikup" "1" "41" 2015-09-15 9 18 24 18 2000 74.07 641.88
"600" 2015-09-24 "S3" "Monti" "1" "42" 2015-09-15 9 12 23 17 1733.33333333333 66.67 641.88
"601" 2015-09-24 "S3" "Woogenellup" "2" "43" 2015-09-15 9 25 15 17 1900 67.86 641.88
"602" 2015-09-24 "S3" "Leura" "2" "44" 2015-09-15 9 22 30 14 2200 81.48 641.88
"603" 2015-09-24 "S3" "Narrikup" "2" "45" 2015-09-15 9 23 20 20 2100 74.12 641.88
"604" 2015-09-24 "S3" "Antas" "2" "46" 2015-09-15 9 27 30 22 2633.33333333333 98.75 641.88
"605" 2015-09-24 "S3" "Denmark" "2" "47" 2015-09-15 9 9 23 19 1700 73.91 641.88
"606" 2015-09-24 "S3" "Monti" "2" "48" 2015-09-15 9 16 15 21 1733.33333333333 64.2 641.88
"607" 2015-09-24 "S3" "Leura" "3" "49" 2015-09-15 9 25 12 23 2000 81.08 641.88
"608" 2015-09-24 "S3" "Woogenellup" "3" "50" 2015-09-15 9 21 18 16 1833.33333333333 68.75 641.88
"609" 2015-09-24 "S3" "Antas" "3" "51" 2015-09-15 9 23 30 26 2633.33333333333 90.8 641.88
"610" 2015-09-24 "S3" "Monti" "3" "52" 2015-09-15 9 15 16 18 1633.33333333333 57.65 641.88
"611" 2015-09-24 "S3" "Narrikup" "3" "53" 2015-09-15 9 11 15 25 1700 60 641.88
"612" 2015-09-24 "S3" "Denmark" "3" "54" 2015-09-15 9 14 10 15 1300 55.71 641.88
"613" 2015-09-28 "S3" "Denmark" "1" "37" 2015-09-15 13 12 14 11 1233.33333333333 86.05 684.96
"614" 2015-09-28 "S3" "Antas" "1" "38" 2015-09-15 13 25 25 23 2433.33333333333 98.65 684.96
"615" 2015-09-28 "S3" "Woogenellup" "1" "39" 2015-09-15 13 19 22 16 1900 74.03 684.96
"616" 2015-09-28 "S3" "Leura" "1" "40" 2015-09-15 13 14 25 19 1933.33333333333 72.5 684.96
"617" 2015-09-28 "S3" "Narrikup" "1" "41" 2015-09-15 13 28 25 28 2700 100 684.96
"618" 2015-09-28 "S3" "Monti" "1" "42" 2015-09-15 13 18 25 28 2366.66666666667 91.03 684.96
"619" 2015-09-28 "S3" "Woogenellup" "2" "43" 2015-09-15 13 26 23 28 2566.66666666667 91.67 684.96
"620" 2015-09-28 "S3" "Leura" "2" "44" 2015-09-15 13 25 30 22 2566.66666666667 95.06 684.96
"621" 2015-09-28 "S3" "Narrikup" "2" "45" 2015-09-15 13 24 30 31 2833.33333333333 100 684.96
"622" 2015-09-28 "S3" "Antas" "2" "46" 2015-09-15 13 25 30 25 2666.66666666667 100 684.96
"623" 2015-09-28 "S3" "Denmark" "2" "47" 2015-09-15 13 15 25 29 2300 100 684.96
"624" 2015-09-28 "S3" "Monti" "2" "48" 2015-09-15 13 25 23 25 2433.33333333333 90.12 684.96
"625" 2015-09-28 "S3" "Leura" "3" "49" 2015-09-15 13 25 18 28 2366.66666666667 95.95 684.96
"626" 2015-09-28 "S3" "Woogenellup" "3" "50" 2015-09-15 13 25 28 24 2566.66666666667 96.25 684.96
"627" 2015-09-28 "S3" "Antas" "3" "51" 2015-09-15 13 25 25 30 2666.66666666667 91.95 684.96
"628" 2015-09-28 "S3" "Monti" "3" "52" 2015-09-15 13 24 26 29 2633.33333333333 92.94 684.96
"629" 2015-09-28 "S3" "Narrikup" "3" "53" 2015-09-15 13 17 24 29 2333.33333333333 82.35 684.96
"630" 2015-09-28 "S3" "Denmark" "3" "54" 2015-09-15 13 21 16 24 2033.33333333333 87.14 684.96
"631" 2015-10-01 "S3" "Denmark" "1" "37" 2015-09-15 16 14 16 13 1433.33333333333 100 721.84
"632" 2015-10-01 "S3" "Antas" "1" "38" 2015-09-15 16 26 25 23 2466.66666666667 100 721.84
"633" 2015-10-01 "S3" "Woogenellup" "1" "39" 2015-09-15 16 25 25 27 2566.66666666667 100 721.84
"634" 2015-10-01 "S3" "Leura" "1" "40" 2015-09-15 16 25 25 30 2666.66666666667 100 721.84
"635" 2015-10-01 "S3" "Narrikup" "1" "41" 2015-09-15 16 27 25 28 2666.66666666667 98.77 721.84
"636" 2015-10-01 "S3" "Monti" "1" "42" 2015-09-15 16 21 25 32 2600 100 721.84
"637" 2015-10-01 "S3" "Woogenellup" "2" "43" 2015-09-15 16 25 27 32 2800 100 721.84
"638" 2015-10-01 "S3" "Leura" "2" "44" 2015-09-15 16 26 30 25 2700 100 721.84
"639" 2015-10-01 "S3" "Narrikup" "2" "45" 2015-09-15 16 27 25 30 2733.33333333333 96.47 721.84
"640" 2015-10-01 "S3" "Antas" "2" "46" 2015-09-15 16 25 25 27 2566.66666666667 96.25 721.84
"641" 2015-10-01 "S3" "Denmark" "2" "47" 2015-09-15 16 17 25 25 2233.33333333333 97.1 721.84
"642" 2015-10-01 "S3" "Monti" "2" "48" 2015-09-15 16 29 27 25 2700 100 721.84
"643" 2015-10-01 "S3" "Leura" "3" "49" 2015-09-15 16 25 21 28 2466.66666666667 100 721.84
"644" 2015-10-01 "S3" "Woogenellup" "3" "50" 2015-09-15 16 27 25 28 2666.66666666667 100 721.84
