"SowingDate" "ReadingDate" "Plot" "FinalPop" "SowTreat" "Cultivar" "Block" "DAS" "Sub1" "Sub2" "Sub3" "PlantPop" "PercFinalEmerg" "TT.x" "TT.y" "TT_to_emerg"
"1441" 2016-05-04 2016-05-20 "136" 1766.67 "S8" "Leura" "2" 16 25 22 20 2233.33333333333 126.414855821027 4452.48 4263.88 188.599999999999
"1442" 2016-05-04 2016-05-20 "132" 2400 "S8" "Woogenellup" "1" 16 16 15 12 1433.33333333333 59.7222222222222 4452.48 4263.88 188.599999999999
"1443" 2016-05-04 2016-05-20 "142" 1766.67 "S8" "Antas" "3" 16 17 12 10 1300 73.5847668211947 4452.48 4263.88 188.599999999999
"1444" 2016-05-04 2016-05-20 "128" 2166.67 "S8" "Leura" "1" 16 8 5 4 566.666666666667 26.1538059172217 4452.48 4263.88 188.599999999999
"1445" 2016-05-04 2016-05-20 "130" 1800 "S8" "Monti" "1" 16 13 18 15 1533.33333333333 85.1851851851852 4452.48 4263.88 188.599999999999
"1446" 2016-05-04 2016-05-20 "131" 1966.67 "S8" "Narrikup" "1" 16 9 8 10 900 45.7626343006198 4452.48 4263.88 188.599999999999
"1447" 2016-05-04 2016-05-20 "139" 1800 "S8" "Leura" "3" 16 11 9 13 1100 61.1111111111111 4452.48 4263.88 188.599999999999
"1448" 2016-05-04 2016-05-20 "127" 2033.33 "S8" "Antas" "1" 16 10 13 13 1200 59.0164901909675 4452.48 4263.88 188.599999999999
"1449" 2016-05-04 2016-05-20 "133" 1900 "S8" "Denmark" "2" 16 20 23 25 2266.66666666667 119.298245614035 4452.48 4263.88 188.599999999999
"1450" 2016-05-04 2016-05-20 "138" 1700 "S8" "Antas" "2" 16 12 12 15 1300 76.4705882352941 4452.48 4263.88 188.599999999999
"1451" 2016-05-04 2016-05-20 "141" 1766.67 "S8" "Woogenellup" "3" 16 15 14 10 1300 73.5847668211947 4452.48 4263.88 188.599999999999
"1452" 2016-05-04 2016-05-20 "143" 1966.67 "S8" "Denmark" "3" 16 13 8 14 1166.66666666667 59.3219333526553 4452.48 4263.88 188.599999999999
"1453" 2016-05-04 2016-05-20 "129" 1833.33 "S8" "Denmark" "1" 16 8 12 10 1000 54.5455537191886 4452.48 4263.88 188.599999999999
"1454" 2016-05-04 2016-05-20 "137" 1400 "S8" "Monti" "2" 16 14 17 14 1500 107.142857142857 4452.48 4263.88 188.599999999999
"1455" 2016-05-04 2016-05-20 "140" 1600 "S8" "Monti" "3" 16 18 15 17 1666.66666666667 104.166666666667 4452.48 4263.88 188.599999999999
"1456" 2016-05-04 2016-05-20 "134" 2100 "S8" "Woogenellup" "2" 16 13 9 10 1066.66666666667 50.7936507936508 4452.48 4263.88 188.599999999999
"1457" 2016-05-04 2016-05-20 "135" 1666.67 "S8" "Narrikup" "2" 16 9 17 10 1200 71.999856000288 4452.48 4263.88 188.599999999999
"1458" 2016-05-04 2016-05-20 "144" 1966.67 "S8" "Narrikup" "3" 16 18 13 15 1533.33333333333 77.9659695492041 4452.48 4263.88 188.599999999999
"1459" 2016-05-04 2016-05-22 "142" 1766.67 "S8" "Antas" "3" 18 19 23 20 2066.66666666667 116.980911356771 4468.28 4263.88 204.4
"1460" 2016-05-04 2016-05-22 "127" 2033.33 "S8" "Antas" "1" 18 17 13 10 1333.33333333333 65.5738779899639 4468.28 4263.88 204.4
"1461" 2016-05-04 2016-05-22 "131" 1966.67 "S8" "Narrikup" "1" 18 13 11 17 1366.66666666667 69.491407641682 4468.28 4263.88 204.4
"1462" 2016-05-04 2016-05-22 "128" 2166.67 "S8" "Leura" "1" 18 15 10 10 1166.66666666667 53.8460710060446 4468.28 4263.88 204.4
"1463" 2016-05-04 2016-05-22 "132" 2400 "S8" "Woogenellup" "1" 18 13 7 1 700 29.1666666666667 4468.28 4263.88 204.4
"1464" 2016-05-04 2016-05-22 "133" 1900 "S8" "Denmark" "2" 18 12 15 8 1166.66666666667 61.4035087719298 4468.28 4263.88 204.4
"1465" 2016-05-04 2016-05-22 "138" 1700 "S8" "Antas" "2" 18 12 19 14 1500 88.2352941176471 4468.28 4263.88 204.4
"1466" 2016-05-04 2016-05-22 "141" 1766.67 "S8" "Woogenellup" "3" 18 21 19 13 1766.66666666667 99.9998113211107 4468.28 4263.88 204.4
"1467" 2016-05-04 2016-05-22 "143" 1966.67 "S8" "Denmark" "3" 18 13 17 16 1533.33333333333 77.9659695492041 4468.28 4263.88 204.4
"1468" 2016-05-04 2016-05-22 "139" 1800 "S8" "Leura" "3" 18 10 10 16 1200 66.6666666666667 4468.28 4263.88 204.4
"1469" 2016-05-04 2016-05-22 "140" 1600 "S8" "Monti" "3" 18 10 15 12 1233.33333333333 77.0833333333333 4468.28 4263.88 204.4
"1470" 2016-05-04 2016-05-22 "136" 1766.67 "S8" "Leura" "2" 18 15 17 13 1500 84.9055001783016 4468.28 4263.88 204.4
"1471" 2016-05-04 2016-05-22 "137" 1400 "S8" "Monti" "2" 18 12 15 16 1433.33333333333 102.380952380952 4468.28 4263.88 204.4
"1472" 2016-05-04 2016-05-22 "134" 2100 "S8" "Woogenellup" "2" 18 17 12 18 1566.66666666667 74.6031746031746 4468.28 4263.88 204.4
"1473" 2016-05-04 2016-05-22 "129" 1833.33 "S8" "Denmark" "1" 18 14 8 13 1166.66666666667 63.6364793390533 4468.28 4263.88 204.4
"1474" 2016-05-04 2016-05-22 "135" 1666.67 "S8" "Narrikup" "2" 18 17 19 17 1766.66666666667 105.999788000424 4468.28 4263.88 204.4
"1475" 2016-05-04 2016-05-22 "144" 1966.67 "S8" "Narrikup" "3" 18 21 15 20 1866.66666666667 94.9150933642485 4468.28 4263.88 204.4
"1476" 2016-05-04 2016-05-22 "130" 1800 "S8" "Monti" "1" 18 15 12 15 1400 77.7777777777778 4468.28 4263.88 204.4
"1477" 2016-05-04 2016-05-24 "144" 1966.67 "S8" "Narrikup" "3" 20 20 21 23 2133.33333333333 108.474392416284 4485.12 4263.88 221.24
"1478" 2016-05-04 2016-05-24 "137" 1400 "S8" "Monti" "2" 20 22 13 24 1966.66666666667 140.47619047619 4485.12 4263.88 221.24
"1479" 2016-05-04 2016-05-24 "142" 1766.67 "S8" "Antas" "3" 20 20 21 28 2300 130.188433606729 4485.12 4263.88 221.24
"1480" 2016-05-04 2016-05-24 "141" 1766.67 "S8" "Woogenellup" "3" 20 24 25 17 2200 124.528066928176 4485.12 4263.88 221.24
"1481" 2016-05-04 2016-05-24 "143" 1966.67 "S8" "Denmark" "3" 20 18 17 21 1866.66666666667 94.9150933642485 4485.12 4263.88 221.24
"1482" 2016-05-04 2016-05-24 "133" 1900 "S8" "Denmark" "2" 20 23 24 19 2200 115.789473684211 4485.12 4263.88 221.24
"1483" 2016-05-04 2016-05-24 "128" 2166.67 "S8" "Leura" "1" 20 10 17 17 1466.66666666667 67.6922035504561 4485.12 4263.88 221.24
"1484" 2016-05-04 2016-05-24 "139" 1800 "S8" "Leura" "3" 20 13 15 21 1633.33333333333 90.7407407407407 4485.12 4263.88 221.24
"1485" 2016-05-04 2016-05-24 "130" 1800 "S8" "Monti" "1" 20 18 23 22 2100 116.666666666667 4485.12 4263.88 221.24
"1486" 2016-05-04 2016-05-24 "132" 2400 "S8" "Woogenellup" "1" 20 28 15 22 2166.66666666667 90.2777777777778 4485.12 4263.88 221.24
"1487" 2016-05-04 2016-05-24 "127" 2033.33 "S8" "Antas" "1" 20 20 25 15 2000 98.3608169849459 4485.12 4263.88 221.24
"1488" 2016-05-04 2016-05-24 "129" 1833.33 "S8" "Denmark" "1" 20 18 19 14 1700 92.7274413226206 4485.12 4263.88 221.24
"1489" 2016-05-04 2016-05-24 "134" 2100 "S8" "Woogenellup" "2" 20 28 20 20 2266.66666666667 107.936507936508 4485.12 4263.88 221.24
"1490" 2016-05-04 2016-05-24 "131" 1966.67 "S8" "Narrikup" "1" 20 27 17 13 1900 96.610005745753 4485.12 4263.88 221.24
"1491" 2016-05-04 2016-05-24 "135" 1666.67 "S8" "Narrikup" "2" 20 16 22 19 1900 113.999772000456 4485.12 4263.88 221.24
"1492" 2016-05-04 2016-05-24 "138" 1700 "S8" "Antas" "2" 20 22 18 17 1900 111.764705882353 4485.12 4263.88 221.24
"1493" 2016-05-04 2016-05-24 "140" 1600 "S8" "Monti" "3" 20 25 17 15 1900 118.75 4485.12 4263.88 221.24
"1494" 2016-05-04 2016-05-24 "136" 1766.67 "S8" "Leura" "2" 20 9 16 18 1433.33333333333 81.1319223925993 4485.12 4263.88 221.24
"1495" 2016-05-04 2016-05-26 "137" 1400 "S8" "Monti" "2" 22 8 10 24 1400 100 4503 4263.88 239.12
"1496" 2016-05-04 2016-05-26 "131" 1966.67 "S8" "Narrikup" "1" 22 18 15 26 1966.66666666667 99.9998305087618 4503 4263.88 239.12
"1497" 2016-05-04 2016-05-26 "140" 1600 "S8" "Monti" "3" 22 8 19 21 1600 100 4503 4263.88 239.12
"1498" 2016-05-04 2016-05-26 "130" 1800 "S8" "Monti" "1" 22 18 21 15 1800 100 4503 4263.88 239.12
"1499" 2016-05-04 2016-05-26 "138" 1700 "S8" "Antas" "2" 22 15 14 22 1700 100 4503 4263.88 239.12
"1500" 2016-05-04 2016-05-26 "133" 1900 "S8" "Denmark" "2" 22 25 19 13 1900 100 4503 4263.88 239.12
"1501" 2016-05-04 2016-05-26 "139" 1800 "S8" "Leura" "3" 22 20 17 18 1833.33333333333 101.851851851852 4503 4263.88 239.12
"1502" 2016-05-04 2016-05-26 "132" 2400 "S8" "Woogenellup" "1" 22 25 27 20 2400 100 4503 4263.88 239.12
"1503" 2016-05-04 2016-05-26 "141" 1766.67 "S8" "Woogenellup" "3" 22 15 16 11 1400 79.2451334997481 4503 4263.88 239.12
"1504" 2016-05-04 2016-05-26 "128" 2166.67 "S8" "Leura" "1" 22 25 23 18 2200 101.538305325684 4503 4263.88 239.12
"1505" 2016-05-04 2016-05-26 "129" 1833.33 "S8" "Denmark" "1" 22 13 20 17 1666.66666666667 90.9092561986476 4503 4263.88 239.12
"1506" 2016-05-04 2016-05-26 "136" 1766.67 "S8" "Leura" "2" 22 15 19 19 1766.66666666667 99.9998113211107 4503 4263.88 239.12
"1507" 2016-05-04 2016-05-26 "144" 1966.67 "S8" "Narrikup" "3" 22 21 22 16 1966.66666666667 99.9998305087618 4503 4263.88 239.12
"1508" 2016-05-04 2016-05-26 "135" 1666.67 "S8" "Narrikup" "2" 22 21 14 15 1666.66666666667 99.9998000004 4503 4263.88 239.12
"1509" 2016-05-04 2016-05-26 "142" 1766.67 "S8" "Antas" "3" 22 18 15 21 1800 101.886600213962 4503 4263.88 239.12
"1510" 2016-05-04 2016-05-26 "143" 1966.67 "S8" "Denmark" "3" 22 14 20 25 1966.66666666667 99.9998305087618 4503 4263.88 239.12
"1511" 2016-05-04 2016-05-26 "134" 2100 "S8" "Woogenellup" "2" 22 18 28 15 2033.33333333333 96.8253968253968 4503 4263.88 239.12
"1512" 2016-05-04 2016-05-26 "127" 2033.33 "S8" "Antas" "1" 22 20 24 18 2066.66666666667 101.639510884444 4503 4263.88 239.12
"1513" 2016-05-04 2016-05-29 "128" 2166.67 "S8" "Leura" "1" 25 22 25 18 2166.66666666667 99.9998461540828 4527.88 4263.88 264
"1514" 2016-05-04 2016-05-29 "141" 1766.67 "S8" "Woogenellup" "3" 25 19 23 11 1766.66666666667 99.9998113211107 4527.88 4263.88 264
"1515" 2016-05-04 2016-05-29 "137" 1400 "S8" "Monti" "2" 25 9 10 24 1433.33333333333 102.380952380952 4527.88 4263.88 264
"1516" 2016-05-04 2016-05-29 "136" 1766.67 "S8" "Leura" "2" 25 16 19 19 1800 101.886600213962 4527.88 4263.88 264
"1517" 2016-05-04 2016-05-29 "133" 1900 "S8" "Denmark" "2" 25 25 19 13 1900 100 4527.88 4263.88 264
"1518" 2016-05-04 2016-05-29 "132" 2400 "S8" "Woogenellup" "1" 25 25 27 20 2400 100 4527.88 4263.88 264
"1519" 2016-05-04 2016-05-29 "144" 1966.67 "S8" "Narrikup" "3" 25 21 22 16 1966.66666666667 99.9998305087618 4527.88 4263.88 264
"1520" 2016-05-04 2016-05-29 "129" 1833.33 "S8" "Denmark" "1" 25 13 25 17 1833.33333333333 100.000181818512 4527.88 4263.88 264
"1521" 2016-05-04 2016-05-29 "130" 1800 "S8" "Monti" "1" 25 18 21 15 1800 100 4527.88 4263.88 264
"1522" 2016-05-04 2016-05-29 "138" 1700 "S8" "Antas" "2" 25 14 15 22 1700 100 4527.88 4263.88 264
"1523" 2016-05-04 2016-05-29 "135" 1666.67 "S8" "Narrikup" "2" 25 21 14 15 1666.66666666667 99.9998000004 4527.88 4263.88 264
"1524" 2016-05-04 2016-05-29 "143" 1966.67 "S8" "Denmark" "3" 25 14 20 25 1966.66666666667 99.9998305087618 4527.88 4263.88 264
"1525" 2016-05-04 2016-05-29 "131" 1966.67 "S8" "Narrikup" "1" 25 19 15 26 2000 101.694742890266 4527.88 4263.88 264
"1526" 2016-05-04 2016-05-29 "127" 2033.33 "S8" "Antas" "1" 25 21 23 18 2066.66666666667 101.639510884444 4527.88 4263.88 264
"1527" 2016-05-04 2016-05-29 "139" 1800 "S8" "Leura" "3" 25 19 17 18 1800 100 4527.88 4263.88 264
"1528" 2016-05-04 2016-05-29 "142" 1766.67 "S8" "Antas" "3" 25 15 21 17 1766.66666666667 99.9998113211107 4527.88 4263.88 264
"1529" 2016-05-04 2016-05-29 "140" 1600 "S8" "Monti" "3" 25 8 19 21 1600 100 4527.88 4263.88 264
"1530" 2016-05-04 2016-05-29 "134" 2100 "S8" "Woogenellup" "2" 25 20 28 15 2100 100 4527.88 4263.88 264
"1531" 2016-05-04 2016-05-31 "127" 2033.33 "S8" "Antas" "1" 27 21 22 18 2033.33333333333 100.000163934695 4541.78 4263.88 277.9
"1532" 2016-05-04 2016-05-31 "144" 1966.67 "S8" "Narrikup" "3" 27 21 22 16 1966.66666666667 99.9998305087618 4541.78 4263.88 277.9
"1533" 2016-05-04 2016-05-31 "138" 1700 "S8" "Antas" "2" 27 14 15 22 1700 100 4541.78 4263.88 277.9
"1534" 2016-05-04 2016-05-31 "132" 2400 "S8" "Woogenellup" "1" 27 25 27 20 2400 100 4541.78 4263.88 277.9
"1535" 2016-05-04 2016-05-31 "139" 1800 "S8" "Leura" "3" 27 19 17 18 1800 100 4541.78 4263.88 277.9
"1536" 2016-05-04 2016-05-31 "141" 1766.67 "S8" "Woogenellup" "3" 27 19 23 11 1766.66666666667 99.9998113211107 4541.78 4263.88 277.9
"1537" 2016-05-04 2016-05-31 "130" 1800 "S8" "Monti" "1" 27 18 21 15 1800 100 4541.78 4263.88 277.9
"1538" 2016-05-04 2016-05-31 "136" 1766.67 "S8" "Leura" "2" 27 15 19 19 1766.66666666667 99.9998113211107 4541.78 4263.88 277.9
"1539" 2016-05-04 2016-05-31 "129" 1833.33 "S8" "Denmark" "1" 27 13 25 17 1833.33333333333 100.000181818512 4541.78 4263.88 277.9
"1540" 2016-05-04 2016-05-31 "135" 1666.67 "S8" "Narrikup" "2" 27 21 14 15 1666.66666666667 99.9998000004 4541.78 4263.88 277.9
"1541" 2016-05-04 2016-05-31 "128" 2166.67 "S8" "Leura" "1" 27 22 25 18 2166.66666666667 99.9998461540828 4541.78 4263.88 277.9
"1542" 2016-05-04 2016-05-31 "142" 1766.67 "S8" "Antas" "3" 27 15 21 17 1766.66666666667 99.9998113211107 4541.78 4263.88 277.9
"1543" 2016-05-04 2016-05-31 "137" 1400 "S8" "Monti" "2" 27 8 10 24 1400 100 4541.78 4263.88 277.9
"1544" 2016-05-04 2016-05-31 "143" 1966.67 "S8" "Denmark" "3" 27 14 20 25 1966.66666666667 99.9998305087618 4541.78 4263.88 277.9
"1545" 2016-05-04 2016-05-31 "133" 1900 "S8" "Denmark" "2" 27 25 19 13 1900 100 4541.78 4263.88 277.9
"1546" 2016-05-04 2016-05-31 "131" 1966.67 "S8" "Narrikup" "1" 27 18 15 26 1966.66666666667 99.9998305087618 4541.78 4263.88 277.9
"1547" 2016-05-04 2016-05-31 "134" 2100 "S8" "Woogenellup" "2" 27 20 28 15 2100 100 4541.78 4263.88 277.9
"1548" 2016-05-04 2016-05-31 "140" 1600 "S8" "Monti" "3" 27 8 19 21 1600 100 4541.78 4263.88 277.9
