"SowingDate" "ReadingDate" "Plot" "FinalPop" "SowTreat" "Cultivar" "Block" "DAS" "Sub1" "Sub2" "Sub3" "PlantPop" "PercFinalEmerg" "TT.x" "TT.y" "TT_to_emerg"
"1" 2015-06-24 2015-06-24 "1" 233.33 "S1" "Antas" "1" 0 0 0 0 0 0 5.66 5.66 0
"2" 2015-06-24 2015-06-24 "18" 333.33 "S1" "Leura" "3" 0 0 0 0 0 0 5.66 5.66 0
"3" 2015-06-24 2015-06-24 "8" 266.67 "S1" "Woogenellup" "2" 0 0 0 0 0 0 5.66 5.66 0
"4" 2015-06-24 2015-06-24 "3" 166.67 "S1" "Denmark" "1" 0 0 0 0 0 0 5.66 5.66 0
"5" 2015-06-24 2015-06-24 "4" 233.33 "S1" "Leura" "1" 0 0 0 0 0 0 5.66 5.66 0
"6" 2015-06-24 2015-06-24 "16" 266.67 "S1" "Narrikup" "3" 0 0 0 0 0 0 5.66 5.66 0
"7" 2015-06-24 2015-06-24 "15" 66.67 "S1" "Monti" "3" 0 0 0 0 0 0 5.66 5.66 0
"8" 2015-06-24 2015-06-24 "9" 200 "S1" "Denmark" "2" 0 0 0 0 0 0 5.66 5.66 0
"9" 2015-06-24 2015-06-24 "12" 366.67 "S1" "Leura" "2" 0 0 0 0 0 0 5.66 5.66 0
"10" 2015-06-24 2015-06-24 "7" 133.33 "S1" "Antas" "2" 0 0 0 0 0 0 5.66 5.66 0
"11" 2015-06-24 2015-06-24 "11" 266.67 "S1" "Narrikup" "2" 0 0 0 0 0 0 5.66 5.66 0
"12" 2015-06-24 2015-06-24 "10" 233.33 "S1" "Monti" "2" 0 0 0 0 0 0 5.66 5.66 0
"13" 2015-06-24 2015-06-24 "6" 233.33 "S1" "Woogenellup" "1" 0 0 0 0 0 0 5.66 5.66 0
"14" 2015-06-24 2015-06-24 "5" 200 "S1" "Narrikup" "1" 0 0 0 0 0 0 5.66 5.66 0
"15" 2015-06-24 2015-06-24 "13" 533.33 "S1" "Woogenellup" "3" 0 0 0 0 0 0 5.66 5.66 0
"16" 2015-06-24 2015-06-24 "2" 200 "S1" "Monti" "1" 0 0 0 0 0 0 5.66 5.66 0
"17" 2015-06-24 2015-06-24 "17" 366.67 "S1" "Denmark" "3" 0 0 0 0 0 0 5.66 5.66 0
"18" 2015-06-24 2015-06-24 "14" 333.33 "S1" "Antas" "3" 0 0 0 0 0 0 5.66 5.66 0
"19" 2015-06-24 2015-06-27 "18" 333.33 "S1" "Leura" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"20" 2015-06-24 2015-06-27 "14" 333.33 "S1" "Antas" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"21" 2015-06-24 2015-06-27 "4" 233.33 "S1" "Leura" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"22" 2015-06-24 2015-06-27 "13" 533.33 "S1" "Woogenellup" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"23" 2015-06-24 2015-06-27 "9" 200 "S1" "Denmark" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"24" 2015-06-24 2015-06-27 "15" 66.67 "S1" "Monti" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"25" 2015-06-24 2015-06-27 "12" 366.67 "S1" "Leura" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"26" 2015-06-24 2015-06-27 "8" 266.67 "S1" "Woogenellup" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"27" 2015-06-24 2015-06-27 "16" 266.67 "S1" "Narrikup" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"28" 2015-06-24 2015-06-27 "1" 233.33 "S1" "Antas" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"29" 2015-06-24 2015-06-27 "6" 233.33 "S1" "Woogenellup" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"30" 2015-06-24 2015-06-27 "10" 233.33 "S1" "Monti" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"31" 2015-06-24 2015-06-27 "2" 200 "S1" "Monti" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"32" 2015-06-24 2015-06-27 "17" 366.67 "S1" "Denmark" "3" 3 0 0 0 0 0 21.98 5.66 16.32
"33" 2015-06-24 2015-06-27 "3" 166.67 "S1" "Denmark" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"34" 2015-06-24 2015-06-27 "7" 133.33 "S1" "Antas" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"35" 2015-06-24 2015-06-27 "11" 266.67 "S1" "Narrikup" "2" 3 0 0 0 0 0 21.98 5.66 16.32
"36" 2015-06-24 2015-06-27 "5" 200 "S1" "Narrikup" "1" 3 0 0 0 0 0 21.98 5.66 16.32
"37" 2015-06-24 2015-07-01 "6" 233.33 "S1" "Woogenellup" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"38" 2015-06-24 2015-07-01 "3" 166.67 "S1" "Denmark" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"39" 2015-06-24 2015-07-01 "9" 200 "S1" "Denmark" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"40" 2015-06-24 2015-07-01 "12" 366.67 "S1" "Leura" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"41" 2015-06-24 2015-07-01 "17" 366.67 "S1" "Denmark" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"42" 2015-06-24 2015-07-01 "2" 200 "S1" "Monti" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"43" 2015-06-24 2015-07-01 "18" 333.33 "S1" "Leura" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"44" 2015-06-24 2015-07-01 "15" 66.67 "S1" "Monti" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"45" 2015-06-24 2015-07-01 "13" 533.33 "S1" "Woogenellup" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"46" 2015-06-24 2015-07-01 "16" 266.67 "S1" "Narrikup" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"47" 2015-06-24 2015-07-01 "11" 266.67 "S1" "Narrikup" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"48" 2015-06-24 2015-07-01 "4" 233.33 "S1" "Leura" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"49" 2015-06-24 2015-07-01 "1" 233.33 "S1" "Antas" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"50" 2015-06-24 2015-07-01 "10" 233.33 "S1" "Monti" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"51" 2015-06-24 2015-07-01 "14" 333.33 "S1" "Antas" "3" 7 0 0 0 0 0 59.25 5.66 53.59
"52" 2015-06-24 2015-07-01 "8" 266.67 "S1" "Woogenellup" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"53" 2015-06-24 2015-07-01 "7" 133.33 "S1" "Antas" "2" 7 0 0 0 0 0 59.25 5.66 53.59
"54" 2015-06-24 2015-07-01 "5" 200 "S1" "Narrikup" "1" 7 0 0 0 0 0 59.25 5.66 53.59
"55" 2015-06-24 2015-07-04 "11" 266.67 "S1" "Narrikup" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"56" 2015-06-24 2015-07-04 "2" 200 "S1" "Monti" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"57" 2015-06-24 2015-07-04 "12" 366.67 "S1" "Leura" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"58" 2015-06-24 2015-07-04 "9" 200 "S1" "Denmark" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"59" 2015-06-24 2015-07-04 "13" 533.33 "S1" "Woogenellup" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"60" 2015-06-24 2015-07-04 "14" 333.33 "S1" "Antas" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"61" 2015-06-24 2015-07-04 "18" 333.33 "S1" "Leura" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"62" 2015-06-24 2015-07-04 "7" 133.33 "S1" "Antas" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"63" 2015-06-24 2015-07-04 "15" 66.67 "S1" "Monti" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"64" 2015-06-24 2015-07-04 "17" 366.67 "S1" "Denmark" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"65" 2015-06-24 2015-07-04 "5" 200 "S1" "Narrikup" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"66" 2015-06-24 2015-07-04 "3" 166.67 "S1" "Denmark" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"67" 2015-06-24 2015-07-04 "1" 233.33 "S1" "Antas" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"68" 2015-06-24 2015-07-04 "6" 233.33 "S1" "Woogenellup" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"69" 2015-06-24 2015-07-04 "10" 233.33 "S1" "Monti" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"70" 2015-06-24 2015-07-04 "8" 266.67 "S1" "Woogenellup" "2" 10 0 0 0 0 0 80.63 5.66 74.97
"71" 2015-06-24 2015-07-04 "4" 233.33 "S1" "Leura" "1" 10 0 0 0 0 0 80.63 5.66 74.97
"72" 2015-06-24 2015-07-04 "16" 266.67 "S1" "Narrikup" "3" 10 0 0 0 0 0 80.63 5.66 74.97
"73" 2015-06-24 2015-07-07 "7" 133.33 "S1" "Antas" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"74" 2015-06-24 2015-07-07 "18" 333.33 "S1" "Leura" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"75" 2015-06-24 2015-07-07 "9" 200 "S1" "Denmark" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"76" 2015-06-24 2015-07-07 "2" 200 "S1" "Monti" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"77" 2015-06-24 2015-07-07 "10" 233.33 "S1" "Monti" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"78" 2015-06-24 2015-07-07 "15" 66.67 "S1" "Monti" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"79" 2015-06-24 2015-07-07 "3" 166.67 "S1" "Denmark" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"80" 2015-06-24 2015-07-07 "5" 200 "S1" "Narrikup" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"81" 2015-06-24 2015-07-07 "6" 233.33 "S1" "Woogenellup" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"82" 2015-06-24 2015-07-07 "12" 366.67 "S1" "Leura" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"83" 2015-06-24 2015-07-07 "16" 266.67 "S1" "Narrikup" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"84" 2015-06-24 2015-07-07 "4" 233.33 "S1" "Leura" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"85" 2015-06-24 2015-07-07 "13" 533.33 "S1" "Woogenellup" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"86" 2015-06-24 2015-07-07 "8" 266.67 "S1" "Woogenellup" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"87" 2015-06-24 2015-07-07 "14" 333.33 "S1" "Antas" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"88" 2015-06-24 2015-07-07 "11" 266.67 "S1" "Narrikup" "2" 13 0 0 0 0 0 94.03 5.66 88.37
"89" 2015-06-24 2015-07-07 "1" 233.33 "S1" "Antas" "1" 13 0 0 0 0 0 94.03 5.66 88.37
"90" 2015-06-24 2015-07-07 "17" 366.67 "S1" "Denmark" "3" 13 0 0 0 0 0 94.03 5.66 88.37
"91" 2015-06-24 2015-07-13 "4" 233.33 "S1" "Leura" "1" 19 0 0 0 0 0 112.19 5.66 106.53
"92" 2015-06-24 2015-07-13 "1" 233.33 "S1" "Antas" "1" 19 0 0 0 0 0 112.19 5.66 106.53
"93" 2015-06-24 2015-07-13 "13" 533.33 "S1" "Woogenellup" "3" 19 1 0 1 66.6666666666667 12.5000781254883 112.19 5.66 106.53
"94" 2015-06-24 2015-07-13 "10" 233.33 "S1" "Monti" "2" 19 1 0 0 33.3333333333333 14.2859183702624 112.19 5.66 106.53
"95" 2015-06-24 2015-07-13 "16" 266.67 "S1" "Narrikup" "3" 19 0 0 1 33.3333333333333 12.4998437519531 112.19 5.66 106.53
"96" 2015-06-24 2015-07-13 "6" 233.33 "S1" "Woogenellup" "1" 19 0 1 0 33.3333333333333 14.2859183702624 112.19 5.66 106.53
"97" 2015-06-24 2015-07-13 "8" 266.67 "S1" "Woogenellup" "2" 19 0 0 0 0 0 112.19 5.66 106.53
"98" 2015-06-24 2015-07-13 "15" 66.67 "S1" "Monti" "3" 19 0 0 1 33.3333333333333 49.9975001249937 112.19 5.66 106.53
"99" 2015-06-24 2015-07-13 "2" 200 "S1" "Monti" "1" 19 0 0 0 0 0 112.19 5.66 106.53
"100" 2015-06-24 2015-07-13 "9" 200 "S1" "Denmark" "2" 19 0 0 0 0 0 112.19 5.66 106.53
"101" 2015-06-24 2015-07-13 "17" 366.67 "S1" "Denmark" "3" 19 0 1 0 33.3333333333333 9.0908264470323 112.19 5.66 106.53
"102" 2015-06-24 2015-07-13 "14" 333.33 "S1" "Antas" "3" 19 0 1 0 33.3333333333333 10.000100001 112.19 5.66 106.53
"103" 2015-06-24 2015-07-13 "3" 166.67 "S1" "Denmark" "1" 19 0 0 0 0 0 112.19 5.66 106.53
"104" 2015-06-24 2015-07-13 "12" 366.67 "S1" "Leura" "2" 19 0 1 0 33.3333333333333 9.0908264470323 112.19 5.66 106.53
"105" 2015-06-24 2015-07-13 "5" 200 "S1" "Narrikup" "1" 19 1 0 0 33.3333333333333 16.6666666666667 112.19 5.66 106.53
"106" 2015-06-24 2015-07-13 "7" 133.33 "S1" "Antas" "2" 19 0 0 1 33.3333333333333 25.0006250156254 112.19 5.66 106.53
"107" 2015-06-24 2015-07-13 "18" 333.33 "S1" "Leura" "3" 19 0 1 0 33.3333333333333 10.000100001 112.19 5.66 106.53
"108" 2015-06-24 2015-07-13 "11" 266.67 "S1" "Narrikup" "2" 19 1 0 0 33.3333333333333 12.4998437519531 112.19 5.66 106.53
"109" 2015-06-24 2015-07-21 "13" 533.33 "S1" "Woogenellup" "3" 27 1 0 1 66.6666666666667 12.5000781254883 153.62 5.66 147.96
"110" 2015-06-24 2015-07-21 "1" 233.33 "S1" "Antas" "1" 27 0 0 1 33.3333333333333 14.2859183702624 153.62 5.66 147.96
"111" 2015-06-24 2015-07-21 "18" 333.33 "S1" "Leura" "3" 27 0 2 1 100 30.000300003 153.62 5.66 147.96
"112" 2015-06-24 2015-07-21 "11" 266.67 "S1" "Narrikup" "2" 27 1 0 1 66.6666666666667 24.9996875039062 153.62 5.66 147.96
"113" 2015-06-24 2015-07-21 "10" 233.33 "S1" "Monti" "2" 27 2 1 0 100 42.8577551107873 153.62 5.66 147.96
"114" 2015-06-24 2015-07-21 "4" 233.33 "S1" "Leura" "1" 27 0 0 0 0 0 153.62 5.66 147.96
"115" 2015-06-24 2015-07-21 "17" 366.67 "S1" "Denmark" "3" 27 0 1 0 33.3333333333333 9.0908264470323 153.62 5.66 147.96
"116" 2015-06-24 2015-07-21 "5" 200 "S1" "Narrikup" "1" 27 1 0 0 33.3333333333333 16.6666666666667 153.62 5.66 147.96
"117" 2015-06-24 2015-07-21 "7" 133.33 "S1" "Antas" "2" 27 0 0 1 33.3333333333333 25.0006250156254 153.62 5.66 147.96
"118" 2015-06-24 2015-07-21 "15" 66.67 "S1" "Monti" "3" 27 0 0 1 33.3333333333333 49.9975001249937 153.62 5.66 147.96
"119" 2015-06-24 2015-07-21 "9" 200 "S1" "Denmark" "2" 27 0 0 0 0 0 153.62 5.66 147.96
"120" 2015-06-24 2015-07-21 "14" 333.33 "S1" "Antas" "3" 27 0 2 0 66.6666666666667 20.000200002 153.62 5.66 147.96
"121" 2015-06-24 2015-07-21 "16" 266.67 "S1" "Narrikup" "3" 27 0 0 1 33.3333333333333 12.4998437519531 153.62 5.66 147.96
"122" 2015-06-24 2015-07-21 "6" 233.33 "S1" "Woogenellup" "1" 27 0 1 0 33.3333333333333 14.2859183702624 153.62 5.66 147.96
"123" 2015-06-24 2015-07-21 "2" 200 "S1" "Monti" "1" 27 0 0 0 0 0 153.62 5.66 147.96
"124" 2015-06-24 2015-07-21 "3" 166.67 "S1" "Denmark" "1" 27 0 0 1 33.3333333333333 19.9996000079998 153.62 5.66 147.96
"125" 2015-06-24 2015-07-21 "8" 266.67 "S1" "Woogenellup" "2" 27 0 0 0 0 0 153.62 5.66 147.96
"126" 2015-06-24 2015-07-21 "12" 366.67 "S1" "Leura" "2" 27 1 1 0 66.6666666666667 18.1816528940646 153.62 5.66 147.96
"127" 2015-06-24 2015-07-24 "17" 366.67 "S1" "Denmark" "3" 30 1 4 1 200 54.5449586821938 172.38 5.66 166.72
"128" 2015-06-24 2015-07-24 "16" 266.67 "S1" "Narrikup" "3" 30 1 0 1 66.6666666666667 24.9996875039062 172.38 5.66 166.72
"129" 2015-06-24 2015-07-24 "5" 200 "S1" "Narrikup" "1" 30 0 4 2 200 100 172.38 5.66 166.72
"130" 2015-06-24 2015-07-24 "14" 333.33 "S1" "Antas" "3" 30 1 6 4 366.666666666667 110.001100011 172.38 5.66 166.72
"131" 2015-06-24 2015-07-24 "4" 233.33 "S1" "Leura" "1" 30 1 0 0 33.3333333333333 14.2859183702624 172.38 5.66 166.72
"132" 2015-06-24 2015-07-24 "1" 233.33 "S1" "Antas" "1" 30 0 0 1 33.3333333333333 14.2859183702624 172.38 5.66 166.72
"133" 2015-06-24 2015-07-24 "6" 233.33 "S1" "Woogenellup" "1" 30 0 1 0 33.3333333333333 14.2859183702624 172.38 5.66 166.72
"134" 2015-06-24 2015-07-24 "13" 533.33 "S1" "Woogenellup" "3" 30 3 1 1 166.666666666667 31.2501953137207 172.38 5.66 166.72
"135" 2015-06-24 2015-07-24 "15" 66.67 "S1" "Monti" "3" 30 0 1 2 100 149.992500374981 172.38 5.66 166.72
"136" 2015-06-24 2015-07-24 "12" 366.67 "S1" "Leura" "2" 30 1 4 3 266.666666666667 72.7266115762584 172.38 5.66 166.72
"137" 2015-06-24 2015-07-24 "2" 200 "S1" "Monti" "1" 30 1 1 0 66.6666666666667 33.3333333333333 172.38 5.66 166.72
"138" 2015-06-24 2015-07-24 "9" 200 "S1" "Denmark" "2" 30 0 1 0 33.3333333333333 16.6666666666667 172.38 5.66 166.72
"139" 2015-06-24 2015-07-24 "3" 166.67 "S1" "Denmark" "1" 30 0 0 0 0 0 172.38 5.66 166.72
"140" 2015-06-24 2015-07-24 "18" 333.33 "S1" "Leura" "3" 30 1 2 1 133.333333333333 40.000400004 172.38 5.66 166.72
"141" 2015-06-24 2015-07-24 "10" 233.33 "S1" "Monti" "2" 30 1 2 1 133.333333333333 57.1436734810497 172.38 5.66 166.72
"142" 2015-06-24 2015-07-24 "8" 266.67 "S1" "Woogenellup" "2" 30 0 2 1 100 37.4995312558593 172.38 5.66 166.72
"143" 2015-06-24 2015-07-24 "11" 266.67 "S1" "Narrikup" "2" 30 2 1 1 133.333333333333 49.9993750078124 172.38 5.66 166.72
"144" 2015-06-24 2015-07-24 "7" 133.33 "S1" "Antas" "2" 30 1 2 0 100 75.0018750468762 172.38 5.66 166.72
"145" 2015-06-24 2015-08-06 "7" 133.33 "S1" "Antas" "2" 43 1 1 2 133.333333333333 100.002500062502 268.28 5.66 262.62
"146" 2015-06-24 2015-07-28 "17" 366.67 "S1" "Denmark" "3" 34 1 4 1 200 54.5449586821938 204.92 5.66 199.26
"147" 2015-06-24 2015-07-28 "12" 366.67 "S1" "Leura" "2" 34 1 3 3 233.333333333333 63.6357851292261 204.92 5.66 199.26
"148" 2015-06-24 2015-07-28 "7" 133.33 "S1" "Antas" "2" 34 1 1 1 100 75.0018750468762 204.92 5.66 199.26
"149" 2015-06-24 2015-07-28 "16" 266.67 "S1" "Narrikup" "3" 34 1 0 1 66.6666666666667 24.9996875039062 204.92 5.66 199.26
"150" 2015-06-24 2015-08-21 "15" 66.67 "S1" "Monti" "3" 58 2 0 0 66.6666666666667 99.9950002499875 366.92 5.66 361.26
"151" 2015-06-24 2015-07-28 "1" 233.33 "S1" "Antas" "1" 34 1 0 2 100 42.8577551107873 204.92 5.66 199.26
"152" 2015-06-24 2015-07-28 "9" 200 "S1" "Denmark" "2" 34 0 1 0 33.3333333333333 16.6666666666667 204.92 5.66 199.26
"153" 2015-06-24 2015-08-21 "16" 266.67 "S1" "Narrikup" "3" 58 3 3 2 266.666666666667 99.9987500156248 366.92 5.66 361.26
"154" 2015-06-24 2015-08-21 "7" 133.33 "S1" "Antas" "2" 58 1 2 1 133.333333333333 100.002500062502 366.92 5.66 361.26
"155" 2015-06-24 2015-07-28 "14" 333.33 "S1" "Antas" "3" 34 5 3 3 366.666666666667 110.001100011 204.92 5.66 199.26
"156" 2015-06-24 2015-09-02 "11" 266.67 "S1" "Narrikup" "2" 70 3 3 2 266.666666666667 99.9987500156248 446.97 5.66 441.31
"157" 2015-06-24 2015-07-28 "5" 200 "S1" "Narrikup" "1" 34 0 4 2 200 100 204.92 5.66 199.26
"158" 2015-06-24 2015-07-28 "13" 533.33 "S1" "Woogenellup" "3" 34 3 1 3 233.333333333333 43.750273439209 204.92 5.66 199.26
"159" 2015-06-24 2015-08-01 "10" 233.33 "S1" "Monti" "2" 38 1 1 2 133.333333333333 57.1436734810497 228.79 5.66 223.13
"160" 2015-06-24 2015-08-10 "2" 200 "S1" "Monti" "1" 47 4 2 2 266.666666666667 133.333333333333 286.66 5.66 281
"161" 2015-06-24 2015-09-02 "10" 233.33 "S1" "Monti" "2" 70 2 2 3 233.333333333333 100.001428591837 446.97 5.66 441.31
"162" 2015-06-24 2015-07-28 "4" 233.33 "S1" "Leura" "1" 34 1 1 0 66.6666666666667 28.5718367405249 204.92 5.66 199.26
"163" 2015-06-24 2015-08-01 "2" 200 "S1" "Monti" "1" 38 3 1 1 166.666666666667 83.3333333333333 228.79 5.66 223.13
"164" 2015-06-24 2015-07-28 "11" 266.67 "S1" "Narrikup" "2" 34 2 1 1 133.333333333333 49.9993750078124 204.92 5.66 199.26
"165" 2015-06-24 2015-07-28 "6" 233.33 "S1" "Woogenellup" "1" 34 0 1 1 66.6666666666667 28.5718367405249 204.92 5.66 199.26
"166" 2015-06-24 2015-07-28 "10" 233.33 "S1" "Monti" "2" 34 1 2 1 133.333333333333 57.1436734810497 204.92 5.66 199.26
"167" 2015-06-24 2015-08-14 "4" 233.33 "S1" "Leura" "1" 51 2 1 1 133.333333333333 57.1436734810497 313.12 5.66 307.46
"168" 2015-06-24 2015-08-01 "8" 266.67 "S1" "Woogenellup" "2" 38 1 1 3 166.666666666667 62.4992187597655 228.79 5.66 223.13
"169" 2015-06-24 2015-07-28 "18" 333.33 "S1" "Leura" "3" 34 1 3 1 166.666666666667 50.000500005 204.92 5.66 199.26
"170" 2015-06-24 2015-07-28 "3" 166.67 "S1" "Denmark" "1" 34 0 1 0 33.3333333333333 19.9996000079998 204.92 5.66 199.26
"171" 2015-06-24 2015-08-01 "4" 233.33 "S1" "Leura" "1" 38 1 1 1 100 42.8577551107873 228.79 5.66 223.13
"172" 2015-06-24 2015-08-10 "8" 266.67 "S1" "Woogenellup" "2" 47 1 1 3 166.666666666667 62.4992187597655 286.66 5.66 281
"173" 2015-06-24 2015-08-28 "5" 200 "S1" "Narrikup" "1" 65 1 2 3 200 100 407.79 5.66 402.13
"174" 2015-06-24 2015-08-28 "18" 333.33 "S1" "Leura" "3" 65 3 5 2 333.333333333333 100.00100001 407.79 5.66 402.13
"175" 2015-06-24 2015-08-10 "12" 366.67 "S1" "Leura" "2" 47 2 2 4 266.666666666667 72.7266115762584 286.66 5.66 281
"176" 2015-06-24 2015-07-28 "15" 66.67 "S1" "Monti" "3" 34 0 1 2 100 149.992500374981 204.92 5.66 199.26
"177" 2015-06-24 2015-07-28 "2" 200 "S1" "Monti" "1" 34 2 1 1 133.333333333333 66.6666666666667 204.92 5.66 199.26
"178" 2015-06-24 2015-08-10 "18" 333.33 "S1" "Leura" "3" 47 2 4 3 300 90.0009000090001 286.66 5.66 281
"179" 2015-06-24 2015-07-28 "8" 266.67 "S1" "Woogenellup" "2" 34 1 1 2 133.333333333333 49.9993750078124 204.92 5.66 199.26
"180" 2015-06-24 2015-08-28 "7" 133.33 "S1" "Antas" "2" 65 1 2 1 133.333333333333 100.002500062502 407.79 5.66 402.13
"181" 2015-06-24 2015-08-10 "6" 233.33 "S1" "Woogenellup" "1" 47 1 2 1 133.333333333333 57.1436734810497 286.66 5.66 281
"182" 2015-06-24 2015-08-10 "10" 233.33 "S1" "Monti" "2" 47 1 1 2 133.333333333333 57.1436734810497 286.66 5.66 281
"183" 2015-06-24 2015-08-10 "14" 333.33 "S1" "Antas" "3" 47 3 2 3 266.666666666667 80.0008000080001 286.66 5.66 281
"184" 2015-06-24 2015-08-28 "1" 233.33 "S1" "Antas" "1" 65 1 3 3 233.333333333333 100.001428591837 407.79 5.66 402.13
"185" 2015-06-24 2015-08-10 "13" 533.33 "S1" "Woogenellup" "3" 47 2 2 3 233.333333333333 43.750273439209 286.66 5.66 281
"186" 2015-06-24 2015-08-28 "10" 233.33 "S1" "Monti" "2" 65 2 2 3 233.333333333333 100.001428591837 407.79 5.66 402.13
"187" 2015-06-24 2015-08-28 "11" 266.67 "S1" "Narrikup" "2" 65 3 3 2 266.666666666667 99.9987500156248 407.79 5.66 402.13
"188" 2015-06-24 2015-08-10 "3" 166.67 "S1" "Denmark" "1" 47 1 1 1 100 59.9988000239995 286.66 5.66 281
"189" 2015-06-24 2015-08-10 "17" 366.67 "S1" "Denmark" "3" 47 2 3 2 233.333333333333 63.6357851292261 286.66 5.66 281
"190" 2015-06-24 2015-08-28 "17" 366.67 "S1" "Denmark" "3" 65 5 3 3 366.666666666667 99.9990909173553 407.79 5.66 402.13
"191" 2015-06-24 2015-08-01 "18" 333.33 "S1" "Leura" "3" 38 2 4 3 300 90.0009000090001 228.79 5.66 223.13
"192" 2015-06-24 2015-08-21 "10" 233.33 "S1" "Monti" "2" 58 2 2 3 233.333333333333 100.001428591837 366.92 5.66 361.26
"193" 2015-06-24 2015-08-10 "5" 200 "S1" "Narrikup" "1" 47 2 2 2 200 100 286.66 5.66 281
"194" 2015-06-24 2015-08-01 "11" 266.67 "S1" "Narrikup" "2" 38 2 2 2 200 74.9990625117186 228.79 5.66 223.13
"195" 2015-06-24 2015-08-10 "16" 266.67 "S1" "Narrikup" "3" 47 2 2 1 166.666666666667 62.4992187597655 286.66 5.66 281
"196" 2015-06-24 2015-08-14 "10" 233.33 "S1" "Monti" "2" 51 1 2 3 200 85.7155102215746 313.12 5.66 307.46
"197" 2015-06-24 2015-08-14 "16" 266.67 "S1" "Narrikup" "3" 51 2 2 1 166.666666666667 62.4992187597655 313.12 5.66 307.46
"198" 2015-06-24 2015-09-02 "7" 133.33 "S1" "Antas" "2" 70 1 2 1 133.333333333333 100.002500062502 446.97 5.66 441.31
"199" 2015-06-24 2015-08-14 "5" 200 "S1" "Narrikup" "1" 51 2 1 2 166.666666666667 83.3333333333333 313.12 5.66 307.46
"200" 2015-06-24 2015-09-02 "9" 200 "S1" "Denmark" "2" 70 1 1 4 200 100 446.97 5.66 441.31
"201" 2015-06-24 2015-08-14 "14" 333.33 "S1" "Antas" "3" 51 2 3 3 266.666666666667 80.0008000080001 313.12 5.66 307.46
"202" 2015-06-24 2015-08-10 "7" 133.33 "S1" "Antas" "2" 47 1 2 2 166.666666666667 125.003125078127 286.66 5.66 281
"203" 2015-06-24 2015-08-01 "16" 266.67 "S1" "Narrikup" "3" 38 2 1 1 133.333333333333 49.9993750078124 228.79 5.66 223.13
