Cultivar 	Wavelength	Absorbance
Monti	2551.38038	0.01244
Monti	2549.4519	0.01242
Monti	2547.52342	0.01239
Monti	2545.59494	0.01236
Monti	2543.66646	0.01235
Monti	2541.73798	0.01235
Monti	2539.80949	0.01233
Monti	2537.88101	0.01232
Monti	2535.95253	0.01231
Monti	2534.02405	0.01229
Monti	2532.09557	0.01227
Monti	2530.16709	0.01224
Monti	2528.23861	0.0122
Monti	2526.31013	0.01217
Monti	2524.38165	0.01215
Monti	2522.45317	0.01215
Monti	2520.52468	0.01217
Monti	2518.5962	0.01215
Monti	2516.66772	0.01211
Monti	2514.73924	0.01208
Monti	2512.81076	0.01206
Monti	2510.88228	0.01204
Monti	2508.9538	0.01204
Monti	2507.02532	0.01203
Monti	2505.09684	0.01202
Monti	2503.16836	0.01201
Monti	2501.23987	0.01199
Monti	2499.31139	0.01197
Monti	2497.38291	0.01195
Monti	2495.45443	0.01194
Monti	2493.52595	0.01191
Monti	2491.59747	0.01191
Monti	2489.66899	0.01191
Monti	2487.74051	0.01188
Monti	2485.81203	0.01184
Monti	2483.88355	0.0118
Monti	2481.95506	0.01179
Monti	2480.02658	0.01178
Monti	2478.0981	0.01177
Monti	2476.16962	0.01176
Monti	2474.24114	0.01176
Monti	2472.31266	0.01175
Monti	2470.38418	0.01174
Monti	2468.4557	0.01173
Monti	2466.52722	0.01172
Monti	2464.59874	0.01172
Monti	2462.67025	0.0117
Monti	2460.74177	0.01168
Monti	2458.81329	0.01166
Monti	2456.88481	0.01165
Monti	2454.95633	0.01164
Monti	2453.02785	0.01163
Monti	2451.09937	0.01162
Monti	2449.17089	0.0116
Monti	2447.24241	0.01159
Monti	2445.31393	0.0116
Monti	2443.38544	0.01163
Monti	2441.45696	0.01164
Monti	2439.52848	0.01162
Monti	2437.6	0.0116
Monti	2435.67152	0.01156
Monti	2433.74304	0.01154
Monti	2431.81456	0.01152
Monti	2429.88608	0.01149
Monti	2427.9576	0.01144
Monti	2426.02911	0.0114
Monti	2424.10063	0.01139
Monti	2422.17215	0.0114
Monti	2420.24367	0.01142
Monti	2418.31519	0.01142
Monti	2416.38671	0.0114
Monti	2414.45823	0.01138
Monti	2412.52975	0.01136
Monti	2410.60127	0.01135
Monti	2408.67279	0.01134
Monti	2406.7443	0.01134
Monti	2404.81582	0.01133
Monti	2402.88734	0.01134
Monti	2400.95886	0.01134
Monti	2399.03038	0.01132
Monti	2397.1019	0.0113
Monti	2395.17342	0.01129
Monti	2393.24494	0.01129
Monti	2391.31646	0.0113
Monti	2389.38798	0.01134
Monti	2387.45949	0.01141
Monti	2385.53101	0.0115
Monti	2383.60253	0.01158
Monti	2381.67405	0.01162
Monti	2379.74557	0.01161
Monti	2377.81709	0.01156
Monti	2375.88861	0.01145
Monti	2373.96013	0.01123
Monti	2372.03165	0.01096
Monti	2370.10317	0.01079
Monti	2368.17468	0.01055
Monti	2366.2462	0.00967
Monti	2364.31772	0.00788
Monti	2362.38924	0.00626
Monti	2360.46076	0.00609
Monti	2358.53228	0.00695
Monti	2356.6038	0.0077
Monti	2354.67532	0.00775
Monti	2352.74684	0.00776
Monti	2350.81836	0.00852
Monti	2348.88987	0.00963
Monti	2346.96139	0.01039
Monti	2345.03291	0.01018
Monti	2343.10443	0.00917
Monti	2341.17595	0.0086
Monti	2339.24747	0.00838
Monti	2337.31899	0.00822
Monti	2335.39051	0.00822
Monti	2333.46203	0.00842
Monti	2331.53355	0.00863
Monti	2329.60506	0.00877
Monti	2327.67658	0.00887
Monti	2325.7481	0.00902
Monti	2323.81962	0.00917
Monti	2321.89114	0.00926
Monti	2319.96266	0.00937
Monti	2318.03418	0.00957
Monti	2316.1057	0.00982
Monti	2314.17722	0.01006
Monti	2312.24874	0.01019
Monti	2310.32025	0.01021
Monti	2308.39177	0.01022
Monti	2306.46329	0.0103
Monti	2304.53481	0.01045
Monti	2302.60633	0.01059
Monti	2300.67785	0.01066
Monti	2298.74937	0.01067
Monti	2296.82089	0.01069
Monti	2294.89241	0.01073
Monti	2292.96392	0.01075
Monti	2291.03544	0.01075
Monti	2289.10696	0.01077
Monti	2287.17848	0.01082
Monti	2285.25	0.01089
Monti	2283.32152	0.01095
Monti	2281.39304	0.01097
Monti	2279.46456	0.01094
Monti	2277.53608	0.0109
Monti	2275.6076	0.01089
Monti	2273.67911	0.01089
Monti	2271.75063	0.01087
Monti	2269.82215	0.01084
Monti	2267.89367	0.01081
Monti	2265.96519	0.01079
Monti	2264.03671	0.01078
Monti	2262.10823	0.0108
Monti	2260.17975	0.01081
Monti	2258.25127	0.01081
Monti	2256.32279	0.0108
Monti	2254.3943	0.0108
Monti	2252.46582	0.01083
Monti	2250.53734	0.01086
Monti	2248.60886	0.01085
Monti	2246.68038	0.01082
Monti	2244.7519	0.0108
Monti	2242.82342	0.01078
Monti	2240.89494	0.01078
Monti	2238.96646	0.01078
Monti	2237.03798	0.01077
Monti	2235.10949	0.01075
Monti	2233.18101	0.01075
Monti	2231.25253	0.01075
Monti	2229.32405	0.01073
Monti	2227.39557	0.01073
Monti	2225.46709	0.01074
Monti	2223.53861	0.01073
Monti	2221.61013	0.01072
Monti	2219.68165	0.01071
Monti	2217.75317	0.01072
Monti	2215.82468	0.01072
Monti	2213.8962	0.0107
Monti	2211.96772	0.01067
Monti	2210.03924	0.01065
Monti	2208.11076	0.01065
Monti	2206.18228	0.01066
Monti	2204.2538	0.01066
Monti	2202.32532	0.01065
Monti	2200.39684	0.01064
Monti	2198.46836	0.01063
Monti	2196.53987	0.01063
Monti	2194.61139	0.01062
Monti	2192.68291	0.01061
Monti	2190.75443	0.01061
Monti	2188.82595	0.01062
Monti	2186.89747	0.01062
Monti	2184.96899	0.01059
Monti	2183.04051	0.01055
Monti	2181.11203	0.01053
Monti	2179.18355	0.01053
Monti	2177.25506	0.01053
Monti	2175.32658	0.01051
Monti	2173.3981	0.0105
Monti	2171.46962	0.0105
Monti	2169.54114	0.0105
Monti	2167.61266	0.01049
Monti	2165.68418	0.01049
Monti	2163.7557	0.01048
Monti	2161.82722	0.01049
Monti	2159.89874	0.01048
Monti	2157.97025	0.01046
Monti	2156.04177	0.01043
Monti	2154.11329	0.01041
Monti	2152.18481	0.0104
Monti	2150.25633	0.0104
Monti	2148.32785	0.0104
Monti	2146.39937	0.01039
Monti	2144.47089	0.01037
Monti	2142.54241	0.01034
Monti	2140.61392	0.01033
Monti	2138.68544	0.01032
Monti	2136.75696	0.0103
Monti	2134.82848	0.01026
Monti	2132.9	0.01024
Monti	2130.97152	0.01024
Monti	2129.04304	0.01021
Monti	2127.11456	0.01018
Monti	2125.18608	0.01018
Monti	2123.2576	0.0102
Monti	2121.32911	0.01021
Monti	2119.40063	0.01019
Monti	2117.47215	0.01016
Monti	2115.54367	0.01011
Monti	2113.61519	0.01007
Monti	2111.68671	0.01005
Monti	2109.75823	0.01003
Monti	2107.82975	0.01002
Monti	2105.90127	0.01001
Monti	2103.97279	0.01002
Monti	2102.0443	0.01002
Monti	2100.11582	0.01
Monti	2098.18734	0.00996
Monti	2096.25886	0.00995
Monti	2094.33038	0.00995
Monti	2092.4019	0.00995
Monti	2090.47342	0.00992
Monti	2088.54494	0.00986
Monti	2086.61646	0.00982
Monti	2084.68798	0.00981
Monti	2082.75949	0.0098
Monti	2080.83101	0.00978
Monti	2078.90253	0.00978
Monti	2076.97405	0.00977
Monti	2075.04557	0.00975
Monti	2073.11709	0.00973
Monti	2071.18861	0.00971
Monti	2069.26013	0.0097
Monti	2067.33165	0.00971
Monti	2065.40317	0.00967
Monti	2063.47468	0.00961
Monti	2061.5462	0.00959
Monti	2059.61772	0.00959
Monti	2057.68924	0.00956
Monti	2055.76076	0.00953
Monti	2053.83228	0.00952
Monti	2051.9038	0.00953
Monti	2049.97532	0.00953
Monti	2048.04684	0.00954
Monti	2046.11836	0.00954
Monti	2044.18987	0.00954
Monti	2042.26139	0.0095
Monti	2040.33291	0.00943
Monti	2038.40443	0.00939
Monti	2036.47595	0.00938
Monti	2034.54747	0.00939
Monti	2032.61899	0.00939
Monti	2030.69051	0.00939
Monti	2028.76203	0.00936
Monti	2026.83355	0.00931
Monti	2024.90506	0.00927
Monti	2022.97658	0.00924
Monti	2021.0481	0.00922
Monti	2019.11962	0.00919
Monti	2017.19114	0.00913
Monti	2015.26266	0.00909
Monti	2013.33418	0.0091
Monti	2011.4057	0.00913
Monti	2009.47722	0.00912
Monti	2007.54873	0.0091
Monti	2005.62025	0.00905
Monti	2003.69177	0.00901
Monti	2001.76329	0.009
Monti	1999.83481	0.009
Monti	1997.90633	0.009
Monti	1995.97785	0.00902
Monti	1994.04937	0.00904
Monti	1992.12089	0.00896
Monti	1990.19241	0.00883
Monti	1988.26392	0.00878
Monti	1986.33544	0.00879
Monti	1984.40696	0.0088
Monti	1982.47848	0.0088
Monti	1980.55	0.00878
Monti	1978.62152	0.00875
Monti	1976.69304	0.00872
Monti	1974.76456	0.00869
Monti	1972.83608	0.00868
Monti	1970.9076	0.0087
Monti	1968.97911	0.00871
Monti	1967.05063	0.00863
Monti	1965.12215	0.00853
Monti	1963.19367	0.00852
Monti	1961.26519	0.00855
Monti	1959.33671	0.00856
Monti	1957.40823	0.00856
Monti	1955.47975	0.00854
Monti	1953.55127	0.00851
Monti	1951.62279	0.00849
Monti	1949.6943	0.00848
Monti	1947.76582	0.00851
Monti	1945.83734	0.00857
Monti	1943.90886	0.00854
Monti	1941.98038	0.00837
Monti	1940.0519	0.00827
Monti	1938.12342	0.00832
Monti	1936.19494	0.00834
Monti	1934.26646	0.00833
Monti	1932.33798	0.00831
Monti	1930.40949	0.00829
Monti	1928.48101	0.00828
Monti	1926.55253	0.00832
Monti	1924.62405	0.00834
Monti	1922.69557	0.00825
Monti	1920.76709	0.00823
Monti	1918.83861	0.00823
Monti	1916.91013	0.00811
Monti	1914.98165	0.00807
Monti	1913.05317	0.00816
Monti	1911.12468	0.00819
Monti	1909.1962	0.00812
Monti	1907.26772	0.00807
Monti	1905.33924	0.00809
Monti	1903.41076	0.0081
Monti	1901.48228	0.00809
Monti	1899.5538	0.0081
Monti	1897.62532	0.00812
Monti	1895.69684	0.0081
Monti	1893.76836	0.00808
Monti	1891.83987	0.00814
Monti	1889.91139	0.00808
Monti	1887.98291	0.00792
Monti	1886.05443	0.00791
Monti	1884.12595	0.00795
Monti	1882.19747	0.00796
Monti	1880.26899	0.00798
Monti	1878.34051	0.008
Monti	1876.41203	0.00799
Monti	1874.48355	0.008
Monti	1872.55506	0.00813
Monti	1870.62658	0.00822
Monti	1868.6981	0.00798
Monti	1866.76962	0.00764
Monti	1864.84114	0.00765
Monti	1862.91266	0.0078
Monti	1860.98418	0.00789
Monti	1859.0557	0.00789
Monti	1857.12722	0.00786
Monti	1855.19873	0.00785
Monti	1853.27025	0.00787
Monti	1851.34177	0.0079
Monti	1849.41329	0.00796
Monti	1847.48481	0.00806
Monti	1845.55633	0.008
Monti	1843.62785	0.00764
Monti	1841.69937	0.0075
Monti	1839.77089	0.00767
Monti	1837.84241	0.00777
Monti	1835.91392	0.00776
Monti	1833.98544	0.00789
Monti	1832.05696	0.00805
Monti	1830.12848	0.00792
Monti	1828.2	0.00771
Monti	1826.27152	0.00773
Monti	1824.34304	0.00768
Monti	1822.41456	0.00763
Monti	1820.48608	0.00772
Monti	1818.5576	0.00778
Monti	1816.62911	0.00778
Monti	1814.70063	0.00786
Monti	1812.77215	0.00795
Monti	1810.84367	0.00787
Monti	1808.91519	0.00776
Monti	1806.98671	0.0078
Monti	1805.05823	0.00793
Monti	1803.12975	0.00804
Monti	1801.20127	0.00798
Monti	1799.27279	0.00783
Monti	1797.3443	0.00788
Monti	1795.41582	0.0081
Monti	1793.48734	0.00814
Monti	1791.55886	0.0078
Monti	1789.63038	0.00768
Monti	1787.7019	0.00794
Monti	1785.77342	0.00814
Monti	1783.84494	0.00822
Monti	1781.91646	0.00827
Monti	1779.98798	0.00826
Monti	1778.05949	0.00834
Monti	1776.13101	0.00868
Monti	1774.20253	0.009
Monti	1772.27405	0.00893
Monti	1770.34557	0.00886
Monti	1768.41709	0.00923
Monti	1766.48861	0.00979
Monti	1764.56013	0.01045
Monti	1762.63165	0.01102
Monti	1760.70317	0.01148
Monti	1758.77468	0.01202
Monti	1756.8462	0.01257
Monti	1754.91772	0.01315
Monti	1752.98924	0.01385
Monti	1751.06076	0.01436
Monti	1749.13228	0.01456
Monti	1747.2038	0.01494
Monti	1745.27532	0.01569
Monti	1743.34684	0.01668
Monti	1741.41836	0.01785
Monti	1739.48987	0.01926
Monti	1737.56139	0.02082
Monti	1735.63291	0.02233
Monti	1733.70443	0.02355
Monti	1731.77595	0.02419
Monti	1729.84747	0.0243
Monti	1727.91899	0.02392
Monti	1725.99051	0.02323
Monti	1724.06203	0.02222
Monti	1722.13354	0.02125
Monti	1720.20506	0.02068
Monti	1718.27658	0.01976
Monti	1716.3481	0.01798
Monti	1714.41962	0.01706
Monti	1712.49114	0.01705
Monti	1710.56266	0.01726
Monti	1708.63418	0.01747
Monti	1706.7057	0.01747
Monti	1704.77722	0.01735
Monti	1702.84873	0.01754
Monti	1700.92025	0.01769
Monti	1698.99177	0.01743
Monti	1697.06329	0.01734
Monti	1695.13481	0.01749
Monti	1693.20633	0.01804
Monti	1691.27785	0.0188
Monti	1689.34937	0.01948
Monti	1687.42089	0.02015
Monti	1685.49241	0.02073
Monti	1683.56392	0.02087
Monti	1681.63544	0.02135
Monti	1679.70696	0.02226
Monti	1677.77848	0.02318
Monti	1675.85	0.02393
Monti	1673.92152	0.0246
Monti	1671.99304	0.02537
Monti	1670.06456	0.02605
Monti	1668.13608	0.02672
Monti	1666.2076	0.02766
Monti	1664.27911	0.02862
Monti	1662.35063	0.02937
Monti	1660.42215	0.03011
Monti	1658.49367	0.03105
Monti	1656.56519	0.03208
Monti	1654.63671	0.03286
Monti	1652.70823	0.03282
Monti	1650.77975	0.03326
Monti	1648.85127	0.0342
Monti	1646.92279	0.03473
Monti	1644.9943	0.03506
Monti	1643.06582	0.03579
Monti	1641.13734	0.03667
Monti	1639.20886	0.03754
Monti	1637.28038	0.03828
Monti	1635.3519	0.03881
Monti	1633.42342	0.03964
Monti	1631.49494	0.04077
Monti	1629.56646	0.04184
Monti	1627.63798	0.04273
Monti	1625.70949	0.04346
Monti	1623.78101	0.044
Monti	1621.85253	0.04451
Monti	1619.92405	0.04526
Monti	1617.99557	0.04596
Monti	1616.06709	0.04626
Monti	1614.13861	0.04665
Monti	1612.21013	0.04723
Monti	1610.28165	0.04759
Monti	1608.35317	0.04763
Monti	1606.42468	0.04749
Monti	1604.4962	0.04722
Monti	1602.56772	0.04671
Monti	1600.63924	0.04596
Monti	1598.71076	0.04511
Monti	1596.78228	0.04412
Monti	1594.8538	0.04286
Monti	1592.92532	0.04147
Monti	1590.99684	0.0401
Monti	1589.06836	0.0387
Monti	1587.13987	0.03731
Monti	1585.21139	0.03595
Monti	1583.28291	0.03464
Monti	1581.35443	0.0335
Monti	1579.42595	0.03265
Monti	1577.49747	0.03155
Monti	1575.56899	0.02962
Monti	1573.64051	0.02855
Monti	1571.71203	0.02827
Monti	1569.78354	0.02751
Monti	1567.85506	0.02656
Monti	1565.92658	0.02622
Monti	1563.9981	0.02622
Monti	1562.06962	0.02652
Monti	1560.14114	0.02669
Monti	1558.21266	0.02555
Monti	1556.28418	0.02523
Monti	1554.3557	0.02575
Monti	1552.42722	0.02623
Monti	1550.49873	0.0266
Monti	1548.57025	0.02692
Monti	1546.64177	0.02736
Monti	1544.71329	0.02782
Monti	1542.78481	0.02801
Monti	1540.85633	0.02741
Monti	1538.92785	0.02656
Monti	1536.99937	0.02683
Monti	1535.07089	0.02713
Monti	1533.14241	0.02676
Monti	1531.21392	0.02638
Monti	1529.28544	0.02645
Monti	1527.35696	0.02643
Monti	1525.42848	0.02627
Monti	1523.5	0.02623
Monti	1521.57152	0.02602
Monti	1519.64304	0.02587
Monti	1517.71456	0.02588
Monti	1515.78608	0.02566
Monti	1513.8576	0.02546
Monti	1511.92911	0.0254
Monti	1510.00063	0.02535
Monti	1508.07215	0.02462
Monti	1506.14367	0.02238
Monti	1504.21519	0.02162
Monti	1502.28671	0.0218
Monti	1500.35823	0.02184
Monti	1498.42975	0.02144
Monti	1496.50127	0.02066
Monti	1494.57279	0.02032
Monti	1492.6443	0.02048
Monti	1490.71582	0.02051
Monti	1488.78734	0.02012
Monti	1486.85886	0.02003
Monti	1484.93038	0.02043
Monti	1483.0019	0.02097
Monti	1481.07342	0.02156
Monti	1479.14494	0.02228
Monti	1477.21646	0.02321
Monti	1475.28798	0.0243
Monti	1473.35949	0.02552
Monti	1471.43101	0.02696
Monti	1469.50253	0.02845
Monti	1467.57405	0.02981
Monti	1465.64557	0.03093
Monti	1463.71709	0.03181
Monti	1461.78861	0.03272
Monti	1459.86013	0.03369
Monti	1457.93165	0.03449
Monti	1456.00317	0.03506
Monti	1454.07468	0.03578
Monti	1452.1462	0.03654
Monti	1450.21772	0.03719
Monti	1448.28924	0.03769
Monti	1446.36076	0.03809
Monti	1444.43228	0.03851
Monti	1442.5038	0.03892
Monti	1440.57532	0.03928
Monti	1438.64684	0.03953
Monti	1436.71836	0.0394
Monti	1434.78987	0.03916
Monti	1432.86139	0.03923
Monti	1430.93291	0.03925
Monti	1429.00443	0.03907
Monti	1427.07595	0.03896
Monti	1425.14747	0.03888
Monti	1423.21899	0.03876
Monti	1421.29051	0.03872
Monti	1419.36203	0.03845
Monti	1417.43354	0.03786
Monti	1415.50506	0.0375
Monti	1413.57658	0.03723
Monti	1411.6481	0.03679
Monti	1409.71962	0.03627
Monti	1407.79114	0.03584
Monti	1405.86266	0.03535
Monti	1403.93418	0.03481
Monti	1402.0057	0.03453
Monti	1400.07722	0.03436
Monti	1398.14873	0.0341
Monti	1396.22025	0.03387
Monti	1394.29177	0.03369
Monti	1392.36329	0.03371
Monti	1390.43481	0.03399
Monti	1388.50633	0.03424
Monti	1386.57785	0.0344
Monti	1384.64937	0.03471
Monti	1382.72089	0.03521
Monti	1380.79241	0.03573
Monti	1378.86392	0.03619
Monti	1376.93544	0.0366
Monti	1375.00696	0.03692
Monti	1373.07848	0.03717
Monti	1371.15	0.03747
Monti	1369.22152	0.03771
Monti	1367.29304	0.03786
Monti	1365.36456	0.038
Monti	1363.43608	0.03803
Monti	1361.5076	0.03793
Monti	1359.57911	0.03797
Monti	1357.65063	0.03817
Monti	1355.72215	0.03837
Monti	1353.79367	0.03851
Monti	1351.86519	0.03866
Monti	1349.93671	0.03884
Monti	1348.00823	0.03906
Monti	1346.07975	0.03934
Monti	1344.15127	0.03967
Monti	1342.22279	0.04004
Monti	1340.2943	0.04035
Monti	1338.36582	0.04053
Monti	1336.43734	0.04069
Monti	1334.50886	0.04083
Monti	1332.58038	0.04089
Monti	1330.6519	0.04085
Monti	1328.72342	0.04079
Monti	1326.79494	0.04079
Monti	1324.86646	0.04085
Monti	1322.93798	0.04093
Monti	1321.00949	0.041
Monti	1319.08101	0.04098
Monti	1317.15253	0.04083
Monti	1315.22405	0.04058
Monti	1313.29557	0.04022
Monti	1311.36709	0.0398
Monti	1309.43861	0.03936
Monti	1307.51013	0.03889
Monti	1305.58165	0.03838
Monti	1303.65317	0.03791
Monti	1301.72468	0.03746
Monti	1299.7962	0.03701
Monti	1297.86772	0.03657
Monti	1295.93924	0.03618
Monti	1294.01076	0.03586
Monti	1292.08228	0.03559
Monti	1290.1538	0.03536
Monti	1288.22532	0.0352
Monti	1286.29684	0.03512
Monti	1284.36835	0.03511
Monti	1282.43987	0.03513
Monti	1280.51139	0.03515
Monti	1278.58291	0.03513
Monti	1276.65443	0.03512
Monti	1274.72595	0.03515
Monti	1272.79747	0.03522
Monti	1270.86899	0.03536
Monti	1268.94051	0.03561
Monti	1267.01203	0.03595
Monti	1265.08354	0.03637
Monti	1263.15506	0.03682
Monti	1261.22658	0.03729
Monti	1259.2981	0.03776
Monti	1257.36962	0.03822
Monti	1255.44114	0.03862
Monti	1253.51266	0.03892
Monti	1251.58418	0.03911
Monti	1249.6557	0.03924
Monti	1247.72722	0.0393
Monti	1245.79873	0.03925
Monti	1243.87025	0.03911
Monti	1241.94177	0.03892
Monti	1240.01329	0.03874
Monti	1238.08481	0.03857
Monti	1236.15633	0.03835
Monti	1234.22785	0.03807
Monti	1232.29937	0.03775
Monti	1230.37089	0.0374
Monti	1228.44241	0.03704
Monti	1226.51392	0.03669
Monti	1224.58544	0.03639
Monti	1222.65696	0.03615
Monti	1220.72848	0.03595
Monti	1218.8	0.03581
Monti	1216.87152	0.03576
Monti	1214.94304	0.03578
Monti	1213.01456	0.03583
Monti	1211.08608	0.03593
Monti	1209.1576	0.03608
Monti	1207.22911	0.0362
Monti	1205.30063	0.03626
Monti	1203.37215	0.03626
Monti	1201.44367	0.03619
Monti	1199.51519	0.03603
Monti	1197.58671	0.03579
Monti	1195.65823	0.03546
Monti	1193.72975	0.03505
Monti	1191.80127	0.03461
Monti	1189.87279	0.03422
Monti	1187.9443	0.03395
Monti	1186.01582	0.03387
Monti	1184.08734	0.03398
Monti	1182.15886	0.03428
Monti	1180.23038	0.03472
Monti	1178.3019	0.03535
Monti	1176.37342	0.03621
Monti	1174.44494	0.03731
Monti	1172.51646	0.0386
Monti	1170.58798	0.04002
Monti	1168.65949	0.04149
Monti	1166.73101	0.04287
Monti	1164.80253	0.04407
Monti	1162.87405	0.04506
Monti	1160.94557	0.04586
Monti	1159.01709	0.04655
Monti	1157.08861	0.04717
Monti	1155.16013	0.04777
Monti	1153.23165	0.04837
Monti	1151.30317	0.04892
Monti	1149.37468	0.04927
Monti	1147.4462	0.04936
Monti	1145.51772	0.04923
Monti	1143.58924	0.04889
Monti	1141.66076	0.04838
Monti	1139.73228	0.04786
Monti	1137.8038	0.04744
Monti	1135.87532	0.04718
Monti	1133.94684	0.0471
Monti	1132.01835	0.04721
Monti	1130.08987	0.04751
Monti	1128.16139	0.04808
Monti	1126.23291	0.04892
Monti	1124.30443	0.04999
Monti	1122.37595	0.05131
Monti	1120.44747	0.05294
Monti	1118.51899	0.05491
Monti	1116.59051	0.05719
Monti	1114.66203	0.05964
Monti	1112.73354	0.0621
Monti	1110.80506	0.06439
Monti	1108.87658	0.0664
Monti	1106.9481	0.06815
Monti	1105.01962	0.06966
Monti	1103.09114	0.07088
Monti	1101.16266	0.07174
Monti	1099.23418	0.0723
Monti	1097.3057	0.07258
Monti	1095.37722	0.07256
Monti	1093.44873	0.07222
Monti	1091.52025	0.07178
Monti	1089.59177	0.07143
Monti	1087.66329	0.07127
Monti	1085.73481	0.0714
Monti	1083.80633	0.07188
Monti	1081.87785	0.07273
Monti	1079.94937	0.07386
Monti	1078.02089	0.0751
Monti	1076.09241	0.07636
Monti	1074.16392	0.07759
Monti	1072.23544	0.07879
Monti	1070.30696	0.07995
Monti	1068.37848	0.08109
Monti	1066.45	0.08219
Monti	1064.52152	0.0833
Monti	1062.59304	0.08438
Monti	1060.66456	0.08529
Monti	1058.73608	0.086
Monti	1056.8076	0.08661
Monti	1054.87911	0.08716
Monti	1052.95063	0.08763
Monti	1051.02215	0.08803
Monti	1049.09367	0.08845
Monti	1047.16519	0.08888
Monti	1045.23671	0.08934
Monti	1043.30823	0.09
Monti	1041.37975	0.09103
Monti	1039.45127	0.09238
Monti	1037.52279	0.09385
Monti	1035.5943	0.09526
Monti	1033.66582	0.09646
Monti	1031.73734	0.09732
Monti	1029.80886	0.0978
Monti	1027.88038	0.09803
Monti	1025.9519	0.09809
Monti	1024.02342	0.09797
Monti	1022.09494	0.09765
Monti	1020.16646	0.0972
Monti	1018.23798	0.09667
Monti	1016.30949	0.09614
Monti	1014.38101	0.09565
Monti	1012.45253	0.09522
Monti	1010.52405	0.09478
Monti	1008.59557	0.09415
Monti	1006.66709	0.09322
Monti	1004.73861	0.09195
Monti	1002.81013	0.09033
Monti	1000.88165	0.08853
Monti	998.95316	0.08681
Monti	997.02468	0.08531
Monti	995.0962	0.08407
Monti	993.16772	0.08308
Monti	991.23924	0.08223
Monti	989.31076	0.08141
Monti	987.38228	0.08043
Monti	985.4538	0.07919
Monti	983.52532	0.07768
Monti	981.59684	0.07606
Monti	979.66835	0.07444
Monti	977.73987	0.0729
Monti	975.81139	0.07147
Monti	973.88291	0.07021
Monti	971.95443	0.0692
Monti	970.02595	0.06845
Monti	968.09747	0.06788
Monti	966.16899	0.0674
Monti	964.24051	0.06695
Monti	962.31203	0.06648
Monti	960.38354	0.0659
Monti	958.45506	0.06516
Monti	956.52658	0.06421
Monti	954.5981	0.06303
Monti	952.66962	0.06159
Monti	950.74114	0.05987
Monti	948.81266	0.05797
Monti	946.88418	0.05608
Monti	944.9557	0.05429
Monti	943.02722	0.05264
Monti	941.09873	0.0511
Monti	939.17025	0.04964
Monti	937.24177	0.04829
Monti	935.31329	0.04714
Monti	933.38481	0.04623
Monti	931.45633	0.04543
Monti	929.52785	0.04469
Monti	927.59937	0.04403
Monti	925.67089	0.04351
Monti	923.74241	0.0431
Monti	921.81392	0.04273
Monti	919.88544	0.0424
Monti	917.95696	0.04212
Monti	916.02848	0.04185
Monti	914.1	0.04163
Monti	912.17152	0.04146
Monti	910.24304	0.04134
Monti	908.31456	0.04135
Monti	906.38608	0.04156
Monti	904.4576	0.04193
Monti	902.52911	0.04235
Monti	900.60063	0.04283
Monti	898.67215	0.04332
Monti	896.74367	0.04364
Monti	894.81519	0.04368
Monti	892.88671	0.04348
Monti	890.95823	0.04312
Monti	889.02975	0.04263
Monti	887.10127	0.04204
Monti	885.17279	0.04139
Monti	883.2443	0.04078
Monti	881.31582	0.0403
Monti	879.38734	0.03997
Monti	877.45886	0.03981
Monti	875.53038	0.03978
Monti	873.6019	0.03977
Monti	871.67342	0.03967
Monti	869.74494	0.03959
Monti	867.81646	0.0397
Monti	865.88798	0.03999
Monti	863.95949	0.04039
Monti	862.03101	0.0409
Monti	860.10253	0.04147
Monti	858.17405	0.04203
Monti	856.24557	0.04251
Monti	854.31709	0.04286
Monti	852.38861	0.04311
Monti	850.46013	0.04331
Monti	848.53165	0.04352
Monti	846.60316	0.04376
Monti	844.67468	0.04406
Monti	842.7462	0.04444
Monti	840.81772	0.04494
Monti	838.88924	0.04558
Monti	836.96076	0.04623
Monti	835.03228	0.04671
Monti	833.1038	0.04694
Monti	831.17532	0.04694
Monti	829.24684	0.04691
Monti	827.31835	0.04698
Monti	825.38987	0.04708
Monti	823.46139	0.04719
Monti	821.53291	0.04731
Monti	819.60443	0.04735
Monti	817.67595	0.04729
Monti	815.74747	0.04725
Monti	813.81899	0.04731
Monti	811.89051	0.04744
Monti	809.96203	0.0476
Monti	808.03354	0.04783
Monti	806.10506	0.04812
Monti	804.17658	0.04841
Monti	802.2481	0.04856
Monti	800.31962	0.04853
Monti	798.39114	0.04847
Monti	796.46266	0.04852
Monti	794.53418	0.04864
Monti	792.6057	0.04878
Monti	790.67722	0.04893
Monti	788.74873	0.04908
Monti	786.82025	0.04927
Monti	784.89177	0.04958
Monti	782.96329	0.04994
Monti	781.03481	0.05032
Monti	779.10633	0.0507
Monti	777.17785	0.05103
Monti	775.24937	0.05127
Monti	773.32089	0.05152
Monti	771.39241	0.0518
Monti	769.46392	0.05209
Monti	767.53544	0.05237
Monti	765.60696	0.05267
Monti	763.67848	0.05303
Monti	761.75	0.05339
Monti	759.82152	0.05373
Monti	757.89304	0.05403
Monti	755.96456	0.05422
Monti	754.03608	0.05434
Monti	752.1076	0.05457
Monti	750.17911	0.05492
Monti	748.25063	0.05528
Monti	746.32215	0.05567
Monti	744.39367	0.05611
Monti	742.46519	0.0566
Monti	740.53671	0.05713
Monti	738.60823	0.0577
Monti	736.67975	0.05827
