Cultivar 	Wavelength	Absorbance
Denmark	3224.42025	0.02318
Denmark	3222.49177	0.02307
Denmark	3220.56329	0.02297
Denmark	3218.63481	0.02291
Denmark	3216.70633	0.02285
Denmark	3214.77785	0.02278
Denmark	3212.84937	0.02268
Denmark	3210.92089	0.02258
Denmark	3208.99241	0.02251
Denmark	3207.06393	0.02243
Denmark	3205.13544	0.02229
Denmark	3203.20696	0.02216
Denmark	3201.27848	0.02207
Denmark	3199.35	0.022
Denmark	3197.42152	0.02192
Denmark	3195.49304	0.02183
Denmark	3193.56456	0.02172
Denmark	3191.63608	0.02161
Denmark	3189.7076	0.02147
Denmark	3187.77912	0.02129
Denmark	3185.85063	0.02112
Denmark	3183.92215	0.02101
Denmark	3181.99367	0.02093
Denmark	3180.06519	0.02085
Denmark	3178.13671	0.02074
Denmark	3176.20823	0.0206
Denmark	3174.27975	0.02046
Denmark	3172.35127	0.02033
Denmark	3170.42279	0.0202
Denmark	3168.49431	0.02007
Denmark	3166.56582	0.01996
Denmark	3164.63734	0.01982
Denmark	3162.70886	0.01964
Denmark	3160.78038	0.01947
Denmark	3158.8519	0.01935
Denmark	3156.92342	0.01925
Denmark	3154.99494	0.01913
Denmark	3153.06646	0.01898
Denmark	3151.13798	0.01882
Denmark	3149.20949	0.01868
Denmark	3147.28101	0.01852
Denmark	3145.35253	0.01836
Denmark	3143.42405	0.01825
Denmark	3141.49557	0.01816
Denmark	3139.56709	0.01805
Denmark	3137.63861	0.0179
Denmark	3135.71013	0.01775
Denmark	3133.78165	0.0176
Denmark	3131.85317	0.01746
Denmark	3129.92468	0.01732
Denmark	3127.9962	0.01719
Denmark	3126.06772	0.01709
Denmark	3124.13924	0.01698
Denmark	3122.21076	0.01684
Denmark	3120.28228	0.01667
Denmark	3118.3538	0.01653
Denmark	3116.42532	0.01642
Denmark	3114.49684	0.01632
Denmark	3112.56836	0.01618
Denmark	3110.63987	0.01604
Denmark	3108.71139	0.01591
Denmark	3106.78291	0.01578
Denmark	3104.85443	0.01564
Denmark	3102.92595	0.01551
Denmark	3100.99747	0.01541
Denmark	3099.06899	0.0153
Denmark	3097.14051	0.01517
Denmark	3095.21203	0.01504
Denmark	3093.28355	0.01494
Denmark	3091.35506	0.01484
Denmark	3089.42658	0.01473
Denmark	3087.4981	0.01462
Denmark	3085.56962	0.0145
Denmark	3083.64114	0.01438
Denmark	3081.71266	0.01427
Denmark	3079.78418	0.01418
Denmark	3077.8557	0.01409
Denmark	3075.92722	0.01398
Denmark	3073.99874	0.01385
Denmark	3072.07025	0.01373
Denmark	3070.14177	0.01364
Denmark	3068.21329	0.01354
Denmark	3066.28481	0.01343
Denmark	3064.35633	0.01336
Denmark	3062.42785	0.01328
Denmark	3060.49937	0.01317
Denmark	3058.57089	0.01303
Denmark	3056.64241	0.01291
Denmark	3054.71393	0.01282
Denmark	3052.78544	0.01271
Denmark	3050.85696	0.0126
Denmark	3048.92848	0.0125
Denmark	3047	0.01241
Denmark	3045.07152	0.0123
Denmark	3043.14304	0.0122
Denmark	3041.21456	0.01209
Denmark	3039.28608	0.012
Denmark	3037.3576	0.01193
Denmark	3035.42912	0.01184
Denmark	3033.50063	0.01177
Denmark	3031.57215	0.01173
Denmark	3029.64367	0.01167
Denmark	3027.71519	0.01159
Denmark	3025.78671	0.01151
Denmark	3023.85823	0.01147
Denmark	3021.92975	0.01145
Denmark	3020.00127	0.01143
Denmark	3018.07279	0.01141
Denmark	3016.14431	0.0114
Denmark	3014.21582	0.0114
Denmark	3012.28734	0.01141
Denmark	3010.35886	0.01144
Denmark	3008.43038	0.01149
Denmark	3006.5019	0.01156
Denmark	3004.57342	0.01166
Denmark	3002.64494	0.01174
Denmark	3000.71646	0.01181
Denmark	2998.78798	0.01186
Denmark	2996.85949	0.01193
Denmark	2994.93101	0.01201
Denmark	2993.00253	0.0121
Denmark	2991.07405	0.01218
Denmark	2989.14557	0.01226
Denmark	2987.21709	0.01235
Denmark	2985.28861	0.01242
Denmark	2983.36013	0.01245
Denmark	2981.43165	0.01247
Denmark	2979.50317	0.0125
Denmark	2977.57468	0.01257
Denmark	2975.6462	0.01267
Denmark	2973.71772	0.01285
Denmark	2971.78924	0.01309
Denmark	2969.86076	0.01335
Denmark	2967.93228	0.01365
Denmark	2966.0038	0.01398
Denmark	2964.07532	0.01435
Denmark	2962.14684	0.01475
Denmark	2960.21836	0.01521
Denmark	2958.28987	0.01573
Denmark	2956.36139	0.01629
Denmark	2954.43291	0.01687
Denmark	2952.50443	0.01749
Denmark	2950.57595	0.01816
Denmark	2948.64747	0.01889
Denmark	2946.71899	0.01965
Denmark	2944.79051	0.02042
Denmark	2942.86203	0.02117
Denmark	2940.93355	0.02187
Denmark	2939.00506	0.02252
Denmark	2937.07658	0.02312
Denmark	2935.1481	0.0237
Denmark	2933.21962	0.02423
Denmark	2931.29114	0.02467
Denmark	2929.36266	0.025
Denmark	2927.43418	0.0252
Denmark	2925.5057	0.02529
Denmark	2923.57722	0.02528
Denmark	2921.64874	0.02515
Denmark	2919.72025	0.02485
Denmark	2917.79177	0.02431
Denmark	2915.86329	0.02345
Denmark	2913.93481	0.02235
Denmark	2912.00633	0.02123
Denmark	2910.07785	0.02025
Denmark	2908.14937	0.01947
Denmark	2906.22089	0.01886
Denmark	2904.29241	0.01836
Denmark	2902.36393	0.01791
Denmark	2900.43544	0.01745
Denmark	2898.50696	0.01699
Denmark	2896.57848	0.01655
Denmark	2894.65	0.01611
Denmark	2892.72152	0.0157
Denmark	2890.79304	0.01534
Denmark	2888.86456	0.01503
Denmark	2886.93608	0.01478
Denmark	2885.0076	0.01455
Denmark	2883.07912	0.01436
Denmark	2881.15063	0.01423
Denmark	2879.22215	0.01417
Denmark	2877.29367	0.01418
Denmark	2875.36519	0.01428
Denmark	2873.43671	0.01443
Denmark	2871.50823	0.01461
Denmark	2869.57975	0.01482
Denmark	2867.65127	0.0151
Denmark	2865.72279	0.0155
Denmark	2863.7943	0.01598
Denmark	2861.86582	0.01648
Denmark	2859.93734	0.01695
Denmark	2858.00886	0.01738
Denmark	2856.08038	0.01773
Denmark	2854.1519	0.01796
Denmark	2852.22342	0.01796
Denmark	2850.29494	0.01751
Denmark	2848.36646	0.01652
Denmark	2846.43798	0.0152
Denmark	2844.50949	0.01389
Denmark	2842.58101	0.01279
Denmark	2840.65253	0.01192
Denmark	2838.72405	0.01126
Denmark	2836.79557	0.01078
Denmark	2834.86709	0.01041
Denmark	2832.93861	0.01011
Denmark	2831.01013	0.00987
Denmark	2829.08165	0.00967
Denmark	2827.15317	0.0095
Denmark	2825.22468	0.00934
Denmark	2823.2962	0.00922
Denmark	2821.36772	0.00911
Denmark	2819.43924	0.00902
Denmark	2817.51076	0.00891
Denmark	2815.58228	0.0088
Denmark	2813.6538	0.00869
Denmark	2811.72532	0.0086
Denmark	2809.79684	0.00853
Denmark	2807.86836	0.00844
Denmark	2805.93987	0.00835
Denmark	2804.01139	0.00828
Denmark	2802.08291	0.00821
Denmark	2800.15443	0.00814
Denmark	2798.22595	0.00808
Denmark	2796.29747	0.00803
Denmark	2794.36899	0.00796
Denmark	2792.44051	0.00789
Denmark	2790.51203	0.00784
Denmark	2788.58355	0.0078
Denmark	2786.65506	0.00776
Denmark	2784.72658	0.00769
Denmark	2782.7981	0.00763
Denmark	2780.86962	0.0076
Denmark	2778.94114	0.00758
Denmark	2777.01266	0.00755
Denmark	2775.08418	0.00752
Denmark	2773.1557	0.0075
Denmark	2771.22722	0.00748
Denmark	2769.29874	0.00746
Denmark	2767.37025	0.00744
Denmark	2765.44177	0.0074
Denmark	2763.51329	0.00737
Denmark	2761.58481	0.00735
Denmark	2759.65633	0.00734
Denmark	2757.72785	0.00732
Denmark	2755.79937	0.0073
Denmark	2753.87089	0.0073
Denmark	2751.94241	0.0073
Denmark	2750.01393	0.0073
Denmark	2748.08544	0.00729
Denmark	2746.15696	0.00728
Denmark	2744.22848	0.00728
Denmark	2742.3	0.00726
Denmark	2740.37152	0.00723
Denmark	2738.44304	0.00721
Denmark	2736.51456	0.00719
Denmark	2734.58608	0.00718
Denmark	2732.6576	0.00717
Denmark	2730.72912	0.00713
Denmark	2728.80063	0.0071
Denmark	2726.87215	0.00707
Denmark	2724.94367	0.00706
Denmark	2723.01519	0.00706
Denmark	2721.08671	0.00706
Denmark	2719.15823	0.00703
Denmark	2717.22975	0.007
Denmark	2715.30127	0.00697
Denmark	2713.37279	0.00696
Denmark	2711.4443	0.00693
Denmark	2709.51582	0.00689
Denmark	2707.58734	0.00685
Denmark	2705.65886	0.00681
Denmark	2703.73038	0.00677
Denmark	2701.8019	0.00676
Denmark	2699.87342	0.00675
Denmark	2697.94494	0.00671
Denmark	2696.01646	0.00666
Denmark	2694.08798	0.00662
Denmark	2692.15949	0.00659
Denmark	2690.23101	0.00655
Denmark	2688.30253	0.00652
Denmark	2686.37405	0.00649
Denmark	2684.44557	0.00646
Denmark	2682.51709	0.00643
Denmark	2680.58861	0.00641
Denmark	2678.66013	0.00639
Denmark	2676.73165	0.00635
Denmark	2674.80317	0.0063
Denmark	2672.87468	0.00626
Denmark	2670.9462	0.00625
Denmark	2669.01772	0.00623
Denmark	2667.08924	0.00622
Denmark	2665.16076	0.00618
Denmark	2663.23228	0.00613
Denmark	2661.3038	0.00608
Denmark	2659.37532	0.00603
Denmark	2657.44684	0.00597
Denmark	2655.51836	0.00592
Denmark	2653.58987	0.0059
Denmark	2651.66139	0.00588
Denmark	2649.73291	0.00586
Denmark	2647.80443	0.00584
Denmark	2645.87595	0.00579
Denmark	2643.94747	0.00573
Denmark	2642.01899	0.00569
Denmark	2640.09051	0.00568
Denmark	2638.16203	0.00566
Denmark	2636.23355	0.00563
Denmark	2634.30506	0.00559
Denmark	2632.37658	0.00558
Denmark	2630.4481	0.00557
Denmark	2628.51962	0.00554
Denmark	2626.59114	0.00547
Denmark	2624.66266	0.00542
Denmark	2622.73418	0.00541
Denmark	2620.8057	0.00542
Denmark	2618.87722	0.00543
Denmark	2616.94874	0.00542
Denmark	2615.02025	0.00536
Denmark	2613.09177	0.0053
Denmark	2611.16329	0.00526
Denmark	2609.23481	0.00524
Denmark	2607.30633	0.00523
Denmark	2605.37785	0.00523
Denmark	2603.44937	0.00521
Denmark	2601.52089	0.00517
Denmark	2599.59241	0.00514
Denmark	2597.66393	0.00509
Denmark	2595.73544	0.00506
Denmark	2593.80696	0.00505
Denmark	2591.87848	0.00502
Denmark	2589.95	0.00498
Denmark	2588.02152	0.00498
Denmark	2586.09304	0.00498
Denmark	2584.16456	0.00495
Denmark	2582.23608	0.0049
Denmark	2580.3076	0.00484
Denmark	2578.37911	0.0048
Denmark	2576.45063	0.00476
Denmark	2574.52215	0.00475
Denmark	2572.59367	0.00474
Denmark	2570.66519	0.00473
Denmark	2568.73671	0.00471
Denmark	2566.80823	0.00467
Denmark	2564.87975	0.00461
Denmark	2562.95127	0.00457
Denmark	2561.02279	0.00457
Denmark	2559.0943	0.00456
Denmark	2557.16582	0.00454
Denmark	2555.23734	0.00454
Denmark	2553.30886	0.00452
Denmark	2551.38038	0.00448
Denmark	2549.4519	0.00443
Denmark	2547.52342	0.00439
Denmark	2545.59494	0.00437
Denmark	2543.66646	0.00436
Denmark	2541.73798	0.00435
Denmark	2539.80949	0.00434
Denmark	2537.88101	0.00432
Denmark	2535.95253	0.0043
Denmark	2534.02405	0.00427
Denmark	2532.09557	0.00424
Denmark	2530.16709	0.0042
Denmark	2528.23861	0.00414
Denmark	2526.31013	0.0041
Denmark	2524.38165	0.00408
Denmark	2522.45317	0.00408
Denmark	2520.52468	0.00409
Denmark	2518.5962	0.00408
Denmark	2516.66772	0.00406
Denmark	2514.73924	0.00404
Denmark	2512.81076	0.00401
Denmark	2510.88228	0.004
Denmark	2508.9538	0.004
Denmark	2507.02532	0.00399
Denmark	2505.09684	0.00398
Denmark	2503.16836	0.00396
Denmark	2501.23987	0.00393
Denmark	2499.31139	0.0039
Denmark	2497.38291	0.00389
Denmark	2495.45443	0.00388
Denmark	2493.52595	0.00385
Denmark	2491.59747	0.00381
Denmark	2489.66899	0.00377
Denmark	2487.74051	0.00376
Denmark	2485.81203	0.00376
Denmark	2483.88355	0.00375
Denmark	2481.95506	0.00373
Denmark	2480.02658	0.0037
Denmark	2478.0981	0.00367
Denmark	2476.16962	0.00365
Denmark	2474.24114	0.00363
Denmark	2472.31266	0.00363
Denmark	2470.38418	0.00363
Denmark	2468.4557	0.00363
Denmark	2466.52722	0.00361
Denmark	2464.59874	0.00358
Denmark	2462.67025	0.00355
Denmark	2460.74177	0.00352
Denmark	2458.81329	0.00351
Denmark	2456.88481	0.0035
Denmark	2454.95633	0.00348
Denmark	2453.02785	0.00346
Denmark	2451.09937	0.00342
Denmark	2449.17089	0.0034
Denmark	2447.24241	0.0034
Denmark	2445.31393	0.00341
Denmark	2443.38544	0.0034
Denmark	2441.45696	0.00337
Denmark	2439.52848	0.00336
Denmark	2437.6	0.00334
Denmark	2435.67152	0.00333
Denmark	2433.74304	0.00332
Denmark	2431.81456	0.00331
Denmark	2429.88608	0.0033
Denmark	2427.9576	0.00329
Denmark	2426.02911	0.00327
Denmark	2424.10063	0.00325
Denmark	2422.17215	0.00324
Denmark	2420.24367	0.00323
Denmark	2418.31519	0.00323
Denmark	2416.38671	0.00323
Denmark	2414.45823	0.00322
Denmark	2412.52975	0.00321
Denmark	2410.60127	0.00319
Denmark	2408.67279	0.00318
Denmark	2406.7443	0.00316
Denmark	2404.81582	0.00315
Denmark	2402.88734	0.00314
Denmark	2400.95886	0.00314
Denmark	2399.03038	0.00312
Denmark	2397.1019	0.00309
Denmark	2395.17342	0.00309
Denmark	2393.24494	0.00309
Denmark	2391.31646	0.00308
Denmark	2389.38798	0.00307
Denmark	2387.45949	0.00305
Denmark	2385.53101	0.00303
Denmark	2383.60253	0.00301
Denmark	2381.67405	0.00301
Denmark	2379.74557	0.00304
Denmark	2377.81709	0.00307
Denmark	2375.88861	0.00307
Denmark	2373.96013	0.00312
Denmark	2372.03165	0.00334
Denmark	2370.10317	0.00355
Denmark	2368.17468	0.00354
Denmark	2366.2462	0.00339
Denmark	2364.31772	0.00331
Denmark	2362.38924	0.00344
Denmark	2360.46076	0.00365
Denmark	2358.53228	0.00401
Denmark	2356.6038	0.00453
Denmark	2354.67532	0.00466
Denmark	2352.74684	0.00445
Denmark	2350.81836	0.00411
Denmark	2348.88987	0.00372
Denmark	2346.96139	0.00339
Denmark	2345.03291	0.00336
Denmark	2343.10443	0.00365
Denmark	2341.17595	0.0038
Denmark	2339.24747	0.00375
Denmark	2337.31899	0.00374
Denmark	2335.39051	0.00368
Denmark	2333.46203	0.00353
Denmark	2331.53355	0.00352
Denmark	2329.60506	0.00369
Denmark	2327.67658	0.0038
Denmark	2325.7481	0.00379
Denmark	2323.81962	0.00379
Denmark	2321.89114	0.00378
Denmark	2319.96266	0.0037
Denmark	2318.03418	0.00357
Denmark	2316.1057	0.00348
Denmark	2314.17722	0.00342
Denmark	2312.24874	0.00341
Denmark	2310.32025	0.00341
Denmark	2308.39177	0.00339
Denmark	2306.46329	0.00333
Denmark	2304.53481	0.00324
Denmark	2302.60633	0.00317
Denmark	2300.67785	0.00314
Denmark	2298.74937	0.00311
Denmark	2296.82089	0.00307
Denmark	2294.89241	0.00303
Denmark	2292.96392	0.003
Denmark	2291.03544	0.00298
Denmark	2289.10696	0.00299
Denmark	2287.17848	0.00299
Denmark	2285.25	0.00296
Denmark	2283.32152	0.00291
Denmark	2281.39304	0.00287
Denmark	2279.46456	0.00287
Denmark	2277.53608	0.00288
Denmark	2275.6076	0.0029
Denmark	2273.67911	0.0029
Denmark	2271.75063	0.0029
Denmark	2269.82215	0.00291
Denmark	2267.89367	0.00293
Denmark	2265.96519	0.00294
Denmark	2264.03671	0.00296
Denmark	2262.10823	0.00298
Denmark	2260.17975	0.00299
Denmark	2258.25127	0.00299
Denmark	2256.32279	0.00301
Denmark	2254.3943	0.00305
Denmark	2252.46582	0.00311
Denmark	2250.53734	0.00314
Denmark	2248.60886	0.00315
Denmark	2246.68038	0.00314
Denmark	2244.7519	0.0031
Denmark	2242.82342	0.00305
Denmark	2240.89494	0.00301
Denmark	2238.96646	0.003
Denmark	2237.03798	0.00298
Denmark	2235.10949	0.00296
Denmark	2233.18101	0.00294
Denmark	2231.25253	0.00293
Denmark	2229.32405	0.00294
Denmark	2227.39557	0.00297
Denmark	2225.46709	0.00297
Denmark	2223.53861	0.00295
Denmark	2221.61013	0.00293
Denmark	2219.68165	0.00294
Denmark	2217.75317	0.00296
Denmark	2215.82468	0.00298
Denmark	2213.8962	0.003
Denmark	2211.96772	0.003
Denmark	2210.03924	0.00299
Denmark	2208.11076	0.003
Denmark	2206.18228	0.00303
Denmark	2204.2538	0.00306
Denmark	2202.32532	0.00307
Denmark	2200.39684	0.00307
Denmark	2198.46836	0.00307
Denmark	2196.53987	0.00307
Denmark	2194.61139	0.00307
Denmark	2192.68291	0.00308
Denmark	2190.75443	0.00309
Denmark	2188.82595	0.00308
Denmark	2186.89747	0.00308
Denmark	2184.96899	0.0031
Denmark	2183.04051	0.00312
Denmark	2181.11203	0.00311
Denmark	2179.18355	0.0031
Denmark	2177.25506	0.00309
Denmark	2175.32658	0.0031
Denmark	2173.3981	0.00311
Denmark	2171.46962	0.00313
Denmark	2169.54114	0.00313
Denmark	2167.61266	0.00313
Denmark	2165.68418	0.00314
Denmark	2163.7557	0.00315
Denmark	2161.82722	0.00316
Denmark	2159.89874	0.00317
Denmark	2157.97025	0.00319
Denmark	2156.04177	0.0032
Denmark	2154.11329	0.0032
Denmark	2152.18481	0.00321
Denmark	2150.25633	0.00322
Denmark	2148.32785	0.00321
Denmark	2146.39937	0.00322
Denmark	2144.47089	0.00324
Denmark	2142.54241	0.00326
Denmark	2140.61392	0.00326
Denmark	2138.68544	0.00325
Denmark	2136.75696	0.00324
Denmark	2134.82848	0.00323
Denmark	2132.9	0.00324
Denmark	2130.97152	0.00325
Denmark	2129.04304	0.00324
Denmark	2127.11456	0.00324
Denmark	2125.18608	0.00323
Denmark	2123.2576	0.00323
Denmark	2121.32911	0.00323
Denmark	2119.40063	0.00322
Denmark	2117.47215	0.00321
Denmark	2115.54367	0.00322
Denmark	2113.61519	0.00321
Denmark	2111.68671	0.00321
Denmark	2109.75823	0.00323
Denmark	2107.82975	0.00326
Denmark	2105.90127	0.00326
Denmark	2103.97279	0.00323
Denmark	2102.0443	0.00321
Denmark	2100.11582	0.00321
Denmark	2098.18734	0.00321
Denmark	2096.25886	0.0032
Denmark	2094.33038	0.00318
Denmark	2092.4019	0.00317
Denmark	2090.47342	0.00317
Denmark	2088.54494	0.00319
Denmark	2086.61646	0.00319
Denmark	2084.68798	0.00317
Denmark	2082.75949	0.00315
Denmark	2080.83101	0.00311
Denmark	2078.90253	0.0031
Denmark	2076.97405	0.00311
Denmark	2075.04557	0.00312
Denmark	2073.11709	0.00312
Denmark	2071.18861	0.0031
Denmark	2069.26013	0.00307
Denmark	2067.33165	0.00305
Denmark	2065.40317	0.00304
Denmark	2063.47468	0.00304
Denmark	2061.5462	0.00304
Denmark	2059.61772	0.00304
Denmark	2057.68924	0.00302
Denmark	2055.76076	0.003
Denmark	2053.83228	0.00299
Denmark	2051.9038	0.00299
Denmark	2049.97532	0.00298
Denmark	2048.04684	0.00296
Denmark	2046.11836	0.00294
Denmark	2044.18987	0.00292
Denmark	2042.26139	0.00292
Denmark	2040.33291	0.00293
Denmark	2038.40443	0.00293
Denmark	2036.47595	0.00291
Denmark	2034.54747	0.00288
Denmark	2032.61899	0.00285
Denmark	2030.69051	0.00283
Denmark	2028.76203	0.00282
Denmark	2026.83355	0.00282
Denmark	2024.90506	0.0028
Denmark	2022.97658	0.00277
Denmark	2021.0481	0.00276
Denmark	2019.11962	0.00276
Denmark	2017.19114	0.00278
Denmark	2015.26266	0.00277
Denmark	2013.33418	0.00274
Denmark	2011.4057	0.00272
Denmark	2009.47722	0.0027
Denmark	2007.54873	0.00268
Denmark	2005.62025	0.00266
Denmark	2003.69177	0.00264
Denmark	2001.76329	0.00262
Denmark	1999.83481	0.0026
Denmark	1997.90633	0.00258
Denmark	1995.97785	0.00258
Denmark	1994.04937	0.00258
Denmark	1992.12089	0.00259
Denmark	1990.19241	0.00259
Denmark	1988.26392	0.00254
Denmark	1986.33544	0.0025
Denmark	1984.40696	0.0025
Denmark	1982.47848	0.00248
Denmark	1980.55	0.00245
Denmark	1978.62152	0.00242
Denmark	1976.69304	0.00241
Denmark	1974.76456	0.00239
Denmark	1972.83608	0.00239
Denmark	1970.9076	0.00238
Denmark	1968.97911	0.00239
Denmark	1967.05063	0.00241
Denmark	1965.12215	0.0024
Denmark	1963.19367	0.00235
Denmark	1961.26519	0.00233
Denmark	1959.33671	0.00232
Denmark	1957.40823	0.0023
Denmark	1955.47975	0.0023
Denmark	1953.55127	0.0023
Denmark	1951.62279	0.00229
Denmark	1949.6943	0.00228
Denmark	1947.76582	0.00226
Denmark	1945.83734	0.00224
Denmark	1943.90886	0.00225
Denmark	1941.98038	0.00229
Denmark	1940.0519	0.00229
Denmark	1938.12342	0.00223
Denmark	1936.19494	0.00218
Denmark	1934.26646	0.00216
Denmark	1932.33798	0.00214
Denmark	1930.40949	0.00214
Denmark	1928.48101	0.00215
Denmark	1926.55253	0.00215
Denmark	1924.62405	0.00214
Denmark	1922.69557	0.00215
Denmark	1920.76709	0.00213
Denmark	1918.83861	0.00211
Denmark	1916.91013	0.00215
Denmark	1914.98165	0.00215
Denmark	1913.05317	0.00208
Denmark	1911.12468	0.00205
Denmark	1909.1962	0.00209
Denmark	1907.26772	0.00213
Denmark	1905.33924	0.00211
Denmark	1903.41076	0.00209
Denmark	1901.48228	0.00208
Denmark	1899.5538	0.00206
Denmark	1897.62532	0.00204
Denmark	1895.69684	0.00207
Denmark	1893.76836	0.0021
Denmark	1891.83987	0.00206
Denmark	1889.91139	0.00208
Denmark	1887.98291	0.00215
Denmark	1886.05443	0.00216
Denmark	1884.12595	0.00213
Denmark	1882.19747	0.0021
Denmark	1880.26899	0.00208
Denmark	1878.34051	0.00209
Denmark	1876.41203	0.0021
Denmark	1874.48355	0.00207
Denmark	1872.55506	0.00199
Denmark	1870.62658	0.00195
Denmark	1868.6981	0.00209
Denmark	1866.76962	0.00222
Denmark	1864.84114	0.00218
Denmark	1862.91266	0.0021
Denmark	1860.98418	0.00205
Denmark	1859.0557	0.00206
Denmark	1857.12722	0.00207
Denmark	1855.19873	0.00208
Denmark	1853.27025	0.00208
Denmark	1851.34177	0.00206
Denmark	1849.41329	0.00204
Denmark	1847.48481	0.00201
Denmark	1845.55633	0.00205
Denmark	1843.62785	0.00218
Denmark	1841.69937	0.0022
Denmark	1839.77089	0.00211
Denmark	1837.84241	0.00208
Denmark	1835.91392	0.0021
Denmark	1833.98544	0.00206
Denmark	1832.05696	0.002
Denmark	1830.12848	0.00207
Denmark	1828.2	0.00219
Denmark	1826.27152	0.0022
Denmark	1824.34304	0.00221
Denmark	1822.41456	0.00221
Denmark	1820.48608	0.00215
Denmark	1818.5576	0.00213
Denmark	1816.62911	0.00215
Denmark	1814.70063	0.00214
Denmark	1812.77215	0.00213
Denmark	1810.84367	0.0022
Denmark	1808.91519	0.00228
Denmark	1806.98671	0.00228
Denmark	1805.05823	0.00225
Denmark	1803.12975	0.00225
Denmark	1801.20127	0.00234
Denmark	1799.27279	0.00246
Denmark	1797.3443	0.00248
Denmark	1795.41582	0.00243
Denmark	1793.48734	0.00248
Denmark	1791.55886	0.00273
Denmark	1789.63038	0.00283
Denmark	1787.7019	0.00277
Denmark	1785.77342	0.0028
Denmark	1783.84494	0.00295
Denmark	1781.91646	0.00314
Denmark	1779.98798	0.00341
Denmark	1778.05949	0.00372
Denmark	1776.13101	0.004
Denmark	1774.20253	0.0045
Denmark	1772.27405	0.00573
Denmark	1770.34557	0.00737
Denmark	1768.41709	0.0089
Denmark	1766.48861	0.01053
Denmark	1764.56013	0.0122
Denmark	1762.63165	0.01432
Denmark	1760.70317	0.01692
Denmark	1758.77468	0.01908
Denmark	1756.8462	0.02101
Denmark	1754.91772	0.02261
Denmark	1752.98924	0.02361
Denmark	1751.06076	0.02453
Denmark	1749.13228	0.0254
Denmark	1747.2038	0.02573
Denmark	1745.27532	0.02567
Denmark	1743.34684	0.02554
Denmark	1741.41836	0.02553
Denmark	1739.48987	0.02576
Denmark	1737.56139	0.02595
Denmark	1735.63291	0.02606
Denmark	1733.70443	0.02639
Denmark	1731.77595	0.02632
Denmark	1729.84747	0.02556
Denmark	1727.91899	0.02441
Denmark	1725.99051	0.02304
Denmark	1724.06203	0.0215
Denmark	1722.13354	0.01999
Denmark	1720.20506	0.0187
Denmark	1718.27658	0.0175
Denmark	1716.3481	0.01641
Denmark	1714.41962	0.0156
Denmark	1712.49114	0.01495
Denmark	1710.56266	0.01441
Denmark	1708.63418	0.01398
Denmark	1706.7057	0.01374
Denmark	1704.77722	0.01363
Denmark	1702.84873	0.01348
Denmark	1700.92025	0.01349
Denmark	1698.99177	0.01386
Denmark	1697.06329	0.01429
Denmark	1695.13481	0.01475
Denmark	1693.20633	0.01499
Denmark	1691.27785	0.01519
Denmark	1689.34937	0.01561
Denmark	1687.42089	0.01604
Denmark	1685.49241	0.01664
Denmark	1683.56392	0.01817
Denmark	1681.63544	0.01929
Denmark	1679.70696	0.01973
Denmark	1677.77848	0.02016
Denmark	1675.85	0.02095
Denmark	1673.92152	0.02198
Denmark	1671.99304	0.02278
Denmark	1670.06456	0.02389
Denmark	1668.13608	0.02529
Denmark	1666.2076	0.02603
Denmark	1664.27911	0.02666
Denmark	1662.35063	0.02781
Denmark	1660.42215	0.02892
Denmark	1658.49367	0.02954
Denmark	1656.56519	0.0299
Denmark	1654.63671	0.03052
Denmark	1652.70823	0.0324
Denmark	1650.77975	0.03341
Denmark	1648.85127	0.03362
Denmark	1646.92279	0.03458
Denmark	1644.9943	0.03578
Denmark	1643.06582	0.03632
Denmark	1641.13734	0.03677
Denmark	1639.20886	0.03729
Denmark	1637.28038	0.03816
Denmark	1635.3519	0.04005
Denmark	1633.42342	0.0415
Denmark	1631.49494	0.04213
Denmark	1629.56646	0.04286
Denmark	1627.63798	0.0439
Denmark	1625.70949	0.04489
Denmark	1623.78101	0.04592
Denmark	1621.85253	0.04699
Denmark	1619.92405	0.04758
Denmark	1617.99557	0.04823
Denmark	1616.06709	0.04944
Denmark	1614.13861	0.05025
Denmark	1612.21013	0.05053
Denmark	1610.28165	0.05076
Denmark	1608.35317	0.05095
Denmark	1606.42468	0.05091
Denmark	1604.4962	0.05061
Denmark	1602.56772	0.05008
Denmark	1600.63924	0.04932
Denmark	1598.71076	0.04834
Denmark	1596.78228	0.04716
Denmark	1594.8538	0.04578
Denmark	1592.92532	0.04423
Denmark	1590.99684	0.04256
Denmark	1589.06836	0.04082
Denmark	1587.13987	0.0391
Denmark	1585.21139	0.03741
Denmark	1583.28291	0.03573
Denmark	1581.35443	0.03414
Denmark	1579.42595	0.03273
Denmark	1577.49747	0.03137
Denmark	1575.56899	0.02988
Denmark	1573.64051	0.02862
Denmark	1571.71203	0.02763
Denmark	1569.78354	0.0267
Denmark	1567.85506	0.02589
Denmark	1565.92658	0.02523
Denmark	1563.9981	0.02465
Denmark	1562.06962	0.02412
Denmark	1560.14114	0.02381
Denmark	1558.21266	0.02431
Denmark	1556.28418	0.02459
Denmark	1554.3557	0.0245
Denmark	1552.42722	0.02448
Denmark	1550.49873	0.02458
Denmark	1548.57025	0.0247
Denmark	1546.64177	0.02473
Denmark	1544.71329	0.02477
Denmark	1542.78481	0.0249
Denmark	1540.85633	0.02525
Denmark	1538.92785	0.02549
