Cultivar	IncubationDays 	Wavelenght	Absorbance
Monti	42	3899.38861	-0.00274
Monti	42	3897.46013	-0.00294
Monti	42	3895.53165	-0.00231
Monti	42	3893.60317	-0.00154
Monti	42	3891.67469	-0.00187
Monti	42	3889.7462	-0.00243
Monti	42	3887.81772	-0.00193
Monti	42	3885.88924	-0.00162
Monti	42	3883.96076	-0.00197
Monti	42	3882.03228	-0.00199
Monti	42	3880.1038	-0.00246
Monti	42	3878.17532	-0.0027
Monti	42	3876.24684	-0.00195
Monti	42	3874.31836	-0.00136
Monti	42	3872.38987	-0.00127
Monti	42	3870.46139	-0.0017
Monti	42	3868.53291	-0.00242
Monti	42	3866.60443	-0.00211
Monti	42	3864.67595	-0.00184
Monti	42	3862.74747	-0.0026
Monti	42	3860.81899	-0.00282
Monti	42	3858.89051	-0.00201
Monti	42	3856.96203	-0.00073
Monti	42	3855.03355	0.00015
Monti	42	3853.10506	-0.0018
Monti	42	3851.17658	-0.00401
Monti	42	3849.2481	-0.00362
Monti	42	3847.31962	-0.00261
Monti	42	3845.39114	-0.00175
Monti	42	3843.46266	-0.00126
Monti	42	3841.53418	-0.00096
Monti	42	3839.6057	-0.001
Monti	42	3837.67722	-0.00202
Monti	42	3835.74874	-0.00278
Monti	42	3833.82025	-0.00269
Monti	42	3831.89177	-0.00261
Monti	42	3829.96329	-0.0025
Monti	42	3828.03481	-0.00218
Monti	42	3826.10633	-0.00196
Monti	42	3824.17785	-0.00139
Monti	42	3822.24937	-0.00087
Monti	42	3820.32089	-0.00183
Monti	42	3818.39241	-0.00239
Monti	42	3816.46393	-0.00256
Monti	42	3814.53544	-0.00332
Monti	42	3812.60696	-0.00318
Monti	42	3810.67848	-0.00225
Monti	42	3808.75	-0.0015
Monti	42	3806.82152	-0.00171
Monti	42	3804.89304	-0.0018
Monti	42	3802.96456	-0.00128
Monti	42	3801.03608	-0.00204
Monti	42	3799.1076	-0.00287
Monti	42	3797.17912	-0.00284
Monti	42	3795.25063	-0.00308
Monti	42	3793.32215	-0.00307
Monti	42	3791.39367	-0.00273
Monti	42	3789.46519	-0.00246
Monti	42	3787.53671	-0.00221
Monti	42	3785.60823	-0.00221
Monti	42	3783.67975	-0.00242
Monti	42	3781.75127	-0.00227
Monti	42	3779.82279	-0.00234
Monti	42	3777.89431	-0.00294
Monti	42	3775.96582	-0.00298
Monti	42	3774.03734	-0.0024
Monti	42	3772.10886	-0.00179
Monti	42	3770.18038	-0.00186
Monti	42	3768.2519	-0.00241
Monti	42	3766.32342	-0.00265
Monti	42	3764.39494	-0.00271
Monti	42	3762.46646	-0.00229
Monti	42	3760.53798	-0.00174
Monti	42	3758.6095	-0.00204
Monti	42	3756.68101	-0.00227
Monti	42	3754.75253	-0.00144
Monti	42	3752.82405	-0.00033
Monti	42	3750.89557	-0.00085
Monti	42	3748.96709	-0.00224
Monti	42	3747.03861	-0.00188
Monti	42	3745.11013	-0.00187
Monti	42	3743.18165	-0.00296
Monti	42	3741.25317	-0.00274
Monti	42	3739.32469	-0.00147
Monti	42	3737.3962	-0.00044
Monti	42	3735.46772	-0.00089
Monti	42	3733.53924	-0.0026
Monti	42	3731.61076	-0.00326
Monti	42	3729.68228	-0.00269
Monti	42	3727.7538	-0.00191
Monti	42	3725.82532	-0.00174
Monti	42	3723.89684	-0.00213
Monti	42	3721.96836	-0.00253
Monti	42	3720.03987	-0.00282
Monti	42	3718.11139	-0.00278
Monti	42	3716.18291	-0.00217
Monti	42	3714.25443	-0.00113
Monti	42	3712.32595	-0.00071
Monti	42	3710.39747	-0.00211
Monti	42	3708.46899	-0.00312
Monti	42	3706.54051	-0.00277
Monti	42	3704.61203	-0.00203
Monti	42	3702.68355	-0.00184
Monti	42	3700.75506	-0.0024
Monti	42	3698.82658	-0.00257
Monti	42	3696.8981	-0.00224
Monti	42	3694.96962	-0.00173
Monti	42	3693.04114	-0.00096
Monti	42	3691.11266	-0.00047
Monti	42	3689.18418	-0.00169
Monti	42	3687.2557	-0.0031
Monti	42	3685.32722	-0.00294
Monti	42	3683.39874	-0.00221
Monti	42	3681.47025	-0.00147
Monti	42	3679.54177	-0.0007
Monti	42	3677.61329	0
Monti	42	3675.68481	-0.00076
Monti	42	3673.75633	-0.00191
Monti	42	3671.82785	-0.00133
Monti	42	3669.89937	-0.00155
Monti	42	3667.97089	-0.00261
Monti	42	3666.04241	-0.00237
Monti	42	3664.11393	-0.00169
Monti	42	3662.18544	-0.00126
Monti	42	3660.25696	-0.00082
Monti	42	3658.32848	-0.00034
Monti	42	3656.4	-0.0004
Monti	42	3654.47152	-0.00036
Monti	42	3652.54304	0.00083
Monti	42	3650.61456	0.00197
Monti	42	3648.68608	0.00042
Monti	42	3646.7576	-0.00136
Monti	42	3644.82912	-0.00097
Monti	42	3642.90063	-0.00011
Monti	42	3640.97215	0.00041
Monti	42	3639.04367	0.00069
Monti	42	3637.11519	0.00105
Monti	42	3635.18671	0.00149
Monti	42	3633.25823	0.00207
Monti	42	3631.32975	0.00291
Monti	42	3629.40127	0.00286
Monti	42	3627.47279	0.00133
Monti	42	3625.54431	0.00133
Monti	42	3623.61582	0.00244
Monti	42	3621.68734	0.0035
Monti	42	3619.75886	0.00375
Monti	42	3617.83038	0.00325
Monti	42	3615.9019	0.00339
Monti	42	3613.97342	0.00379
Monti	42	3612.04494	0.00392
Monti	42	3610.11646	0.00422
Monti	42	3608.18798	0.00424
Monti	42	3606.2595	0.00402
Monti	42	3604.33101	0.00447
Monti	42	3602.40253	0.00522
Monti	42	3600.47405	0.00553
Monti	42	3598.54557	0.00562
Monti	42	3596.61709	0.0059
Monti	42	3594.68861	0.00597
Monti	42	3592.76013	0.00605
Monti	42	3590.83165	0.00676
Monti	42	3588.90317	0.00749
Monti	42	3586.97468	0.00704
Monti	42	3585.0462	0.00651
Monti	42	3583.11772	0.00695
Monti	42	3581.18924	0.00756
Monti	42	3579.26076	0.00794
Monti	42	3577.33228	0.00819
Monti	42	3575.4038	0.00843
Monti	42	3573.47532	0.00875
Monti	42	3571.54684	0.00945
Monti	42	3569.61836	0.01044
Monti	42	3567.68987	0.01075
Monti	42	3565.76139	0.00993
Monti	42	3563.83291	0.00977
Monti	42	3561.90443	0.01031
Monti	42	3559.97595	0.01073
Monti	42	3558.04747	0.01106
Monti	42	3556.11899	0.01158
Monti	42	3554.19051	0.01209
Monti	42	3552.26203	0.01229
Monti	42	3550.33355	0.01251
Monti	42	3548.40506	0.01308
Monti	42	3546.47658	0.01346
Monti	42	3544.5481	0.01335
Monti	42	3542.61962	0.01335
Monti	42	3540.69114	0.01375
Monti	42	3538.76266	0.01429
Monti	42	3536.83418	0.01465
Monti	42	3534.9057	0.01484
Monti	42	3532.97722	0.0152
Monti	42	3531.04874	0.01573
Monti	42	3529.12025	0.01609
Monti	42	3527.19177	0.01625
Monti	42	3525.26329	0.01645
Monti	42	3523.33481	0.01661
Monti	42	3521.40633	0.01675
Monti	42	3519.47785	0.01705
Monti	42	3517.54937	0.01742
Monti	42	3515.62089	0.01777
Monti	42	3513.69241	0.01818
Monti	42	3511.76393	0.01858
Monti	42	3509.83544	0.01878
Monti	42	3507.90696	0.01896
Monti	42	3505.97848	0.01942
Monti	42	3504.05	0.01984
Monti	42	3502.12152	0.01987
Monti	42	3500.19304	0.01996
Monti	42	3498.26456	0.02035
Monti	42	3496.33608	0.02069
Monti	42	3494.4076	0.02091
Monti	42	3492.47912	0.02119
Monti	42	3490.55063	0.02156
Monti	42	3488.62215	0.02187
Monti	42	3486.69367	0.02211
Monti	42	3484.76519	0.02243
Monti	42	3482.83671	0.02279
Monti	42	3480.90823	0.02299
Monti	42	3478.97975	0.02316
Monti	42	3477.05127	0.02348
Monti	42	3475.12279	0.02381
Monti	42	3473.19431	0.02408
Monti	42	3471.26582	0.02436
Monti	42	3469.33734	0.02468
Monti	42	3467.40886	0.02498
Monti	42	3465.48038	0.02528
Monti	42	3463.5519	0.02559
Monti	42	3461.62342	0.02582
Monti	42	3459.69494	0.02605
Monti	42	3457.76646	0.02632
Monti	42	3455.83798	0.02659
Monti	42	3453.9095	0.02687
Monti	42	3451.98101	0.02718
Monti	42	3450.05253	0.02757
Monti	42	3448.12405	0.02788
Monti	42	3446.19557	0.02802
Monti	42	3444.26709	0.0282
Monti	42	3442.33861	0.02846
Monti	42	3440.41013	0.0287
Monti	42	3438.48165	0.02897
Monti	42	3436.55317	0.02926
Monti	42	3434.62468	0.02955
Monti	42	3432.6962	0.02984
Monti	42	3430.76772	0.03009
Monti	42	3428.83924	0.0303
Monti	42	3426.91076	0.03052
Monti	42	3424.98228	0.03082
Monti	42	3423.0538	0.03115
Monti	42	3421.12532	0.03137
Monti	42	3419.19684	0.03148
Monti	42	3417.26836	0.03168
Monti	42	3415.33987	0.03197
Monti	42	3413.41139	0.03225
Monti	42	3411.48291	0.03249
Monti	42	3409.55443	0.03271
Monti	42	3407.62595	0.03292
Monti	42	3405.69747	0.03315
Monti	42	3403.76899	0.03337
Monti	42	3401.84051	0.03356
Monti	42	3399.91203	0.03376
Monti	42	3397.98355	0.03398
Monti	42	3396.05506	0.03419
Monti	42	3394.12658	0.03442
Monti	42	3392.1981	0.03458
Monti	42	3390.26962	0.0347
Monti	42	3388.34114	0.03488
Monti	42	3386.41266	0.03506
Monti	42	3384.48418	0.03519
Monti	42	3382.5557	0.03534
Monti	42	3380.62722	0.03552
Monti	42	3378.69874	0.03571
Monti	42	3376.77025	0.03587
Monti	42	3374.84177	0.036
Monti	42	3372.91329	0.03615
Monti	42	3370.98481	0.03633
Monti	42	3369.05633	0.03649
Monti	42	3367.12785	0.03663
Monti	42	3365.19937	0.03673
Monti	42	3363.27089	0.03684
Monti	42	3361.34241	0.03697
Monti	42	3359.41393	0.0371
Monti	42	3357.48544	0.03722
Monti	42	3355.55696	0.03733
Monti	42	3353.62848	0.03746
Monti	42	3351.7	0.03763
Monti	42	3349.77152	0.03779
Monti	42	3347.84304	0.03791
Monti	42	3345.91456	0.038
Monti	42	3343.98608	0.03811
Monti	42	3342.0576	0.03824
Monti	42	3340.12912	0.03838
Monti	42	3338.20063	0.0385
Monti	42	3336.27215	0.03858
Monti	42	3334.34367	0.03865
Monti	42	3332.41519	0.03875
Monti	42	3330.48671	0.03887
Monti	42	3328.55823	0.03898
Monti	42	3326.62975	0.03906
Monti	42	3324.70127	0.03912
Monti	42	3322.77279	0.03917
Monti	42	3320.84431	0.03925
Monti	42	3318.91582	0.03932
Monti	42	3316.98734	0.03939
Monti	42	3315.05886	0.03946
Monti	42	3313.13038	0.03951
Monti	42	3311.2019	0.03955
Monti	42	3309.27342	0.03957
Monti	42	3307.34494	0.03958
Monti	42	3305.41646	0.03964
Monti	42	3303.48798	0.03972
Monti	42	3301.55949	0.03976
Monti	42	3299.63101	0.0398
Monti	42	3297.70253	0.03982
Monti	42	3295.77405	0.03986
Monti	42	3293.84557	0.03991
Monti	42	3291.91709	0.03992
Monti	42	3289.98861	0.03989
Monti	42	3288.06013	0.03989
Monti	42	3286.13165	0.03991
Monti	42	3284.20317	0.03992
Monti	42	3282.27468	0.03992
Monti	42	3280.3462	0.0399
Monti	42	3278.41772	0.03986
Monti	42	3276.48924	0.0398
Monti	42	3274.56076	0.0397
Monti	42	3272.63228	0.03959
Monti	42	3270.7038	0.0395
Monti	42	3268.77532	0.03944
Monti	42	3266.84684	0.03939
Monti	42	3264.91836	0.0393
Monti	42	3262.98987	0.03919
Monti	42	3261.06139	0.0391
Monti	42	3259.13291	0.03902
Monti	42	3257.20443	0.03897
Monti	42	3255.27595	0.0389
Monti	42	3253.34747	0.03878
Monti	42	3251.41899	0.03864
Monti	42	3249.49051	0.03852
Monti	42	3247.56203	0.03842
Monti	42	3245.63355	0.03827
Monti	42	3243.70506	0.0381
Monti	42	3241.77658	0.03799
Monti	42	3239.8481	0.03791
Monti	42	3237.91962	0.03779
Monti	42	3235.99114	0.03765
Monti	42	3234.06266	0.03754
Monti	42	3232.13418	0.03744
Monti	42	3230.2057	0.03733
Monti	42	3228.27722	0.03718
Monti	42	3226.34874	0.03705
Monti	42	3224.42025	0.03695
Monti	42	3222.49177	0.03685
Monti	42	3220.56329	0.03669
Monti	42	3218.63481	0.03651
Monti	42	3216.70633	0.03637
Monti	42	3214.77785	0.03624
Monti	42	3212.84937	0.03609
Monti	42	3210.92089	0.03594
Monti	42	3208.99241	0.03578
Monti	42	3207.06393	0.03561
Monti	42	3205.13544	0.03546
Monti	42	3203.20696	0.03532
Monti	42	3201.27848	0.03518
Monti	42	3199.35	0.03504
Monti	42	3197.42152	0.03484
Monti	42	3195.49304	0.03461
Monti	42	3193.56456	0.03441
Monti	42	3191.63608	0.03424
Monti	42	3189.7076	0.03408
Monti	42	3187.77912	0.03391
Monti	42	3185.85063	0.0337
Monti	42	3183.92215	0.03348
Monti	42	3181.99367	0.0333
Monti	42	3180.06519	0.03315
Monti	42	3178.13671	0.03295
Monti	42	3176.20823	0.03271
Monti	42	3174.27975	0.03251
Monti	42	3172.35127	0.0323
Monti	42	3170.42279	0.0321
Monti	42	3168.49431	0.0319
Monti	42	3166.56582	0.03168
Monti	42	3164.63734	0.03147
Monti	42	3162.70886	0.03126
Monti	42	3160.78038	0.03105
Monti	42	3158.8519	0.03086
Monti	42	3156.92342	0.03068
Monti	42	3154.99494	0.03049
Monti	42	3153.06646	0.03027
Monti	42	3151.13798	0.03006
Monti	42	3149.20949	0.02985
Monti	42	3147.28101	0.02964
Monti	42	3145.35253	0.02942
Monti	42	3143.42405	0.0292
Monti	42	3141.49557	0.02897
Monti	42	3139.56709	0.02875
Monti	42	3137.63861	0.02856
Monti	42	3135.71013	0.02839
Monti	42	3133.78165	0.02819
Monti	42	3131.85317	0.02795
Monti	42	3129.92468	0.02774
Monti	42	3127.9962	0.02756
Monti	42	3126.06772	0.02739
Monti	42	3124.13924	0.02722
Monti	42	3122.21076	0.02703
Monti	42	3120.28228	0.02682
Monti	42	3118.3538	0.02664
Monti	42	3116.42532	0.02643
Monti	42	3114.49684	0.02619
Monti	42	3112.56836	0.02598
Monti	42	3110.63987	0.02582
Monti	42	3108.71139	0.02567
Monti	42	3106.78291	0.02551
Monti	42	3104.85443	0.02536
Monti	42	3102.92595	0.02521
Monti	42	3100.99747	0.02504
Monti	42	3099.06899	0.02486
Monti	42	3097.14051	0.02469
Monti	42	3095.21203	0.02449
Monti	42	3093.28355	0.02429
Monti	42	3091.35506	0.02415
Monti	42	3089.42658	0.02404
Monti	42	3087.4981	0.0239
Monti	42	3085.56962	0.02373
Monti	42	3083.64114	0.02357
Monti	42	3081.71266	0.02341
Monti	42	3079.78418	0.02324
Monti	42	3077.8557	0.02305
Monti	42	3075.92722	0.02287
Monti	42	3073.99874	0.02271
Monti	42	3072.07025	0.02256
Monti	42	3070.14177	0.02244
Monti	42	3068.21329	0.02232
Monti	42	3066.28481	0.02215
Monti	42	3064.35633	0.02195
Monti	42	3062.42785	0.02178
Monti	42	3060.49937	0.02163
Monti	42	3058.57089	0.02147
Monti	42	3056.64241	0.02127
Monti	42	3054.71393	0.02105
Monti	42	3052.78544	0.02088
Monti	42	3050.85696	0.02073
Monti	42	3048.92848	0.02053
Monti	42	3047	0.02032
Monti	42	3045.07152	0.02014
Monti	42	3043.14304	0.01998
Monti	42	3041.21456	0.01982
Monti	42	3039.28608	0.01965
Monti	42	3037.3576	0.01949
Monti	42	3035.42912	0.01936
Monti	42	3033.50063	0.01923
Monti	42	3031.57215	0.01904
Monti	42	3029.64367	0.01883
Monti	42	3027.71519	0.01868
Monti	42	3025.78671	0.01856
Monti	42	3023.85823	0.01842
Monti	42	3021.92975	0.01828
Monti	42	3020.00127	0.01815
Monti	42	3018.07279	0.01804
Monti	42	3016.14431	0.01794
Monti	42	3014.21582	0.01786
Monti	42	3012.28734	0.01778
Monti	42	3010.35886	0.0177
Monti	42	3008.43038	0.01763
Monti	42	3006.5019	0.0176
Monti	42	3004.57342	0.01757
Monti	42	3002.64494	0.01754
Monti	42	3000.71646	0.01751
Monti	42	2998.78798	0.01751
Monti	42	2996.85949	0.01755
Monti	42	2994.93101	0.01762
Monti	42	2993.00253	0.01769
Monti	42	2991.07405	0.01778
Monti	42	2989.14557	0.0179
Monti	42	2987.21709	0.01803
Monti	42	2985.28861	0.01821
Monti	42	2983.36013	0.01844
Monti	42	2981.43165	0.01871
Monti	42	2979.50317	0.01901
Monti	42	2977.57468	0.01936
Monti	42	2975.6462	0.01976
Monti	42	2973.71772	0.02021
Monti	42	2971.78924	0.02073
Monti	42	2969.86076	0.02131
Monti	42	2967.93228	0.02196
Monti	42	2966.0038	0.02267
Monti	42	2964.07532	0.02344
Monti	42	2962.14684	0.02428
Monti	42	2960.21836	0.02519
Monti	42	2958.28987	0.02617
Monti	42	2956.36139	0.02721
Monti	42	2954.43291	0.02829
Monti	42	2952.50443	0.02941
Monti	42	2950.57595	0.03057
Monti	42	2948.64747	0.03181
Monti	42	2946.71899	0.03312
Monti	42	2944.79051	0.03447
Monti	42	2942.86203	0.03582
Monti	42	2940.93355	0.03713
Monti	42	2939.00506	0.03841
Monti	42	2937.07658	0.03966
Monti	42	2935.1481	0.04079
Monti	42	2933.21962	0.04174
Monti	42	2931.29114	0.04248
Monti	42	2929.36266	0.04296
Monti	42	2927.43418	0.04318
Monti	42	2925.5057	0.04313
Monti	42	2923.57722	0.04278
Monti	42	2921.64874	0.04211
Monti	42	2919.72025	0.04112
Monti	42	2917.79177	0.0398
Monti	42	2915.86329	0.03819
Monti	42	2913.93481	0.03647
Monti	42	2912.00633	0.0349
Monti	42	2910.07785	0.03356
Monti	42	2908.14937	0.03244
Monti	42	2906.22089	0.03145
Monti	42	2904.29241	0.03055
Monti	42	2902.36393	0.02972
Monti	42	2900.43544	0.02892
Monti	42	2898.50696	0.02815
Monti	42	2896.57848	0.02742
Monti	42	2894.65	0.02672
Monti	42	2892.72152	0.02605
Monti	42	2890.79304	0.02544
Monti	42	2888.86456	0.02489
Monti	42	2886.93608	0.0244
Monti	42	2885.0076	0.02398
Monti	42	2883.07912	0.02366
Monti	42	2881.15063	0.02346
Monti	42	2879.22215	0.02337
Monti	42	2877.29367	0.02339
Monti	42	2875.36519	0.02354
Monti	42	2873.43671	0.02383
Monti	42	2871.50823	0.02424
Monti	42	2869.57975	0.02476
Monti	42	2867.65127	0.02539
Monti	42	2865.72279	0.02614
Monti	42	2863.7943	0.02699
Monti	42	2861.86582	0.02788
Monti	42	2859.93734	0.02872
Monti	42	2858.00886	0.02938
Monti	42	2856.08038	0.02977
Monti	42	2854.1519	0.02979
Monti	42	2852.22342	0.02931
Monti	42	2850.29494	0.0282
Monti	42	2848.36646	0.02647
Monti	42	2846.43798	0.02441
Monti	42	2844.50949	0.0224
Monti	42	2842.58101	0.02069
Monti	42	2840.65253	0.01931
Monti	42	2838.72405	0.01823
Monti	42	2836.79557	0.0174
Monti	42	2834.86709	0.01674
Monti	42	2832.93861	0.01623
Monti	42	2831.01013	0.01582
Monti	42	2829.08165	0.01547
Monti	42	2827.15317	0.01516
Monti	42	2825.22468	0.01489
Monti	42	2823.2962	0.01466
Monti	42	2821.36772	0.01447
Monti	42	2819.43924	0.0143
Monti	42	2817.51076	0.01413
Monti	42	2815.58228	0.01395
Monti	42	2813.6538	0.01377
Monti	42	2811.72532	0.01362
Monti	42	2809.79684	0.01348
Monti	42	2807.86836	0.01334
Monti	42	2805.93987	0.0132
Monti	42	2804.01139	0.01306
Monti	42	2802.08291	0.01293
Monti	42	2800.15443	0.01279
Monti	42	2798.22595	0.01267
Monti	42	2796.29747	0.01258
Monti	42	2794.36899	0.01249
Monti	42	2792.44051	0.01239
Monti	42	2790.51203	0.01228
Monti	42	2788.58355	0.01218
Monti	42	2786.65506	0.01211
Monti	42	2784.72658	0.01204
Monti	42	2782.7981	0.01197
Monti	42	2780.86962	0.0119
Monti	42	2778.94114	0.01184
Monti	42	2777.01266	0.01177
Monti	42	2775.08418	0.0117
Monti	42	2773.1557	0.01164
Monti	42	2771.22722	0.0116
Monti	42	2769.29874	0.01156
Monti	42	2767.37025	0.01151
Monti	42	2765.44177	0.01147
Monti	42	2763.51329	0.01143
Monti	42	2761.58481	0.01138
Monti	42	2759.65633	0.01134
Monti	42	2757.72785	0.01132
Monti	42	2755.79937	0.01129
Monti	42	2753.87089	0.01124
Monti	42	2751.94241	0.0112
Monti	42	2750.01393	0.01117
Monti	42	2748.08544	0.01113
Monti	42	2746.15696	0.0111
Monti	42	2744.22848	0.01106
Monti	42	2742.3	0.01103
Monti	42	2740.37152	0.01099
Monti	42	2738.44304	0.01096
Monti	42	2736.51456	0.01093
Monti	42	2734.58608	0.01089
Monti	42	2732.6576	0.01085
Monti	42	2730.72912	0.01082
Monti	42	2728.80063	0.0108
Monti	42	2726.87215	0.01076
Monti	42	2724.94367	0.01071
Monti	42	2723.01519	0.01065
Monti	42	2721.08671	0.01062
Monti	42	2719.15823	0.0106
Monti	42	2717.22975	0.01056
Monti	42	2715.30127	0.01051
Monti	42	2713.37279	0.01045
Monti	42	2711.4443	0.01041
Monti	42	2709.51582	0.01037
Monti	42	2707.58734	0.01033
Monti	42	2705.65886	0.01027
Monti	42	2703.73038	0.0102
Monti	42	2701.8019	0.01013
Monti	42	2699.87342	0.01007
Monti	42	2697.94494	0.01002
Monti	42	2696.01646	0.00996
Monti	42	2694.08798	0.00991
Monti	42	2692.15949	0.00984
Monti	42	2690.23101	0.00977
Monti	42	2688.30253	0.00973
Monti	42	2686.37405	0.00971
Monti	42	2684.44557	0.00967
Monti	42	2682.51709	0.0096
Monti	42	2680.58861	0.00954
Monti	42	2678.66013	0.00948
Monti	42	2676.73165	0.00942
Monti	42	2674.80317	0.00936
Monti	42	2672.87468	0.00931
Monti	42	2670.9462	0.00925
Monti	42	2669.01772	0.0092
Monti	42	2667.08924	0.00914
Monti	42	2665.16076	0.00908
Monti	42	2663.23228	0.00902
Monti	42	2661.3038	0.00897
Monti	42	2659.37532	0.00889
Monti	42	2657.44684	0.00881
Monti	42	2655.51836	0.00873
Monti	42	2653.58987	0.00865
Monti	42	2651.66139	0.00858
Monti	42	2649.73291	0.00852
Monti	42	2647.80443	0.00847
Monti	42	2645.87595	0.00841
Monti	42	2643.94747	0.00833
Monti	42	2642.01899	0.00826
Monti	42	2640.09051	0.00821
Monti	42	2638.16203	0.00816
Monti	42	2636.23355	0.0081
Monti	42	2634.30506	0.00804
Monti	42	2632.37658	0.00797
Monti	42	2630.4481	0.0079
Monti	42	2628.51962	0.00783
Monti	42	2626.59114	0.00776
Monti	42	2624.66266	0.00771
Monti	42	2622.73418	0.00766
Monti	42	2620.8057	0.00761
Monti	42	2618.87722	0.00756
Monti	42	2616.94874	0.0075
Monti	42	2615.02025	0.00742
Monti	42	2613.09177	0.00735
Monti	42	2611.16329	0.00731
Monti	42	2609.23481	0.00727
Monti	42	2607.30633	0.00722
Monti	42	2605.37785	0.00717
Monti	42	2603.44937	0.00711
Monti	42	2601.52089	0.00705
Monti	42	2599.59241	0.00699
Monti	42	2597.66393	0.00692
Monti	42	2595.73544	0.00687
Monti	42	2593.80696	0.00682
Monti	42	2591.87848	0.00678
Monti	42	2589.95	0.00674
Monti	42	2588.02152	0.0067
Monti	42	2586.09304	0.00666
Monti	42	2584.16456	0.00661
Monti	42	2582.23608	0.00655
Monti	42	2580.3076	0.00647
Monti	42	2578.37911	0.00641
Monti	42	2576.45063	0.00637
Monti	42	2574.52215	0.00633
Monti	42	2572.59367	0.00628
Monti	42	2570.66519	0.00622
Monti	42	2568.73671	0.00616
Monti	42	2566.80823	0.00609
Monti	42	2564.87975	0.00603
Monti	42	2562.95127	0.00599
Monti	42	2561.02279	0.00595
Monti	42	2559.0943	0.00588
Monti	42	2557.16582	0.00582
Monti	42	2555.23734	0.00578
Monti	42	2553.30886	0.00574
Monti	42	2551.38038	0.00568
Monti	42	2549.4519	0.00563
Monti	42	2547.52342	0.00559
Monti	42	2545.59494	0.00554
Monti	42	2543.66646	0.0055
Monti	42	2541.73798	0.00545
Monti	42	2539.80949	0.0054
Monti	42	2537.88101	0.00534
Monti	42	2535.95253	0.00528
Monti	42	2534.02405	0.00523
Monti	42	2532.09557	0.00517
Monti	42	2530.16709	0.00512
Monti	42	2528.23861	0.00507
Monti	42	2526.31013	0.00502
Monti	42	2524.38165	0.00497
Monti	42	2522.45317	0.00492
Monti	42	2520.52468	0.00487
Monti	42	2518.5962	0.00483
Monti	42	2516.66772	0.00478
Monti	42	2514.73924	0.00474
Monti	42	2512.81076	0.00469
Monti	42	2510.88228	0.00463
Monti	42	2508.9538	0.00459
Monti	42	2507.02532	0.00455
Monti	42	2505.09684	0.00451
Monti	42	2503.16836	0.00447
Monti	42	2501.23987	0.00442
Monti	42	2499.31139	0.00437
Monti	42	2497.38291	0.00432
Monti	42	2495.45443	0.00427
Monti	42	2493.52595	0.00421
Monti	42	2491.59747	0.00416
Monti	42	2489.66899	0.00413
Monti	42	2487.74051	0.0041
Monti	42	2485.81203	0.00406
Monti	42	2483.88355	0.00401
Monti	42	2481.95506	0.00396
Monti	42	2480.02658	0.00391
Monti	42	2478.0981	0.00385
Monti	42	2476.16962	0.00382
Monti	42	2474.24114	0.00378
Monti	42	2472.31266	0.00374
Monti	42	2470.38418	0.00368
Monti	42	2468.4557	0.00364
Monti	42	2466.52722	0.00361
Monti	42	2464.59874	0.00357
Monti	42	2462.67025	0.00353
Monti	42	2460.74177	0.00348
Monti	42	2458.81329	0.00345
Monti	42	2456.88481	0.00341
Monti	42	2454.95633	0.00338
Monti	42	2453.02785	0.00334
Monti	42	2451.09937	0.00331
Monti	42	2449.17089	0.00328
Monti	42	2447.24241	0.00325
Monti	42	2445.31393	0.0032
Monti	42	2443.38544	0.00316
Monti	42	2441.45696	0.00312
Monti	42	2439.52848	0.0031
Monti	42	2437.6	0.00308
Monti	42	2435.67152	0.00305
Monti	42	2433.74304	0.00301
Monti	42	2431.81456	0.00298
Monti	42	2429.88608	0.00294
Monti	42	2427.9576	0.00291
Monti	42	2426.02911	0.00288
Monti	42	2424.10063	0.00284
Monti	42	2422.17215	0.0028
Monti	42	2420.24367	0.00276
Monti	42	2418.31519	0.00273
Monti	42	2416.38671	0.00271
Monti	42	2414.45823	0.00269
Monti	42	2412.52975	0.00267
Monti	42	2410.60127	0.00264
Monti	42	2408.67279	0.00259
Monti	42	2406.7443	0.00255
Monti	42	2404.81582	0.00253
Monti	42	2402.88734	0.00251
Monti	42	2400.95886	0.00248
Monti	42	2399.03038	0.00245
Monti	42	2397.1019	0.00243
Monti	42	2395.17342	0.00242
Monti	42	2393.24494	0.0024
Monti	42	2391.31646	0.0024
Monti	42	2389.38798	0.00244
Monti	42	2387.45949	0.00254
Monti	42	2385.53101	0.00271
Monti	42	2383.60253	0.00295
Monti	42	2381.67405	0.00323
Monti	42	2379.74557	0.00353
Monti	42	2377.81709	0.00384
Monti	42	2375.88861	0.00419
Monti	42	2373.96013	0.00455
Monti	42	2372.03165	0.00492
Monti	42	2370.10317	0.00522
Monti	42	2368.17468	0.00539
Monti	42	2366.2462	0.00537
Monti	42	2364.31772	0.00498
Monti	42	2362.38924	0.00417
Monti	42	2360.46076	0.00339
Monti	42	2358.53228	0.00315
Monti	42	2356.6038	0.00318
Monti	42	2354.67532	0.0029
Monti	42	2352.74684	0.00242
Monti	42	2350.81836	0.00255
Monti	42	2348.88987	0.00334
Monti	42	2346.96139	0.0043
Monti	42	2345.03291	0.00486
Monti	42	2343.10443	0.00465
Monti	42	2341.17595	0.00414
Monti	42	2339.24747	0.00375
Monti	42	2337.31899	0.00357
Monti	42	2335.39051	0.00353
Monti	42	2333.46203	0.00352
Monti	42	2331.53355	0.00343
Monti	42	2329.60506	0.00332
