Cultivar	IncubationDays 	Wavelenght	Absorbance
Antas 	84	3754.75253	0.00038
Antas 	84	3752.82405	0.00099
Antas 	84	3750.89557	0.00058
Antas 	84	3748.96709	-0.00025
Antas 	84	3747.03861	0.00001
Antas 	84	3745.11013	0.00003
Antas 	84	3743.18165	-0.0006
Antas 	84	3741.25317	-0.00046
Antas 	84	3739.32469	0.00027
Antas 	84	3737.3962	0.00083
Antas 	84	3735.46772	0.00057
Antas 	84	3733.53924	-0.00034
Antas 	84	3731.61076	-0.00062
Antas 	84	3729.68228	-0.00023
Antas 	84	3727.7538	0.00024
Antas 	84	3725.82532	0.00032
Antas 	84	3723.89684	0.00005
Antas 	84	3721.96836	-0.00022
Antas 	84	3720.03987	-0.00041
Antas 	84	3718.11139	-0.00035
Antas 	84	3716.18291	0.00004
Antas 	84	3714.25443	0.00062
Antas 	84	3712.32595	0.00081
Antas 	84	3710.39747	-0.00004
Antas 	84	3708.46899	-0.00058
Antas 	84	3706.54051	-0.0003
Antas 	84	3704.61203	0.00018
Antas 	84	3702.68355	0.00028
Antas 	84	3700.75506	-0.00004
Antas 	84	3698.82658	-0.00011
Antas 	84	3696.8981	0.0001
Antas 	84	3694.96962	0.00036
Antas 	84	3693.04114	0.00071
Antas 	84	3691.11266	0.00084
Antas 	84	3689.18418	0.00002
Antas 	84	3687.2557	-0.00071
Antas 	84	3685.32722	-0.00051
Antas 	84	3683.39874	-0.00003
Antas 	84	3681.47025	0.0004
Antas 	84	3679.54177	0.0008
Antas 	84	3677.61329	0.00111
Antas 	84	3675.68481	0.00054
Antas 	84	3673.75633	-0.00013
Antas 	84	3671.82785	0.00027
Antas 	84	3669.89937	0.00014
Antas 	84	3667.97089	-0.00044
Antas 	84	3666.04241	-0.00023
Antas 	84	3664.11393	0.0002
Antas 	84	3662.18544	0.00045
Antas 	84	3660.25696	0.00069
Antas 	84	3658.32848	0.00096
Antas 	84	3656.4	0.0009
Antas 	84	3654.47152	0.00088
Antas 	84	3652.54304	0.00153
Antas 	84	3650.61456	0.00206
Antas 	84	3648.68608	0.00099
Antas 	84	3646.7576	-0.00002
Antas 	84	3644.82912	0.00031
Antas 	84	3642.90063	0.00087
Antas 	84	3640.97215	0.0012
Antas 	84	3639.04367	0.00139
Antas 	84	3637.11519	0.00161
Antas 	84	3635.18671	0.00184
Antas 	84	3633.25823	0.00212
Antas 	84	3631.32975	0.00251
Antas 	84	3629.40127	0.00234
Antas 	84	3627.47279	0.00142
Antas 	84	3625.54431	0.00151
Antas 	84	3623.61582	0.00219
Antas 	84	3621.68734	0.00276
Antas 	84	3619.75886	0.00279
Antas 	84	3617.83038	0.0024
Antas 	84	3615.9019	0.00247
Antas 	84	3613.97342	0.0027
Antas 	84	3612.04494	0.00279
Antas 	84	3610.11646	0.003
Antas 	84	3608.18798	0.00302
Antas 	84	3606.2595	0.00289
Antas 	84	3604.33101	0.00319
Antas 	84	3602.40253	0.00363
Antas 	84	3600.47405	0.00374
Antas 	84	3598.54557	0.00371
Antas 	84	3596.61709	0.00383
Antas 	84	3594.68861	0.00386
Antas 	84	3592.76013	0.0039
Antas 	84	3590.83165	0.00434
Antas 	84	3588.90317	0.00475
Antas 	84	3586.97468	0.00442
Antas 	84	3585.0462	0.0041
Antas 	84	3583.11772	0.00439
Antas 	84	3581.18924	0.00475
Antas 	84	3579.26076	0.00498
Antas 	84	3577.33228	0.00513
Antas 	84	3575.4038	0.00524
Antas 	84	3573.47532	0.00541
Antas 	84	3571.54684	0.0058
Antas 	84	3569.61836	0.00633
Antas 	84	3567.68987	0.00641
Antas 	84	3565.76139	0.00587
Antas 	84	3563.83291	0.00582
Antas 	84	3561.90443	0.00615
Antas 	84	3559.97595	0.00642
Antas 	84	3558.04747	0.00666
Antas 	84	3556.11899	0.00697
Antas 	84	3554.19051	0.00721
Antas 	84	3552.26203	0.00727
Antas 	84	3550.33355	0.0074
Antas 	84	3548.40506	0.00772
Antas 	84	3546.47658	0.00785
Antas 	84	3544.5481	0.00772
Antas 	84	3542.61962	0.00777
Antas 	84	3540.69114	0.00808
Antas 	84	3538.76266	0.0084
Antas 	84	3536.83418	0.00851
Antas 	84	3534.9057	0.00856
Antas 	84	3532.97722	0.00879
Antas 	84	3531.04874	0.00911
Antas 	84	3529.12025	0.00931
Antas 	84	3527.19177	0.00939
Antas 	84	3525.26329	0.00948
Antas 	84	3523.33481	0.00957
Antas 	84	3521.40633	0.00967
Antas 	84	3519.47785	0.00985
Antas 	84	3517.54937	0.01005
Antas 	84	3515.62089	0.01024
Antas 	84	3513.69241	0.01047
Antas 	84	3511.76393	0.01069
Antas 	84	3509.83544	0.01079
Antas 	84	3507.90696	0.01086
Antas 	84	3505.97848	0.01108
Antas 	84	3504.05	0.01129
Antas 	84	3502.12152	0.01133
Antas 	84	3500.19304	0.01145
Antas 	84	3498.26456	0.0117
Antas 	84	3496.33608	0.01185
Antas 	84	3494.4076	0.01192
Antas 	84	3492.47912	0.01209
Antas 	84	3490.55063	0.01234
Antas 	84	3488.62215	0.01252
Antas 	84	3486.69367	0.01264
Antas 	84	3484.76519	0.01282
Antas 	84	3482.83671	0.01303
Antas 	84	3480.90823	0.01314
Antas 	84	3478.97975	0.01326
Antas 	84	3477.05127	0.01347
Antas 	84	3475.12279	0.01365
Antas 	84	3473.19431	0.01377
Antas 	84	3471.26582	0.01394
Antas 	84	3469.33734	0.01414
Antas 	84	3467.40886	0.01429
Antas 	84	3465.48038	0.01445
Antas 	84	3463.5519	0.01463
Antas 	84	3461.62342	0.01478
Antas 	84	3459.69494	0.01491
Antas 	84	3457.76646	0.01507
Antas 	84	3455.83798	0.01521
Antas 	84	3453.9095	0.01535
Antas 	84	3451.98101	0.01552
Antas 	84	3450.05253	0.01574
Antas 	84	3448.12405	0.01591
Antas 	84	3446.19557	0.01598
Antas 	84	3444.26709	0.0161
Antas 	84	3442.33861	0.01628
Antas 	84	3440.41013	0.01645
Antas 	84	3438.48165	0.01662
Antas 	84	3436.55317	0.0168
Antas 	84	3434.62468	0.01697
Antas 	84	3432.6962	0.01715
Antas 	84	3430.76772	0.01731
Antas 	84	3428.83924	0.01745
Antas 	84	3426.91076	0.01762
Antas 	84	3424.98228	0.01781
Antas 	84	3423.0538	0.01798
Antas 	84	3421.12532	0.01805
Antas 	84	3419.19684	0.01808
Antas 	84	3417.26836	0.0182
Antas 	84	3415.33987	0.01839
Antas 	84	3413.41139	0.01856
Antas 	84	3411.48291	0.01868
Antas 	84	3409.55443	0.0188
Antas 	84	3407.62595	0.01893
Antas 	84	3405.69747	0.01903
Antas 	84	3403.76899	0.01915
Antas 	84	3401.84051	0.01931
Antas 	84	3399.91203	0.01949
Antas 	84	3397.98355	0.01962
Antas 	84	3396.05506	0.01972
Antas 	84	3394.12658	0.01984
Antas 	84	3392.1981	0.01996
Antas 	84	3390.26962	0.02005
Antas 	84	3388.34114	0.02016
Antas 	84	3386.41266	0.02027
Antas 	84	3384.48418	0.02033
Antas 	84	3382.5557	0.02041
Antas 	84	3380.62722	0.02051
Antas 	84	3378.69874	0.0206
Antas 	84	3376.77025	0.02068
Antas 	84	3374.84177	0.02077
Antas 	84	3372.91329	0.0209
Antas 	84	3370.98481	0.02102
Antas 	84	3369.05633	0.02113
Antas 	84	3367.12785	0.02122
Antas 	84	3365.19937	0.02129
Antas 	84	3363.27089	0.02137
Antas 	84	3361.34241	0.02146
Antas 	84	3359.41393	0.02152
Antas 	84	3357.48544	0.02158
Antas 	84	3355.55696	0.02165
Antas 	84	3353.62848	0.02172
Antas 	84	3351.7	0.02181
Antas 	84	3349.77152	0.02191
Antas 	84	3347.84304	0.022
Antas 	84	3345.91456	0.02208
Antas 	84	3343.98608	0.02216
Antas 	84	3342.0576	0.02223
Antas 	84	3340.12912	0.02231
Antas 	84	3338.20063	0.02241
Antas 	84	3336.27215	0.02248
Antas 	84	3334.34367	0.02252
Antas 	84	3332.41519	0.02258
Antas 	84	3330.48671	0.02262
Antas 	84	3328.55823	0.02265
Antas 	84	3326.62975	0.0227
Antas 	84	3324.70127	0.02275
Antas 	84	3322.77279	0.02278
Antas 	84	3320.84431	0.02279
Antas 	84	3318.91582	0.02281
Antas 	84	3316.98734	0.02286
Antas 	84	3315.05886	0.0229
Antas 	84	3313.13038	0.02294
Antas 	84	3311.2019	0.02296
Antas 	84	3309.27342	0.02295
Antas 	84	3307.34494	0.02292
Antas 	84	3305.41646	0.02293
Antas 	84	3303.48798	0.02293
Antas 	84	3301.55949	0.02292
Antas 	84	3299.63101	0.02293
Antas 	84	3297.70253	0.02294
Antas 	84	3295.77405	0.02296
Antas 	84	3293.84557	0.02297
Antas 	84	3291.91709	0.02293
Antas 	84	3289.98861	0.0229
Antas 	84	3288.06013	0.02291
Antas 	84	3286.13165	0.02295
Antas 	84	3284.20317	0.02296
Antas 	84	3282.27468	0.02295
Antas 	84	3280.3462	0.02292
Antas 	84	3278.41772	0.02289
Antas 	84	3276.48924	0.02285
Antas 	84	3274.56076	0.02277
Antas 	84	3272.63228	0.02269
Antas 	84	3270.7038	0.02265
Antas 	84	3268.77532	0.02264
Antas 	84	3266.84684	0.02261
Antas 	84	3264.91836	0.02252
Antas 	84	3262.98987	0.02242
Antas 	84	3261.06139	0.02234
Antas 	84	3259.13291	0.02229
Antas 	84	3257.20443	0.02222
Antas 	84	3255.27595	0.02213
Antas 	84	3253.34747	0.02202
Antas 	84	3251.41899	0.02193
Antas 	84	3249.49051	0.02186
Antas 	84	3247.56203	0.02177
Antas 	84	3245.63355	0.02165
Antas 	84	3243.70506	0.02151
Antas 	84	3241.77658	0.02142
Antas 	84	3239.8481	0.02136
Antas 	84	3237.91962	0.0213
Antas 	84	3235.99114	0.02119
Antas 	84	3234.06266	0.02108
Antas 	84	3232.13418	0.02099
Antas 	84	3230.2057	0.02092
Antas 	84	3228.27722	0.02082
Antas 	84	3226.34874	0.02067
Antas 	84	3224.42025	0.02053
Antas 	84	3222.49177	0.02043
Antas 	84	3220.56329	0.02033
Antas 	84	3218.63481	0.02021
Antas 	84	3216.70633	0.02011
Antas 	84	3214.77785	0.02
Antas 	84	3212.84937	0.01988
Antas 	84	3210.92089	0.01977
Antas 	84	3208.99241	0.01965
Antas 	84	3207.06393	0.01953
Antas 	84	3205.13544	0.01941
Antas 	84	3203.20696	0.0193
Antas 	84	3201.27848	0.01918
Antas 	84	3199.35	0.01905
Antas 	84	3197.42152	0.01888
Antas 	84	3195.49304	0.0187
Antas 	84	3193.56456	0.01857
Antas 	84	3191.63608	0.01849
Antas 	84	3189.7076	0.01841
Antas 	84	3187.77912	0.0183
Antas 	84	3185.85063	0.01814
Antas 	84	3183.92215	0.01799
Antas 	84	3181.99367	0.01788
Antas 	84	3180.06519	0.01778
Antas 	84	3178.13671	0.01764
Antas 	84	3176.20823	0.01749
Antas 	84	3174.27975	0.01738
Antas 	84	3172.35127	0.01728
Antas 	84	3170.42279	0.01717
Antas 	84	3168.49431	0.01704
Antas 	84	3166.56582	0.01689
Antas 	84	3164.63734	0.01674
Antas 	84	3162.70886	0.0166
Antas 	84	3160.78038	0.01648
Antas 	84	3158.8519	0.01637
Antas 	84	3156.92342	0.01626
Antas 	84	3154.99494	0.01615
Antas 	84	3153.06646	0.01602
Antas 	84	3151.13798	0.01587
Antas 	84	3149.20949	0.01573
Antas 	84	3147.28101	0.01562
Antas 	84	3145.35253	0.01552
Antas 	84	3143.42405	0.01537
Antas 	84	3141.49557	0.01522
Antas 	84	3139.56709	0.01508
Antas 	84	3137.63861	0.01496
Antas 	84	3135.71013	0.01487
Antas 	84	3133.78165	0.01479
Antas 	84	3131.85317	0.01469
Antas 	84	3129.92468	0.0146
Antas 	84	3127.9962	0.01449
Antas 	84	3126.06772	0.01436
Antas 	84	3124.13924	0.01422
Antas 	84	3122.21076	0.01409
Antas 	84	3120.28228	0.01398
Antas 	84	3118.3538	0.01387
Antas 	84	3116.42532	0.01374
Antas 	84	3114.49684	0.01361
Antas 	84	3112.56836	0.0135
Antas 	84	3110.63987	0.01342
Antas 	84	3108.71139	0.01334
Antas 	84	3106.78291	0.01325
Antas 	84	3104.85443	0.01316
Antas 	84	3102.92595	0.01309
Antas 	84	3100.99747	0.013
Antas 	84	3099.06899	0.01291
Antas 	84	3097.14051	0.01283
Antas 	84	3095.21203	0.01273
Antas 	84	3093.28355	0.01263
Antas 	84	3091.35506	0.01256
Antas 	84	3089.42658	0.01252
Antas 	84	3087.4981	0.01246
Antas 	84	3085.56962	0.01236
Antas 	84	3083.64114	0.01225
Antas 	84	3081.71266	0.01216
Antas 	84	3079.78418	0.01206
Antas 	84	3077.8557	0.01194
Antas 	84	3075.92722	0.01184
Antas 	84	3073.99874	0.01176
Antas 	84	3072.07025	0.0117
Antas 	84	3070.14177	0.01165
Antas 	84	3068.21329	0.01157
Antas 	84	3066.28481	0.01147
Antas 	84	3064.35633	0.01136
Antas 	84	3062.42785	0.01125
Antas 	84	3060.49937	0.01117
Antas 	84	3058.57089	0.01109
Antas 	84	3056.64241	0.01099
Antas 	84	3054.71393	0.01088
Antas 	84	3052.78544	0.0108
Antas 	84	3050.85696	0.01074
Antas 	84	3048.92848	0.01064
Antas 	84	3047	0.01051
Antas 	84	3045.07152	0.0104
Antas 	84	3043.14304	0.01032
Antas 	84	3041.21456	0.01026
Antas 	84	3039.28608	0.0102
Antas 	84	3037.3576	0.01014
Antas 	84	3035.42912	0.01008
Antas 	84	3033.50063	0.01001
Antas 	84	3031.57215	0.00992
Antas 	84	3029.64367	0.00981
Antas 	84	3027.71519	0.00973
Antas 	84	3025.78671	0.00966
Antas 	84	3023.85823	0.0096
Antas 	84	3021.92975	0.00954
Antas 	84	3020.00127	0.00945
Antas 	84	3018.07279	0.00935
Antas 	84	3016.14431	0.00929
Antas 	84	3014.21582	0.00927
Antas 	84	3012.28734	0.00925
Antas 	84	3010.35886	0.00921
Antas 	84	3008.43038	0.00916
Antas 	84	3006.5019	0.00915
Antas 	84	3004.57342	0.00915
Antas 	84	3002.64494	0.00913
Antas 	84	3000.71646	0.00914
Antas 	84	2998.78798	0.00916
Antas 	84	2996.85949	0.00919
Antas 	84	2994.93101	0.00921
Antas 	84	2993.00253	0.00926
Antas 	84	2991.07405	0.00932
Antas 	84	2989.14557	0.00939
Antas 	84	2987.21709	0.00948
Antas 	84	2985.28861	0.0096
Antas 	84	2983.36013	0.00974
Antas 	84	2981.43165	0.00989
Antas 	84	2979.50317	0.01005
Antas 	84	2977.57468	0.01025
Antas 	84	2975.6462	0.01048
Antas 	84	2973.71772	0.01072
Antas 	84	2971.78924	0.01097
Antas 	84	2969.86076	0.01126
Antas 	84	2967.93228	0.01162
Antas 	84	2966.0038	0.01201
Antas 	84	2964.07532	0.0124
Antas 	84	2962.14684	0.01281
Antas 	84	2960.21836	0.01325
Antas 	84	2958.28987	0.01372
Antas 	84	2956.36139	0.0142
Antas 	84	2954.43291	0.01469
Antas 	84	2952.50443	0.01518
Antas 	84	2950.57595	0.01568
Antas 	84	2948.64747	0.0162
Antas 	84	2946.71899	0.01674
Antas 	84	2944.79051	0.0173
Antas 	84	2942.86203	0.01789
Antas 	84	2940.93355	0.01847
Antas 	84	2939.00506	0.01901
Antas 	84	2937.07658	0.01951
Antas 	84	2935.1481	0.01997
Antas 	84	2933.21962	0.02037
Antas 	84	2931.29114	0.02068
Antas 	84	2929.36266	0.02087
Antas 	84	2927.43418	0.02094
Antas 	84	2925.5057	0.02089
Antas 	84	2923.57722	0.02072
Antas 	84	2921.64874	0.02041
Antas 	84	2919.72025	0.01996
Antas 	84	2917.79177	0.01939
Antas 	84	2915.86329	0.01871
Antas 	84	2913.93481	0.01801
Antas 	84	2912.00633	0.01738
Antas 	84	2910.07785	0.01685
Antas 	84	2908.14937	0.01639
Antas 	84	2906.22089	0.016
Antas 	84	2904.29241	0.01565
Antas 	84	2902.36393	0.01531
Antas 	84	2900.43544	0.01499
Antas 	84	2898.50696	0.01468
Antas 	84	2896.57848	0.01438
Antas 	84	2894.65	0.01411
Antas 	84	2892.72152	0.01385
Antas 	84	2890.79304	0.01359
Antas 	84	2888.86456	0.01333
Antas 	84	2886.93608	0.0131
Antas 	84	2885.0076	0.01289
Antas 	84	2883.07912	0.01273
Antas 	84	2881.15063	0.01264
Antas 	84	2879.22215	0.01261
Antas 	84	2877.29367	0.01262
Antas 	84	2875.36519	0.01269
Antas 	84	2873.43671	0.0128
Antas 	84	2871.50823	0.01298
Antas 	84	2869.57975	0.01318
Antas 	84	2867.65127	0.01339
Antas 	84	2865.72279	0.01364
Antas 	84	2863.7943	0.01393
Antas 	84	2861.86582	0.01425
Antas 	84	2859.93734	0.01454
Antas 	84	2858.00886	0.01477
Antas 	84	2856.08038	0.01488
Antas 	84	2854.1519	0.01481
Antas 	84	2852.22342	0.01455
Antas 	84	2850.29494	0.01405
Antas 	84	2848.36646	0.01329
Antas 	84	2846.43798	0.01239
Antas 	84	2844.50949	0.01152
Antas 	84	2842.58101	0.01079
Antas 	84	2840.65253	0.01019
Antas 	84	2838.72405	0.00971
Antas 	84	2836.79557	0.00932
Antas 	84	2834.86709	0.009
Antas 	84	2832.93861	0.00874
Antas 	84	2831.01013	0.00852
Antas 	84	2829.08165	0.00837
Antas 	84	2827.15317	0.00825
Antas 	84	2825.22468	0.00813
Antas 	84	2823.2962	0.00801
Antas 	84	2821.36772	0.00788
Antas 	84	2819.43924	0.00776
Antas 	84	2817.51076	0.00765
Antas 	84	2815.58228	0.00755
Antas 	84	2813.6538	0.00748
Antas 	84	2811.72532	0.00743
Antas 	84	2809.79684	0.00738
Antas 	84	2807.86836	0.00732
Antas 	84	2805.93987	0.00724
Antas 	84	2804.01139	0.00715
Antas 	84	2802.08291	0.00707
Antas 	84	2800.15443	0.007
Antas 	84	2798.22595	0.00694
Antas 	84	2796.29747	0.00689
Antas 	84	2794.36899	0.00683
Antas 	84	2792.44051	0.00675
Antas 	84	2790.51203	0.00671
Antas 	84	2788.58355	0.00669
Antas 	84	2786.65506	0.00665
Antas 	84	2784.72658	0.00659
Antas 	84	2782.7981	0.00653
Antas 	84	2780.86962	0.0065
Antas 	84	2778.94114	0.00647
Antas 	84	2777.01266	0.00643
Antas 	84	2775.08418	0.0064
Antas 	84	2773.1557	0.00637
Antas 	84	2771.22722	0.00634
Antas 	84	2769.29874	0.00631
Antas 	84	2767.37025	0.00626
Antas 	84	2765.44177	0.00621
Antas 	84	2763.51329	0.00618
Antas 	84	2761.58481	0.00616
Antas 	84	2759.65633	0.00614
Antas 	84	2757.72785	0.00612
Antas 	84	2755.79937	0.00611
Antas 	84	2753.87089	0.00608
Antas 	84	2751.94241	0.00604
Antas 	84	2750.01393	0.00601
Antas 	84	2748.08544	0.006
Antas 	84	2746.15696	0.00598
Antas 	84	2744.22848	0.00595
Antas 	84	2742.3	0.00591
Antas 	84	2740.37152	0.00589
Antas 	84	2738.44304	0.00586
Antas 	84	2736.51456	0.00582
Antas 	84	2734.58608	0.00579
Antas 	84	2732.6576	0.00579
Antas 	84	2730.72912	0.00579
Antas 	84	2728.80063	0.00577
Antas 	84	2726.87215	0.00574
Antas 	84	2724.94367	0.00573
Antas 	84	2723.01519	0.0057
Antas 	84	2721.08671	0.00566
Antas 	84	2719.15823	0.00563
Antas 	84	2717.22975	0.00559
Antas 	84	2715.30127	0.00557
Antas 	84	2713.37279	0.00556
Antas 	84	2711.4443	0.00555
Antas 	84	2709.51582	0.00553
Antas 	84	2707.58734	0.00549
Antas 	84	2705.65886	0.00544
Antas 	84	2703.73038	0.0054
Antas 	84	2701.8019	0.00535
Antas 	84	2699.87342	0.00531
Antas 	84	2697.94494	0.00528
Antas 	84	2696.01646	0.00526
Antas 	84	2694.08798	0.00522
Antas 	84	2692.15949	0.00519
Antas 	84	2690.23101	0.00517
Antas 	84	2688.30253	0.00516
Antas 	84	2686.37405	0.00514
Antas 	84	2684.44557	0.00512
Antas 	84	2682.51709	0.0051
Antas 	84	2680.58861	0.00506
Antas 	84	2678.66013	0.00503
Antas 	84	2676.73165	0.005
Antas 	84	2674.80317	0.00498
Antas 	84	2672.87468	0.00496
Antas 	84	2670.9462	0.00493
Antas 	84	2669.01772	0.00489
Antas 	84	2667.08924	0.00484
Antas 	84	2665.16076	0.0048
Antas 	84	2663.23228	0.00479
Antas 	84	2661.3038	0.00478
Antas 	84	2659.37532	0.00476
Antas 	84	2657.44684	0.00471
Antas 	84	2655.51836	0.00466
Antas 	84	2653.58987	0.00462
Antas 	84	2651.66139	0.00459
Antas 	84	2649.73291	0.00455
Antas 	84	2647.80443	0.00452
Antas 	84	2645.87595	0.00449
Antas 	84	2643.94747	0.00447
Antas 	84	2642.01899	0.00446
Antas 	84	2640.09051	0.00444
Antas 	84	2638.16203	0.00441
Antas 	84	2636.23355	0.00438
Antas 	84	2634.30506	0.00435
Antas 	84	2632.37658	0.00432
Antas 	84	2630.4481	0.0043
Antas 	84	2628.51962	0.00427
Antas 	84	2626.59114	0.00424
Antas 	84	2624.66266	0.00419
Antas 	84	2622.73418	0.00416
Antas 	84	2620.8057	0.00414
Antas 	84	2618.87722	0.00413
Antas 	84	2616.94874	0.00411
Antas 	84	2615.02025	0.00409
Antas 	84	2613.09177	0.00407
Antas 	84	2611.16329	0.00405
Antas 	84	2609.23481	0.00401
Antas 	84	2607.30633	0.00398
Antas 	84	2605.37785	0.00396
Antas 	84	2603.44937	0.00395
Antas 	84	2601.52089	0.00392
Antas 	84	2599.59241	0.00388
Antas 	84	2597.66393	0.00385
Antas 	84	2595.73544	0.00383
Antas 	84	2593.80696	0.00382
Antas 	84	2591.87848	0.0038
Antas 	84	2589.95	0.00378
Antas 	84	2588.02152	0.00374
Antas 	84	2586.09304	0.00371
Antas 	84	2584.16456	0.00372
Antas 	84	2582.23608	0.00372
Antas 	84	2580.3076	0.00369
Antas 	84	2578.37911	0.00367
Antas 	84	2576.45063	0.00363
Antas 	84	2574.52215	0.0036
Antas 	84	2572.59367	0.00358
Antas 	84	2570.66519	0.00357
Antas 	84	2568.73671	0.00353
Antas 	84	2566.80823	0.00351
Antas 	84	2564.87975	0.0035
Antas 	84	2562.95127	0.00349
Antas 	84	2561.02279	0.00348
Antas 	84	2559.0943	0.00346
Antas 	84	2557.16582	0.00344
Antas 	84	2555.23734	0.00341
Antas 	84	2553.30886	0.00339
Antas 	84	2551.38038	0.00337
Antas 	84	2549.4519	0.00334
Antas 	84	2547.52342	0.00334
Antas 	84	2545.59494	0.00334
Antas 	84	2543.66646	0.00332
Antas 	84	2541.73798	0.0033
Antas 	84	2539.80949	0.00329
Antas 	84	2537.88101	0.00327
Antas 	84	2535.95253	0.00323
Antas 	84	2534.02405	0.00319
Antas 	84	2532.09557	0.00316
Antas 	84	2530.16709	0.00314
Antas 	84	2528.23861	0.00312
Antas 	84	2526.31013	0.0031
Antas 	84	2524.38165	0.0031
Antas 	84	2522.45317	0.00309
Antas 	84	2520.52468	0.00306
Antas 	84	2518.5962	0.00302
Antas 	84	2516.66772	0.00301
Antas 	84	2514.73924	0.00302
Antas 	84	2512.81076	0.003
Antas 	84	2510.88228	0.00297
Antas 	84	2508.9538	0.00294
Antas 	84	2507.02532	0.00293
Antas 	84	2505.09684	0.00291
Antas 	84	2503.16836	0.00288
Antas 	84	2501.23987	0.00286
Antas 	84	2499.31139	0.00285
Antas 	84	2497.38291	0.00285
Antas 	84	2495.45443	0.00282
Antas 	84	2493.52595	0.00279
Antas 	84	2491.59747	0.00277
Antas 	84	2489.66899	0.00275
Antas 	84	2487.74051	0.00273
Antas 	84	2485.81203	0.0027
Antas 	84	2483.88355	0.00267
Antas 	84	2481.95506	0.00265
Antas 	84	2480.02658	0.00265
Antas 	84	2478.0981	0.00264
Antas 	84	2476.16962	0.00262
Antas 	84	2474.24114	0.0026
Antas 	84	2472.31266	0.00257
Antas 	84	2470.38418	0.00254
Antas 	84	2468.4557	0.00253
Antas 	84	2466.52722	0.00252
Antas 	84	2464.59874	0.0025
Antas 	84	2462.67025	0.00248
Antas 	84	2460.74177	0.00248
Antas 	84	2458.81329	0.00246
Antas 	84	2456.88481	0.00244
Antas 	84	2454.95633	0.00241
Antas 	84	2453.02785	0.0024
Antas 	84	2451.09937	0.0024
Antas 	84	2449.17089	0.0024
Antas 	84	2447.24241	0.00237
Antas 	84	2445.31393	0.00235
Antas 	84	2443.38544	0.00234
Antas 	84	2441.45696	0.00233
Antas 	84	2439.52848	0.00232
Antas 	84	2437.6	0.00232
Antas 	84	2435.67152	0.00232
Antas 	84	2433.74304	0.0023
Antas 	84	2431.81456	0.00225
Antas 	84	2429.88608	0.00221
Antas 	84	2427.9576	0.0022
Antas 	84	2426.02911	0.00219
Antas 	84	2424.10063	0.00219
Antas 	84	2422.17215	0.00218
Antas 	84	2420.24367	0.00217
Antas 	84	2418.31519	0.00217
Antas 	84	2416.38671	0.00217
Antas 	84	2414.45823	0.00216
Antas 	84	2412.52975	0.00214
Antas 	84	2410.60127	0.00213
Antas 	84	2408.67279	0.00211
Antas 	84	2406.7443	0.00208
Antas 	84	2404.81582	0.00206
Antas 	84	2402.88734	0.00205
Antas 	84	2400.95886	0.00203
Antas 	84	2399.03038	0.00202
Antas 	84	2397.1019	0.00203
Antas 	84	2395.17342	0.00203
Antas 	84	2393.24494	0.00203
Antas 	84	2391.31646	0.00204
Antas 	84	2389.38798	0.00208
Antas 	84	2387.45949	0.00216
Antas 	84	2385.53101	0.00231
Antas 	84	2383.60253	0.00254
Antas 	84	2381.67405	0.00282
Antas 	84	2379.74557	0.00313
Antas 	84	2377.81709	0.00344
Antas 	84	2375.88861	0.00381
Antas 	84	2373.96013	0.00423
Antas 	84	2372.03165	0.00463
Antas 	84	2370.10317	0.00502
Antas 	84	2368.17468	0.00544
Antas 	84	2366.2462	0.00564
Antas 	84	2364.31772	0.0054
Antas 	84	2362.38924	0.00506
Antas 	84	2360.46076	0.00505
Antas 	84	2358.53228	0.00518
Antas 	84	2356.6038	0.00474
Antas 	84	2354.67532	0.00394
Antas 	84	2352.74684	0.00329
Antas 	84	2350.81836	0.00329
Antas 	84	2348.88987	0.00381
Antas 	84	2346.96139	0.00453
Antas 	84	2345.03291	0.00513
Antas 	84	2343.10443	0.00527
Antas 	84	2341.17595	0.00502
Antas 	84	2339.24747	0.00484
Antas 	84	2337.31899	0.00487
Antas 	84	2335.39051	0.00478
Antas 	84	2333.46203	0.00446
Antas 	84	2331.53355	0.0041
Antas 	84	2329.60506	0.00387
Antas 	84	2327.67658	0.00377
Antas 	84	2325.7481	0.00361
Antas 	84	2323.81962	0.00339
Antas 	84	2321.89114	0.00322
Antas 	84	2319.96266	0.00308
Antas 	84	2318.03418	0.00291
Antas 	84	2316.1057	0.00278
Antas 	84	2314.17722	0.00269
Antas 	84	2312.24874	0.00262
Antas 	84	2310.32025	0.00255
Antas 	84	2308.39177	0.00244
Antas 	84	2306.46329	0.00233
Antas 	84	2304.53481	0.00226
Antas 	84	2302.60633	0.00223
Antas 	84	2300.67785	0.00219
Antas 	84	2298.74937	0.00214
Antas 	84	2296.82089	0.00209
Antas 	84	2294.89241	0.00206
Antas 	84	2292.96392	0.00202
Antas 	84	2291.03544	0.00197
Antas 	84	2289.10696	0.00191
Antas 	84	2287.17848	0.00185
Antas 	84	2285.25	0.00181
Antas 	84	2283.32152	0.00182
Antas 	84	2281.39304	0.00186
Antas 	84	2279.46456	0.00189
Antas 	84	2277.53608	0.00189
Antas 	84	2275.6076	0.00187
Antas 	84	2273.67911	0.00186
Antas 	84	2271.75063	0.00186
Antas 	84	2269.82215	0.00188
Antas 	84	2267.89367	0.00189
Antas 	84	2265.96519	0.00187
Antas 	84	2264.03671	0.00185
Antas 	84	2262.10823	0.00184
Antas 	84	2260.17975	0.00183
