wavelength	spc
2052.03077	0.01674
2050.10217	0.01651
2048.17357	0.01604
2046.24497	0.01557
2044.31637	0.01531
2042.38777	0.01506
2040.45916	0.01462
2038.53056	0.01425
2036.60196	0.01428
2034.67336	0.01456
2032.74476	0.01473
2030.81616	0.01460
2028.88756	0.01433
2026.95896	0.01423
2025.03036	0.01425
2023.10176	0.01427
2021.17316	0.01432
2019.24456	0.01412
2017.31596	0.01377
2015.38736	0.01376
2013.45876	0.01402
2011.53016	0.01423
2009.60156	0.01432
2007.67296	0.01432
2005.74436	0.01426
2003.81576	0.01417
2001.88716	0.01406
1999.95856	0.01399
1998.02996	0.01401
1996.10136	0.01417
1994.17276	0.01448
1992.24416	0.01464
1990.31556	0.01435
1988.38696	0.01395
1986.45836	0.01394
1984.52975	0.01416
1982.60115	0.01426
1980.67255	0.01414
1978.74395	0.01387
1976.81535	0.01363
1974.88675	0.01339
1972.95815	0.01304
1971.02955	0.01290
1969.10095	0.01329
1967.17235	0.01384
1965.24375	0.01405
1963.31515	0.01407
1961.38655	0.01403
1959.45795	0.01402
1957.52935	0.01423
1955.60075	0.01443
1953.67215	0.01449
1951.74355	0.01466
1949.81495	0.01494
1947.88635	0.01509
1945.95775	0.01514
1944.02915	0.01514
1942.10055	0.01506
1940.17195	0.01495
1938.24335	0.01496
1936.31475	0.01518
1934.38615	0.01549
1932.45755	0.01558
1930.52895	0.01546
1928.60034	0.01542
1926.67174	0.01546
1924.74314	0.01541
1922.81454	0.01539
1920.88594	0.01543
1918.95734	0.01537
1917.02874	0.01536
1915.10014	0.01551
1913.17154	0.01563
1911.24294	0.01568
1909.31434	0.01578
1907.38574	0.01586
1905.45714	0.01584
1903.52854	0.01575
1901.59994	0.01568
1899.67134	0.01573
1897.74274	0.01589
1895.81414	0.01601
1893.88554	0.01597
1891.95694	0.01589
1890.02834	0.01588
1888.09974	0.01588
1886.17114	0.01583
1884.24254	0.01575
1882.31394	0.01580
1880.38534	0.01592
1878.45674	0.01591
1876.52814	0.01585
1874.59954	0.01581
1872.67093	0.01578
1870.74233	0.01573
1868.81373	0.01572
1866.88513	0.01576
1864.95653	0.01578
1863.02793	0.01580
1861.09933	0.01586
1859.17073	0.01588
1857.24213	0.01588
1855.31353	0.01594
1853.38493	0.01597
1851.45633	0.01593
1849.52773	0.01592
1847.59913	0.01594
1845.67053	0.01591
1843.74193	0.01585
1841.81333	0.01585
1839.88473	0.01584
1837.95613	0.01581
1836.02753	0.01583
1834.09893	0.01591
1832.17033	0.01599
1830.24173	0.01602
1828.31313	0.01600
1826.38453	0.01597
1824.45593	0.01598
1822.52733	0.01601
1820.59873	0.01602
1818.67013	0.01606
1816.74152	0.01616
1814.81292	0.01626
1812.88432	0.01632
1810.95572	0.01644
1809.02712	0.01664
1807.09852	0.01677
1805.16992	0.01677
1803.24132	0.01674
1801.31272	0.01683
1799.38412	0.01699
1797.45552	0.01709
1795.52692	0.01711
1793.59832	0.01715
1791.66972	0.01733
1789.74112	0.01757
1787.81252	0.01777
1785.88392	0.01794
1783.95532	0.01818
1782.02672	0.01850
1780.09812	0.01886
1778.16952	0.01927
1776.24092	0.01969
1774.31232	0.02023
1772.38372	0.02112
1770.45512	0.02241
1768.52652	0.02384
1766.59792	0.02550
1764.66932	0.02749
1762.74072	0.03034
1760.81211	0.03436
1758.88351	0.03915
1756.95491	0.04534
1755.02631	0.05258
1753.09771	0.06037
1751.16911	0.07037
1749.24051	0.08232
1747.31191	0.09330
1745.38331	0.10259
1743.45471	0.11049
1741.52611	0.11679
1739.59751	0.12107
1737.66891	0.12265
1735.74031	0.12180
1733.81171	0.11879
1731.88311	0.11443
1729.95451	0.10972
1728.02591	0.10480
1726.09731	0.10028
1724.16871	0.09631
1722.24011	0.09307
1720.31151	0.09053
1718.38291	0.08833
1716.45431	0.08640
1714.52571	0.08463
1712.59711	0.08265
1710.66851	0.08017
1708.73991	0.07722
1706.81131	0.07368
1704.88270	0.06986
1702.95410	0.06651
1701.02550	0.06296
1699.09690	0.05921
1697.16830	0.05639
1695.23970	0.05393
1693.31110	0.05192
1691.38250	0.05038
1689.45390	0.04897
1687.52530	0.04778
1685.59670	0.04674
1683.66810	0.04594
1681.73950	0.04567
1679.81090	0.04563
1677.88230	0.04571
1675.95370	0.04603
1674.02510	0.04650
1672.09650	0.04682
1670.16790	0.04711
1668.23930	0.04738
1666.31070	0.04736
1664.38210	0.04718
1662.45350	0.04704
1660.52490	0.04697
1658.59630	0.04685
1656.66770	0.04666
1654.73910	0.04660
1652.81050	0.04710
1650.88190	0.04762
1648.95329	0.04798
1647.02469	0.04903
1645.09609	0.05075
1643.16749	0.05231
1641.23889	0.05377
1639.31029	0.05514
1637.38169	0.05640
1635.45309	0.05762
1633.52449	0.05808
1631.59589	0.05773
1629.66729	0.05698
1627.73869	0.05601
1625.81009	0.05507
1623.88149	0.05433
1621.95289	0.05389
1620.02429	0.05369
1618.09569	0.05379
1616.16709	0.05445
1614.23849	0.05513
1612.30989	0.05551
1610.38129	0.05582
1608.45269	0.05618
1606.52409	0.05650
1604.59549	0.05672
1602.66689	0.05687
1600.73829	0.05685
1598.80969	0.05656
1596.88109	0.05596
1594.95249	0.05500
1593.02388	0.05371
1591.09528	0.05226
1589.16668	0.05070
1587.23808	0.04904
1585.30948	0.04735
1583.38088	0.04567
1581.45228	0.04393
1579.52368	0.04218
1577.59508	0.04031
1575.66648	0.03822
1573.73788	0.03655
1571.80928	0.03526
1569.88068	0.03393
1567.95208	0.03278
1566.02348	0.03200
1564.09488	0.03141
1562.16628	0.03091
1560.23768	0.03043
1558.30908	0.03006
1556.38048	0.03000
1554.45188	0.03000
1552.52328	0.03002
1550.59468	0.03009
1548.66608	0.03021
1546.73748	0.03032
1544.80888	0.03039
1542.88028	0.03051
1540.95168	0.03082
1539.02308	0.03144
1537.09447	0.03189
1535.16587	0.03231
1533.23727	0.03312
1531.30867	0.03417
1529.38007	0.03526
1527.45147	0.03672
1525.52287	0.03868
1523.59427	0.04124
1521.66567	0.04533
1519.73707	0.05016
1517.80847	0.05439
1515.87987	0.05837
1513.95127	0.06144
1512.02267	0.06336
1510.09407	0.06437
1508.16547	0.06428
1506.23687	0.06244
1504.30827	0.05971
1502.37967	0.05692
1500.45107	0.05384
1498.52247	0.05058
1496.59387	0.04751
1494.66527	0.04513
1492.73667	0.04340
1490.80807	0.04195
1488.87947	0.04089
1486.95087	0.04043
1485.02227	0.04039
1483.09367	0.04075
1481.16506	0.04167
1479.23646	0.04315
1477.30786	0.04543
1475.37926	0.04909
1473.45066	0.05542
1471.52206	0.06407
1469.59346	0.07128
1467.66486	0.07619
1465.73626	0.07914
1463.80766	0.07961
1461.87906	0.07860
1459.95046	0.07750
1458.02186	0.07701
1456.09326	0.07729
1454.16466	0.07725
1452.23606	0.07653
1450.30746	0.07530
1448.37886	0.07357
1446.45026	0.07154
1444.52166	0.06961
1442.59306	0.06791
1440.66446	0.06656
1438.73586	0.06566
1436.80726	0.06514
1434.87866	0.06486
1432.95006	0.06459
1431.02146	0.06428
1429.09286	0.06399
1427.16426	0.06379
1425.23565	0.06383
1423.30705	0.06412
1421.37845	0.06447
1419.44985	0.06473
1417.52125	0.06458
1415.59265	0.06367
1413.66405	0.06212
1411.73545	0.06016
1409.80685	0.05822
1407.87825	0.05676
1405.94965	0.05594
1404.02105	0.05578
1402.09245	0.05609
1400.16385	0.05675
1398.23525	0.05775
1396.30665	0.05907
1394.37805	0.06081
1392.44945	0.06264
1390.52085	0.06412
1388.59225	0.06526
1386.66365	0.06618
1384.73505	0.06696
1382.80645	0.06772
1380.87785	0.06861
1378.94925	0.06958
1377.02065	0.07049
1375.09205	0.07146
1373.16345	0.07251
1371.23485	0.07340
1369.30624	0.07409
1367.37764	0.07463
1365.44904	0.07496
1363.52044	0.07512
1361.59184	0.07504
1359.66324	0.07468
1357.73464	0.07425
1355.80604	0.07394
1353.87744	0.07375
1351.94884	0.07360
1350.02024	0.07347
1348.09164	0.07337
1346.16304	0.07342
1344.23444	0.07359
1342.30584	0.07377
1340.37724	0.07407
1338.44864	0.07457
1336.52004	0.07514
1334.59144	0.07570
1332.66284	0.07628
1330.73424	0.07686
1328.80564	0.07741
1326.87704	0.07797
1324.94844	0.07860
1323.01984	0.07923
1321.09124	0.07977
1319.16264	0.08024
1317.23404	0.08068
1315.30544	0.08104
1313.37683	0.08132
1311.44823	0.08157
1309.51963	0.08181
1307.59103	0.08205
1305.66243	0.08234
1303.73383	0.08267
1301.80523	0.08297
1299.87663	0.08323
1297.94803	0.08357
1296.01943	0.08414
1294.09083	0.08494
1292.16223	0.08603
1290.23363	0.08753
1288.30503	0.08954
1286.37643	0.09202
1284.44783	0.09482
1282.51923	0.09783
1280.59063	0.10100
1278.66203	0.10434
1276.73343	0.10781
1274.80483	0.11129
1272.87623	0.11461
1270.94763	0.11765
1269.01903	0.12027
1267.09043	0.12242
1265.16183	0.12423
1263.23323	0.12579
1261.30463	0.12710
1259.37603	0.12798
1257.44742	0.12828
1255.51882	0.12813
1253.59022	0.12778
1251.66162	0.12750
1249.73302	0.12750
1247.80442	0.12778
1245.87582	0.12822
1243.94722	0.12869
1242.01862	0.12907
1240.09002	0.12927
1238.16142	0.12927
1236.23282	0.12902
1234.30422	0.12856
1232.37562	0.12797
1230.44702	0.12729
1228.51842	0.12657
1226.58982	0.12593
1224.66122	0.12545
1222.73262	0.12506
1220.80402	0.12468
1218.87542	0.12425
1216.94682	0.12378
1215.01822	0.12327
1213.08962	0.12262
1211.16102	0.12174
1209.23242	0.12061
1207.30382	0.11931
1205.37522	0.11798
1203.44662	0.11674
1201.51801	0.11571
1199.58941	0.11506
1197.66081	0.11498
1195.73221	0.11552
1193.80361	0.11664
1191.87501	0.11822
1189.94641	0.12013
1188.01781	0.12224
1186.08921	0.12461
1184.16061	0.12739
1182.23201	0.13077
1180.30341	0.13465
1178.37481	0.13874
1176.44621	0.14286
1174.51761	0.14692
1172.58901	0.15074
1170.66041	0.15415
1168.73181	0.15721
1166.80321	0.16009
1164.87461	0.16284
1162.94601	0.16529
1161.01741	0.16705
1159.08881	0.16773
1157.16021	0.16712
1155.23161	0.16546
1153.30301	0.16317
1151.37441	0.16066
1149.44581	0.15823
1147.51721	0.15596
1145.58860	0.15362
1143.66000	0.15088
1141.73140	0.14767
1139.80280	0.14421
1137.87420	0.14073
1135.94560	0.13745
1134.01700	0.13445
1132.08840	0.13174
1130.15980	0.12944
1128.23120	0.12770
1126.30260	0.12646
1124.37400	0.12553
1122.44540	0.12492
1120.51680	0.12467
1118.58820	0.12480
1116.65960	0.12533
1114.73100	0.12619
1112.80240	0.12720
1110.87380	0.12822
1108.94520	0.12921
1107.01660	0.13025
1105.08800	0.13148
1103.15940	0.13282
1101.23080	0.13405
1099.30220	0.13514
1097.37360	0.13615
1095.44500	0.13683
1093.51640	0.13691
1091.58780	0.13653
1089.65919	0.13591
1087.73059	0.13517
1085.80199	0.13438
1083.87339	0.13358
1081.94479	0.13301
1080.01619	0.13282
1078.08759	0.13291
1076.15899	0.13319
1074.23039	0.13361
1072.30179	0.13415
1070.37319	0.13477
1068.44459	0.13554
1066.51599	0.13658
1064.58739	0.13790
1062.65879	0.13938
1060.73019	0.14102
1058.80159	0.14294
1056.87299	0.14496
1054.94439	0.14693
1053.01579	0.14903
1051.08719	0.15113
1049.15859	0.15276
1047.22999	0.15392
1045.30139	0.15506
1043.37279	0.15642
1041.44419	0.15812
1039.51559	0.16003
1037.58699	0.16175
1035.65839	0.16293
1033.72978	0.16332
1031.80118	0.16267
1029.87258	0.16098
1027.94398	0.15852
1026.01538	0.15558
1024.08678	0.15243
1022.15818	0.14923
1020.22958	0.14600
1018.30098	0.14281
1016.37238	0.13970
1014.44378	0.13650
1012.51518	0.13325
1010.58658	0.13028
1008.65798	0.12762
1006.72938	0.12507
1004.80078	0.12256
1002.87218	0.12015
1000.94358	0.11779
999.01498	0.11553
997.08638	0.11348
995.15778	0.11162
993.22918	0.10991
991.30058	0.10840
989.37198	0.10714
987.44338	0.10603
985.51478	0.10497
983.58618	0.10387
981.65758	0.10256
979.72898	0.10085
977.80037	0.09872
975.87177	0.09638
973.94317	0.09410
972.01457	0.09204
970.08597	0.09018
968.15737	0.08847
966.22877	0.08697
964.30017	0.08567
962.37157	0.08447
960.44297	0.08334
958.51437	0.08227
956.58577	0.08121
954.65717	0.08011
952.72857	0.07894
950.79997	0.07776
948.87137	0.07654
946.94277	0.07526
945.01417	0.07399
943.08557	0.07284
941.15697	0.07176
939.22837	0.07063
937.29977	0.06954
935.37117	0.06876
933.44257	0.06824
931.51397	0.06779
929.58537	0.06730
927.65677	0.06678
925.72817	0.06626
923.79957	0.06583
921.87096	0.06554
919.94236	0.06524
918.01376	0.06488
916.08516	0.06463
914.15656	0.06447
912.22796	0.06424
910.29936	0.06395
908.37076	0.06360
906.44216	0.06322
904.51356	0.06294
902.58496	0.06284
900.65636	0.06286
898.72776	0.06294
896.79916	0.06304
894.87056	0.06320
892.94196	0.06339
891.01336	0.06349
889.08476	0.06342
887.15616	0.06325
885.22756	0.06312
883.29896	0.06313
881.37036	0.06315
879.44176	0.06318
877.51316	0.06346
875.58456	0.06398
873.65596	0.06447
871.72736	0.06492
869.79876	0.06538
867.87016	0.06578
865.94155	0.06620
864.01295	0.06678
862.08435	0.06747
860.15575	0.06811
858.22715	0.06873
856.29855	0.06937
854.36995	0.06976
852.44135	0.06979
850.51275	0.06970
848.58415	0.06956
846.65555	0.06925
844.72695	0.06874
842.79835	0.06792
840.86975	0.06691
838.94115	0.06608
837.01255	0.06565
835.08395	0.06561
833.15535	0.06573
831.22675	0.06584
829.29815	0.06609
827.36955	0.06649
825.44095	0.06690
823.51235	0.06736
821.58375	0.06782
819.65515	0.06794
817.72655	0.06768
815.79795	0.06734
813.86935	0.06702
811.94075	0.06665
810.01214	0.06621
808.08354	0.06574
806.15494	0.06526
804.22634	0.06470
802.29774	0.06407
800.36914	0.06345
798.44054	0.06298
796.51194	0.06270
794.58334	0.06256
792.65474	0.06247
790.72614	0.06248
788.79754	0.06269
786.86894	0.06305
784.94034	0.06348
783.01174	0.06387
781.08314	0.06429
779.15454	0.06474
777.22594	0.06505
775.29734	0.06518
773.36874	0.06529
771.44014	0.06547
769.51154	0.06578
767.58294	0.06615
765.65434	0.06640
763.72574	0.06640
761.79714	0.06622
759.86854	0.06614
757.93994	0.06635
756.01134	0.06676
754.08273	0.06726
752.15413	0.06780
750.22553	0.06831
748.29693	0.06870
746.36833	0.06900
744.43973	0.06929
742.51113	0.06952
740.58253	0.06969
738.65393	0.06998
736.72533	0.07058
734.79673	0.07145
732.86813	0.07261
730.93953	0.07433
729.01093	0.07673
727.08233	0.07960
725.15373	0.08237
723.22513	0.08444
721.29653	0.08524
719.36793	0.08421
717.43933	0.08160
715.51073	0.07856
713.58213	0.07621
711.65353	0.07485
709.72493	0.07411
707.79633	0.07365
705.86773	0.07323
703.93913	0.07283
702.01053	0.07260
700.08193	0.07245
698.15332	0.07219
696.22472	0.07188
694.29612	0.07177
692.36752	0.07195
690.43892	0.07225
688.51032	0.07242
686.58172	0.07257
684.65312	0.07301
682.72452	0.07362
680.79592	0.07404
678.86732	0.07446
676.93872	0.07513
675.01012	0.07574
673.08152	0.07608
671.15292	0.07638
669.22432	0.07715
667.29572	0.07801
665.36712	0.07802
663.43852	0.07793
661.50992	0.07804
659.58132	0.07824
657.65272	0.07855
655.72412	0.07889
653.79552	0.07914
651.86692	0.07952
649.93832	0.08013
648.00972	0.08067
646.08112	0.08102
644.15252	0.08138
642.22391	0.08190
640.29531	0.08240
638.36671	0.08266
636.43811	0.08287
634.50951	0.08316
632.58091	0.08338
630.65231	0.08360
628.72371	0.08394
626.79511	0.08434
624.86651	0.08480
622.93791	0.08536
621.00931	0.08587
619.08071	0.08626
617.15211	0.08683
615.22351	0.08777
613.29491	0.08878
611.36631	0.08956
609.43771	0.09017
607.50911	0.09099
605.58051	0.09201
603.65191	0.09278
601.72331	0.09302
599.79471	0.09294
597.86611	0.09282
595.93751	0.09264
594.00891	0.09230
592.08031	0.09204
590.15171	0.09203
588.22311	0.09223
586.29450	0.09259
584.36590	0.09301
582.43730	0.09345
580.50870	0.09391
578.58010	0.09438
576.65150	0.09483
574.72290	0.09518
572.79430	0.09529
570.86570	0.09519
568.93710	0.09513
567.00850	0.09535
565.07990	0.09585
563.15130	0.09639
561.22270	0.09689
559.29410	0.09734
557.36550	0.09760
555.43690	0.09758
553.50830	0.09739
551.57970	0.09720
549.65110	0.09714
547.72250	0.09715
545.79390	0.09718
543.86530	0.09727
541.93670	0.09738
540.00810	0.09765
538.07950	0.09812
536.15090	0.09833
534.22230	0.09813
532.29370	0.09811
530.36509	0.09840
528.43649	0.09855
526.50789	0.09845
524.57929	0.09832
522.65069	0.09817
520.72209	0.09790
518.79349	0.09760
516.86489	0.09757
514.93629	0.09783
513.00769	0.09805
511.07909	0.09796
509.15049	0.09761
507.22189	0.09736
505.29329	0.09730
503.36469	0.09728
501.43609	0.09737
499.50749	0.09741
497.57889	0.09732
495.65029	0.09741
493.72169	0.09757
491.79309	0.09741
489.86449	0.09711
487.93589	0.09707
486.00729	0.09727
484.07869	0.09749
482.15009	0.09751
480.22149	0.09738
478.29289	0.09754
476.36429	0.09811
474.43568	0.09846
472.50708	0.09857
470.57848	0.09888
468.64988	0.09915
466.72128	0.09936
464.79268	0.09970
462.86408	0.09998
460.93548	0.10029
459.00688	0.10068
457.07828	0.10085
455.14968	0.10093
453.22108	0.10058
451.29248	0.09940
449.36388	0.09848
447.43528	0.09909
445.50668	0.10047
443.57808	0.10101
441.64948	0.10082
439.72088	0.10078
437.79228	0.10065
435.86368	0.09998
433.93508	0.09894
432.00648	0.09793
430.07788	0.09726
428.14928	0.09737
426.22068	0.09782
424.29208	0.09700
422.36348	0.09512
420.43488	0.09404
418.50627	0.09318
416.57767	0.09152
414.64907	0.09090
412.72047	0.09153
410.79187	0.09155
408.86327	0.09003
406.93467	0.08883
405.00607	0.08925
403.07747	0.08960
401.14887	0.08979
399.22027	0.09036
