"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "Pp" "TTSumSow" "TTSumFlower" "TTtoFlower" "Variable" "Value" "indexLocCult"
"221" "Katanning1990" "1990-12-25" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 13.29 3054.02085769231 4096.64321461538 1042.62235692307 "TTFloAdj" 1042.62235692307 "Katanning1990_Meteora"
"222" "Katanning1990" "1991-01-01" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 13.29 3054.02085769231 4181.76567711538 1127.74481942307 "TTFloAdj" 1127.74481942307 "Katanning1990_MtBarker"
"223" "Launceston1987" "1987-09-09" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 11.28 1581.98245826923 2719.92145076923 1137.9389925 "TTFloAdj" 1137.9389925 "Launceston1987_Nungarin"
"224" "Launceston1987" "1987-09-15" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 11.28 1581.98245826923 2774.16110826923 1192.17865 "TTFloAdj" 1192.17865 "Launceston1987_Dalkeith"
"225" "Launceston1987" "1987-09-18" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 10.4 1927.85273326923 2803.26581326923 875.41308 "TTFloAdj" 875.41308 "Launceston1987_Nungarin"
"226" "Launceston1987" "1987-09-21" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 11.28 1581.98245826923 2836.60127826923 1254.61882 "TTFloAdj" 1254.61882 "Launceston1987_Trikkala"
"227" "Launceston1987" "1987-09-25" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 11.28 1581.98245826923 2876.05136076923 1294.0689025 "TTFloAdj" 1294.0689025 "Launceston1987_Woogenellup"
"228" "Launceston1987" "1987-09-27" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 10.4 1927.85273326923 2898.46299076923 970.6102575 "TTFloAdj" 970.6102575 "Launceston1987_Dalkeith"
"229" "Launceston1987" "1987-10-03" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 10.27 2177.99212076923 2975.82162461538 797.82950384615 "TTFloAdj" 797.82950384615 "Launceston1987_Nungarin"
"230" "Launceston1987" "1987-10-04" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 11.28 1581.98245826923 2989.98743961538 1408.00498134615 "TTFloAdj" 1408.00498134615 "Launceston1987_Karridale"
"231" "Launceston1987" "1987-10-04" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 11.28 1581.98245826923 2989.98743961538 1408.00498134615 "TTFloAdj" 1408.00498134615 "Launceston1987_MtBarker"
"232" "Launceston1987" "1987-10-04" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 10.4 1927.85273326923 2989.98743961538 1062.13470634615 "TTFloAdj" 1062.13470634615 "Launceston1987_Woogenellup"
"233" "Launceston1987" "1987-10-06" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 10.4 1927.85273326923 3011.91475961538 1084.06202634615 "TTFloAdj" 1084.06202634615 "Launceston1987_Trikkala"
"234" "Launceston1987" "1987-10-08" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 11.28 1581.98245826923 3032.79985961538 1450.81740134615 "TTFloAdj" 1450.81740134615 "Launceston1987_Larisa"
"235" "Launceston1987" "1987-10-08" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 10.27 2177.99212076923 3032.79985961538 854.80773884615 "TTFloAdj" 854.80773884615 "Launceston1987_Dalkeith"
"236" "Launceston1987" "1987-10-14" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 11.28 1581.98245826923 3094.51875461538 1512.53629634615 "TTFloAdj" 1512.53629634615 "Launceston1987_Meteora"
"237" "Launceston1987" "1987-10-17" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 10.27 2177.99212076923 3126.90307711538 948.91095634615 "TTFloAdj" 948.91095634615 "Launceston1987_Trikkala"
"238" "Launceston1987" "1987-10-17" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 10.89 2388.38459076923 3126.90307711538 738.51848634615 "TTFloAdj" 738.51848634615 "Launceston1987_Nungarin"
"239" "Launceston1987" "1987-10-20" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 10.4 1927.85273326923 3154.40671961538 1226.55398634615 "TTFloAdj" 1226.55398634615 "Launceston1987_Karridale"
"240" "Launceston1987" "1987-10-20" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 10.4 1927.85273326923 3154.40671961538 1226.55398634615 "TTFloAdj" 1226.55398634615 "Launceston1987_MtBarker"
"241" "Launceston1987" "1987-10-20" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 10.27 2177.99212076923 3154.40671961538 976.41459884615 "TTFloAdj" 976.41459884615 "Launceston1987_Woogenellup"
"242" "Launceston1987" "1987-10-21" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 10.89 2388.38459076923 3167.85888961538 779.47429884615 "TTFloAdj" 779.47429884615 "Launceston1987_Dalkeith"
"243" "Launceston1987" "1987-10-22" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 10.4 1927.85273326923 3181.73000211538 1253.87726884615 "TTFloAdj" 1253.87726884615 "Launceston1987_Larisa"
"244" "Launceston1987" "1987-10-27" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 10.4 1927.85273326923 3241.84640711538 1313.99367384615 "TTFloAdj" 1313.99367384615 "Launceston1987_Meteora"
"245" "Launceston1987" "1987-10-29" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 11.39 2509.21800826923 3268.07061211538 758.85260384615 "TTFloAdj" 758.85260384615 "Launceston1987_Nungarin"
"246" "Launceston1987" "1987-10-29" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 10.89 2388.38459076923 3268.07061211538 879.68602134615 "TTFloAdj" 879.68602134615 "Launceston1987_Trikkala"
"247" "Launceston1987" "1987-10-30" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 10.27 2177.99212076923 3281.29365961538 1103.30153884615 "TTFloAdj" 1103.30153884615 "Launceston1987_Karridale"
"248" "Launceston1987" "1987-11-02" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 10.27 2177.99212076923 3321.83294557692 1143.84082480769 "TTFloAdj" 1143.84082480769 "Launceston1987_Larisa"
"249" "Launceston1987" "1987-11-02" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 10.27 2177.99212076923 3321.83294557692 1143.84082480769 "TTFloAdj" 1143.84082480769 "Launceston1987_MtBarker"
"250" "Launceston1987" "1987-11-02" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 11.39 2509.21800826923 3321.83294557692 812.61493730769 "TTFloAdj" 812.61493730769 "Launceston1987_Dalkeith"
"251" "Launceston1987" "1987-11-03" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 10.89 2388.38459076923 3333.30514557692 944.92055480769 "TTFloAdj" 944.92055480769 "Launceston1987_Woogenellup"
"252" "Launceston1987" "1987-11-05" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 11.39 2509.21800826923 3356.91475769231 847.69674942308 "TTFloAdj" 847.69674942308 "Launceston1987_Trikkala"
"253" "Launceston1987" "1987-11-05" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 10.27 2177.99212076923 3356.91475769231 1178.92263692308 "TTFloAdj" 1178.92263692308 "Launceston1987_Meteora"
"254" "Launceston1987" "1987-11-06" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 12.1 2651.04311076923 3368.95859711538 717.91548634615 "TTFloAdj" 717.91548634615 "Launceston1987_Nungarin"
"255" "Launceston1987" "1987-11-07" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 12.1 2651.04311076923 3380.11523634615 729.07212557692 "TTFloAdj" 729.07212557692 "Launceston1987_Trikkala"
"256" "Launceston1987" "1987-11-08" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 12.1 2651.04311076923 3392.13943365385 741.09632288462 "TTFloAdj" 741.09632288462 "Launceston1987_Dalkeith"
"257" "Launceston1987" "1987-11-09" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 10.89 2388.38459076923 3406.73995115385 1018.35536038462 "TTFloAdj" 1018.35536038462 "Launceston1987_Karridale"
"258" "Launceston1987" "1987-11-11" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 10.89 2388.38459076923 3432.78292115385 1044.39833038462 "TTFloAdj" 1044.39833038462 "Launceston1987_Larisa"
"259" "Launceston1987" "1987-11-14" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 10.89 2388.38459076923 3473.26544557692 1084.88085480769 "TTFloAdj" 1084.88085480769 "Launceston1987_Meteora"
"260" "Launceston1987" "1987-11-15" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 12.74 2774.16110826923 3487.18126057692 713.02015230769 "TTFloAdj" 713.02015230769 "Launceston1987_Nungarin"
"261" "Launceston1987" "1987-11-16" "1987-08-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 10.89 2388.38459076923 3501.37471807692 1112.99012730769 "TTFloAdj" 1112.99012730769 "Launceston1987_MtBarker"
"262" "Launceston1987" "1987-11-16" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 11.39 2509.21800826923 3501.37471807692 992.15670980769 "TTFloAdj" 992.15670980769 "Launceston1987_Woogenellup"
"263" "Launceston1987" "1987-11-16" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 12.74 2774.16110826923 3501.37471807692 727.21360980769 "TTFloAdj" 727.21360980769 "Launceston1987_Dalkeith"
"264" "Launceston1987" "1987-11-17" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 12.74 2774.16110826923 3513.46425557692 739.30314730769 "TTFloAdj" 739.30314730769 "Launceston1987_Trikkala"
"265" "Launceston1987" "1987-11-17" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 11.39 2509.21800826923 3513.46425557692 1004.24624730769 "TTFloAdj" 1004.24624730769 "Launceston1987_Karridale"
"266" "Launceston1987" "1987-11-21" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 11.39 2509.21800826923 3564.09965211538 1054.88164384615 "TTFloAdj" 1054.88164384615 "Launceston1987_Larisa"
"267" "Launceston1987" "1987-11-22" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 11.39 2509.21800826923 3578.39195442308 1069.17394615385 "TTFloAdj" 1069.17394615385 "Launceston1987_Meteora"
"268" "Launceston1987" "1987-11-24" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 13.51 2949.26844596154 3606.70364942308 657.43520346154 "TTFloAdj" 657.43520346154 "Launceston1987_Trikkala"
"269" "Launceston1987" "1987-11-27" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 13.51 2949.26844596154 3649.33891865385 700.07047269231 "TTFloAdj" 700.07047269231 "Launceston1987_Nungarin"
"270" "Launceston1987" "1987-11-27" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 13.51 2949.26844596154 3649.33891865385 700.07047269231 "TTFloAdj" 700.07047269231 "Launceston1987_Dalkeith"
"271" "Launceston1987" "1987-11-28" "1987-08-15" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 11.39 2509.21800826923 3660.96211865385 1151.74411038462 "TTFloAdj" 1151.74411038462 "Launceston1987_MtBarker"
"272" "Launceston1987" "1987-12-01" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 12.1 2651.04311076923 3697.29019365385 1046.24708288462 "TTFloAdj" 1046.24708288462 "Launceston1987_Woogenellup"
"273" "Launceston1987" "1987-12-01" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 12.1 2651.04311076923 3697.29019365385 1046.24708288462 "TTFloAdj" 1046.24708288462 "Launceston1987_Karridale"
"274" "Launceston1987" "1987-12-03" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 12.1 2651.04311076923 3721.26161365385 1070.21850288462 "TTFloAdj" 1070.21850288462 "Launceston1987_Meteora"
"275" "Launceston1987" "1987-12-08" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 12.1 2651.04311076923 3787.53498557692 1136.49187480769 "TTFloAdj" 1136.49187480769 "Launceston1987_Larisa"
"276" "Launceston1987" "1987-12-10" "1987-09-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 12.1 2651.04311076923 3812.21408557692 1161.17097480769 "TTFloAdj" 1161.17097480769 "Launceston1987_MtBarker"
"277" "Launceston1987" "1987-12-14" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 12.74 2774.16110826923 3860.06522807692 1085.90411980769 "TTFloAdj" 1085.90411980769 "Launceston1987_Woogenellup"
"278" "Launceston1987" "1987-12-15" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 14.97 3307.31170307692 3871.74807807692 564.436375 "TTFloAdj" 564.436375 "Launceston1987_Trikkala"
"279" "Launceston1987" "1987-12-17" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 12.74 2774.16110826923 3899.65641807692 1125.49530980769 "TTFloAdj" 1125.49530980769 "Launceston1987_Karridale"
"280" "Launceston1987" "1987-12-19" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 12.74 2774.16110826923 3926.5928975 1152.43178923077 "TTFloAdj" 1152.43178923077 "Launceston1987_Larisa"
"281" "Launceston1987" "1987-12-21" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 12.74 2774.16110826923 3955.37792903846 1181.21682076923 "TTFloAdj" 1181.21682076923 "Launceston1987_Meteora"
"282" "Launceston1987" "1987-12-24" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 13.51 2949.26844596154 3996.34955846154 1047.0811125 "TTFloAdj" 1047.0811125 "Launceston1987_Karridale"
"283" "Launceston1987" "1987-12-25" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 14.97 3307.31170307692 4010.92909096154 703.61738788462 "TTFloAdj" 703.61738788462 "Launceston1987_Dalkeith"
"284" "Launceston1987" "1987-12-28" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 13.51 2949.26844596154 4050.57305846154 1101.3046125 "TTFloAdj" 1101.3046125 "Launceston1987_Woogenellup"
"285" "Launceston1987" "1987-12-29" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 12.74 2774.16110826923 4062.79306846154 1288.63196019231 "TTFloAdj" 1288.63196019231 "Launceston1987_MtBarker"
"286" "Launceston1987" "1987-12-31" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 13.51 2949.26844596154 4088.91761096154 1139.649165 "TTFloAdj" 1139.649165 "Launceston1987_Larisa"
"287" "Launceston1987" "1987-12-31" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 14.97 3307.31170307692 4088.91761096154 781.60590788462 "TTFloAdj" 781.60590788462 "Launceston1987_Nungarin"
"288" "Launceston1987" "1988-01-02" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 13.51 2949.26844596154 4117.01940865385 1167.75096269231 "TTFloAdj" 1167.75096269231 "Launceston1987_Meteora"
"289" "Launceston1987" "1988-01-17" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 14.97 3307.31170307692 4307.43414442308 1000.12244134616 "TTFloAdj" 1000.12244134616 "Launceston1987_Woogenellup"
"290" "Launceston1987" "1988-01-20" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 14.97 3307.31170307692 4347.97981211538 1040.66810903846 "TTFloAdj" 1040.66810903846 "Launceston1987_Karridale"
"291" "Launceston1987" "1988-01-23" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 14.97 3307.31170307692 4390.49898711538 1083.18728403846 "TTFloAdj" 1083.18728403846 "Launceston1987_Larisa"
"292" "Launceston1987" "1988-01-27" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 13.51 2949.26844596154 4441.33943634615 1492.07099038461 "TTFloAdj" 1492.07099038461 "Launceston1987_MtBarker"
"293" "Launceston1987" "1988-01-28" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 14.97 3307.31170307692 4451.24860942308 1143.93690634616 "TTFloAdj" 1143.93690634616 "Launceston1987_Meteora"
"294" "Launceston1987" "1988-02-09" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 14.97 3307.31170307692 4613.00443153846 1305.69272846154 "TTFloAdj" 1305.69272846154 "Launceston1987_MtBarker"
"295" "Melbourne1969" "1969-11-18" "1969-07-28" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 11.01 2405.58294634615 3654.79761961538 1249.21467326923 "TTFloAdj" 1249.21467326923 "Melbourne1969_MtBarker"
"296" "Melbourne1969" "1969-11-23" "1969-08-15" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 11.54 2598.29059884615 3725.93842576923 1127.64782692308 "TTFloAdj" 1127.64782692308 "Melbourne1969_MtBarker"
