"Country" "LocationYear" "Date" "Tx" "Tm" "Pp" "TTday" "TTday_s" "diff"
"1870" "NZ" "Templeton1993" 1993-10-25 14.1 8.7 14.83 11.45373 11.4 99.5308951756327
"1871" "NZ" "Templeton1993" 1993-10-26 15.7 9.5 14.88 12.66169 12.6 99.5127822589244
"1872" "NZ" "Templeton1993" 1993-10-27 16.7 8.5 14.93 12.68159 12.6 99.356626416719
"1873" "NZ" "Templeton1993" 1993-10-28 20.3 9.5 14.98 14.99696 14.9 99.3534689697112
"1874" "NZ" "Templeton1993" 1993-10-29 18 9.7 15.03 13.932585 13.85 99.4072528536521
"1875" "NZ" "Templeton1993" 1993-10-30 15.4 10.5 15.07 12.998755 12.95 99.6249256178765
"1876" "NZ" "Templeton1993" 1993-10-31 22 13.8 15.12 17.5559 17.9 101.960024834956
"1877" "NZ" "Templeton1993" 1993-11-01 16.5 6 15.17 11.354475 11.25 99.0798781978031
"1878" "NZ" "Templeton1993" 1993-11-02 11 3.9 15.22 7.520645 7.45 99.0606523775554
"1879" "NZ" "Templeton1993" 1993-11-03 13.5 4.5 15.27 9.08955 9 99.0148027130056
"1880" "NZ" "Templeton1993" 1993-11-04 13.4 7.9 15.31 10.704725 10.65 99.4887771521454
"1881" "NZ" "Templeton1993" 1993-11-05 14.5 9.8 15.36 12.196765 12.15 99.6165786583574
"1882" "NZ" "Templeton1993" 1993-11-06 19.5 9.8 15.41 14.746515 14.65 99.3455063789648
"1883" "NZ" "Templeton1993" 1993-11-07 19.5 10 15.45 14.844525 14.75 99.3632332459274
"1884" "NZ" "Templeton1993" 1993-11-08 16.5 8.8 15.5 12.726615 12.65 99.3979938891842
"1885" "NZ" "Templeton1993" 1993-11-09 18.6 8.2 15.54 13.50348 13.4 99.2336790220003
"1886" "NZ" "Templeton1993" 1993-11-10 16.5 9.5 15.59 13.06965 13 99.4670859586906
"1887" "NZ" "Templeton1993" 1993-11-11 17.4 9.2 15.63 13.38159 13.3 99.3902817228745
"1888" "NZ" "Templeton1993" 1993-11-12 13.9 8.7 15.67 11.35174 11.3 99.5442108434478
"1889" "NZ" "Templeton1993" 1993-11-13 13.1 8 15.71 10.600745 10.55 99.5213072288787
"1890" "NZ" "Templeton1993" 1993-11-14 13.8 6.7 15.76 10.320645 10.25 99.3154982077186
"1891" "NZ" "Templeton1993" 1993-11-15 13.5 8.5 15.8 11.04975 11 99.5497635693115
"1892" "NZ" "Templeton1993" 1993-11-16 14.5 10 15.84 12.294775 12.25 99.635820907662
"1893" "NZ" "Templeton1993" 1993-11-17 19 10.3 15.88 14.736565 14.65 99.4125835973309
"1894" "NZ" "Templeton1993" 1993-11-18 22.3 5.9 15.92 13.89277 14.1 101.491639176349
"1895" "NZ" "Templeton1993" 1993-11-19 16 8.73 15.95 12.4373365 12.365 99.4183923543437
"1896" "NZ" "Templeton1993" 1993-11-20 16.8 10.5 15.99 13.712685 13.65 99.542868519185
"1897" "NZ" "Templeton1993" 1993-11-21 13.5 7.3 16.03 10.46169 10.4 99.4103247180905
"1898" "NZ" "Templeton1993" 1993-11-22 8.5 3.5 16.06 6.04975 6 99.1776519690896
"1899" "NZ" "Templeton1993" 1993-11-23 12 6.8 16.1 9.45174 9.4 99.4525875658874
"1900" "NZ" "Templeton1993" 1993-11-24 14.5 11 16.13 12.784825 12.75 99.7276067525367
"1901" "NZ" "Templeton1993" 1993-11-25 15 9.2 16.17 12.15771 12.1 99.5253217916861
"1902" "NZ" "Templeton1993" 1993-11-26 16.5 10 16.2 13.314675 13.25 99.5142577644592
"1903" "NZ" "Templeton1993" 1993-11-27 15 8.5 16.23 11.814675 11.75 99.4525875658873
"1904" "NZ" "Templeton1993" 1993-11-28 16.5 11.5 16.26 14.04975 14 99.6459011726187
"1905" "NZ" "Templeton1993" 1993-11-29 25 6.5 16.29 14.79075 15.75 106.485472339131
"1906" "NZ" "Templeton1993" 1993-11-30 14.6 6.3 16.32 10.532585 10.45 99.2159094847086
"1907" "NZ" "Templeton1993" 1993-12-01 20 12 16.34 16.0796 16 99.5049628100201
"1908" "NZ" "Templeton1993" 1993-12-02 15.8 8.4 16.37 12.17363 12.1 99.395168080515
"1909" "NZ" "Templeton1993" 1993-12-03 18 8.9 16.39 13.540545 13.45 99.3313046114466
"1910" "NZ" "Templeton1993" 1993-12-04 14 6.7 16.42 10.422635 10.35 99.3031032939367
"1911" "NZ" "Templeton1993" 1993-12-05 15 10.4 16.44 12.74577 12.7 99.6409004712936
"1912" "NZ" "Templeton1993" 1993-12-06 22 8.5 16.46 15.0527375 15.25 101.310475918417
"1913" "NZ" "Templeton1993" 1993-12-07 9.5 6.3 16.48 7.93184 7.9 99.5985799007544
"1914" "NZ" "Templeton1993" 1993-12-08 11.3 6.5 16.5 8.94776 8.9 99.4662351247687
"1915" "NZ" "Templeton1993" 1993-12-09 14.5 6.5 16.52 10.5796 10.5 99.2476086052403
"1916" "NZ" "Templeton1993" 1993-12-10 16.5 9.8 16.54 13.216665 13.15 99.4955989275661
"1917" "NZ" "Templeton1993" 1993-12-11 16 9.5 16.55 12.814675 12.75 99.495305187217
"1918" "NZ" "Templeton1993" 1993-12-12 16.6 9.8 16.57 13.26766 13.2 99.4900381830707
"1919" "NZ" "Templeton1993" 1993-12-13 18.5 11 16.58 14.824625 14.75 99.4966145855291
"1920" "NZ" "Templeton1993" 1993-12-14 19 13 16.59 16.0597 16 99.6282620472362
"1921" "NZ" "Templeton1993" 1993-12-15 26.5 11.5 16.6 17.239875 19 110.209615788978
"1922" "NZ" "Templeton1993" 1993-12-16 15.2 9.5 16.61 12.406715 12.35 99.542868519185
"1923" "NZ" "Templeton1993" 1993-12-17 18.5 13.2 16.62 15.902735 15.85 99.6683903743601
"1924" "NZ" "Templeton1993" 1993-12-18 21.2 12 16.62 16.50631 16.6 100.567601117391
"1925" "NZ" "Templeton1993" 1993-12-19 16.6 8.5 16.63 12.630595 12.55 99.3619065451786
"1926" "NZ" "Templeton1993" 1993-12-20 16 8.5 16.63 12.324625 12.25 99.3945049038003
"1927" "NZ" "Templeton1993" 1993-12-21 17.8 11.8 16.63 14.8597 14.8 99.5982422256169
"1928" "NZ" "Templeton1993" 1993-12-22 20 9.3 16.64 14.756465 14.65 99.2785196183503
"1929" "NZ" "Templeton1993" 1993-12-23 17.5 11 16.64 14.314675 14.25 99.5481909299373
"1930" "NZ" "Templeton1993" 1993-12-24 11.5 8.3 16.63 9.93184 9.9 99.6794148919032
"1931" "NZ" "Templeton1993" 1993-12-25 15.1 9.7 16.63 12.45373 12.4 99.568562992774
"1932" "NZ" "Templeton1993" 1993-12-26 15.2 10.7 16.63 12.994775 12.95 99.6554384358329
"1933" "NZ" "Templeton1993" 1993-12-27 16.2 12.7 16.62 14.484825 14.45 99.7595759700238
"1934" "NZ" "Templeton1993" 1993-12-28 19.8 14.3 16.61 17.104725 17.05 99.6800591649383
"1935" "NZ" "Templeton1993" 1993-12-29 23.6 13.6 16.6 17.745 18.6 104.818258664413
"1936" "NZ" "Templeton1993" 1993-12-30 22.5 14.7 16.59 18.0486 18.6 103.0550846049
"1937" "NZ" "Templeton1993" 1993-12-31 27.5 13.8 16.58 18.2607525 20.65 113.084058282921
"1938" "NZ" "Templeton1993" 1994-01-01 20.5 14 16.57 17.268425 17.25 99.8933023712354
"1939" "NZ" "Templeton1993" 1994-01-02 23 14.2 16.55 17.9106 18.6 103.849117282503
"1940" "NZ" "Templeton1993" 1994-01-03 23.3 15.3 16.54 18.4446 19.3 104.637671730479
"1941" "NZ" "Templeton1993" 1994-01-04 24.4 15.1 16.52 18.4737225 19.75 106.908610324746
"1942" "NZ" "Templeton1993" 1994-01-05 24 12.4 16.5 17.2742 18.2 105.359437774253
"1943" "NZ" "Templeton1993" 1994-01-06 19.5 11.8 16.49 15.726615 15.65 99.5128322274056
"1944" "NZ" "Templeton1993" 1994-01-07 22.9 14.2 16.47 17.89315 18.55 103.67095788053
"1945" "NZ" "Templeton1993" 1994-01-08 29.6 18.2 16.44 19.77743 23.9 120.844821597144
"1946" "NZ" "Templeton1993" 1994-01-09 23.5 16.9 16.42 19.105545 20.2 105.728467834862
"1947" "NZ" "Templeton1993" 1994-01-10 30.3 17.8 16.4 19.693125 24.05 122.123837633692
"1948" "NZ" "Templeton1993" 1994-01-11 22.8 13.2 16.37 17.4252 18 103.298670890435
"1949" "NZ" "Templeton1993" 1994-01-12 18.5 12 16.35 15.314675 15.25 99.5776926379437
"1950" "NZ" "Templeton1993" 1994-01-13 18 13.3 16.32 15.696765 15.65 99.7020723696889
"1951" "NZ" "Templeton1993" 1994-01-14 21 14.7 16.29 17.7412775 17.85 100.612822272804
"1952" "NZ" "Templeton1993" 1994-01-15 28.3 15.8 16.26 19.0321875 22.05 115.856361755579
"1953" "NZ" "Templeton1993" 1994-01-16 19.2 8.6 16.23 14.00547 13.9 99.24693708958
"1954" "NZ" "Templeton1993" 1994-01-17 16.5 9.5 16.2 13.06965 13 99.4670859586906
"1955" "NZ" "Templeton1993" 1994-01-18 18.2 13.1 16.17 15.700745 15.65 99.676798776109
"1956" "NZ" "Templeton1993" 1994-01-19 24.2 15.9 16.14 18.7743975 20.05 106.794372495842
"1957" "NZ" "Templeton1993" 1994-01-20 28 17 16.1 19.409325 22.5 115.923660405501
"1958" "NZ" "Templeton1993" 1994-01-21 21.6 19 16.07 19.751295 20.3 102.778071007496
"1959" "NZ" "Templeton1993" 1994-01-22 27.7 19.6 16.03 20 23.65 118.25
"1960" "NZ" "Templeton1993" 1994-01-23 28.1 13.1 16 18.039875 20.6 114.191478599491
"1961" "NZ" "Templeton1993" 1994-01-24 18 12.9 15.96 15.500745 15.45 99.6726286381719
"1962" "NZ" "Templeton1993" 1994-01-25 15.2 11 15.92 13.14179 13.1 99.6820067890295
"1963" "NZ" "Templeton1993" 1994-01-26 18.4 10.4 15.88 14.4796 14.4 99.4502610569353
"1964" "NZ" "Templeton1993" 1994-01-27 15 9.7 15.84 12.402735 12.35 99.5748115234261
"1965" "NZ" "Templeton1993" 1994-01-28 16.9 10.6 15.8 13.812685 13.75 99.546178024041
"1966" "NZ" "Templeton1993" 1994-01-29 17.8 11.8 15.76 14.8597 14.8 99.5982422256169
"1967" "NZ" "Templeton1993" 1994-01-30 18.6 12.3 15.72 15.512685 15.45 99.5959113461016
"1968" "NZ" "Templeton1993" 1994-01-31 19.7 13.6 15.68 16.710695 16.65 99.6367894931958
"1969" "NZ" "Templeton1993" 1994-02-01 19.5 12.57 15.63 16.1039535 16.035 99.5718225341374
"1970" "AU" "Melbourne1969" 1969-01-01 22.8 14.2 15.77 17.8757 18.5 103.492450645289
"1971" "AU" "Melbourne1969" 1969-01-02 26.8 15.2 15.76 18.75217 21 111.987039366644
"1972" "AU" "Melbourne1969" 1969-01-03 20.3 8.7 15.75 14.60692 14.5 99.2680181722088
"1973" "AU" "Melbourne1969" 1969-01-04 24.3 12.2 15.73 17.23645 18.25 105.880271169527
"1974" "AU" "Melbourne1969" 1969-01-05 22.6 12.6 15.72 17.12 17.6 102.803738317757
"1975" "AU" "Melbourne1969" 1969-01-06 26.9 10.1 15.71 16.71866 18.5 110.654801281921
"1976" "AU" "Melbourne1969" 1969-01-07 36.9 15.4 15.69 17.54175 26.15 149.072926019354
"1977" "AU" "Melbourne1969" 1969-01-08 39.8 15.8 15.67 16.6738 27.8 166.728640142019
"1978" "AU" "Melbourne1969" 1969-01-09 18.9 12.2 15.66 15.616665 15.55 99.5731162831501
"1979" "AU" "Melbourne1969" 1969-01-10 22.9 9.4 15.64 15.7277375 16.15 102.684826727303
"1980" "AU" "Melbourne1969" 1969-01-11 31.1 11.2 15.62 17.4888175 21.15 120.934419951492
"1981" "AU" "Melbourne1969" 1969-01-12 21.9 16.8 15.6 18.88995 19.35 102.435422010117
"1982" "AU" "Melbourne1969" 1969-01-13 29.6 10.2 15.58 17.026905 19.9 116.873853468966
"1983" "AU" "Melbourne1969" 1969-01-14 24.8 15.4 15.56 18.633655 20.1 107.869336423799
"1984" "AU" "Melbourne1969" 1969-01-15 23.9 11.6 15.53 16.89635 17.75 105.052274603687
"1985" "AU" "Melbourne1969" 1969-01-16 33.2 9.8 15.51 16.71612 21.5 128.618363591551
"1986" "AU" "Melbourne1969" 1969-01-17 38.3 15.8 15.49 17.17625 27.05 157.484899206753
"1987" "AU" "Melbourne1969" 1969-01-18 26.4 13.8 15.46 18.151495 20.1 110.734680531824
"1988" "AU" "Melbourne1969" 1969-01-19 27.8 11.1 15.44 17.2087275 19.45 113.024045502493
"1989" "AU" "Melbourne1969" 1969-01-20 28.5 12.2 15.41 17.7189975 20.35 114.84848395063
"1990" "AU" "Melbourne1969" 1969-01-21 33.2 14 15.38 18.12216 23.6 130.227301822741
"1991" "AU" "Melbourne1969" 1969-01-22 34.2 19.6 15.36 19.00243 26.9 141.560842481725
"1992" "AU" "Melbourne1969" 1969-01-23 27.4 16.3 15.33 19.1516825 21.85 114.089192946886
"1993" "AU" "Melbourne1969" 1969-01-24 36.1 13.6 15.3 17.2953125 24.85 143.680549281778
"1994" "AU" "Melbourne1969" 1969-01-25 30.2 19.4 15.27 20 24.8 124
"1995" "AU" "Melbourne1969" 1969-01-26 22.3 10.8 15.24 16.2328875 16.55 101.95351874397
"1996" "AU" "Melbourne1969" 1969-01-27 27.3 8.9 15.21 16.2733 18.1 111.22513565165
"1997" "AU" "Melbourne1969" 1969-01-28 22.5 13.9 15.17 17.6882 18.2 102.893454393324
"1998" "AU" "Melbourne1969" 1969-01-29 28.4 12.8 15.14 17.94947 20.6 114.766619850057
"1999" "AU" "Melbourne1969" 1969-01-30 36.8 13.3 15.11 17.0084375 25.05 147.279842725118
"2000" "AU" "Melbourne1969" 1969-01-31 35 19.8 15.08 18.72616 27.4 146.319373539476
"2001" "AU" "Melbourne1969" 1969-02-01 33.8 18.7 15.04 19.1180475 26.25 137.304816299886
"2002" "AU" "Melbourne1969" 1969-02-02 26.1 20.3 15.01 20 23.2 116
"2003" "AU" "Melbourne1969" 1969-02-03 35.6 19.2 14.97 18.54862 27.4 147.719884282496
"2004" "AU" "Melbourne1969" 1969-02-04 24.4 16.9 14.94 19.1949375 20.65 107.580449272106
"2005" "AU" "Melbourne1969" 1969-02-05 29.9 16.7 14.9 19.40369 23.3 120.080252776663
"2006" "AU" "Melbourne1969" 1969-02-06 36.6 15.3 14.87 17.61735 25.95 147.297976142837
"2007" "AU" "Melbourne1969" 1969-02-07 23.9 15.7 14.83 18.664465 19.8 106.083940793374
"2008" "AU" "Melbourne1969" 1969-02-08 20.1 16.6 14.79 18.381075 18.35 99.830940246966
"2009" "AU" "Melbourne1969" 1969-02-09 23.9 16.4 14.76 18.9449375 20.15 106.360868173886
"2010" "AU" "Melbourne1969" 1969-02-10 18.9 16.3 14.72 17.62587 17.6 99.8532271031161
"2011" "AU" "Melbourne1969" 1969-02-11 26.1 14.2 14.68 18.2819675 20.15 110.217896405297
"2012" "AU" "Melbourne1969" 1969-02-12 30.3 17.1 14.64 19.53384 23.7 121.327910948385
"2013" "AU" "Melbourne1969" 1969-02-13 24.6 20.4 14.6 20 22.5 112.5
"2014" "AU" "Melbourne1969" 1969-02-14 19.7 18 14.56 18.866915 18.85 99.9103457030469
"2015" "AU" "Melbourne1969" 1969-02-15 21.6 16.1 14.53 18.52225 18.85 101.76949344707
"2016" "AU" "Melbourne1969" 1969-02-16 22.3 13.8 14.49 17.60825 18.05 102.508767197194
"2017" "AU" "Melbourne1969" 1969-02-17 23 15.1 14.45 18.31605 19.05 104.007141277732
"2018" "AU" "Melbourne1969" 1969-02-18 34.2 11.1 14.41 17.022755 22.65 133.057193151167
"2019" "AU" "Melbourne1969" 1969-02-19 36.1 16.9 14.37 18.0799 26.5 146.571607143845
"2020" "AU" "Melbourne1969" 1969-02-20 36.8 23.4 14.33 17.797625 30.1 169.123689256291
"2021" "AU" "Melbourne1969" 1969-02-21 33.8 18.7 14.28 19.1180475 26.25 137.304816299886
"2022" "AU" "Melbourne1969" 1969-02-22 17.8 16.7 14.24 17.260945 17.25 99.9365909572158
"2023" "AU" "Melbourne1969" 1969-02-23 22.8 13.7 14.2 17.65045 18.25 103.396797248795
"2024" "AU" "Melbourne1969" 1969-02-24 25.1 11.1 14.16 16.8805 18.1 107.224312076064
"2025" "AU" "Melbourne1969" 1969-02-25 22.8 15.4 14.12 18.4163 19.1 103.712472103517
"2026" "AU" "Melbourne1969" 1969-02-26 18.9 10.6 14.08 14.832585 14.75 99.4432191017277
"2027" "AU" "Melbourne1969" 1969-02-27 18.6 11.6 14.04 15.16965 15.1 99.5408595452103
"2028" "AU" "Melbourne1969" 1969-02-28 19.9 12.7 14 16.37164 16.3 99.5624140281609
"2029" "AU" "Melbourne1969" 1969-03-01 20 13 13.95 16.56965 16.5 99.5796531610505
"2030" "AU" "Melbourne1969" 1969-03-02 21 13 13.91 16.9294 17 100.417026002103
"2031" "AU" "Melbourne1969" 1969-03-03 21.2 12.8 13.87 16.88837 17 100.660987413232
"2032" "AU" "Melbourne1969" 1969-03-04 19.9 12.4 13.83 16.224625 16.15 99.5400510027196
"2033" "AU" "Melbourne1969" 1969-03-05 22.7 13.8 13.79 17.67805 18.25 103.235368154293
"2034" "AU" "Melbourne1969" 1969-03-06 31.8 10.6 13.74 17.22016 21.2 123.111515804731
"2035" "AU" "Melbourne1969" 1969-03-07 21.1 15.2 13.7 18.0073075 18.15 100.792414412871
"2036" "AU" "Melbourne1969" 1969-03-08 18.3 12.7 13.66 15.55572 15.5 99.6418037866457
"2037" "AU" "Melbourne1969" 1969-03-09 19.9 10.6 13.62 15.342535 15.25 99.3968728114356
"2038" "AU" "Melbourne1969" 1969-03-10 20.2 11.7 13.57 16.030825 15.95 99.4958150937335
"2039" "AU" "Melbourne1969" 1969-03-11 22.9 13.1 13.53 17.3976 18 103.462546558146
"2040" "AU" "Melbourne1969" 1969-03-12 28.5 9.3 13.49 16.55704 18.9 114.150838555684
"2041" "AU" "Melbourne1969" 1969-03-13 32.1 15.2 13.45 18.706745 23.65 126.424987350819
"2042" "AU" "Melbourne1969" 1969-03-14 33.1 22.1 13.4 19.27255 27.6 143.208864421159
"2043" "AU" "Melbourne1969" 1969-03-15 23.9 19.2 13.36 19.893765 21.55 108.325397429798
"2044" "AU" "Melbourne1969" 1969-03-16 28.9 16.6 13.32 19.3224725 22.75 117.738555456606
"2045" "AU" "Melbourne1969" 1969-03-17 27.8 20.1 13.28 20 23.95 119.75
"2046" "AU" "Melbourne1969" 1969-03-18 16.7 13.6 13.23 15.180845 15.15 99.7968163168783
"2047" "AU" "Melbourne1969" 1969-03-19 19.1 12.8 13.19 16.012685 15.95 99.6085291130126
"2048" "AU" "Melbourne1969" 1969-03-20 20.6 10.7 13.15 15.698255 15.65 99.6926091466854
"2049" "AU" "Melbourne1969" 1969-03-21 26.4 13.4 13.11 17.991225 19.9 110.609477675923
"2050" "AU" "Melbourne1969" 1969-03-22 22.8 17.2 13.07 19.15622 20 104.404731204799
"2051" "AU" "Melbourne1969" 1969-03-23 18 10.7 13.02 14.422635 14.35 99.4963819024748
"2052" "AU" "Melbourne1969" 1969-03-24 17.3 9.1 12.98 13.28159 13.2 99.3856910204275
"2053" "AU" "Melbourne1969" 1969-03-25 18.9 5.6 12.94 12.382335 12.25 98.9312597341293
"2054" "AU" "Melbourne1969" 1969-03-26 21.2 6.7 12.9 13.9751625 13.95 99.81994842636
"2055" "AU" "Melbourne1969" 1969-03-27 21.4 11.7 12.86 16.4175225 16.55 100.80692747642
"2056" "AU" "Melbourne1969" 1969-03-28 25.9 16.8 12.81 19.2420325 21.35 110.955014757407
"2057" "AU" "Melbourne1969" 1969-03-29 25.8 18.3 12.77 19.724625 22.05 111.789197513261
"2058" "AU" "Melbourne1969" 1969-03-30 20.5 12.8 12.73 16.683365 16.65 99.8000103696107
"2059" "AU" "Melbourne1969" 1969-03-31 19.6 8.3 12.69 14.062435 13.95 99.2004585265639
"2060" "AU" "Melbourne1969" 1969-04-01 21.1 9.3 12.65 15.189615 15.2 100.068369079796
"2061" "AU" "Melbourne1969" 1969-04-02 15.4 11.9 12.61 13.684825 13.65 99.7455210424686
"2062" "AU" "Melbourne1969" 1969-04-03 20.5 11.3 12.57 15.95204 15.9 99.6737721319656
"2063" "AU" "Melbourne1969" 1969-04-04 20.4 9.4 12.53 14.98695 14.9 99.4198285842016
"2064" "AU" "Melbourne1969" 1969-04-05 19.3 11 12.49 15.232585 15.15 99.4578398873205
"2065" "AU" "Melbourne1969" 1969-04-06 18.2 11 12.45 14.67164 14.6 99.5117110288966
"2066" "AU" "Melbourne1969" 1969-04-07 22.1 6.8 12.41 14.2681025 14.45 101.274854172095
"2067" "AU" "Melbourne1969" 1969-04-08 19 15 12.37 17.0398 17 99.7664291834411
"2068" "AU" "Melbourne1969" 1969-04-09 21.7 6.9 12.33 14.20689 14.3 100.655386224571
"2069" "AU" "Melbourne1969" 1969-04-10 24 10.1 12.29 16.23805 17.05 105.000292522809
"2070" "AU" "Melbourne1969" 1969-04-11 26.7 14.3 12.25 18.38163 20.5 111.524386031054
"2071" "AU" "Melbourne1969" 1969-04-12 28.7 16.7 12.21 19.3454 22.7 117.340556411343
"2072" "AU" "Melbourne1969" 1969-04-13 29.4 19 12.17 19.94962 24.2 121.305568727625
"2073" "AU" "Melbourne1969" 1969-04-14 22.9 13.3 12.13 17.4877 18.1 103.501318069272
"2074" "AU" "Melbourne1969" 1969-04-15 18.5 10.2 12.09 14.432585 14.35 99.4277878841524
"2075" "AU" "Melbourne1969" 1969-04-16 16.8 8.1 12.05 12.536565 12.45 99.3094998510357
"2076" "AU" "Melbourne1969" 1969-04-17 16.4 9.2 12.02 12.87164 12.8 99.4434275663396
"2077" "AU" "Melbourne1969" 1969-04-18 15.2 9 11.98 12.16169 12.1 99.492751418594
"2078" "AU" "Melbourne1969" 1969-04-19 15.6 11 11.94 13.34577 13.3 99.6570448913776
"2079" "AU" "Melbourne1969" 1969-04-20 16.4 11.2 11.9 13.85174 13.8 99.6264729196476
"2080" "AU" "Melbourne1969" 1969-04-21 15.5 7.2 11.87 11.432585 11.35 99.2776349355811
"2081" "AU" "Melbourne1969" 1969-04-22 14.5 9.3 11.83 11.95174 11.9 99.5670923229588
"2082" "AU" "Melbourne1969" 1969-04-23 17.5 10.1 11.79 13.87363 13.8 99.4692809308018
"2083" "AU" "Melbourne1969" 1969-04-24 17 8.4 11.76 12.78557 12.7 99.3307298775103
"2084" "AU" "Melbourne1969" 1969-04-25 16.1 10.3 11.72 13.25771 13.2 99.5647061219472
"2085" "AU" "Melbourne1969" 1969-04-26 14.9 4.3 11.69 9.70547 9.6 98.9132932253667
"2086" "AU" "Melbourne1969" 1969-04-27 16.9 6.8 11.65 11.950495 11.85 99.1590724903027
"2087" "AU" "Melbourne1969" 1969-04-28 18.9 9.3 11.62 14.19552 14.1 99.3271116521269
"2088" "AU" "Melbourne1969" 1969-04-29 22.1 11.2 11.58 16.3694325 16.65 101.713972063479
"2089" "AU" "Melbourne1969" 1969-04-30 17.7 9.2 11.55 13.534575 13.45 99.3751189084253
"2090" "AU" "Melbourne1969" 1969-05-01 21.8 6.8 11.51 14.186375 14.3 100.800944568292
"2091" "AU" "Melbourne1969" 1969-05-02 23.6 10.7 11.48 16.43855 17.15 104.327936466416
"2092" "AU" "Melbourne1969" 1969-05-03 23.9 8.3 11.45 15.4097 16.1 104.479645937299
"2093" "AU" "Melbourne1969" 1969-05-04 24 9 11.42 15.7425 16.5 104.811815150071
"2094" "AU" "Melbourne1969" 1969-05-05 15.6 11.2 11.38 13.44378 13.4 99.6743475421347
"2095" "AU" "Melbourne1969" 1969-05-06 14.7 6.6 11.35 10.730595 10.65 99.2489232889695
"2096" "AU" "Melbourne1969" 1969-05-07 14.9 9.1 11.32 12.05771 12 99.5213850722898
"2097" "AU" "Melbourne1969" 1969-05-08 16.7 2.3 11.29 9.64328 9.5 98.5141984884811
"2098" "AU" "Melbourne1969" 1969-05-09 18.9 3.6 11.26 11.402235 11.25 98.6648670194922
"2099" "AU" "Melbourne1969" 1969-05-10 12.5 7.4 11.23 10.000745 9.95 99.4925878022087
"2100" "AU" "Melbourne1969" 1969-05-11 17.3 1 11.2 9.312185 9.15 98.258357195438
"2101" "AU" "Melbourne1969" 1969-05-12 17.9 4.7 11.17 11.43134 11.3 98.8510533323302
"2102" "AU" "Melbourne1969" 1969-05-13 18 5.9 11.14 12.070395 11.95 99.002559568266
"2103" "AU" "Melbourne1969" 1969-05-14 18.9 11.7 11.11 15.37164 15.3 99.5339469308415
"2104" "AU" "Melbourne1969" 1969-05-15 21.1 12.4 11.09 16.6700975 16.75 100.479316332733
"2105" "AU" "Melbourne1969" 1969-05-16 17.2 12 11.06 14.65174 14.6 99.6468678805384
"2106" "AU" "Melbourne1969" 1969-05-17 18.8 12.3 11.03 15.614675 15.55 99.5858063008036
"2107" "AU" "Melbourne1969" 1969-05-18 19.2 10.7 11.01 15.034575 14.95 99.4374633137285
"2108" "AU" "Melbourne1969" 1969-05-19 14.2 7.1 10.98 10.720645 10.65 99.341037782708
"2109" "AU" "Melbourne1969" 1969-05-20 15 10 10.96 12.54975 12.5 99.6035777605132
"2110" "AU" "Melbourne1969" 1969-05-21 12.1 9 10.93 10.580845 10.55 99.7084826400916
"2111" "AU" "Melbourne1969" 1969-05-22 14.5 8.4 10.91 11.510695 11.45 99.4727077730754
"2112" "AU" "Melbourne1969" 1969-05-23 15 2.8 10.89 9.02139 8.9 98.6544202168402
"2113" "AU" "Melbourne1969" 1969-05-24 12.4 6.7 10.87 9.606715 9.55 99.4096317003263
"2114" "AU" "Melbourne1969" 1969-05-25 13.4 9.3 10.84 11.390795 11.35 99.6418599404168
"2115" "AU" "Melbourne1969" 1969-05-26 11.7 6.3 10.82 9.05373 9 99.4065429386562
"2116" "AU" "Melbourne1969" 1969-05-27 12.9 5.6 10.8 9.322635 9.25 99.220874784865
"2117" "AU" "Melbourne1969" 1969-05-28 12.9 7.1 10.78 10.05771 10 99.4262113343892
"2118" "AU" "Melbourne1969" 1969-05-29 14.4 2.8 10.76 8.71542 8.6 98.675680575348
"2119" "AU" "Melbourne1969" 1969-05-30 14.4 5.1 10.75 9.842535 9.75 99.0598458628798
"2120" "AU" "Melbourne1969" 1969-05-31 16.2 3.1 10.73 9.780345 9.65 98.6672760521229
"2121" "AU" "Melbourne1969" 1969-06-01 16.2 3.7 10.71 10.074375 9.95 98.7654320987654
"2122" "AU" "Melbourne1969" 1969-06-02 11.9 6.9 10.69 9.44975 9.4 99.4735310457949
"2123" "AU" "Melbourne1969" 1969-06-03 10.8 9.1 10.68 9.966915 9.95 99.8302885095338
"2124" "AU" "Melbourne1969" 1969-06-04 12.2 6.2 10.66 9.2597 9.2 99.3552706891152
"2125" "AU" "Melbourne1969" 1969-06-05 13.6 5.4 10.65 9.58159 9.5 99.1484711827578
"2126" "AU" "Melbourne1969" 1969-06-06 13.4 3.9 10.64 8.744525 8.65 98.9190379122937
"2127" "AU" "Melbourne1969" 1969-06-07 13.4 3.2 10.62 8.40149 8.3 98.7919999904779
"2128" "AU" "Melbourne1969" 1969-06-08 13.2 2.6 10.61 8.00547 7.9 98.6825258229685
"2129" "AU" "Melbourne1969" 1969-06-09 12.3 -0.4 10.6 6.076365 5.95 97.9203849669992
"2130" "AU" "Melbourne1969" 1969-06-10 10.1 1.9 10.59 6.08159 6 98.6584100539497
"2131" "AU" "Melbourne1969" 1969-06-11 15.1 -0.8 10.58 7.308205 7.15 97.8352413485938
"2132" "AU" "Melbourne1969" 1969-06-12 11.6 1.8 10.57 6.79751 6.7 98.5655041331311
"2133" "AU" "Melbourne1969" 1969-06-13 13.9 5.7 10.56 9.88159 9.8 99.174323160544
