"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "DaysToFlower" "Pp" "TTSumSow" "TTSumFlower" "TTtoFlower"
"216" "Launceston1987" "1988-01-27" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 118 13.51 2949.26844596154 4441.33943634615 1492.07099038461
"217" "Launceston1987" "1988-01-28" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 88 14.97 3307.31170307692 4451.24860942308 1143.93690634616
"218" "Launceston1987" "1988-02-09" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 100 14.97 3307.31170307692 4613.00443153846 1305.69272846154
"219" "Melbourne1969" "1969-11-18" "1969-07-28" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 113 11.01 2405.58294634615 3654.79761961538 1249.21467326923
"220" "Melbourne1969" "1969-11-23" "1969-08-15" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 100 11.54 2598.29059884615 3725.93842576923 1127.64782692308
"221" "Mininera2005" "2005-09-02" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Losa" 50 97 10.81 1733.3673275 2579.5210975 846.15377
"222" "Mininera2005" "2005-09-17" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "SeatonPark" 50 112 10.81 1733.3673275 2731.068995 997.7016675
"223" "Mininera2005" "2005-09-17" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Trikkala" 50 112 10.81 1733.3673275 2731.068995 997.7016675
"224" "Mininera2005" "2005-09-28" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Campeda" 50 123 10.81 1733.3673275 2833.4930725 1100.125745
"225" "Mininera2005" "2005-10-01" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Gosse" 50 126 10.81 1733.3673275 2868.2417625 1134.874435
"226" "Mininera2005" "2005-10-09" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Antas" 50 134 10.81 1733.3673275 2965.384605 1232.0172775
"227" "Mininera2005" "2005-10-15" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Napier" 50 140 10.81 1733.3673275 3027.9883325 1294.621005
"228" "Mininera2005" "2005-10-19" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Denmark" 50 144 10.81 1733.3673275 3065.65485 1332.2875225
"229" "Mininera2005" "2005-10-26" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Leura" 50 151 10.81 1733.3673275 3142.60259423077 1409.23526673077
"230" "ShentonPark1974" "1974-09-02" "1974-05-16" "Collins1981" 1974 "ShentonPark" "AU" "SeatonPark" 5 109 11.38 1561.14848788462 2958.47744692308 1397.32895903846
"231" "ShentonPark1974" "1974-09-04" "1974-05-16" "Collins1981" 1974 "ShentonPark" "AU" "MidlandB" 5 111 11.38 1561.14848788462 2984.54792 1423.39943211538
"232" "Templeton1993" "1993-09-13" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Dalkeith" 50 133 11.17 1773.15355442308 3030.56628292308 1257.4127285
"233" "Templeton1993" "1993-09-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "SeatonPark" 50 144 11.17 1773.15355442308 3134.43175042308 1361.278196
"234" "Templeton1993" "1993-09-26" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Trikkala" 50 146 11.17 1773.15355442308 3148.61458542308 1375.461031
"235" "Templeton1993" "1993-10-08" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Gosse" 50 158 11.17 1773.15355442308 3286.90064696154 1513.74709253846
"236" "Templeton1993" "1993-10-09" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Breedinglines" 50 159 11.17 1773.15355442308 3298.43248696154 1525.27893253846
"237" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Junee" 50 160 11.17 1773.15355442308 3310.37427696154 1537.22072253846
"238" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Woogenellup" 50 160 11.17 1773.15355442308 3310.37427696154 1537.22072253846
"239" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Clare" 50 160 11.17 1773.15355442308 3310.37427696154 1537.22072253846
"240" "Templeton1993" "1993-10-12" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "MtBarker" 50 162 11.17 1773.15355442308 3335.2024685 1562.04891407692
"241" "Templeton1993" "1993-10-12" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Goulburn" 50 162 11.17 1773.15355442308 3335.2024685 1562.04891407692
"242" "Templeton1993" "1993-10-14" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Karridale" 50 164 11.17 1773.15355442308 3359.051456 1585.89790157692
"243" "Templeton1993" "1993-10-15" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "SardinianEcotypes_subterraneum" 50 165 11.17 1773.15355442308 3372.76536503846 1599.61181061538
"244" "Templeton1993" "1993-10-15" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "PalmerstonAK948" 50 165 11.17 1773.15355442308 3372.76536503846 1599.61181061538
"245" "Templeton1993" "1993-10-16" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Nangeela" 50 166 11.17 1773.15355442308 3382.31586003846 1609.16230561538
"246" "Templeton1993" "1993-10-16" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Denmark" 50 166 11.17 1773.15355442308 3382.31586003846 1609.16230561538
"247" "Templeton1993" "1993-10-18" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws1801" 50 168 11.17 1773.15355442308 3406.04494503846 1632.89139061538
"248" "Templeton1993" "1993-10-19" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "MediterraneanEcotypes_subterraneum" 50 169 11.17 1773.15355442308 3418.74171003846 1645.58815561538
"249" "Templeton1993" "1993-10-20" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Larisa" 50 170 11.17 1773.15355442308 3432.98860003846 1659.83504561538
"250" "Templeton1993" "1993-10-23" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Leura" 50 173 11.17 1773.15355442308 3470.54732253846 1697.39376811538
"251" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws1737" 50 174 11.17 1773.15355442308 3482.93637253846 1709.78281811538
"252" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "PalmerstonNAK920" 50 174 11.17 1773.15355442308 3482.93637253846 1709.78281811538
"253" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws536" 50 174 11.17 1773.15355442308 3482.93637253846 1709.78281811538
"254" "Templeton1993" "1993-10-26" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Tallarook" 50 176 11.17 1773.15355442308 3506.95413753846 1733.80058311538
"255" "Waggawagga1985" "1985-08-03" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 5 131 12.91 918.922761730769 2214.01875788462 1295.09599615385
"256" "Waggawagga1985" "1985-08-05" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 5 133 12.91 918.922761730769 2226.84487288462 1307.92211115385
"257" "Waggawagga1985" "1985-08-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 5 144 12.91 918.922761730769 2319.28177788462 1400.35901615385
"258" "Waggawagga1985" "1985-08-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 50 146 12.91 918.922761730769 2333.81590288462 1414.89314115385
"259" "Waggawagga1985" "1985-08-24" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 50 152 12.91 918.922761730769 2389.88655538462 1470.96379365385
"260" "Waggawagga1985" "1985-08-29" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 50 157 12.91 918.922761730769 2440.51241538462 1521.58965365385
"261" "Waggawagga1985" "1985-08-31" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 100 159 12.91 918.922761730769 2464.16830538462 1545.24554365385
"262" "Waggawagga1985" "1985-09-02" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 5 161 12.91 918.922761730769 2481.57436288462 1562.65160115385
"263" "Waggawagga1985" "1985-09-05" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 5 164 12.91 918.922761730769 2512.03944288462 1593.11668115385
"264" "Waggawagga1985" "1985-09-08" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 5 167 12.91 918.922761730769 2540.76116038462 1621.83839865385
"265" "Waggawagga1985" "1985-09-08" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 100 167 12.91 918.922761730769 2540.76116038462 1621.83839865385
"266" "Waggawagga1985" "1985-09-09" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 50 168 12.91 918.922761730769 2548.80643038462 1629.88366865385
"267" "Waggawagga1985" "1985-09-12" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 100 171 12.91 918.922761730769 2576.04437538462 1657.12161365385
"268" "Waggawagga1985" "1985-09-14" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 50 173 12.91 918.922761730769 2594.74312788462 1675.82036615385
"269" "Waggawagga1985" "1985-09-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 5 175 12.91 918.922761730769 2617.82141288462 1698.89865115385
"270" "Waggawagga1985" "1985-09-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 5 175 12.91 918.922761730769 2617.82141288462 1698.89865115385
"271" "Waggawagga1985" "1985-09-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 50 176 12.91 918.922761730769 2628.60430038462 1709.68153865385
"272" "Waggawagga1985" "1985-09-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 5 176 12.91 918.922761730769 2628.60430038462 1709.68153865385
"273" "Waggawagga1985" "1985-09-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 100 177 12.91 918.922761730769 2640.95007038462 1722.02730865385
"274" "Waggawagga1985" "1985-09-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 50 177 12.91 918.922761730769 2640.95007038462 1722.02730865385
"275" "Waggawagga1985" "1985-09-20" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 5 179 12.91 918.922761730769 2664.11853788462 1745.19577615385
"276" "Waggawagga1985" "1985-09-21" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 5 180 12.91 918.922761730769 2672.51007788462 1753.58731615385
"277" "Waggawagga1985" "1985-09-21" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 5 180 12.91 918.922761730769 2672.51007788462 1753.58731615385
"278" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 5 181 12.91 918.922761730769 2682.62472788462 1763.70196615385
"279" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 100 181 12.91 918.922761730769 2682.62472788462 1763.70196615385
"280" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 50 181 12.91 918.922761730769 2682.62472788462 1763.70196615385
"281" "Waggawagga1985" "1985-09-25" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 50 184 12.91 918.922761730769 2712.88888788462 1793.96612615385
"282" "Waggawagga1985" "1985-09-25" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 5 184 12.91 918.922761730769 2712.88888788462 1793.96612615385
"283" "Waggawagga1985" "1985-09-26" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 100 185 12.91 918.922761730769 2724.08780538462 1805.16504365385
"284" "Waggawagga1985" "1985-09-26" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 100 185 12.91 918.922761730769 2724.08780538462 1805.16504365385
"285" "Waggawagga1985" "1985-09-29" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 100 188 12.91 918.922761730769 2755.65797288462 1836.73521115385
"286" "Waggawagga1985" "1985-10-01" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 50 190 12.91 918.922761730769 2782.26527538462 1863.34251365385
"287" "Waggawagga1985" "1985-10-01" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 50 190 12.91 918.922761730769 2782.26527538462 1863.34251365385
"288" "Waggawagga1985" "1985-10-02" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 50 191 12.91 918.922761730769 2789.73368038462 1870.81091865385
"289" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "SeatonPark" 50 105 10.73 1906.84336788462 2797.87795038462 891.0345825
"290" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "Woogenellup" 1 105 10.73 1906.84336788462 2797.87795038462 891.0345825
"291" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "Trikkala" 1 105 10.73 1906.84336788462 2797.87795038462 891.0345825
"292" "Waggawagga1985" "1985-10-06" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 100 195 12.91 918.922761730769 2822.15659538462 1903.23383365385
"293" "Waggawagga1985" "1985-10-07" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 50 196 12.91 918.922761730769 2832.48794538462 1913.56518365385
"294" "Waggawagga1985" "1985-10-10" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 50 199 12.91 918.922761730769 2867.91925019231 1948.99648846154
"295" "Waggawagga1985" "1985-10-14" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 100 203 12.91 918.922761730769 2923.50598692308 2004.58322519231
"296" "Waggawagga1985" "1985-10-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 100 205 12.91 918.922761730769 2951.93288365385 2033.01012192308
"297" "Waggawagga1985" "1985-10-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 100 206 12.91 918.922761730769 2965.80278519231 2046.88002346154
"298" "Waggawagga1985" "1985-10-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 100 207 12.91 918.922761730769 2979.14569769231 2060.22293596154
"299" "Waggawagga1985" "1985-10-19" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 100 208 12.91 918.922761730769 2991.74984769231 2072.82708596154
"300" "Waggawagga1985" "1986-08-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 5 112 11.36 5412.93626384615 6382.53818461539 969.60192076924
"301" "Waggawagga1985" "1986-09-04" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 5 117 11.36 5412.93626384615 6432.11188461538 1019.17562076923
"302" "Waggawagga1985" "1986-09-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 5 123 11.36 5412.93626384615 6489.09956461538 1076.16330076923
"303" "Waggawagga1985" "1986-09-16" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 50 129 11.36 5412.93626384615 6542.85260961538 1129.91634576923
"304" "Waggawagga1985" "1986-09-17" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 5 130 11.36 5412.93626384615 6554.91455961538 1141.97829576923
"305" "Waggawagga1985" "1986-09-18" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 5 131 11.36 5412.93626384615 6565.57502211538 1152.63875826923
"306" "Waggawagga1985" "1986-09-19" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 50 132 11.36 5412.93626384615 6572.47452211538 1159.53825826923
"307" "Waggawagga1985" "1986-09-22" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 50 135 11.36 5412.93626384615 6593.44207211538 1180.50580826923
"308" "Waggawagga1985" "1986-09-24" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 5 137 11.36 5412.93626384615 6612.01930711538 1199.08304326923
"309" "Waggawagga1985" "1986-09-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 5 138 11.36 5412.93626384615 6621.82328711539 1208.88702326924
"310" "Waggawagga1985" "1986-09-26" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 50 139 11.36 5412.93626384615 6632.69418211539 1219.75791826924
"311" "Waggawagga1985" "1986-09-27" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 5 140 11.36 5412.93626384615 6645.52198211538 1232.58571826923
"312" "Waggawagga1985" "1986-09-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 50 142 11.36 5412.93626384615 6665.40755211538 1252.47128826923
"313" "Waggawagga1985" "1986-09-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 100 142 11.36 5412.93626384615 6665.40755211538 1252.47128826923
"314" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 100 143 11.36 5412.93626384615 6677.47349711538 1264.53723326923
"315" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 50 143 11.36 5412.93626384615 6677.47349711538 1264.53723326923
"316" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 5 143 11.36 5412.93626384615 6677.47349711538 1264.53723326923
"317" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 50 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"318" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 100 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"319" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 5 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"320" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 100 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"321" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 5 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"322" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 5 144 11.36 5412.93626384615 6689.23564711538 1276.29938326923
"323" "Waggawagga1985" "1986-10-02" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 50 145 11.36 5412.93626384615 6697.16499711538 1284.22873326923
"324" "Waggawagga1985" "1986-10-03" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 5 146 11.36 5412.93626384615 6708.10389711538 1295.16763326923
"325" "Waggawagga1985" "1986-10-03" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 100 146 11.36 5412.93626384615 6708.10389711538 1295.16763326923
"326" "Waggawagga1985" "1986-10-05" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 50 148 11.36 5412.93626384615 6730.24279211538 1317.30652826923
"327" "Waggawagga1985" "1986-10-06" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 100 149 11.36 5412.93626384615 6738.58333711538 1325.64707326923
"328" "Waggawagga1985" "1986-10-07" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 5 150 11.36 5412.93626384615 6750.09637461538 1337.16011076923
"329" "Waggawagga1985" "1986-10-09" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 50 152 11.36 5412.93626384615 6771.31439211538 1358.37812826923
"330" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 100 153 11.36 5412.93626384615 6784.66089211538 1371.72462826923
"331" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 50 153 11.36 5412.93626384615 6784.66089211538 1371.72462826923
"332" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 100 153 11.36 5412.93626384615 6784.66089211538 1371.72462826923
"333" "Waggawagga1985" "1986-10-11" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 50 154 11.36 5412.93626384615 6797.53198711538 1384.59572326923
"334" "Waggawagga1985" "1986-10-13" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 50 156 11.36 5412.93626384615 6822.92278211538 1409.98651826923
"335" "Waggawagga1985" "1986-10-14" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 50 157 11.36 5412.93626384615 6837.37041961538 1424.43415576923
"336" "Waggawagga1985" "1986-10-16" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 100 159 11.36 5412.93626384615 6861.64131461538 1448.70505076923
"337" "Waggawagga1985" "1986-10-24" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 100 167 11.36 5412.93626384615 6949.32988711538 1536.39362326923
"338" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 100 168 11.36 5412.93626384615 6960.931305 1547.99504115385
"339" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 100 168 11.36 5412.93626384615 6960.931305 1547.99504115385
"340" "Waggawagga1985" "1986-10-28" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 100 171 11.36 5412.93626384615 6996.18840211538 1583.25213826923
"341" "Waggawagga1985" "1986-10-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 100 172 11.36 5412.93626384615 7007.99746711539 1595.06120326924
"342" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Dwalganup" 100 131 11.38 1948.69107230769 3302.27626980769 1353.5851975
"343" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Geraldton" 100 131 11.38 1948.69107230769 3302.27626980769 1353.5851975
"344" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Nungarin" 100 131 11.38 1948.69107230769 3302.27626980769 1353.5851975
"345" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Uniwager" 100 131 11.38 1948.69107230769 3302.27626980769 1353.5851975
"346" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Yarloop" 100 145 11.38 1948.69107230769 3459.37382230769 1510.68275
"347" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Trikkala" 100 145 11.38 1948.69107230769 3459.37382230769 1510.68275
"348" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "SeatonPark" 100 145 11.38 1948.69107230769 3459.37382230769 1510.68275
"349" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "BacchusM" 100 145 11.38 1948.69107230769 3459.37382230769 1510.68275
"350" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Woogenellup" 100 145 11.38 1948.69107230769 3459.37382230769 1510.68275
"351" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Clare" 100 166 11.38 1948.69107230769 3720.30546480769 1771.6143925
"352" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "MtBarker" 100 166 11.38 1948.69107230769 3720.30546480769 1771.6143925
"353" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Howard" 100 166 11.38 1948.69107230769 3720.30546480769 1771.6143925
"354" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Larisa" 100 166 11.38 1948.69107230769 3720.30546480769 1771.6143925
"355" "Whatawhata1979" "1979-11-28" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Tallarook" 100 207 11.38 1948.69107230769 4261.28653596154 2312.59546365385
"356" "Whatawhata1989_91" "1989-10-02" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Enfield" 75 152 11.44 1922.52853596154 3455.50065346154 1532.9721175
"357" "Whatawhata1989_91" "1989-10-04" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "GreenRange" 75 154 11.44 1922.52853596154 3483.29154096154 1560.763005
"358" "Whatawhata1989_91" "1989-10-17" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Meteora" 75 167 11.44 1922.52853596154 3654.37379096154 1731.845255
"359" "Whatawhata1989_91" "1989-10-22" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Karridale" 75 172 11.44 1922.52853596154 3713.51520346154 1790.9866675
"360" "Whatawhata1989_91" "1989-10-24" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "MtBarker" 75 174 11.44 1922.52853596154 3740.49720346154 1817.9686675
"361" "Whatawhata1989_91" "1989-11-20" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Tallarook" 75 201 11.44 1922.52853596154 4104.40520057692 2181.87666461538
