AuthorYear 	YearExperiment	Treatcultivar	SowingDate	StartFlowering	DaysToFlower 	Ttsow	Ttflow	Tttoflower	PhotopAtSowing	PhotopAtTtTarget	PhotopAverage	TtFlowerAdjusted
Evansetal1992	1987	Nungarin	1/10/1987	27/11/1987	57	3288.5	4099.7	811.2	13.5	14.4	14.9	811.2
Evansetal1992	1987	Dalkeith	1/10/1987	27/11/1987	57	3288.5	4099.7	811.2	13.5	14.4	14.9	811.2
Evansetal1992	1987	Trikkala	1/10/1987	24/11/1987	54	3288.5	4046.7	758.2	13.5	14.4	14.8	758.2
Evansetal1992	1987	Woogenellup	1/10/1987	28/12/1987	88	3288.5	4568.7	1280.2	13.5	14.4	15.5	1280.2
Evansetal1992	1987	Karridale	1/10/1987	24/12/1987	84	3288.5	4506.0	1217.5	13.5	14.4	15.4	1217.5
Evansetal1992	1987	Larisa	1/10/1987	31/12/1987	91	3288.5	4611.8	1323.3	13.5	14.4	15.6	1323.3
Evansetal1992	1987	Meteora	1/10/1987	2/01/1988	93	3288.5	4650.1	1361.6	13.5	14.4	15.6	1361.6
Evansetal1992	1987	MtBarker	1/10/1987	27/01/1988	118	3288.5	5142.0	1853.5	13.5	14.4	16.0	1853.5
Evansetal1992	1990	Nungarin	1/10/1990	24/11/1990	54	3996.8	4774.9	778.1	13.3	13.9	14.3	778.1
Evansetal1992	1990	Dalkeith	1/10/1990	22/11/1990	52	3996.8	4746.8	750.1	13.3	13.9	14.2	750.1
Evansetal1992	1990	Trikkala	1/10/1990	21/11/1990	51	3996.8	4732.4	735.6	13.3	13.9	14.2	735.6
Evansetal1992	1990	Woogenellup	1/10/1990	23/12/1990	83	3996.8	5281.4	1284.7	13.3	13.9	14.7	1284.7
Evansetal1992	1990	Karridale	1/10/1990	22/12/1990	82	3996.8	5265.4	1268.6	13.3	13.9	14.7	1268.6
Evansetal1992	1990	Larisa	1/10/1990	24/12/1990	84	3996.8	5297.7	1301.0	13.3	13.9	14.7	1301.0
Evansetal1992	1990	Meteora	1/10/1990	25/12/1990	85	3996.8	5315.9	1319.2	13.3	13.9	14.7	1319.2
Evansetal1992	1990	MtBarker	1/10/1990	1/01/1991	92	3996.8	5458.5	1461.7	13.3	13.9	14.8	1461.7
Evansetal1992	1987	Nungarin	1/11/1987	31/12/1987	60	3675.0	4611.8	936.8	15.0	15.5	16.0	936.8
Evansetal1992	1987	Dalkeith	1/11/1987	25/12/1987	54	3675.0	4523.3	848.3	15.0	15.5	16.0	848.3
Evansetal1992	1987	Trikkala	1/11/1987	15/12/1987	44	3675.0	4344.9	669.9	15.0	15.5	15.8	669.9
Evansetal1992	1987	Woogenellup	1/11/1987	17/01/1988	77	3675.0	4957.3	1282.3	15.0	15.5	16.2	1282.3
Evansetal1992	1987	Karridale	1/11/1987	20/01/1988	80	3675.0	5018.6	1343.6	15.0	15.5	16.2	1343.6
Evansetal1992	1987	Larisa	1/11/1987	23/01/1988	83	3675.0	5068.7	1393.7	15.0	15.5	16.3	1393.7
Evansetal1992	1987	Meteora	1/11/1987	28/01/1988	88	3675.0	5166.2	1491.2	15.0	15.5	16.3	1491.2
Evansetal1992	1987	MtBarker	1/11/1987	9/02/1988	100	3675.0	5388.4	1713.4	15.0	15.5	16.3	1713.4
Evansetal1992	1990	Nungarin	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Dalkeith	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Trikkala	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Woogenellup	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Karridale	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Larisa	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	Meteora	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
Evansetal1992	1990	MtBarker	1/11/1990	NA	NA	4424.9	NA	NA	14.4	14.8	NA	NA
FrancisAndGladstone1974	NA	Daglish	NA	NA	81	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	NorthamA	NA	NA	76	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Geraldton	NA	NA	88	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Dwalganup	NA	NA	84	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Uniwager	NA	NA	90	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Mt.HelenaA	NA	NA	87	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Daliak	NA	NA	86	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	ShentonParkA	NA	NA	86	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Toodyay	NA	NA	92	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Lake	NA	NA	84	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Mulwala	NA	NA	92	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Gingin	NA	NA	97	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Darlington	NA	NA	91	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Collie	NA	NA	96	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Clackline	NA	NA	94	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	CPI12709	NA	NA	96	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	MidlandB	NA	NA	102	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	SeatonPark	NA	NA	98	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Dinninup	NA	NA	104	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	NorthamB3	NA	NA	102	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	MahoganyCreek	NA	NA	96	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	BassendeanH	NA	NA	102	NA	NA	NA	NA	NA	NA	NA
FrancisAndGladstone1974	NA	Woogenellup	NA	NA	106	NA	NA	NA	NA	NA	NA	NA
WiddupAndPennel_2000	1993	Breedinglines	3/05/1993	9/10/1993	159.0	1960.7	3508.9	1548.2	11.2	10.5	10.4	1548.2
WiddupAndPennel_2000	1993	MediterraneanEcotypes_subterraneum	3/05/1993	19/10/1993	169.0	1960.7	3637.4	1676.7	11.2	10.5	10.6	1676.7
WiddupAndPennel_2000	1993	SardinianEcotypes_subterraneum	3/05/1993	15/10/1993	165.0	1960.7	3590.5	1629.8	11.2	10.5	10.5	1629.8
WiddupAndPennel_2000	1993	Whatawhataws536	3/05/1993	24/10/1993	174.0	1960.7	3707.7	1747.0	11.2	10.5	10.7	1747.0
WiddupAndPennel_2000	1993	Whatawhataws1737	3/05/1993	24/10/1993	174.0	1960.7	3707.7	1747.0	11.2	10.5	10.7	1747.0
WiddupAndPennel_2000	1993	Whatawhataws1801	3/05/1993	18/10/1993	168.0	1960.7	3624.7	1664.0	11.2	10.5	10.6	1664.0
WiddupAndPennel_2000	1993	PalmerstonNAK920	3/05/1993	24/10/1993	174.0	1960.7	3707.7	1747.0	11.2	10.5	10.7	1747.0
WiddupAndPennel_2000	1993	PalmerstonAK948	3/05/1993	15/10/1993	165.0	1960.7	3590.5	1629.8	11.2	10.5	10.5	1629.8
WiddupAndPennel_2000	1993	Dalkeith	3/05/1993	13/09/1993	133.0	1960.7	3223.2	1262.5	11.2	10.5	10.2	1262.5
WiddupAndPennel_2000	1993	SeatonPark	3/05/1993	24/09/1993	144.0	1960.7	3329.2	1368.5	11.2	10.5	10.3	1368.5
WiddupAndPennel_2000	1993	Trikkala	3/05/1993	26/09/1993	146.0	1960.7	3343.3	1382.6	11.2	10.5	10.3	1382.6
WiddupAndPennel_2000	1993	Gosse	3/05/1993	8/10/1993	158.0	1960.7	3497.4	1536.7	11.2	10.5	10.4	1536.7
WiddupAndPennel_2000	1993	Junee	3/05/1993	10/10/1993	160.0	1960.7	3520.8	1560.1	11.2	10.5	10.4	1560.1
WiddupAndPennel_2000	1993	Woogenellup	3/05/1993	10/10/1993	160.0	1960.7	3520.8	1560.1	11.2	10.5	10.4	1560.1
WiddupAndPennel_2000	1993	Clare	3/05/1993	10/10/1993	160.0	1960.7	3520.8	1560.1	11.2	10.5	10.4	1560.1
WiddupAndPennel_2000	1993	MtBarker	3/05/1993	12/10/1993	162.0	1960.7	3549.1	1588.4	11.2	10.5	10.5	1588.4
WiddupAndPennel_2000	1993	Goulburn	3/05/1993	12/10/1993	162.0	1960.7	3549.1	1588.4	11.2	10.5	10.5	1588.4
WiddupAndPennel_2000	1993	Karridale	3/05/1993	14/10/1993	164.0	1960.7	3574.4	1613.7	11.2	10.5	10.5	1613.7
WiddupAndPennel_2000	1993	Nangeela	3/05/1993	16/10/1993	166.0	1960.7	3600.0	1639.3	11.2	10.5	10.5	1639.3
WiddupAndPennel_2000	1993	Denmark	3/05/1993	16/10/1993	166.0	1960.7	3600.0	1639.3	11.2	10.5	10.5	1639.3
WiddupAndPennel_2000	1993	Larisa	3/05/1993	20/10/1993	170.0	1960.7	3653.8	1693.1	11.2	10.5	10.6	1693.1
WiddupAndPennel_2000	1993	Leura	3/05/1993	23/10/1993	173.0	1960.7	3694.2	1733.5	11.2	10.5	10.7	1733.5
WiddupAndPennel_2000	1993	Tallarook	3/05/1993	26/10/1993	176.0	1960.7	3731.7	1771.0	11.2	10.5	10.7	1771.0
CollinsAndAitken1970	1969	MtBarker	15/08/1969	23/11/1969	100	3318.6	4542.4	1223.8	11.5	12.3	13.5	1223.8
CollinsAndAitken1970	1969	MtBarker	28/07/1969	18/11/1969	113	3126.3	4454.1	1327.9	11.0	11.6	13.1	1327.9
Rossiter1978	NA	Daliak	1/07/1978	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rossiter1978	NA	Gingin	6/07/1978	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Dwalganup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Yarloop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Clare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	BacchusM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Wenigup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Tallarook	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Dwalganup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Yarloop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Clare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	BacchusM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Wenigup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Tallarook	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Dwalganup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Yarloop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Clare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	BacchusM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Wenigup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Tallarook	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Dwalganup	NA	27/06/1955	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Yarloop	NA	6/07/1955	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Clare	NA	7/09/1955	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	BacchusM	NA	15/09/1955	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Wenigup	NA	8/10/1955	NA	NA	NA	NA	NA	NA	NA	NA
MorleyAndDAvern1956	1955	Tallarook	NA	11/10/1955	NA	NA	NA	NA	NA	NA	NA	NA
Honglund_1990	1981	Trikkala	1/05/1981	8/09/1981	130.0	2218.8	3096.9	878.1	11.3	10.4	10.2	990.8
Honglund_1990	1981	SeatonPark	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	Woogenellup	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	Howard	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	Nangeela	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	Clare	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	MtBarker	1/05/1981	22/09/1981	144.0	2218.8	3258.9	1040.1	11.3	10.4	10.3	1152.8
Honglund_1990	1981	Larisa	1/05/1981	8/10/1981	160.0	2218.8	3427.8	1209.0	11.3	10.4	10.4	1321.7
Honglund_1990	1981	Tallarook	1/05/1981	27/09/1981	149.0	2218.8	3308.1	1089.3	11.3	10.4	10.3	1202.0
DearEtal1993	1985	Nungarin	25/03/1985	3/08/1985	131	1911.2	3408.7	1497.6	12.9	12.5	10.9	1601.1
DearEtal1993	1985	Northam	25/03/1985	16/08/1985	144	1911.2	3513.1	1602.0	12.9	12.5	10.8	1705.5
DearEtal1993	1985	Dalkeith	25/03/1985	5/08/1985	133	1911.2	3421.4	1510.2	12.9	12.5	10.9	1613.7
DearEtal1993	1985	Daliak	25/03/1985	2/09/1985	161	1911.2	3674.8	1763.6	12.9	12.5	10.8	1867.1
DearEtal1993	1985	SeatonPark	25/03/1985	5/09/1985	164	1911.2	3705.6	1794.5	12.9	12.5	10.7	1898.0
DearEtal1993	1985	Trikkala	25/03/1985	8/09/1985	167	1911.2	3734.3	1823.1	12.9	12.5	10.7	1926.6
DearEtal1993	1985	Esperance	25/03/1985	17/09/1985	176	1911.2	3825.2	1914.1	12.9	12.5	10.7	2017.6
DearEtal1993	1985	Junee	25/03/1985	16/09/1985	175	1911.2	3814.3	1903.1	12.9	12.5	10.7	2006.6
DearEtal1993	1985	Woogenellup	25/03/1985	16/09/1985	175	1911.2	3814.3	1903.1	12.9	12.5	10.7	2006.6
DearEtal1993	1985	GD56	25/03/1985	21/09/1985	180	1911.2	3870.2	1959.0	12.9	12.5	10.7	2062.5
DearEtal1993	1985	Enfield	25/03/1985	20/09/1985	179	1911.2	3861.9	1950.7	12.9	12.5	10.7	2054.2
DearEtal1993	1985	Karridale	25/03/1985	22/09/1985	181	1911.2	3880.8	1969.7	12.9	12.5	10.7	2073.2
DearEtal1993	1985	MtBarker	25/03/1985	21/09/1985	180	1911.2	3870.2	1959.0	12.9	12.5	10.7	2062.5
DearEtal1993	1985	Clare	25/03/1985	25/09/1985	184	1911.2	3911.3	2000.2	12.9	12.5	10.7	2103.7
DearEtal1993	1986	Nungarin	10/05/1986	30/08/1986	112	8206.8	9198.1	991.4	11.4	11.0	10.8	1094.9
DearEtal1993	1986	Northam	10/05/1986	4/09/1986	117	8206.8	9248.1	1041.3	11.4	11.0	10.8	1144.8
DearEtal1993	1986	Dalkeith	10/05/1986	10/09/1986	123	8206.8	9304.6	1097.8	11.4	11.0	10.8	1201.3
DearEtal1993	1986	Daliak	10/05/1986	17/09/1986	130	8206.8	9371.1	1164.3	11.4	11.0	10.9	1267.8
DearEtal1993	1986	SeatonPark	10/05/1986	18/09/1986	131	8206.8	9381.7	1175.0	11.4	11.0	10.9	1278.5
DearEtal1993	1986	Trikkala	10/05/1986	27/09/1986	140	8206.8	9462.1	1255.3	11.4	11.0	11.0	1358.8
DearEtal1993	1986	Esperance	10/05/1986	24/09/1986	137	8206.8	9427.8	1221.1	11.4	11.0	11.0	1324.6
DearEtal1993	1986	Junee	10/05/1986	25/09/1986	138	8206.8	9437.6	1230.9	11.4	11.0	11.0	1334.4
DearEtal1993	1986	Woogenellup	10/05/1986	30/09/1986	143	8206.8	9494.0	1287.2	11.4	11.0	11.0	1390.7
DearEtal1993	1986	GD56	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1402.4
DearEtal1993	1986	Enfield	10/05/1986	7/10/1986	150	8206.8	9568.9	1362.1	11.4	11.0	11.1	1465.6
DearEtal1993	1986	Karridale	10/05/1986	3/10/1986	146	8206.8	9525.8	1319.0	11.4	11.0	11.0	1422.5
DearEtal1993	1986	MtBarker	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1402.4
DearEtal1993	1986	Clare	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1402.4
DearEtal1993	1985	Nungarin	25/03/1985	18/08/1985	146	1911.2	3527.3	1616.1	12.9	12.5	10.8	1616.1
DearEtal1993	1985	Northam	25/03/1985	29/08/1985	157	1911.2	3633.3	1722.1	12.9	12.5	10.8	1722.1
DearEtal1993	1985	Dalkeith	25/03/1985	24/08/1985	152	1911.2	3583.1	1671.9	12.9	12.5	10.8	1671.9
DearEtal1993	1985	Daliak	25/03/1985	9/09/1985	168	1911.2	3742.2	1831.0	12.9	12.5	10.7	1831.0
DearEtal1993	1985	SeatonPark	25/03/1985	14/09/1985	173	1911.2	3789.9	1878.8	12.9	12.5	10.7	1878.8
DearEtal1993	1985	Trikkala	25/03/1985	17/09/1985	176	1911.2	3825.2	1914.1	12.9	12.5	10.7	1914.1
DearEtal1993	1985	Esperance	25/03/1985	18/09/1985	177	1911.2	3837.5	1926.4	12.9	12.5	10.7	1926.4
DearEtal1993	1985	Junee	25/03/1985	22/09/1985	181	1911.2	3880.8	1969.7	12.9	12.5	10.7	1969.7
DearEtal1993	1985	Woogenellup	25/03/1985	25/09/1985	184	1911.2	3911.3	2000.2	12.9	12.5	10.7	2000.2
DearEtal1993	1985	GD56	25/03/1985	1/10/1985	190	1911.2	3985.3	2074.2	12.9	12.5	10.7	2074.2
DearEtal1993	1985	Enfield	25/03/1985	1/10/1985	190	1911.2	3985.3	2074.2	12.9	12.5	10.7	2074.2
DearEtal1993	1985	Karridale	25/03/1985	10/10/1985	199	1911.2	4085.8	2174.6	12.9	12.5	10.8	2174.6
DearEtal1993	1985	MtBarker	25/03/1985	2/10/1985	191	1911.2	3992.7	2081.5	12.9	12.5	10.7	2081.5
DearEtal1993	1985	Clare	25/03/1985	7/10/1985	196	1911.2	4036.5	2125.3	12.9	12.5	10.8	2125.3
DearEtal1993	1986	Nungarin	10/05/1986	16/09/1986	129	8206.8	9358.3	1151.6	11.4	11.0	10.9	1151.6
DearEtal1993	1986	Northam	10/05/1986	19/09/1986	132	8206.8	9388.5	1181.8	11.4	11.0	10.9	1181.8
DearEtal1993	1986	Dalkeith	10/05/1986	22/09/1986	135	8206.8	9408.9	1202.2	11.4	11.0	10.9	1202.2
DearEtal1993	1986	Daliak	10/05/1986	26/09/1986	139	8206.8	9448.5	1241.7	11.4	11.0	11.0	1241.7
DearEtal1993	1986	SeatonPark	10/05/1986	29/09/1986	142	8206.8	9481.9	1275.1	11.4	11.0	11.0	1275.1
DearEtal1993	1986	Trikkala	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1298.9
DearEtal1993	1986	Esperance	10/05/1986	2/10/1986	145	8206.8	9513.5	1306.7	11.4	11.0	11.0	1306.7
DearEtal1993	1986	Junee	10/05/1986	30/09/1986	143	8206.8	9494.0	1287.2	11.4	11.0	11.0	1287.2
DearEtal1993	1986	Woogenellup	10/05/1986	5/10/1986	148	8206.8	9549.0	1342.2	11.4	11.0	11.0	1342.2
DearEtal1993	1986	GD56	10/05/1986	9/10/1986	152	8206.8	9590.3	1383.6	11.4	11.0	11.1	1383.6
DearEtal1993	1986	Enfield	10/05/1986	13/10/1986	156	8206.8	9642.7	1435.9	11.4	11.0	11.1	1435.9
DearEtal1993	1986	Karridale	10/05/1986	11/10/1986	154	8206.8	9617.1	1410.4	11.4	11.0	11.1	1410.4
DearEtal1993	1986	MtBarker	10/05/1986	10/10/1986	153	8206.8	9604.2	1397.5	11.4	11.0	11.1	1397.5
DearEtal1993	1986	Clare	10/05/1986	14/10/1986	157	8206.8	9657.6	1450.9	11.4	11.0	11.2	1450.9
DearEtal1993	1985	Nungarin	25/03/1985	31/08/1985	159	1911.2	3657.4	1746.3	12.9	12.5	10.8	1631.3
DearEtal1993	1985	Northam	25/03/1985	12/09/1985	171	1911.2	3770.0	1858.8	12.9	12.5	10.7	1743.8
DearEtal1993	1985	Dalkeith	25/03/1985	8/09/1985	167	1911.2	3734.3	1823.1	12.9	12.5	10.7	1708.1
DearEtal1993	1985	Daliak	25/03/1985	18/09/1985	177	1911.2	3837.5	1926.4	12.9	12.5	10.7	1811.4
DearEtal1993	1985	SeatonPark	25/03/1985	22/09/1985	181	1911.2	3880.8	1969.7	12.9	12.5	10.7	1854.7
DearEtal1993	1985	Trikkala	25/03/1985	26/09/1985	185	1911.2	3922.8	2011.6	12.9	12.5	10.7	1896.6
DearEtal1993	1985	Esperance	25/03/1985	29/09/1985	188	1911.2	3957.9	2046.8	12.9	12.5	10.7	1931.8
DearEtal1993	1985	Junee	25/03/1985	26/09/1985	185	1911.2	3922.8	2011.6	12.9	12.5	10.7	1896.6
DearEtal1993	1985	Woogenellup	25/03/1985	6/10/1985	195	1911.2	4025.1	2114.0	12.9	12.5	10.8	1999.0
DearEtal1993	1985	GD56	25/03/1985	18/10/1985	207	1911.2	4220.9	2309.7	12.9	12.5	10.8	2194.7
DearEtal1993	1985	Enfield	25/03/1985	14/10/1985	203	1911.2	4152.7	2241.5	12.9	12.5	10.8	2126.5
DearEtal1993	1985	Karridale	25/03/1985	17/10/1985	206	1911.2	4206.0	2294.9	12.9	12.5	10.8	2179.9
DearEtal1993	1985	MtBarker	25/03/1985	16/10/1985	205	1911.2	4188.0	2276.8	12.9	12.5	10.8	2161.8
DearEtal1993	1985	Clare	25/03/1985	19/10/1985	208	1911.2	4234.6	2323.5	12.9	12.5	10.8	2208.5
DearEtal1993	1986	Nungarin	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1183.9
DearEtal1993	1986	Northam	10/05/1986	29/09/1986	142	8206.8	9481.9	1275.1	11.4	11.0	11.0	1160.1
DearEtal1993	1986	Dalkeith	10/05/1986	30/09/1986	143	8206.8	9494.0	1287.2	11.4	11.0	11.0	1172.2
DearEtal1993	1986	Daliak	10/05/1986	1/10/1986	144	8206.8	9505.7	1298.9	11.4	11.0	11.0	1183.9
DearEtal1993	1986	SeatonPark	10/05/1986	3/10/1986	146	8206.8	9525.8	1319.0	11.4	11.0	11.0	1204.0
DearEtal1993	1986	Trikkala	10/05/1986	10/10/1986	153	8206.8	9604.2	1397.5	11.4	11.0	11.1	1282.5
DearEtal1993	1986	Esperance	10/05/1986	6/10/1986	149	8206.8	9557.2	1350.5	11.4	11.0	11.1	1235.5
DearEtal1993	1986	Junee	10/05/1986	10/10/1986	153	8206.8	9604.2	1397.5	11.4	11.0	11.1	1282.5
DearEtal1993	1986	Woogenellup	10/05/1986	16/10/1986	159	8206.8	9681.9	1475.1	11.4	11.0	11.2	1360.1
DearEtal1993	1986	GD56	10/05/1986	24/10/1986	167	8206.8	9772.1	1565.4	11.4	11.0	11.3	1450.4
DearEtal1993	1986	Enfield	10/05/1986	29/10/1986	172	8206.8	9838.9	1632.2	11.4	11.0	11.3	1517.2
DearEtal1993	1986	Karridale	10/05/1986	25/10/1986	168	8206.8	9785.7	1578.9	11.4	11.0	11.3	1463.9
DearEtal1993	1986	MtBarker	10/05/1986	25/10/1986	168	8206.8	9785.7	1578.9	11.4	11.0	11.3	1463.9
DearEtal1993	1986	Clare	10/05/1986	28/10/1986	171	8206.8	9825.4	1618.7	11.4	11.0	11.3	1503.7
ConboyAndHardwidge_2006	2005	Losa	28/05/2005	2/09/2005	97	2351.0	3194.4	843.5	10.8	10.6	10.8	843.5
ConboyAndHardwidge_2006	2005	SeatonPark	28/05/2005	17/09/2005	112	2351.0	3353.5	1002.6	10.8	10.6	10.9	1002.6
ConboyAndHardwidge_2006	2005	Campeda	28/05/2005	28/09/2005	123	2351.0	3456.0	1105.0	10.8	10.6	11.1	1105.0
ConboyAndHardwidge_2006	2005	Trikkala	28/05/2005	17/09/2005	112	2351.0	3353.5	1002.6	10.8	10.6	10.9	1002.6
ConboyAndHardwidge_2006	2005	Gosse	28/05/2005	1/10/2005	126	2351.0	3490.7	1139.7	10.8	10.6	11.1	1139.7
ConboyAndHardwidge_2006	2005	Antas	28/05/2005	9/10/2005	134	2351.0	3593.1	1242.1	10.8	10.6	11.2	1242.1
ConboyAndHardwidge_2006	2005	Denmark	28/05/2005	19/10/2005	144	2351.0	3694.9	1344.0	10.8	10.6	11.3	1344.0
ConboyAndHardwidge_2006	2005	Napier	28/05/2005	15/10/2005	140	2351.0	3656.0	1305.0	10.8	10.6	11.3	1305.0
ConboyAndHardwidge_2006	2005	Leura	28/05/2005	26/10/2005	151	2351.0	3781.1	1430.2	10.8	10.6	11.5	1430.2
DoddEtAl_1995	1989	Enfield	3/05/1989	2/10/1989	151.6	2422.7	3982.7	1560.0	11.4	10.9	10.8	1502.5
DoddEtAl_1995	1989	GreenRange	3/05/1989	4/10/1989	153.6	2422.7	4012.3	1589.6	11.4	10.9	10.8	1532.1
DoddEtAl_1995	1989	Karridale	3/05/1989	22/10/1989	171.6	2422.7	4250.0	1827.3	11.4	10.9	11.0	1769.8
DoddEtAl_1995	1989	MtBarker	3/05/1989	24/10/1989	173.7	2422.7	4277.6	1854.9	11.4	10.9	11.0	1797.4
DoddEtAl_1995	1989	Meteora	3/05/1989	17/10/1989	166.7	2422.7	4189.4	1766.7	11.4	10.9	11.0	1709.2
DoddEtAl_1995	1989	Tallarook	3/05/1989	20/11/1989	200.6	2422.7	4681.3	2258.6	11.4	10.9	11.4	2201.1
DoddEtAl_1995	1990	Enfield	1/05/1990	31/10/1990	182.7	7482.3	9456.5	1974.2	11.5	10.9	11.1	1916.7
DoddEtAl_1995	1990	GreenRange	1/05/1990	20/11/1990	202.7	7482.3	9741.9	2259.6	11.5	10.9	11.4	2202.1
DoddEtAl_1995	1990	Karridale	1/05/1990	10/11/1990	193.0	7482.3	9584.3	2102.0	11.5	10.9	11.3	2044.5
DoddEtAl_1995	1990	MtBarker	1/05/1990	11/11/1990	194.4	7482.3	9599.3	2117.0	11.5	10.9	11.3	2059.5
DoddEtAl_1995	1990	Meteora	1/05/1990	27/11/1990	210.3	7482.3	9844.9	2362.6	11.5	10.9	11.5	2305.1
DoddEtAl_1995	1990	Tallarook	1/05/1990	1/12/1990	214.4	7482.3	9903.4	2421.1	11.5	10.9	11.6	2363.6
