"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "DaysToFlower" "Pp" "VerSumSow" "VernSumFlower" "VerntoFlower"
"209" "Launceston1987" "1987-12-29" "1987-09-15" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 105 12.74 109.897181875 139.713150625 29.81596875
"210" "Launceston1987" "1987-12-31" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 91 13.51 117.169236875 140.248876875 23.07964
"211" "Launceston1987" "1987-12-31" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 60 14.97 128.697709375 140.248876875 11.5511675
"212" "Launceston1987" "1988-01-02" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 93 13.51 117.169236875 140.248876875 23.07964
"213" "Launceston1987" "1988-01-17" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 77 14.97 128.697709375 140.825829375 12.12812
"214" "Launceston1987" "1988-01-20" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 80 14.97 128.697709375 140.825829375 12.12812
"215" "Launceston1987" "1988-01-23" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Larisa" 50 83 14.97 128.697709375 140.828513125 12.13080375
"216" "Launceston1987" "1988-01-27" "1987-10-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 118 13.51 117.169236875 141.257410625 24.08817375
"217" "Launceston1987" "1988-01-28" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "Meteora" 50 88 14.97 128.697709375 141.257410625 12.55970125
"218" "Launceston1987" "1988-02-09" "1987-11-01" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 100 14.97 128.697709375 142.011635625 13.31392625
"219" "Melbourne1969" "1969-11-18" "1969-07-28" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 113 11.01 60.115726875 111.08418875 50.968461875
"220" "Melbourne1969" "1969-11-23" "1969-08-15" "CollinsAndAitken1970" 1969 "Melbourne" "AU" "MtBarker" 50 100 11.54 69.749174375 111.37002625 41.620851875
"221" "Mininera2005" "2005-09-02" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Losa" 50 97 10.81 35.9016 100.48630125 64.58470125
"222" "Mininera2005" "2005-09-17" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "SeatonPark" 50 112 10.81 35.9016 107.754325 71.852725
"223" "Mininera2005" "2005-09-17" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Trikkala" 50 112 10.81 35.9016 107.754325 71.852725
"224" "Mininera2005" "2005-09-28" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Campeda" 50 123 10.81 35.9016 114.24179375 78.34019375
"225" "Mininera2005" "2005-10-01" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Gosse" 50 126 10.81 35.9016 115.55624375 79.65464375
"226" "Mininera2005" "2005-10-09" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Antas" 50 134 10.81 35.9016 118.33230125 82.43070125
"227" "Mininera2005" "2005-10-15" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Napier" 50 140 10.81 35.9016 121.7729025 85.8713025
"228" "Mininera2005" "2005-10-19" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Denmark" 50 144 10.81 35.9016 123.95751 88.05591
"229" "Mininera2005" "2005-10-26" "2005-05-28" "ConboyAndHardwidge_2006" 2005 "Mininera" "AU" "Leura" 50 151 10.81 35.9016 126.51997375 90.61837375
"230" "ShentonPark1974" "1974-09-02" "1974-05-16" "Collins1981" 1974 "ShentonPark" "AU" "SeatonPark" 5 109 11.38 3.7433625 30.33622875 26.59286625
"231" "ShentonPark1974" "1974-09-04" "1974-05-16" "Collins1981" 1974 "ShentonPark" "AU" "MidlandB" 5 111 11.38 3.7433625 30.84360125 27.10023875
"232" "Templeton1993" "1993-09-13" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Dalkeith" 50 133 11.17 32.58812625 121.524536125 88.936409875
"233" "Templeton1993" "1993-09-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "SeatonPark" 50 144 11.17 32.58812625 129.422997375 96.834871125
"234" "Templeton1993" "1993-09-26" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Trikkala" 50 146 11.17 32.58812625 131.422997375 98.834871125
"235" "Templeton1993" "1993-10-08" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Gosse" 50 158 11.17 32.58812625 136.17220175 103.5840755
"236" "Templeton1993" "1993-10-09" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Breedinglines" 50 159 11.17 32.58812625 136.54925175 103.9611255
"237" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Clare" 50 160 11.17 32.58812625 136.89066925 104.302543
"238" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Junee" 50 160 11.17 32.58812625 136.89066925 104.302543
"239" "Templeton1993" "1993-10-10" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Woogenellup" 50 160 11.17 32.58812625 136.89066925 104.302543
"240" "Templeton1993" "1993-10-12" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "MtBarker" 50 162 11.17 32.58812625 137.44744925 104.859323
"241" "Templeton1993" "1993-10-12" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Goulburn" 50 162 11.17 32.58812625 137.44744925 104.859323
"242" "Templeton1993" "1993-10-14" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Karridale" 50 164 11.17 32.58812625 138.2491155 105.66098925
"243" "Templeton1993" "1993-10-15" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "SardinianEcotypes_subterraneum" 50 165 11.17 32.58812625 138.376423 105.78829675
"244" "Templeton1993" "1993-10-15" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "PalmerstonAK948" 50 165 11.17 32.58812625 138.376423 105.78829675
"245" "Templeton1993" "1993-10-16" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Denmark" 50 166 11.17 32.58812625 138.97178925 106.383663
"246" "Templeton1993" "1993-10-16" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Nangeela" 50 166 11.17 32.58812625 138.97178925 106.383663
"247" "Templeton1993" "1993-10-18" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws1801" 50 168 11.17 32.58812625 139.794263 107.20613675
"248" "Templeton1993" "1993-10-19" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "MediterraneanEcotypes_subterraneum" 50 169 11.17 32.58812625 139.99886175 107.4107355
"249" "Templeton1993" "1993-10-20" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Larisa" 50 170 11.17 32.58812625 139.99886175 107.4107355
"250" "Templeton1993" "1993-10-23" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Leura" 50 173 11.17 32.58812625 140.8695305 108.28140425
"251" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws1737" 50 174 11.17 32.58812625 141.23046175 108.6423355
"252" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "PalmerstonNAK920" 50 174 11.17 32.58812625 141.23046175 108.6423355
"253" "Templeton1993" "1993-10-24" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Whatawhataws536" 50 174 11.17 32.58812625 141.23046175 108.6423355
"254" "Templeton1993" "1993-10-26" "1993-05-03" "WiddupAndPennel_2000" 1993 "Templeton" "NZ" "Tallarook" 50 176 11.17 32.58812625 141.98712425 109.398998
"255" "Waggawagga1985" "1985-08-03" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 5 131 12.91 2.90748 62.867100625 59.959620625
"256" "Waggawagga1985" "1985-08-05" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 5 133 12.91 2.90748 64.774605625 61.867125625
"257" "Waggawagga1985" "1985-08-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 5 144 12.91 2.90748 72.485510625 69.578030625
"258" "Waggawagga1985" "1985-08-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 50 146 12.91 2.90748 73.853581875 70.946101875
"259" "Waggawagga1985" "1985-08-24" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 50 152 12.91 2.90748 77.566091875 74.658611875
"260" "Waggawagga1985" "1985-08-29" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 50 157 12.91 2.90748 80.19118625 77.28370625
"261" "Waggawagga1985" "1985-08-31" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Nungarin" 100 159 12.91 2.90748 80.99417375 78.08669375
"262" "Waggawagga1985" "1985-09-02" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 5 161 12.91 2.90748 82.2569075 79.3494275
"263" "Waggawagga1985" "1985-09-05" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 5 164 12.91 2.90748 83.87749125 80.97001125
"264" "Waggawagga1985" "1985-09-08" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 5 167 12.91 2.90748 85.5930725 82.6855925
"265" "Waggawagga1985" "1985-09-08" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Dalkeith" 100 167 12.91 2.90748 85.5930725 82.6855925
"266" "Waggawagga1985" "1985-09-09" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 50 168 12.91 2.90748 86.2180725 83.3105925
"267" "Waggawagga1985" "1985-09-12" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Northam" 100 171 12.91 2.90748 87.930175 85.022695
"268" "Waggawagga1985" "1985-09-14" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 50 173 12.91 2.90748 88.98616125 86.07868125
"269" "Waggawagga1985" "1985-09-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 5 175 12.91 2.90748 89.8199925 86.9125125
"270" "Waggawagga1985" "1985-09-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 5 175 12.91 2.90748 89.8199925 86.9125125
"271" "Waggawagga1985" "1985-09-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 50 176 12.91 2.90748 90.3199925 87.4125125
"272" "Waggawagga1985" "1985-09-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 5 176 12.91 2.90748 90.3199925 87.4125125
"273" "Waggawagga1985" "1985-09-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Daliak" 100 177 12.91 2.90748 90.591545 87.684065
"274" "Waggawagga1985" "1985-09-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 50 177 12.91 2.90748 90.591545 87.684065
"275" "Waggawagga1985" "1985-09-20" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 5 179 12.91 2.90748 91.4398325 88.5323525
"276" "Waggawagga1985" "1985-09-21" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 5 180 12.91 2.90748 92.1331275 89.2256475
"277" "Waggawagga1985" "1985-09-21" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 5 180 12.91 2.90748 92.1331275 89.2256475
"278" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 5 181 12.91 2.90748 92.6331275 89.7256475
"279" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "SeatonPark" 100 181 12.91 2.90748 92.6331275 89.7256475
"280" "Waggawagga1985" "1985-09-22" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 50 181 12.91 2.90748 92.6331275 89.7256475
"281" "Waggawagga1985" "1985-09-25" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 50 184 12.91 2.90748 94.2518725 91.3443925
"282" "Waggawagga1985" "1985-09-25" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 5 184 12.91 2.90748 94.2518725 91.3443925
"283" "Waggawagga1985" "1985-09-26" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Junee" 100 185 12.91 2.90748 94.72646 91.81898
"284" "Waggawagga1985" "1985-09-26" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Trikkala" 100 185 12.91 2.90748 94.72646 91.81898
"285" "Waggawagga1985" "1985-09-29" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Esperance" 100 188 12.91 2.90748 96.08233375 93.17485375
"286" "Waggawagga1985" "1985-10-01" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 50 190 12.91 2.90748 96.40360125 93.49612125
"287" "Waggawagga1985" "1985-10-01" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 50 190 12.91 2.90748 96.40360125 93.49612125
"288" "Waggawagga1985" "1985-10-02" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 50 191 12.91 2.90748 97.1084475 94.2009675
"289" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "SeatonPark" 50 105 10.73 31.79458875 97.7334475 65.93885875
"290" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "Woogenellup" 1 105 10.73 31.79458875 97.7334475 65.93885875
"291" "Waggawagga1985" "1985-10-03" "1985-06-20" "SmethamandDear2003" 1985 "WaggaWagga" "AU" "Trikkala" 1 105 10.73 31.79458875 97.7334475 65.93885875
"292" "Waggawagga1985" "1985-10-06" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Woogenellup" 100 195 12.91 2.90748 99.578760625 96.671280625
"293" "Waggawagga1985" "1985-10-07" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 50 196 12.91 2.90748 100.078760625 97.171280625
"294" "Waggawagga1985" "1985-10-10" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 50 199 12.91 2.90748 100.828760625 97.921280625
"295" "Waggawagga1985" "1985-10-14" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Enfield" 100 203 12.91 2.90748 101.173616875 98.266136875
"296" "Waggawagga1985" "1985-10-16" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "MtBarker" 100 205 12.91 2.90748 101.232439375 98.324959375
"297" "Waggawagga1985" "1985-10-17" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Karridale" 100 206 12.91 2.90748 101.232439375 98.324959375
"298" "Waggawagga1985" "1985-10-18" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "GD56" 100 207 12.91 2.90748 101.427701875 98.520221875
"299" "Waggawagga1985" "1985-10-19" "1985-03-25" "DearEtal1993" 1985 "WaggaWagga" "AU" "Clare" 100 208 12.91 2.90748 101.766495625 98.859015625
"300" "Waggawagga1985" "1986-08-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 5 112 11.36 122.550640625 192.897361875 70.34672125
"301" "Waggawagga1985" "1986-09-04" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 5 117 11.36 122.550640625 195.680943125 73.1303025
"302" "Waggawagga1985" "1986-09-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 5 123 11.36 122.550640625 199.186940625 76.6363
"303" "Waggawagga1985" "1986-09-16" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 50 129 11.36 122.550640625 203.072628125 80.5219875
"304" "Waggawagga1985" "1986-09-17" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 5 130 11.36 122.550640625 203.465965625 80.915325
"305" "Waggawagga1985" "1986-09-18" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 5 131 11.36 122.550640625 203.983796875 81.43315625
"306" "Waggawagga1985" "1986-09-19" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 50 132 11.36 122.550640625 204.821171875 82.27053125
"307" "Waggawagga1985" "1986-09-22" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 50 135 11.36 122.550640625 206.800194375 84.24955375
"308" "Waggawagga1985" "1986-09-24" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 5 137 11.36 122.550640625 207.927551875 85.37691125
"309" "Waggawagga1985" "1986-09-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 5 138 11.36 122.550640625 208.927551875 86.37691125
"310" "Waggawagga1985" "1986-09-26" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 50 139 11.36 122.550640625 209.487138125 86.9364975
"311" "Waggawagga1985" "1986-09-27" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 5 140 11.36 122.550640625 209.796350625 87.24571
"312" "Waggawagga1985" "1986-09-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 50 142 11.36 122.550640625 211.241563125 88.6909225
"313" "Waggawagga1985" "1986-09-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Northam" 100 142 11.36 122.550640625 211.241563125 88.6909225
"314" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Dalkeith" 100 143 11.36 122.550640625 211.647875625 89.097235
"315" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 50 143 11.36 122.550640625 211.647875625 89.097235
"316" "Waggawagga1985" "1986-09-30" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 5 143 11.36 122.550640625 211.647875625 89.097235
"317" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 50 144 11.36 122.550640625 212.082750625 89.53211
"318" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Daliak" 100 144 11.36 122.550640625 212.082750625 89.53211
"319" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 5 144 11.36 122.550640625 212.082750625 89.53211
"320" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Nungarin" 100 144 11.36 122.550640625 212.082750625 89.53211
"321" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 5 144 11.36 122.550640625 212.082750625 89.53211
"322" "Waggawagga1985" "1986-10-01" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 5 144 11.36 122.550640625 212.082750625 89.53211
"323" "Waggawagga1985" "1986-10-02" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 50 145 11.36 122.550640625 212.739988125 90.1893475
"324" "Waggawagga1985" "1986-10-03" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 5 146 11.36 122.550640625 213.197288125 90.6466475
"325" "Waggawagga1985" "1986-10-03" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "SeatonPark" 100 146 11.36 122.550640625 213.197288125 90.6466475
"326" "Waggawagga1985" "1986-10-05" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 50 148 11.36 122.550640625 214.156604375 91.60596375
"327" "Waggawagga1985" "1986-10-06" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Esperance" 100 149 11.36 122.550640625 214.854795625 92.304155
"328" "Waggawagga1985" "1986-10-07" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 5 150 11.36 122.550640625 215.307483125 92.7568425
"329" "Waggawagga1985" "1986-10-09" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 50 152 11.36 122.550640625 216.318808125 93.7681675
"330" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Junee" 100 153 11.36 122.550640625 216.448983125 93.8983425
"331" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 50 153 11.36 122.550640625 216.448983125 93.8983425
"332" "Waggawagga1985" "1986-10-10" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Trikkala" 100 153 11.36 122.550640625 216.448983125 93.8983425
"333" "Waggawagga1985" "1986-10-11" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 50 154 11.36 122.550640625 216.655330625 94.10469
"334" "Waggawagga1985" "1986-10-13" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 50 156 11.36 122.550640625 216.705923125 94.1552825
"335" "Waggawagga1985" "1986-10-14" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 50 157 11.36 122.550640625 216.705923125 94.1552825
"336" "Waggawagga1985" "1986-10-16" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Woogenellup" 100 159 11.36 122.550640625 216.954968125 94.4043275
"337" "Waggawagga1985" "1986-10-24" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 100 167 11.36 122.550640625 220.330675625 97.780035
"338" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 100 168 11.36 122.550640625 220.712788125 98.1621475
"339" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 100 168 11.36 122.550640625 220.712788125 98.1621475
"340" "Waggawagga1985" "1986-10-28" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 100 171 11.36 122.550640625 221.747574375 99.19693375
"341" "Waggawagga1985" "1986-10-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 100 172 11.36 122.550640625 222.123999375 99.57335875
"342" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Dwalganup" 100 131 11.38 13.22690375 77.40379 64.17688625
"343" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Geraldton" 100 131 11.38 13.22690375 77.40379 64.17688625
"344" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Nungarin" 100 131 11.38 13.22690375 77.40379 64.17688625
"345" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Uniwager" 100 131 11.38 13.22690375 77.40379 64.17688625
"346" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Yarloop" 100 145 11.38 13.22690375 83.2892825 70.06237875
"347" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Trikkala" 100 145 11.38 13.22690375 83.2892825 70.06237875
"348" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "SeatonPark" 100 145 11.38 13.22690375 83.2892825 70.06237875
"349" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "BacchusM" 100 145 11.38 13.22690375 83.2892825 70.06237875
"350" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Woogenellup" 100 145 11.38 13.22690375 83.2892825 70.06237875
"351" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Clare" 100 166 11.38 13.22690375 88.81865375 75.59175
"352" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "MtBarker" 100 166 11.38 13.22690375 88.81865375 75.59175
"353" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Howard" 100 166 11.38 13.22690375 88.81865375 75.59175
"354" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Larisa" 100 166 11.38 13.22690375 88.81865375 75.59175
"355" "Whatawhata1979" "1979-11-28" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Tallarook" 100 207 11.38 13.22690375 96.792965 83.56606125
"356" "Whatawhata1989_91" "1989-10-02" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Enfield" 75 152 11.44 11.55698 83.598683125 72.041703125
"357" "Whatawhata1989_91" "1989-10-04" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "GreenRange" 75 154 11.44 11.55698 83.687898125 72.130918125
"358" "Whatawhata1989_91" "1989-10-17" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Meteora" 75 167 11.44 11.55698 85.997799375 74.440819375
"359" "Whatawhata1989_91" "1989-10-22" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Karridale" 75 172 11.44 11.55698 87.811756875 76.254776875
"360" "Whatawhata1989_91" "1989-10-24" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "MtBarker" 75 174 11.44 11.55698 87.939531875 76.382551875
"361" "Whatawhata1989_91" "1989-11-20" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Tallarook" 75 201 11.44 11.55698 92.413371875 80.856391875
"362" "Whatawhata1989_91" "1990-10-31" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Enfield" 75 183 11.51 106.003420625 191.984210625 85.98079
"363" "Whatawhata1989_91" "1990-11-10" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Karridale" 75 193 11.51 106.003420625 195.545224375 89.54180375
"364" "Whatawhata1989_91" "1990-11-11" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "MtBarker" 75 194 11.51 106.003420625 195.798894375 89.79547375
