"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "DaysToFlower" "Tx" "Tm" "Pp" "TMeanSow" "TMeanFlow" "TmeanSowFlow"
"337" "Waggawagga1985" "1986-10-24" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "GD56" 100 167 17.4 9.7 11.36 13.55 9.8 11.675
"338" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Karridale" 100 168 17.4 9.7 11.36 13.55 13.55 13.55
"339" "Waggawagga1985" "1986-10-25" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "MtBarker" 100 168 17.4 9.7 11.36 13.55 13.55 13.55
"340" "Waggawagga1985" "1986-10-28" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Clare" 100 171 17.4 9.7 11.36 13.55 10.05 11.8
"341" "Waggawagga1985" "1986-10-29" "1986-05-10" "DearEtal1993" 1986 "WaggaWagga" "AU" "Enfield" 100 172 17.4 9.7 11.36 13.55 13.5 13.525
"342" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Dwalganup" 100 131 19.5 13.4 11.38 16.45 13.3 14.875
"343" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Geraldton" 100 131 19.5 13.4 11.38 16.45 13.3 14.875
"344" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Nungarin" 100 131 19.5 13.4 11.38 16.45 13.3 14.875
"345" "Whatawhata1979" "1979-09-13" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Uniwager" 100 131 19.5 13.4 11.38 16.45 13.3 14.875
"346" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Yarloop" 100 145 19.5 13.4 11.38 16.45 7.85 12.15
"347" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Trikkala" 100 145 19.5 13.4 11.38 16.45 7.85 12.15
"348" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "SeatonPark" 100 145 19.5 13.4 11.38 16.45 7.85 12.15
"349" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "BacchusM" 100 145 19.5 13.4 11.38 16.45 7.85 12.15
"350" "Whatawhata1979" "1979-09-27" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Woogenellup" 100 145 19.5 13.4 11.38 16.45 7.85 12.15
"351" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Clare" 100 166 19.5 13.4 11.38 16.45 11 13.725
"352" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "MtBarker" 100 166 19.5 13.4 11.38 16.45 11 13.725
"353" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Howard" 100 166 19.5 13.4 11.38 16.45 11 13.725
"354" "Whatawhata1979" "1979-10-18" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Larisa" 100 166 19.5 13.4 11.38 16.45 11 13.725
"355" "Whatawhata1979" "1979-11-28" "1979-05-05" "SheathAndRichardson_1983" 1979 "Whatawhata" "NZ" "Tallarook" 100 207 19.5 13.4 11.38 16.45 15.15 15.8
"356" "Whatawhata1989_91" "1989-10-02" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Enfield" 75 152 21.6 15.1 11.44 18.35 15.1 16.725
"357" "Whatawhata1989_91" "1989-10-04" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "GreenRange" 75 154 21.6 15.1 11.44 18.35 14.9 16.625
"358" "Whatawhata1989_91" "1989-10-17" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Meteora" 75 167 21.6 15.1 11.44 18.35 14.35 16.35
"359" "Whatawhata1989_91" "1989-10-22" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Karridale" 75 172 21.6 15.1 11.44 18.35 16.05 17.2
"360" "Whatawhata1989_91" "1989-10-24" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "MtBarker" 75 174 21.6 15.1 11.44 18.35 13.6 15.975
"361" "Whatawhata1989_91" "1989-11-20" "1989-05-03" "DoddEtAl_1995" 1989 "Whatawhata" "NZ" "Tallarook" 75 201 21.6 15.1 11.44 18.35 15.5 16.925
"362" "Whatawhata1989_91" "1990-10-31" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Enfield" 75 183 20.7 11.7 11.51 16.2 16.2 16.2
"363" "Whatawhata1989_91" "1990-11-10" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Karridale" 75 193 20.7 11.7 11.51 16.2 11.35 13.775
"364" "Whatawhata1989_91" "1990-11-11" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "MtBarker" 75 194 20.7 11.7 11.51 16.2 14.95 15.575
"365" "Whatawhata1989_91" "1990-11-20" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "GreenRange" 75 203 20.7 11.7 11.51 16.2 15.5 15.85
"366" "Whatawhata1989_91" "1990-11-27" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Meteora" 75 210 20.7 11.7 11.51 16.2 16.1 16.15
"367" "Whatawhata1989_91" "1990-12-01" "1990-05-01" "DoddEtAl_1995" 1990 "Whatawhata" "NZ" "Tallarook" 75 214 20.7 11.7 11.51 16.2 15.9 16.05
"368" "Whatawhata1989_91" "1991-08-23" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "Enfield" 75 114 13.9 4.6 11.51 9.25 11.45 10.35
"369" "Whatawhata1989_91" "1991-08-30" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "GreenRange" 75 121 13.9 4.6 11.51 9.25 11.2 10.225
"370" "Whatawhata1989_91" "1991-09-11" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "Karridale" 75 133 13.9 4.6 11.51 9.25 11.6 10.425
"371" "Whatawhata1989_91" "1991-09-21" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "MtBarker" 75 143 13.9 4.6 11.51 9.25 13.15 11.2
"372" "Whatawhata1989_91" "1991-10-07" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "Meteora" 75 159 13.9 4.6 11.51 9.25 12.35 10.8
"373" "Whatawhata1989_91" "1991-10-22" "1991-05-01" "DoddEtAl_1995" 1991 "Whatawhata" "NZ" "Tallarook" 75 174 13.9 4.6 11.51 9.25 13.1 11.175
