"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "DaysToFlower" "Tx" "Tm" "Pp" "TMeanSow" "TMeanFlow" "TmeanSowFlow"
"1" "Adelaide1978" "1978-06-08" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Nungarin" 50 87 30 12.4 13.33 21.2 9.65 15.425
"2" "Adelaide1978" "1978-06-13" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Northam" 50 92 30 12.4 13.33 21.2 11.3 16.25
"3" "Adelaide1978" "1978-06-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Dwalganup" 50 100 30 12.4 13.33 21.2 10.75 15.975
"4" "Adelaide1978" "1978-07-20" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Yarloop" 50 129 30 12.4 13.33 21.2 8.95 15.075
"5" "Adelaide1978" "1978-07-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Trikkala" 50 130 30 12.4 13.33 21.2 6.2 13.7
"6" "Adelaide1978" "1978-07-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Geraldton" 50 130 30 12.4 13.33 21.2 6.2 13.7
"7" "Adelaide1978" "1978-07-23" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Dinninup" 50 132 30 12.4 13.33 21.2 6.2 13.7
"8" "Adelaide1978" "1978-07-23" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Uniwager" 50 132 30 12.4 13.33 21.2 6.2 13.7
"9" "Adelaide1978" "1978-07-25" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Daliak" 50 134 30 12.4 13.33 21.2 6.65 13.925
"10" "Adelaide1978" "1978-07-31" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "SeatonPark" 50 140 30 12.4 13.33 21.2 9.25 15.225
"11" "Adelaide1978" "1978-08-09" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "BacchusM" 50 149 30 12.4 13.33 21.2 7.55 14.375
"12" "Adelaide1978" "1978-08-15" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Woogenellup" 50 155 30 12.4 13.33 21.2 12.2 16.7
"13" "Adelaide1978" "1978-08-22" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Clare" 50 162 30 12.4 13.33 21.2 15.4 18.3
"14" "Adelaide1978" "1978-09-01" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Howard" 50 172 30 12.4 13.33 21.2 11.75 16.475
"15" "Adelaide1978" "1978-09-16" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "MtBarker" 50 187 30 12.4 13.33 21.2 12.45 16.825
"16" "Adelaide1978" "1978-09-20" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Larisa" 50 191 30 12.4 13.33 21.2 8.25 14.725
"17" "Adelaide1978" "1978-09-27" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Nangeela" 50 198 30 12.4 13.33 21.2 10.7 15.95
"18" "Adelaide1978" "1978-10-12" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Tallarook" 50 213 30 12.4 13.33 21.2 7.75 14.475
"19" "Ballantrae1982" "1982-09-03" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "SeatonPark" 1 132 11.5 2.2 11.67 6.85 11.4 9.125
"20" "Ballantrae1982" "1982-09-05" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Trikkala" 1 134 11.5 2.2 11.67 6.85 17.1 11.975
"21" "Ballantrae1982" "1982-09-07" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Howard" 1 136 11.5 2.2 11.67 6.85 13.9 10.375
"22" "Ballantrae1982" "1982-09-16" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Woogenellup" 1 145 11.5 2.2 11.67 6.85 13.2 10.025
"23" "Ballantrae1982" "1982-09-22" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Clare" 1 151 11.5 2.2 11.67 6.85 16.15 11.5
"24" "Ballantrae1982" "1982-10-04" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Larisa" 1 163 11.5 2.2 11.67 6.85 16.4 11.625
"25" "Ballantrae1982" "1982-10-04" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Nangeela" 1 163 11.5 2.2 11.67 6.85 16.4 11.625
"26" "Ballantrae1982" "1982-10-07" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "MtBarker" 1 166 11.5 2.2 11.67 6.85 17.6 12.225
"27" "Ballantrae1982" "1982-10-16" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Tallarook" 1 175 11.5 2.2 11.67 6.85 11.4 9.125
"28" "Carvossa1981" "1981-09-08" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Trikkala" 1 130 14.3 -0.8 11.29 6.75 6.45 6.6
"29" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Woogenellup" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"30" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Clare" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"31" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Howard" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"32" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Nangeela" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"33" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "SeatonPark" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"34" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "MtBarker" 1 144 14.3 -0.8 11.29 6.75 11.6 9.175
"35" "Carvossa1981" "1981-09-27" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Tallarook" 1 149 14.3 -0.8 11.29 6.75 9.8 8.275
"36" "Carvossa1981" "1981-10-08" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Larisa" 1 160 14.3 -0.8 11.29 6.75 11.45 9.1
"37" "Christchurch1993" "1993-09-08" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "15077" 1 129 12.4 5.8 11.22 9.1 5 7.05
"38" "Christchurch1993" "1993-09-14" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "Dalkeith" 1 135 12.4 5.8 11.22 9.1 9.65 9.375
"39" "Christchurch1993" "1993-09-21" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "015258b" 1 142 12.4 5.8 11.22 9.1 6.6 7.85
"40" "Christchurch1993" "1993-09-24" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "DalkelthWithMaru" 1 145 12.4 5.8 11.22 9.1 9.45 9.275
"41" "Christchurch1993" "1993-09-28" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "015258C" 1 149 12.4 5.8 11.22 9.1 4.8 6.95
"42" "Christchurch1993" "1993-10-01" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "12683" 1 152 12.4 5.8 11.22 9.1 11.7 10.4
"43" "Christchurch1993" "1993-10-04" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "Enfield" 1 155 12.4 5.8 11.22 9.1 11.55 10.325
"44" "Christchurch1993" "1993-10-05" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "142118" 1 156 12.4 5.8 11.22 9.1 13.6 11.35
"45" "Christchurch1993" "1993-10-06" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "014205A" 1 157 12.4 5.8 11.22 9.1 19.35 14.225
"46" "Christchurch1993" "1993-10-06" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "9756" 1 157 12.4 5.8 11.22 9.1 19.35 14.225
"47" "Christchurch1993" "1993-10-08" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "01421fA" 1 159 12.4 5.8 11.22 9.1 13.6 11.35
"48" "Christchurch1993" "1993-10-09" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "014326f-l" 1 160 12.4 5.8 11.22 9.1 11.65 10.375
"49" "Christchurch1993" "1993-10-09" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "014555A" 1 160 12.4 5.8 11.22 9.1 11.65 10.375
"50" "Christchurch1993" "1993-10-09" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "14198" 1 160 12.4 5.8 11.22 9.1 11.65 10.375
"51" "Christchurch1993" "1993-10-12" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "12722" 1 163 12.4 5.8 11.22 9.1 10.35 9.725
"52" "Christchurch1993" "1993-10-13" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "01421IC" 1 164 12.4 5.8 11.22 9.1 8.45 8.775
"53" "Christchurch1993" "1993-10-15" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "144548" 1 166 12.4 5.8 11.22 9.1 14.4 11.75
"54" "Christchurch1993" "1993-10-18" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "Tallarook" 1 169 12.4 5.8 11.22 9.1 12.95 11.025
"55" "Christchurch1993" "1993-10-25" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "142058" 1 176 12.4 5.8 11.22 9.1 11.75 10.425
"56" "Condobolin1986" "1986-07-14" "1986-03-25" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 111 35.4 21.2 12.89 28.3 6.65 17.475
"57" "Condobolin1986" "1986-07-24" "1986-04-16" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 99 27 12.9 12.15 19.95 8.1 14.025
"58" "Condobolin1986" "1986-08-19" "1986-05-05" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 106 21.5 6.2 11.59 13.85 10.4 12.125
"59" "Condobolin1986" "1986-08-26" "1986-03-25" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 154 35.4 21.2 12.89 28.3 12 20.15
"60" "Condobolin1986" "1986-08-27" "1986-04-16" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 133 27 12.9 12.15 19.95 12.9 16.425
"61" "Condobolin1986" "1986-08-30" "1986-05-05" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 117 21.5 6.2 11.59 13.85 9.7 11.775
"62" "Condobolin1986" "1986-08-31" "1986-05-05" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 118 21.5 6.2 11.59 13.85 9.8 11.825
"63" "Condobolin1986" "1986-08-31" "1986-05-27" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 96 15 10.8 11.1 12.9 9.8 11.35
"64" "Condobolin1986" "1986-09-03" "1986-04-16" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 140 27 12.9 12.15 19.95 17.75 18.85
"65" "Condobolin1986" "1986-09-03" "1986-03-25" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 162 35.4 21.2 12.89 28.3 17.75 23.025
"66" "Condobolin1986" "1986-09-06" "1986-05-27" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 102 15 10.8 11.1 12.9 10.8 11.85
"67" "Condobolin1986" "1986-09-08" "1986-05-27" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 104 15 10.8 11.1 12.9 12.8 12.85
"68" "Condobolin1986" "1986-09-11" "1986-06-19" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 84 20 3.8 10.88 11.9 12.85 12.375
"69" "Condobolin1986" "1986-09-18" "1986-06-19" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 91 20 3.8 10.88 11.9 13.4 12.65
"70" "Condobolin1986" "1986-09-19" "1986-06-19" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 92 20 3.8 10.88 11.9 12.4 12.15
"71" "Condobolin1986" "1986-09-22" "1986-07-07" "YoungEtal_1994" 1986 "Condobolin" "AU" "Nungarin" 50 77 15 10 10.95 12.5 12.1 12.3
"72" "Condobolin1986" "1986-09-27" "1986-07-07" "YoungEtal_1994" 1986 "Condobolin" "AU" "Dalkeith" 50 82 15 10 10.95 12.5 16.55 14.525
"73" "Condobolin1986" "1986-09-29" "1986-07-07" "YoungEtal_1994" 1986 "Condobolin" "AU" "SeatonPark" 50 84 15 10 10.95 12.5 16.4 14.45
"74" "Crowmwell1965" "1965-09-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Geraldton" 50 225 22.8 13.8 15.01 18.3 8.6 13.45
"75" "Crowmwell1965" "1965-09-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Yarloop" 50 225 22.8 13.8 15.01 18.3 8.6 13.45
"76" "Crowmwell1965" "1965-09-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Dwang" 50 225 22.8 13.8 15.01 18.3 8.6 13.45
"77" "Crowmwell1965" "1965-10-15" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Clare" 50 240 22.8 13.8 15.01 18.3 10.9 14.6
"78" "Crowmwell1965" "1965-10-15" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Woogenellup" 50 240 22.8 13.8 15.01 18.3 10.9 14.6
"79" "Crowmwell1965" "1965-10-22" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Kilmore" 50 247 22.8 13.8 15.01 18.3 14 16.15
"80" "Crowmwell1965" "1965-10-22" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "EdenHope" 50 247 22.8 13.8 15.01 18.3 14 16.15
"81" "Crowmwell1965" "1965-10-22" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "BacchusM" 50 247 22.8 13.8 15.01 18.3 14 16.15
"82" "Crowmwell1965" "1965-10-22" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "MtBarker" 50 247 22.8 13.8 15.01 18.3 14 16.15
"83" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "TallarookvsWenig" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"84" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Portugal294" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"85" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Boomerang" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"86" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Wenigup" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"87" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Derrinal" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"88" "Crowmwell1965" "1965-10-30" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Nangeela" 50 255 22.8 13.8 15.01 18.3 12.75 15.525
"89" "Crowmwell1965" "1965-11-15" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Tallarook" 50 271 22.8 13.8 15.01 18.3 8.1 13.2
"90" "Crowmwell1965" "1965-11-15" "1965-02-17" "Smetham1968" 1965 "Cromwell" "NZ" "Bena" 50 271 22.8 13.8 15.01 18.3 8.1 13.2
"91" "Katanning1990" "1990-06-29" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 87 33.6 11.9 12.58 22.75 7.55 15.15
"92" "Katanning1990" "1990-08-03" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 122 33.6 11.9 12.58 22.75 8.75 15.75
"93" "Katanning1990" "1990-08-06" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 125 33.6 11.9 12.58 22.75 9.7 16.225
"94" "Katanning1990" "1990-08-11" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 100 21.1 9.8 11.62 15.45 9.3 12.375
"95" "Katanning1990" "1990-08-16" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 74 16.6 11.6 10.97 14.1 9.05 11.575
"96" "Katanning1990" "1990-08-28" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 86 16.6 11.6 10.97 14.1 10 12.05
"97" "Katanning1990" "1990-08-29" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 87 16.6 11.6 10.97 14.1 10.2 12.15
"98" "Katanning1990" "1990-09-04" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 154 33.6 11.9 12.58 22.75 8.35 15.55
"99" "Katanning1990" "1990-09-04" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 124 21.1 9.8 11.62 15.45 8.35 11.9
"100" "Katanning1990" "1990-09-06" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 126 21.1 9.8 11.62 15.45 11.8 13.625
"101" "Katanning1990" "1990-09-07" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 96 16.6 11.6 10.97 14.1 13.9 14
"102" "Katanning1990" "1990-09-09" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 98 16.6 11.6 10.97 14.1 13.55 13.825
"103" "Katanning1990" "1990-09-10" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 99 16.6 11.6 10.97 14.1 13.3 13.7
"104" "Katanning1990" "1990-09-13" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 102 16.6 11.6 10.97 14.1 8.1 11.1
"105" "Katanning1990" "1990-09-13" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 133 21.1 9.8 11.62 15.45 8.1 11.775
"106" "Katanning1990" "1990-09-16" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 166 33.6 11.9 12.58 22.75 10.45 16.6
"107" "Katanning1990" "1990-09-18" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 107 16.6 11.6 10.97 14.1 15.3 14.7
"108" "Katanning1990" "1990-09-20" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 170 33.6 11.9 12.58 22.75 14.5 18.625
"109" "Katanning1990" "1990-09-20" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 170 33.6 11.9 12.58 22.75 14.5 18.625
"110" "Katanning1990" "1990-09-21" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 110 16.6 11.6 10.97 14.1 9.9 12
"111" "Katanning1990" "1990-09-22" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 111 16.6 11.6 10.97 14.1 13 13.55
"112" "Katanning1990" "1990-09-24" "1990-04-03" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 174 33.6 11.9 12.58 22.75 6.5 14.625
"113" "Katanning1990" "1990-09-26" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 115 16.6 11.6 10.97 14.1 11.75 12.925
"114" "Katanning1990" "1990-09-29" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 149 21.1 9.8 11.62 15.45 7.8 11.625
"115" "Katanning1990" "1990-09-30" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 150 21.1 9.8 11.62 15.45 13.15 14.3
"116" "Katanning1990" "1990-09-30" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 119 16.6 11.6 10.97 14.1 13.15 13.625
"117" "Katanning1990" "1990-10-04" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 154 21.1 9.8 11.62 15.45 16.5 15.975
"118" "Katanning1990" "1990-10-05" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 124 16.6 11.6 10.97 14.1 10.85 12.475
"119" "Katanning1990" "1990-10-06" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 125 16.6 11.6 10.97 14.1 13.5 13.8
"120" "Katanning1990" "1990-10-08" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 68 12.8 8 11.33 10.4 11.45 10.925
"121" "Katanning1990" "1990-10-08" "1990-05-03" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 158 21.1 9.8 11.62 15.45 11.45 13.45
"122" "Katanning1990" "1990-10-11" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 71 12.8 8 11.33 10.4 12.45 11.425
"123" "Katanning1990" "1990-10-12" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 131 16.6 11.6 10.97 14.1 11.55 12.825
"124" "Katanning1990" "1990-10-13" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 73 12.8 8 11.33 10.4 14.75 12.575
"125" "Katanning1990" "1990-10-15" "1990-06-03" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 134 16.6 11.6 10.97 14.1 14.5 14.3
"126" "Katanning1990" "1990-10-31" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 60 17 2.8 12.23 9.9 13.35 11.625
"127" "Katanning1990" "1990-11-01" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 92 12.8 8 11.33 10.4 10.4 10.4
"128" "Katanning1990" "1990-11-01" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 61 17 2.8 12.23 9.9 10.4 10.15
"129" "Katanning1990" "1990-11-02" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 62 17 2.8 12.23 9.9 10.15 10.025
"130" "Katanning1990" "1990-11-04" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 95 12.8 8 11.33 10.4 11.5 10.95
"131" "Katanning1990" "1990-11-06" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 97 12.8 8 11.33 10.4 14.55 12.475
"132" "Katanning1990" "1990-11-08" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 99 12.8 8 11.33 10.4 17.8 14.1
"133" "Katanning1990" "1990-11-10" "1990-08-01" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 101 12.8 8 11.33 10.4 16.1 13.25
"134" "Katanning1990" "1990-11-21" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Trikkala" 50 51 19.5 7.8 13.29 13.65 15.6 14.625
"135" "Katanning1990" "1990-11-22" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Dalkeith" 50 52 19.5 7.8 13.29 13.65 14.45 14.05
"136" "Katanning1990" "1990-11-24" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Nungarin" 50 54 19.5 7.8 13.29 13.65 14.1 13.875
"137" "Katanning1990" "1990-11-29" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 89 17 2.8 12.23 9.9 14 11.95
"138" "Katanning1990" "1990-12-02" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 92 17 2.8 12.23 9.9 18.6 14.25
"139" "Katanning1990" "1990-12-06" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 96 17 2.8 12.23 9.9 18.35 14.125
"140" "Katanning1990" "1990-12-06" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 96 17 2.8 12.23 9.9 18.35 14.125
"141" "Katanning1990" "1990-12-22" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Karridale" 50 82 19.5 7.8 13.29 13.65 18.9 16.275
"142" "Katanning1990" "1990-12-23" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Woogenellup" 50 83 19.5 7.8 13.29 13.65 16.05 14.85
"143" "Katanning1990" "1990-12-23" "1990-09-01" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 113 17 2.8 12.23 9.9 16.05 12.975
"144" "Katanning1990" "1990-12-24" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Larisa" 50 84 19.5 7.8 13.29 13.65 16.3 14.975
"145" "Katanning1990" "1990-12-25" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "Meteora" 50 85 19.5 7.8 13.29 13.65 18.2 15.925
"146" "Katanning1990" "1991-01-01" "1990-10-01" "Evansetal1992" 1990 "Katanning" "AU" "MtBarker" 50 92 19.5 7.8 13.29 13.65 20.45 17.05
"147" "Launceston1987" "1987-09-09" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 129 14.3 11.5 11.28 12.9 9 10.95
"148" "Launceston1987" "1987-09-15" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 135 14.3 11.5 11.28 12.9 10.15 11.525
"149" "Launceston1987" "1987-09-18" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 107 14.7 6 10.4 10.35 11.7 11.025
"150" "Launceston1987" "1987-09-21" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 141 14.3 11.5 11.28 12.9 11.55 12.225
"151" "Launceston1987" "1987-09-25" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 145 14.3 11.5 11.28 12.9 11.45 12.175
"152" "Launceston1987" "1987-09-27" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Dalkeith" 50 116 14.7 6 10.4 10.35 12.7 11.525
"153" "Launceston1987" "1987-10-03" "1987-07-03" "Evansetal1992" 1987 "Launceston" "AU" "Nungarin" 50 92 11.4 -2 10.27 4.7 17.35 11.025
"154" "Launceston1987" "1987-10-04" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "MtBarker" 50 154 14.3 11.5 11.28 12.9 15.2 14.05
"155" "Launceston1987" "1987-10-04" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Woogenellup" 50 123 14.7 6 10.4 10.35 15.2 12.775
"156" "Launceston1987" "1987-10-04" "1987-05-03" "Evansetal1992" 1987 "Launceston" "AU" "Karridale" 50 154 14.3 11.5 11.28 12.9 15.2 14.05
"157" "Launceston1987" "1987-10-06" "1987-06-03" "Evansetal1992" 1987 "Launceston" "AU" "Trikkala" 50 125 14.7 6 10.4 10.35 11 10.675
