"LocationYear" "Date" "Tx" "Tm" "Pp" "TTday" "TTday_s" "diff"
"2277" "Melbourne1969" 1969-11-04 19.9 14.8 14.79 17.400745 17.35 99.7083745552274
"2278" "Melbourne1969" 1969-11-05 17.3 11.3 14.83 14.3597 14.3 99.584253152921
"2279" "Melbourne1969" 1969-11-06 15.4 12.1 14.86 13.782835 13.75 99.7617688958766
"2280" "Melbourne1969" 1969-11-07 20.8 13 14.9 16.874915 16.9 100.14865260062
"2281" "Melbourne1969" 1969-11-08 15.1 12.3 14.93 13.72786 13.7 99.797055039897
"2282" "Melbourne1969" 1969-11-09 22.7 12.3 14.97 17.0023 17.5 102.92725101898
"2283" "Melbourne1969" 1969-11-10 30.1 9.9 15 16.956365 20 117.949808228356
"2284" "Melbourne1969" 1969-11-11 25.2 19.1 15.04 19.896695 22.15 111.325021567652
"2285" "Melbourne1969" 1969-11-12 18.4 11.4 15.07 14.96965 14.9 99.5347252607776
"2286" "Melbourne1969" 1969-11-13 18.2 10.7 15.11 14.524625 14.45 99.4862173722213
"2287" "Melbourne1969" 1969-11-14 21.1 5.4 15.14 13.307965 13.25 99.5644337808222
"2288" "Melbourne1969" 1969-11-15 18.8 10.6 15.17 14.78159 14.7 99.4480296098052
"2289" "Melbourne1969" 1969-11-16 18.2 6.8 15.2 12.61343 12.5 99.1007204225972
"2290" "Melbourne1969" 1969-11-17 19.3 9.7 15.23 14.59552 14.5 99.3455526079235
"2291" "Melbourne1969" 1969-11-18 23.2 6.8 15.26 14.56777 15 102.967029270781
"2292" "Melbourne1969" 1969-11-19 23.3 7.9 15.29 15.120345 15.6 103.172249045905
"2293" "Melbourne1969" 1969-11-20 22.2 11.5 15.32 16.5399475 16.85 101.874567618791
"2294" "Melbourne1969" 1969-11-21 23.2 13 15.35 17.4049 18.1 103.99370292274
"2295" "Melbourne1969" 1969-11-22 21.8 14.6 15.38 17.8814 18.2 101.781739684812
"2296" "Melbourne1969" 1969-11-23 23.8 15.3 15.41 18.4942625 19.55 105.708459583073
"2297" "Melbourne1969" 1969-11-24 20.6 10.2 15.43 15.45448 15.4 99.6474808599189
"2298" "Melbourne1969" 1969-11-25 18.4 10 15.46 14.28358 14.2 99.4148525789753
"2299" "Melbourne1969" 1969-11-26 16.7 8 15.48 12.436565 12.35 99.3039476736543
"2300" "Melbourne1969" 1969-11-27 16.8 9.1 15.51 13.026615 12.95 99.411857953889
"2301" "Melbourne1969" 1969-11-28 27.8 3.8 15.53 14.063 15.8 112.351560833393
"2302" "Melbourne1969" 1969-11-29 31.4 11.7 15.55 17.6809525 21.55 121.882573916762
"2303" "Melbourne1969" 1969-11-30 20.1 12 15.58 16.130595 16.05 99.5003594101768
"2304" "Melbourne1969" 1969-12-01 18.8 9 15.6 13.99751 13.9 99.3033761004636
"2305" "Melbourne1969" 1969-12-02 20.1 8.9 15.62 14.61144 14.5 99.2373099434416
"2306" "Melbourne1969" 1969-12-03 17.1 7.1 15.64 12.1995 12.1 99.1843928029838
"2307" "Melbourne1969" 1969-12-04 16.8 8 15.65 12.48756 12.4 99.2988221878413
"2308" "Melbourne1969" 1969-12-05 17.3 8.7 15.67 13.08557 13 99.3460735757021
"2309" "Melbourne1969" 1969-12-06 23.5 11.7 15.69 16.8716 17.6 104.317314303326
"2310" "Melbourne1969" 1969-12-07 24 12 15.7 17.094 18 105.300105300105
"2311" "Melbourne1969" 1969-12-08 15.4 11.2 15.72 13.34179 13.3 99.6867736638037
"2312" "Melbourne1969" 1969-12-09 16 6.2 15.73 11.19751 11.1 99.1291813983644
"2313" "Melbourne1969" 1969-12-10 16.8 7.3 15.75 12.144525 12.05 99.2216657300306
"2314" "Melbourne1969" 1969-12-11 20.1 9 15.76 14.660445 14.55 99.246646333041
"2315" "Melbourne1969" 1969-12-12 18.6 9 15.77 13.89552 13.8 99.3125841997996
"2316" "Melbourne1969" 1969-12-13 20.7 9.2 15.78 15.005675 14.95 99.6289737049483
"2317" "Melbourne1969" 1969-12-14 14.9 9.3 15.79 12.15572 12.1 99.5416149763239
"2318" "Melbourne1969" 1969-12-15 18.5 6.7 15.8 12.71741 12.6 99.0767774255922
"2319" "Melbourne1969" 1969-12-16 27.1 5.6 15.8 14.75175 16.35 110.834307793991
"2320" "Melbourne1969" 1969-12-17 29.4 13.4 15.81 18.2892 21.4 117.008945169827
"2321" "Melbourne1969" 1969-12-18 34.4 15.2 15.81 18.242 24.8 135.950005481855
"2322" "Melbourne1969" 1969-12-19 22.8 13.7 15.82 17.65045 18.25 103.396797248795
"2323" "Melbourne1969" 1969-12-20 20.1 12.9 15.82 16.57164 16.5 99.5676951707857
"2324" "Melbourne1969" 1969-12-21 16.4 10.1 15.82 13.312685 13.25 99.529133304063
"2325" "Melbourne1969" 1969-12-22 17.6 11.4 15.82 14.56169 14.5 99.5763541182376
"2326" "Melbourne1969" 1969-12-23 24.3 8.2 15.82 15.43445 16.25 105.283958936017
"2327" "Melbourne1969" 1969-12-24 29.2 9.1 15.82 16.5464325 19.15 115.734917481457
"2328" "Melbourne1969" 1969-12-25 33.2 12.1 15.82 17.525655 22.65 129.239106897859
"2329" "Melbourne1969" 1969-12-26 25.8 13.8 15.81 18.0919 19.8 109.441241660633
"2330" "Melbourne1969" 1969-12-27 24.1 11.7 15.81 16.9763 17.9 105.441114966159
"2331" "Melbourne1969" 1969-12-28 27.4 10.7 15.8 17.0087275 19.05 112.001324026151
"2332" "Melbourne1969" 1969-12-29 31.3 12.2 15.8 17.8823575 21.75 121.62825846648
"2333" "Melbourne1969" 1969-12-30 21.4 9.4 15.79 15.3191 15.4 100.528098909205
"2334" "Melbourne1969" 1969-12-31 18.2 7.8 15.78 13.10348 13 99.2102861224652
"2335" "Melbourne1969" 1970-01-01 18.3 7.3 15.77 12.90945 12.8 99.1521714712865
"2336" "Melbourne1969" 1970-01-02 27.3 5.8 15.76 14.87675 16.55 111.247416270355
"2337" "Melbourne1969" 1970-01-03 29.3 12.9 15.75 18.07893 21.1 116.710446912511
"2338" "Melbourne1969" 1970-01-04 38 10.4 15.73 15.83225 24.2 152.852563596457
"2339" "Melbourne1969" 1970-01-05 17.3 16.2 15.72 16.760945 16.75 99.9346993859833
"2340" "Melbourne1969" 1970-01-06 17.3 8.1 15.71 12.79154 12.7 99.2843707638017
"2341" "Melbourne1969" 1970-01-07 18.2 10.9 15.69 14.622635 14.55 99.5032701014557
"2342" "Carvossa1981" 1980-12-16 27.9 13.2 16.51 18.0600775 20.55 113.786887127145
"2343" "Carvossa1981" 1980-12-17 28.4 14.5 16.52 18.6126925 21.45 115.243939048582
"2344" "Carvossa1981" 1980-12-18 25.5 11.4 16.52 17.08545 18.45 107.986620194376
"2345" "Carvossa1981" 1980-12-19 27.3 16.6 16.53 19.2447525 21.95 114.057065685828
"2346" "Carvossa1981" 1980-12-20 27 9.5 16.53 16.4881875 18.25 110.685301219434
"2347" "Carvossa1981" 1980-12-21 22.3 10.7 16.53 16.18513 16.5 101.945427685783
"2348" "Carvossa1981" 1980-12-22 16 9.5 16.53 12.814675 12.75 99.495305187217
"2349" "Carvossa1981" 1980-12-23 15.8 9.4 16.53 12.66368 12.6 99.4971445898823
"2350" "Carvossa1981" 1980-12-24 19 11.3 16.52 15.226615 15.15 99.4968349826931
"2351" "Carvossa1981" 1980-12-25 21.6 12.9 16.52 17.0450975 17.25 101.20211984707
"2352" "Carvossa1981" 1980-12-26 22.6 9.7 16.51 15.7892825 16.15 102.284571829024
"2353" "Carvossa1981" 1980-12-27 19.3 10.9 16.51 15.18358 15.1 99.4495369339774
"2354" "Carvossa1981" 1980-12-28 16.4 4.8 16.5 10.71542 10.6 98.9228606998139
"2355" "Carvossa1981" 1980-12-29 21.3 11.4 16.49 16.2470075 16.35 100.633916738205
"2356" "Carvossa1981" 1980-12-30 27.6 13 16.48 17.950145 20.3 113.091008457035
"2357" "Carvossa1981" 1980-12-31 19.7 8.4 16.47 14.162435 14.05 99.2061040350759
"2358" "Carvossa1981" 1981-01-01 26.2 16.5 16.46 19.1586775 21.35 111.437754510978
"2359" "Carvossa1981" 1981-01-02 27.5 16.6 16.45 19.2544675 22.05 114.518877242385
"2360" "Carvossa1981" 1981-01-03 20.8 11.3 16.44 16.0630375 16.05 99.9188354008387
"2361" "Carvossa1981" 1981-01-04 30.4 15.4 16.42 18.991125 22.9 120.582640575532
"2362" "Carvossa1981" 1981-01-05 25.4 12.5 16.4 17.5312925 18.95 108.09242957985
"2363" "Carvossa1981" 1981-01-06 23.8 9.3 16.38 15.84275 16.55 104.464187088731
"2364" "Carvossa1981" 1981-01-07 19.7 3 16.36 11.516165 11.35 98.5571151507468
"2365" "Carvossa1981" 1981-01-08 19 4.2 16.34 11.74726 11.6 98.7464310826525
"2366" "Carvossa1981" 1981-01-09 29.3 7.7 16.32 15.99542 18.5 115.658107133167
"2367" "Carvossa1981" 1981-01-10 31.5 8.9 16.3 16.563745 20.2 121.953096959655
"2368" "Carvossa1981" 1981-01-11 32.3 14.6 16.27 18.480585 23.45 126.889922586325
"2369" "Carvossa1981" 1981-01-12 21.6 10.3 16.25 15.8034025 15.95 100.92763251458
"2370" "Carvossa1981" 1981-01-13 15.4 7.4 16.22 11.4796 11.4 99.3065960486428
"2371" "Carvossa1981" 1981-01-14 25.2 7.4 16.2 15.2311 16.3 107.017877894571
"2372" "Carvossa1981" 1981-01-15 20.73 12.2 16.17 16.47378525 16.465 99.9466713334751
"2373" "Carvossa1981" 1981-01-16 32 15.2 16.14 18.72564 23.6 126.030405369323
"2374" "Carvossa1981" 1981-01-17 21 12.2 16.11 16.54734 16.6 100.318238460079
"2375" "Carvossa1981" 1981-01-18 24.6 6.5 16.08 14.72095 15.55 105.631769688777
"2376" "Carvossa1981" 1981-01-19 31.7 16.7 16.05 19.236375 24.2 125.803328329792
"2377" "Carvossa1981" 1981-01-20 28.6 12.9 16.01 18.0094025 20.75 115.217592588094
"2378" "Carvossa1981" 1981-01-21 16.3 12.2 15.98 14.290795 14.25 99.7145365250849
"2379" "Carvossa1981" 1981-01-22 33.2 15.4 15.94 18.56169 24.3 130.914803555064
"2380" "Carvossa1981" 1981-01-23 28 11 15.91 17.188525 19.5 113.447779841493
"2381" "Carvossa1981" 1981-01-24 25.83 8.5 15.87 15.836585 17.165 108.388266788578
"2382" "Carvossa1981" 1981-01-25 29.4 15.3 15.84 18.9224075 22.35 118.113934498028
"2383" "Carvossa1981" 1981-01-26 29 7.7 15.8 15.9656225 18.35 114.934447435419
"2384" "Carvossa1981" 1981-01-27 27.7 12.8 15.76 17.8799425 20.25 113.255397773231
"2385" "Carvossa1981" 1981-01-28 28.7 15.4 15.72 18.9210475 22.05 116.536888351451
"2386" "Carvossa1981" 1981-01-29 20.3 14.2 15.68 17.288445 17.25 99.7776260386634
"2387" "Carvossa1981" 1981-01-30 17.3 9.8 15.64 13.624625 13.55 99.4522785030781
"2388" "Carvossa1981" 1981-01-31 15.8 9.8 15.6 12.8597 12.8 99.5357589990435
"2389" "Carvossa1981" 1981-02-01 25 4.7 15.56 13.97985 14.85 106.224315711542
"2390" "Carvossa1981" 1981-02-02 18.7 5.1 15.52 12.03532 11.9 98.8756426916775
"2391" "Carvossa1981" 1981-02-03 25.6 5 15.47 14.2197 15.3 107.597206692124
"2392" "Carvossa1981" 1981-02-04 25.3 15 15.43 18.5230475 20.15 108.783395388907
"2393" "Carvossa1981" 1981-02-05 26.8 11.5 15.39 17.2696725 19.15 110.888032184745
"2394" "Carvossa1981" 1981-02-06 27.8 9 15.34 16.36731 18.4 112.419206332623
"2395" "Carvossa1981" 1981-02-07 18.3 5.1 15.3 11.83134 11.7 98.889897509496
"2396" "Carvossa1981" 1981-02-08 23.2 5.8 15.25 14.090195 14.5 102.908440940668
"2397" "Carvossa1981" 1981-02-09 31.3 12 15.21 17.8027225 21.65 121.610613208176
"2398" "Carvossa1981" 1981-02-10 31.7 23.2 15.16 19.6810375 27.45 139.474354438886
"2399" "Carvossa1981" 1981-02-11 29.5 12.3 15.11 17.85839 20.9 117.031826497237
"2400" "Carvossa1981" 1981-02-12 15.2 10.1 15.07 12.700745 12.65 99.6004565086536
"2401" "Carvossa1981" 1981-02-13 18.7 11 15.02 14.926615 14.85 99.4867222072787
"2402" "Carvossa1981" 1981-02-14 19.3 13.8 14.97 16.604725 16.55 99.6704251350143
"2403" "Carvossa1981" 1981-02-15 29 15.3 14.92 18.9029775 22.15 117.177307120003
"2404" "Carvossa1981" 1981-02-16 27 9.1 14.88 16.31105 18.05 110.661177545284
"2405" "Carvossa1981" 1981-02-17 21.3 8.4 14.83 14.8142825 14.85 100.241101788089
"2406" "Carvossa1981" 1981-02-18 22.7 10.4 14.78 16.14635 16.55 102.499945808186
"2407" "Carvossa1981" 1981-02-19 22.7 5 14.73 13.5719225 13.85 102.048917535449
"2408" "Carvossa1981" 1981-02-20 22.3 11.1 14.68 16.37616 16.7 101.977508768844
"2409" "Carvossa1981" 1981-02-21 25.9 7.9 14.63 15.5785 16.9 108.482844946561
"2410" "Carvossa1981" 1981-02-22 18.7 12.3 14.58 15.56368 15.5 99.5908422686665
"2411" "Carvossa1981" 1981-02-23 19.8 12.5 14.53 16.222635 16.15 99.5522613928008
"2412" "Carvossa1981" 1981-02-24 14.3 12.7 14.48 13.51592 13.5 99.8822129755133
"2413" "Carvossa1981" 1981-02-25 23.6 12 14.43 17.0242 17.8 104.55704232798
"2414" "Carvossa1981" 1981-02-26 28.7 11.9 14.38 17.61866 20.3 115.218751028739
"2415" "Carvossa1981" 1981-02-27 24.1 13.2 14.33 17.65205 18.65 105.653451015604
"2416" "Carvossa1981" 1981-02-28 20.3 11.5 14.28 15.97206 15.9 99.5488371568852
"2417" "Carvossa1981" 1981-03-01 25.1 14.7 14.23 18.38298 19.9 108.252307297293
"2418" "Carvossa1981" 1981-03-02 16.8 10.9 14.18 13.908705 13.85 99.5779261980177
"2419" "Carvossa1981" 1981-03-03 17.5 8.9 14.13 13.28557 13.2 99.3559177363109
"2420" "Carvossa1981" 1981-03-04 27.6 13.5 14.08 18.1504825 20.55 113.220130649419
"2421" "Carvossa1981" 1981-03-05 27 13.5 14.02 18.0908875 20.25 111.93480695737
"2422" "Carvossa1981" 1981-03-06 20.8 13.4 13.97 17.065945 17.1 100.199549453605
"2423" "Carvossa1981" 1981-03-07 15.8 13.3 13.92 14.574875 14.55 99.8293295825865
"2424" "Carvossa1981" 1981-03-08 24.3 14.3 13.87 18.14325 19.3 106.375649346176
"2425" "Carvossa1981" 1981-03-09 28.5 6.7 13.82 15.4916 17.6 113.609956363449
"2426" "Carvossa1981" 1981-03-10 25.4 13.6 13.77 17.972035 19.5 108.501903095559
"2427" "Carvossa1981" 1981-03-11 23.7 11.2 13.72 16.68125 17.45 104.608467590858
"2428" "Carvossa1981" 1981-03-12 22.5 3.5 13.67 12.801075 13 101.553971053212
"2429" "Carvossa1981" 1981-03-13 23.3 11.1 13.62 16.5664 17.2 103.824608846822
"2430" "Carvossa1981" 1981-03-14 26.7 15.6 13.56 18.8891825 21.15 111.968847778351
"2431" "Carvossa1981" 1981-03-15 24.8 6.7 13.51 14.84595 15.75 106.089539571398
"2432" "Carvossa1981" 1981-03-16 26.3 12.2 13.46 17.5004825 19.25 109.996967226475
"2433" "Carvossa1981" 1981-03-17 19.3 3 13.41 11.312185 11.15 98.5662805196343
"2434" "Carvossa1981" 1981-03-18 18 3.2 13.36 10.74726 10.6 98.6297902907346
"2435" "Carvossa1981" 1981-03-19 19.2 3.8 13.31 11.65323 11.5 98.6850855942945
"2436" "Carvossa1981" 1981-03-20 26.8 11.5 13.26 17.2696725 19.15 110.888032184745
"2437" "Carvossa1981" 1981-03-21 27.3 8.2 13.21 15.95795 17.75 111.229825886157
"2438" "Carvossa1981" 1981-03-22 19.2 13.2 13.16 16.2597 16.2 99.6328345541431
"2439" "Carvossa1981" 1981-03-23 22 12.8 13.11 17.1054 17.4 101.722263144972
"2440" "Carvossa1981" 1981-03-24 25 12.4 13.06 17.4487 18.7 107.171307891132
"2441" "Carvossa1981" 1981-03-25 24.3 8.4 13.01 15.52455 16.35 105.317062330309
"2442" "Carvossa1981" 1981-03-26 18.2 10 12.96 14.18159 14.1 99.4246766406306
"2443" "Carvossa1981" 1981-03-27 12.7 6.3 12.91 9.56368 9.5 99.3341475248022
"2444" "Carvossa1981" 1981-03-28 14.8 7 12.86 10.97761 10.9 99.2930155106622
"2445" "Carvossa1981" 1981-03-29 18.3 5.1 12.81 11.83134 11.7 98.889897509496
"2446" "Carvossa1981" 1981-03-30 23.7 5.3 12.76 13.98762 14.5 103.663096366644
"2447" "Carvossa1981" 1981-03-31 24.8 8 12.71 15.4316 16.4 106.275434822053
"2448" "Carvossa1981" 1981-04-01 21 4.6 12.66 12.87918 12.8 99.3852093068037
"2449" "Carvossa1981" 1981-04-02 25.3 10.6 12.61 16.69015 17.95 107.548464213923
"2450" "Carvossa1981" 1981-04-03 21.7 10.7 12.56 16.021675 16.2 101.113023451044
"2451" "Carvossa1981" 1981-04-04 20.7 5.1 12.51 13.00672 12.9 99.1795010579146
"2452" "Carvossa1981" 1981-04-05 21.8 3.8 12.46 12.75365 12.8 100.363425372344
"2453" "Carvossa1981" 1981-04-06 22.5 7.9 12.41 14.902405 15.2 101.99695955116
"2454" "Carvossa1981" 1981-04-07 23.4 9.7 12.36 15.95315 16.55 103.741267398602
"2455" "Carvossa1981" 1981-04-08 23.8 13.9 12.32 17.91505 18.85 105.218796486753
"2456" "Carvossa1981" 1981-04-09 24.2 14.2 12.27 18.09325 19.2 106.116922056568
"2457" "Carvossa1981" 1981-04-10 15.8 7.4 12.22 11.68358 11.6 99.2846370718564
"2458" "Carvossa1981" 1981-04-11 12.5 6.6 12.17 9.608705 9.55 99.3890435807947
"2459" "Carvossa1981" 1981-04-12 12.3 8 12.13 10.192785 10.15 99.5802422988418
"2460" "Carvossa1981" 1981-04-13 14.8 8 12.08 11.46766 11.4 99.4099929715391
"2461" "Carvossa1981" 1981-04-14 20.3 9.7 12.03 15.09447 15 99.3741416558514
"2462" "Carvossa1981" 1981-04-15 22.4 9.8 11.99 15.782555 16.1 102.011366347211
"2463" "Carvossa1981" 1981-04-16 20.3 11.8 11.94 16.118325 16.05 99.5761035963724
"2464" "Carvossa1981" 1981-04-17 20.3 3 11.89 11.822135 11.65 98.5439601222622
"2465" "Carvossa1981" 1981-04-18 17.5 12.2 11.85 14.902735 14.85 99.6461387792241
"2466" "Carvossa1981" 1981-04-19 20.6 8.6 11.8 14.6744 14.6 99.4929946028458
"2467" "Carvossa1981" 1981-04-20 21.8 8 11.76 14.759465 14.9 100.95216865923
"2468" "Carvossa1981" 1981-04-21 22.7 6.4 11.71 14.2405275 14.55 102.17318143587
"2469" "Carvossa1981" 1981-04-22 21.5 8.5 11.67 14.916525 15 100.55961425332
"2470" "Carvossa1981" 1981-04-23 16 -0.8 11.63 7.76716 7.6 97.8478620242148
"2471" "Carvossa1981" 1981-04-24 17 8 11.58 12.58955 12.5 99.2886957834077
"2472" "Carvossa1981" 1981-04-25 19.5 8 11.54 13.864425 13.75 99.1746862924355
"2473" "Carvossa1981" 1981-04-26 15.7 7.3 11.5 11.58358 11.5 99.2784614083038
"2474" "Carvossa1981" 1981-04-27 17.2 7.3 11.45 12.348505 12.25 99.202292099327
"2475" "Carvossa1981" 1981-04-28 18.3 8 11.41 13.252485 13.15 99.2266733371138
"2476" "Carvossa1981" 1981-04-29 10.3 7.53 11.37 8.9425615 8.915 99.6917941240885
"2477" "Carvossa1981" 1981-04-30 18.1 0.2 11.33 9.328105 9.15 98.0906625729449
"2478" "Carvossa1981" 1981-05-01 14.3 -0.8 11.29 6.900245 6.75 97.8226135448814
"2479" "Carvossa1981" 1981-05-02 16.6 0.2 11.25 8.56318 8.4 98.0943995104622
"2480" "Carvossa1981" 1981-05-03 17.6 6.8 11.21 12.30746 12.2 99.1268710196905
"2481" "Carvossa1981" 1981-05-04 12.8 0.4 11.17 6.72338 6.6 98.1649111012616
"2482" "Carvossa1981" 1981-05-05 15 -2.7 11.13 6.648 6.15 92.5090252707581
"2483" "Carvossa1981" 1981-05-06 18.9 9.6 11.09 14.342535 14.25 99.3548211665511
"2484" "Carvossa1981" 1981-05-07 21.8 4.5 11.05 13.0879525 13.15 100.474081029863
"2485" "Carvossa1981" 1981-05-08 20.4 5.4 11.02 13.03675 12.9 98.9510422459585
"2486" "Carvossa1981" 1981-05-09 20.8 9.6 10.98 15.23944 15.2 99.7411978392907
"2487" "Carvossa1981" 1981-05-10 15.6 6 10.94 10.89552 10.8 99.1233093968897
"2488" "Carvossa1981" 1981-05-11 14.8 -0.3 10.91 7.400245 7.25 97.9697293805813
"2489" "Carvossa1981" 1981-05-12 13.3 0.3 10.87 6.92935 6.8 98.1333025464149
"2490" "Carvossa1981" 1981-05-13 9.7 -3.3 10.84 3.935375 3.2 81.3137248673887
"2491" "Carvossa1981" 1981-05-14 12.8 -0.6 10.8 6.23333 6.1 97.8610148989384
"2492" "Carvossa1981" 1981-05-15 17 8 10.77 12.58955 12.5 99.2886957834077
"2493" "Carvossa1981" 1981-05-16 10.8 4.8 10.74 7.8597 7.8 99.2404290240086
"2494" "Carvossa1981" 1981-05-17 8.3 0.8 10.71 4.624625 4.55 98.3863556504582
"2495" "Carvossa1981" 1981-05-18 6 2.2 10.68 4.13781 4.1 99.0862316056078
"2496" "Carvossa1981" 1981-05-19 8.2 1.4 10.64 4.86766 4.8 98.6100097377385
"2497" "Carvossa1981" 1981-05-20 9.1 5 10.61 7.090795 7.05 99.4246766406306
"2498" "Carvossa1981" 1981-05-21 9.4 4.4 10.59 6.94975 6.9 99.2841469117594
"2499" "Carvossa1981" 1981-05-22 11.1 3.9 10.56 7.57164 7.5 99.0538377418895
"2500" "Carvossa1981" 1981-05-23 12.6 -4.2 10.53 5.1261 4.2 81.9336337566571
"2501" "Carvossa1981" 1981-05-24 11.4 -4 10.5 4.605175 3.7 80.344395164136
"2502" "Carvossa1981" 1981-05-25 10.4 -5.1 10.48 3.9638125 2.65 66.8548272654168
"2503" "Carvossa1981" 1981-05-26 11 -5.6 10.45 4.158825 2.7 64.92218354944
"2504" "Carvossa1981" 1981-05-27 10.93 -4.5 10.42 4.30651625 3.215 74.6543101979471
"2505" "Carvossa1981" 1981-05-28 15.5 1.6 10.4 8.688305 8.55 98.4081475040299
"2506" "Carvossa1981" 1981-05-29 10.4 1.8 10.38 6.18557 6.1 98.6166190019675
"2507" "Carvossa1981" 1981-05-30 18.8 3 10.36 11.05721 10.9 98.5782127679586
"2508" "Carvossa1981" 1981-05-31 19.5 9 10.33 14.354475 14.25 99.272178188335
"2509" "Carvossa1981" 1981-06-01 10.9 2.9 10.31 6.9796 6.9 98.8595334976216
"2510" "Carvossa1981" 1981-06-02 6 0 10.29 3.0597 3 98.0488283165016
"2511" "Carvossa1981" 1981-06-03 4.5 0 10.27 2.294775 2.25 98.0488283165016
"2512" "Carvossa1981" 1981-06-04 4.8 3.2 10.26 4.01592 4 99.6035777605131
"2513" "Carvossa1981" 1981-06-05 6.4 3.1 10.24 4.782835 4.75 99.3134824847606
"2514" "Carvossa1981" 1981-06-06 6.9 2 10.22 4.498755 4.45 98.916255719638
"2515" "Carvossa1981" 1981-06-07 9 2.1 10.21 5.618655 5.55 98.7780883503258
"2516" "Carvossa1981" 1981-06-08 7.5 2.6 10.19 5.098755 5.05 99.0437861791751
"2517" "Carvossa1981" 1981-06-09 11.5 3.7 10.18 7.67761 7.6 98.9891385470218
"2518" "Carvossa1981" 1981-06-10 11.7 9 10.17 10.376865 10.35 99.7411067793597
"2519" "Carvossa1981" 1981-06-11 14 4.5 10.15 9.344525 9.25 98.9884451055565
"2520" "Carvossa1981" 1981-06-12 12.3 6 10.14 9.212685 9.15 99.3195794711314
"2521" "Carvossa1981" 1981-06-13 11.2 -2.1 10.13 4.942 4.55 92.0679886685552
"2522" "Carvossa1981" 1981-06-14 9.5 3.1 10.12 6.36368 6.3 98.9993211475121
"2523" "Carvossa1981" 1981-06-15 13.6 0.4 10.12 7.13134 7 98.1582703951852
"2524" "Carvossa1981" 1981-06-16 12.6 1 10.11 6.91542 6.8 98.3309762819901
"2525" "Carvossa1981" 1981-06-17 10.5 5.9 10.1 8.24577 8.2 99.4449275204135
"2526" "Carvossa1981" 1981-06-18 9.4 4.2 10.1 6.85174 6.8 99.2448633485801
"2527" "Carvossa1981" 1981-06-19 9.4 2.5 10.09 6.018655 5.95 98.8592966368732
"2528" "Carvossa1981" 1981-06-20 9.2 -4.6 10.09 3.491975 2.3 65.865305450354
"2529" "Carvossa1981" 1981-06-21 12 -2 10.09 5.36 5 93.2835820895522
"2530" "Carvossa1981" 1981-06-22 15.6 11 10.09 13.34577 13.3 99.6570448913776
"2531" "Carvossa1981" 1981-06-23 17.1 7.2 10.09 12.248505 12.15 99.1957794032823
"2532" "Carvossa1981" 1981-06-24 15.4 2.4 10.09 9.02935 8.9 98.5674494841822
"2533" "Carvossa1981" 1981-06-25 15 2.9 10.09 9.070395 8.95 98.6726597904501
"2534" "Carvossa1981" 1981-06-26 14.2 2.7 10.09 8.564425 8.45 98.6639500024812
"2535" "Carvossa1981" 1981-06-27 15.4 5.1 10.1 10.352485 10.25 99.0100444482653
"2536" "Carvossa1981" 1981-06-28 16.3 5 10.1 10.762435 10.65 98.955301472204
"2537" "Carvossa1981" 1981-06-29 12.2 3 10.11 7.69154 7.6 98.8098612241502
"2538" "Carvossa1981" 1981-06-30 8.5 2.8 10.12 5.706715 5.65 99.0061708005394
"2539" "Carvossa1981" 1981-07-01 4.8 0.5 10.12 2.692785 2.65 98.4111245420633
"2540" "Carvossa1981" 1981-07-02 9.5 0.5 10.13 5.08955 5 98.2405124225128
"2541" "Carvossa1981" 1981-07-03 11.7 3.4 10.14 7.632585 7.55 98.9179943623294
"2542" "Carvossa1981" 1981-07-04 9.2 0.4 10.15 4.88756 4.8 98.2085130412721
"2543" "Carvossa1981" 1981-07-05 11.3 0.4 10.16 5.958455 5.85 98.179813391223
"2544" "Carvossa1981" 1981-07-06 7.8 3.3 10.18 5.594775 5.55 99.1996997198279
"2545" "Carvossa1981" 1981-07-07 7.1 2.4 10.19 4.796765 4.75 99.025072105888
"2546" "Carvossa1981" 1981-07-08 5.8 1.5 10.2 3.692785 3.65 98.8413893578965
"2547" "Carvossa1981" 1981-07-09 6.5 -4.5 10.22 2.266875 1 44.1135925006893
"2548" "Carvossa1981" 1981-07-10 8.3 -5.6 10.24 2.9131125 1.35 46.3421855489618
"2549" "Carvossa1981" 1981-07-11 7.9 -2.8 10.25 3.1867125 2.55 80.019769590134
"2550" "Carvossa1981" 1981-07-12 6.4 -3.8 10.27 2.331025 1.3 55.7694576420244
"2551" "Carvossa1981" 1981-07-13 16.4 -5 10.29 6.748425 5.7 84.464152746752
"2552" "Carvossa1981" 1981-07-14 17.5 1.4 10.31 9.610195 9.45 98.3330723257956
"2553" "Carvossa1981" 1981-07-15 13.6 5 10.33 9.38557 9.3 99.0882812658155
"2554" "Carvossa1981" 1981-07-16 13.8 6 10.35 9.97761 9.9 99.222158412686
"2555" "Carvossa1981" 1981-07-17 12.2 2 10.37 7.20149 7.1 98.5907083117522
"2556" "Carvossa1981" 1981-07-18 13.3 0.1 10.4 6.83134 6.7 98.0773903802182
"2557" "Carvossa1981" 1981-07-19 15 7.6 10.42 11.37363 11.3 99.3526253271823
"2558" "Carvossa1981" 1981-07-20 11.3 4.5 10.45 7.96766 7.9 99.1508171784438
"2559" "Carvossa1981" 1981-07-21 7.3 0.8 10.47 4.114675 4.05 98.4281869163421
"2560" "Carvossa1981" 1981-07-22 6.3 2 10.5 4.192785 4.15 98.9795565477362
