"SowingD" "Date" "Block" "Cultivar" "DAS" "Pot" "Variable" "S1" "S2" "Percent" "TT_meas" "Pp.x" "TT_sow" "Pp.y" "TTAS"
"61" 2016-06-17 2016-08-11 1 "Denmark" 55 8 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"62" 2016-06-17 2016-08-11 1 "Denmark" 55 8 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"63" 2016-06-17 2016-08-11 1 "Denmark" 55 8 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"64" 2016-06-17 2016-08-11 1 "Denmark" 55 8 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"65" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"66" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Early" 0 0 0 852.27 15 13.29 16 838.98
"67" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Open" 0 0 0 852.27 15 13.29 16 838.98
"68" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"69" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"70" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"71" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"72" 2016-06-17 2016-08-11 1 "Denmark" 55 9 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"73" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"74" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Early" 0 0 0 852.27 15 13.29 16 838.98
"75" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Open" 0 0 0 852.27 15 13.29 16 838.98
"76" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"77" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"78" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"79" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"80" 2016-06-17 2016-08-11 1 "Denmark" 55 10 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"81" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"82" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Early" 0 0 0 852.27 15 13.29 16 838.98
"83" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Open" 0 0 0 852.27 15 13.29 16 838.98
"84" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"85" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"86" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"87" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"88" 2016-06-17 2016-08-11 1 "Narrikup" 55 11 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"89" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"90" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Early" 0 0 0 852.27 15 13.29 16 838.98
"91" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Open" 0 0 0 852.27 15 13.29 16 838.98
"92" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"93" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"94" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"95" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"96" 2016-06-17 2016-08-11 1 "Narrikup" 55 12 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"97" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"98" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Early" 0 0 0 852.27 15 13.29 16 838.98
"99" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Open" 0 0 0 852.27 15 13.29 16 838.98
"100" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"101" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"102" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"103" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"104" 2016-06-17 2016-08-11 1 "Narrikup" 55 13 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"105" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"106" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Early" 0 0 0 852.27 15 13.29 16 838.98
"107" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Open" 0 0 0 852.27 15 13.29 16 838.98
"108" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"109" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"110" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"111" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"112" 2016-06-17 2016-08-11 1 "Narrikup" 55 14 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"113" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"114" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Early" 0 0 0 852.27 15 13.29 16 838.98
"115" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Open" 0 0 0 852.27 15 13.29 16 838.98
"116" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"117" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"118" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"119" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"120" 2016-06-17 2016-08-11 1 "Narrikup" 55 15 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"121" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"122" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Early" 0 0 0 852.27 15 13.29 16 838.98
"123" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Open" 0 0 0 852.27 15 13.29 16 838.98
"124" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"125" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"126" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"127" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"128" 2016-06-17 2016-08-11 2 "Antas" 55 16 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"129" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"130" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Early" 0 0 0 852.27 15 13.29 16 838.98
"131" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Open" 0 0 0 852.27 15 13.29 16 838.98
"132" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"133" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"134" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"135" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"136" 2016-06-17 2016-08-11 2 "Antas" 55 17 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"137" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"138" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Early" 0 0 0 852.27 15 13.29 16 838.98
"139" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Open" 0 0 0 852.27 15 13.29 16 838.98
"140" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"141" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"142" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"143" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"144" 2016-06-17 2016-08-11 2 "Antas" 55 18 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"145" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"146" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Early" 0 0 0 852.27 15 13.29 16 838.98
"147" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Open" 0 0 0 852.27 15 13.29 16 838.98
"148" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"149" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"150" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"151" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"152" 2016-06-17 2016-08-11 2 "Antas" 55 19 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"153" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"154" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Early" 0 0 0 852.27 15 13.29 16 838.98
"155" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Open" 0 0 0 852.27 15 13.29 16 838.98
"156" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"157" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"158" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"159" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"160" 2016-06-17 2016-08-11 2 "Antas" 55 20 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"161" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"162" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Early" 0 0 0 852.27 15 13.29 16 838.98
"163" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Open" 0 0 0 852.27 15 13.29 16 838.98
"164" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"165" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"166" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"167" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"168" 2016-06-17 2016-08-11 2 "Denmark" 55 21 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"169" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"170" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Early" 0 0 0 852.27 15 13.29 16 838.98
"171" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Open" 0 0 0 852.27 15 13.29 16 838.98
"172" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"173" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"174" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"175" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"176" 2016-06-17 2016-08-11 2 "Denmark" 55 22 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"177" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"178" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Early" 0 0 0 852.27 15 13.29 16 838.98
"179" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Open" 0 0 0 852.27 15 13.29 16 838.98
"180" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"181" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"182" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"183" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"184" 2016-06-17 2016-08-11 2 "Denmark" 55 23 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"185" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"186" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Early" 0 0 0 852.27 15 13.29 16 838.98
"187" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Open" 0 0 0 852.27 15 13.29 16 838.98
"188" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"189" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"190" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"191" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"192" 2016-06-17 2016-08-11 2 "Denmark" 55 24 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"193" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"194" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Early" 0 0 0 852.27 15 13.29 16 838.98
"195" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Open" 0 0 0 852.27 15 13.29 16 838.98
"196" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"197" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"198" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"199" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"200" 2016-06-17 2016-08-11 2 "Denmark" 55 25 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"201" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"202" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Early" 0 0 0 852.27 15 13.29 16 838.98
"203" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Open" 0 0 0 852.27 15 13.29 16 838.98
"204" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"205" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"206" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"207" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"208" 2016-06-17 2016-08-11 2 "Narrikup" 55 26 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"209" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"210" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Early" 0 0 0 852.27 15 13.29 16 838.98
"211" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Open" 0 0 0 852.27 15 13.29 16 838.98
"212" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"213" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"214" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"215" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"216" 2016-06-17 2016-08-11 2 "Narrikup" 55 27 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"217" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"218" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Early" 0 0 0 852.27 15 13.29 16 838.98
"219" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Open" 0 0 0 852.27 15 13.29 16 838.98
"220" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"221" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"222" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"223" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"224" 2016-06-17 2016-08-11 2 "Narrikup" 55 28 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"225" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Bud" 0 0 0 852.27 15 13.29 16 838.98
"226" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Early" 0 0 0 852.27 15 13.29 16 838.98
"227" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Open" 0 0 0 852.27 15 13.29 16 838.98
"228" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Petal" 0 0 0 852.27 15 13.29 16 838.98
"229" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Bur8" 0 0 0 852.27 15 13.29 16 838.98
"230" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Bur9" 0 0 0 852.27 15 13.29 16 838.98
"231" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Bur10" 0 0 0 852.27 15 13.29 16 838.98
"232" 2016-06-17 2016-08-11 2 "Narrikup" 55 29 "Bur12" 0 0 0 852.27 15 13.29 16 838.98
"233" 2016-06-17 2016-08-11 2 "Narrikup" 55 30 "Bud" 0 0 0 852.27 15 13.29 16 838.98
