"SowingD" "Date" "Block" "Cultivar" "DAS" "Pot" "Variable" "S1" "S2" "Percent" "TT_meas" "Pp.x" "TT_sow" "Pp.y" "TTAS"
"1870" 2016-06-17 2016-08-18 4 "Denmark" 62 54 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1871" 2016-06-17 2016-08-18 4 "Denmark" 62 54 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1872" 2016-06-17 2016-08-18 4 "Denmark" 62 54 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1873" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Bud" 0 0 0 976.39 14 13.29 16 963.1
"1874" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1875" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1876" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1877" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1878" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1879" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1880" 2016-06-17 2016-08-18 4 "Denmark" 62 55 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1881" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Bud" 1 0 50 976.39 14 13.29 16 963.1
"1882" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1883" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1884" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1885" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1886" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1887" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1888" 2016-06-17 2016-08-18 4 "Narrikup" 62 56 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1889" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Bud" 0 0 0 976.39 14 13.29 16 963.1
"1890" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1891" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1892" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1893" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1894" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1895" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1896" 2016-06-17 2016-08-18 4 "Narrikup" 62 57 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1897" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Bud" 0 0 0 976.39 14 13.29 16 963.1
"1898" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1899" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1900" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1901" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1902" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1903" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1904" 2016-06-17 2016-08-18 4 "Narrikup" 62 58 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1905" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Bud" 0 0 0 976.39 14 13.29 16 963.1
"1906" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1907" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1908" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1909" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1910" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1911" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1912" 2016-06-17 2016-08-18 4 "Narrikup" 62 59 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1913" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Bud" 0 0 0 976.39 14 13.29 16 963.1
"1914" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Early" 0 0 0 976.39 14 13.29 16 963.1
"1915" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Open" 0 0 0 976.39 14 13.29 16 963.1
"1916" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Petal" 0 0 0 976.39 14 13.29 16 963.1
"1917" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Bur8" 0 0 0 976.39 14 13.29 16 963.1
"1918" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Bur9" 0 0 0 976.39 14 13.29 16 963.1
"1919" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Bur10" 0 0 0 976.39 14 13.29 16 963.1
"1920" 2016-06-17 2016-08-18 4 "Narrikup" 62 60 "Bur12" 0 0 0 976.39 14 13.29 16 963.1
"1921" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Bud" 1 0 50 1034.17 14 13.29 16 1020.88
"1922" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1923" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1924" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1925" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1926" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1927" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1928" 2016-06-17 2016-08-21 1 "Antas" 65 1 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1929" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Bud" 1 0 50 1034.17 14 13.29 16 1020.88
"1930" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1931" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1932" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1933" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1934" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1935" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1936" 2016-06-17 2016-08-21 1 "Antas" 65 2 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1937" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1938" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1939" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1940" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1941" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1942" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1943" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1944" 2016-06-17 2016-08-21 1 "Antas" 65 3 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1945" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Bud" 1 0 50 1034.17 14 13.29 16 1020.88
"1946" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1947" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1948" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1949" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1950" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1951" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1952" 2016-06-17 2016-08-21 1 "Antas" 65 4 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1953" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1954" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1955" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1956" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1957" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1958" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1959" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1960" 2016-06-17 2016-08-21 1 "Antas" 65 5 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1961" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1962" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1963" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1964" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1965" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1966" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1967" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1968" 2016-06-17 2016-08-21 1 "Denmark" 65 6 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1969" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1970" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1971" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1972" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1973" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1974" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1975" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1976" 2016-06-17 2016-08-21 1 "Denmark" 65 7 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1977" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1978" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1979" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1980" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1981" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1982" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1983" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1984" 2016-06-17 2016-08-21 1 "Denmark" 65 8 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1985" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1986" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1987" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1988" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1989" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1990" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1991" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"1992" 2016-06-17 2016-08-21 1 "Denmark" 65 9 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"1993" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"1994" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"1995" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"1996" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"1997" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"1998" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"1999" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2000" 2016-06-17 2016-08-21 1 "Denmark" 65 10 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2001" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Bud" 1 0 50 1034.17 14 13.29 16 1020.88
"2002" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2003" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2004" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2005" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2006" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2007" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2008" 2016-06-17 2016-08-21 1 "Narrikup" 65 11 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2009" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Bud" 1 0 50 1034.17 14 13.29 16 1020.88
"2010" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2011" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2012" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2013" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2014" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2015" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2016" 2016-06-17 2016-08-21 1 "Narrikup" 65 12 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2017" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Bud" 1 1 100 1034.17 14 13.29 16 1020.88
"2018" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Early" 0 1 50 1034.17 14 13.29 16 1020.88
"2019" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Open" 1 0 50 1034.17 14 13.29 16 1020.88
"2020" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Petal" 0 1 50 1034.17 14 13.29 16 1020.88
"2021" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2022" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2023" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2024" 2016-06-17 2016-08-21 1 "Narrikup" 65 13 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2025" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Bud" 0 1 50 1034.17 14 13.29 16 1020.88
"2026" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Early" 1 0 50 1034.17 14 13.29 16 1020.88
"2027" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Open" 0 1 50 1034.17 14 13.29 16 1020.88
"2028" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2029" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2030" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2031" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2032" 2016-06-17 2016-08-21 1 "Narrikup" 65 14 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2033" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2034" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2035" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2036" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2037" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2038" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2039" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2040" 2016-06-17 2016-08-21 1 "Narrikup" 65 15 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2041" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2042" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2043" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2044" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2045" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2046" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2047" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2048" 2016-06-17 2016-08-21 2 "Antas" 65 16 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2049" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2050" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2051" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2052" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2053" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2054" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2055" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2056" 2016-06-17 2016-08-21 2 "Antas" 65 17 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2057" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2058" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2059" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2060" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2061" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2062" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2063" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2064" 2016-06-17 2016-08-21 2 "Antas" 65 18 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2065" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2066" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2067" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2068" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2069" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2070" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2071" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2072" 2016-06-17 2016-08-21 2 "Antas" 65 19 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2073" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2074" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2075" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2076" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2077" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2078" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2079" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2080" 2016-06-17 2016-08-21 2 "Antas" 65 20 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2081" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2082" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2083" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2084" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2085" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2086" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
"2087" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Bur10" 0 0 0 1034.17 14 13.29 16 1020.88
"2088" 2016-06-17 2016-08-21 2 "Denmark" 65 21 "Bur12" 0 0 0 1034.17 14 13.29 16 1020.88
"2089" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Bud" 0 0 0 1034.17 14 13.29 16 1020.88
"2090" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Early" 0 0 0 1034.17 14 13.29 16 1020.88
"2091" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Open" 0 0 0 1034.17 14 13.29 16 1020.88
"2092" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Petal" 0 0 0 1034.17 14 13.29 16 1020.88
"2093" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Bur8" 0 0 0 1034.17 14 13.29 16 1020.88
"2094" 2016-06-17 2016-08-21 2 "Denmark" 65 22 "Bur9" 0 0 0 1034.17 14 13.29 16 1020.88
